# 2018-01-09
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	down_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE63617_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE63617_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Pxdc1	-0.155857699391841	0.0417203322534708	-3.73577320633334	NA	NA	0.000467954557943675	0.000233977278971838	0.999992571748107	0.169337156034551	10842	15	12.2392172622001	1	8.85297611505865	8.41968915472093	7.62908716053016	-0.155857699391841	-0.155857699391841	-0.155857699391841	NA	NA	random_intercept
Nnmt	-0.31909576622717	0.0863701969023356	-3.69451243219918	NA	NA	0.000522270576865136	0.000261135288432568	0.999992571748107	0.173657133148053	10841	16	12.0344209025501	1	6.02961535424605	6.64873606304857	5.10068274773173	-0.31909576622717	-0.31909576622717	-0.31909576622717	NA	NA	random_intercept
Vars2	-0.248691670509735	0.0677879821326277	-3.66866902783989	NA	NA	0.000558238766520604	0.000279119383260302	0.999992571748107	0.173657133148053	10840	17	11.9103177639708	1	7.02722692198963	9.38280798671578	7.18261219834882	-0.248691670509735	-0.248691670509735	-0.248691670509735	NA	NA	random_intercept
Pla2g7	-0.187040763652315	0.049345490298313	-3.79043277352357	NA	NA	0.000575871112134294	0.000287935556067147	0.999992571748107	0.173657133148053	10839	18	11.8523990097709	1	11.883273936177	NA	12.2238062402422	-0.187040763652315	NA	-0.187040763652315	NA	NA	random_intercept
Wdhd1	-0.205437064429329	0.0563225401755239	-3.64751063764354	NA	NA	0.000791813399280554	0.000395906699640277	0.999992571748107	0.226208585857624	10838	19	11.2603251501399	1	6.64483537580941	6.50358360584652	6.42507016424545	-0.205437064429329	-0.205437064429329	-0.205437064429329	NA	NA	random_intercept
Zdhhc18	-0.143998194675739	0.0408572862027313	-3.52441897293984	NA	NA	0.000876509845548336	0.000438254922774168	0.999992571748107	0.237884772081818	10837	20	11.0717908840839	1	7.02242527434568	6.48348332782894	7.55395267203847	-0.143998194675739	-0.143998194675739	-0.143998194675739	NA	NA	random_intercept
Ttyh2	-0.191547519328094	0.0549163892605794	-3.48798458724583	NA	NA	0.000983693365091225	0.000491846682545612	0.999992571748107	0.238979364340376	10836	21	10.8580101365619	1	8.64881292363025	5.40148996295008	8.6794711472903	-0.191547519328094	-0.191547519328094	-0.191547519328094	NA	NA	random_intercept
Rps14	-0.0843209442727338	0.0242290328323856	-3.48016137730544	NA	NA	0.000993599017453254	0.000496799508726627	0.999992571748107	0.238979364340376	10835	22	10.8394563252163	1	14.0407665331703	14.7849240482609	14.0492005350883	-0.0843209442727338	-0.0843209442727338	-0.0843209442727338	NA	NA	random_intercept
Hcfc2	-0.159742097058266	0.04602695358321	-3.47062068249804	NA	NA	0.00103337432215204	0.000516687161076021	0.999992571748107	0.238979364340376	10834	23	10.7667925624288	1	8.75103298192095	6.52643034247872	9.82348134515868	-0.159742097058266	-0.159742097058266	-0.159742097058266	NA	NA	random_intercept
Armc7	-0.142488002590925	0.041284016434489	-3.45140843592652	NA	NA	0.00105665157409157	0.000528325787045784	0.999992571748107	0.238979364340376	10833	24	10.7255692457242	1	6.58425942634417	6.79261563973728	6.89267274454304	-0.142488002590925	-0.142488002590925	-0.142488002590925	NA	NA	random_intercept
Lamp2	-0.199853724835066	0.0591460280057469	-3.37898810069964	NA	NA	0.00139624527339344	0.000698122636696722	0.999992571748107	0.303152773759185	10832	25	10.2107480580774	1	11.3118739724854	9.93949530039457	10.2874523089808	-0.199853724835066	-0.199853724835066	-0.199853724835066	NA	NA	random_intercept
Scrt2	-0.168568443945829	0.0503485396086616	-3.34803045442909	NA	NA	0.00147316570437113	0.000736582852185567	0.999992571748107	0.307551670897174	10831	26	10.1118805155189	1	6.34545261394859	8.97777469544413	8.34295443710747	-0.168568443945829	-0.168568443945829	-0.168568443945829	NA	NA	random_intercept
Chil1	-0.154289722601392	0.0466129886642106	-3.31001566350657	NA	NA	0.00163072172475955	0.000815360862379775	0.999992571748107	0.327835463777587	10830	27	9.92473672344594	1	6.27688863739315	7.22793072517456	6.90944562055802	-0.154289722601392	-0.154289722601392	-0.154289722601392	NA	NA	random_intercept
Gbp3	-0.364560081244612	0.110572048894282	-3.29703650145046	NA	NA	0.00178016498797433	0.000890082493987164	0.999992571748107	0.343035612276387	10829	28	9.76344004760738	1	7.18013823670021	7.21211153287109	6.27080110129097	-0.364560081244612	-0.364560081244612	-0.364560081244612	NA	NA	random_intercept
Herc6	-0.184674848649418	0.0564911432119559	-3.26909384638427	NA	NA	0.00189032186122776	0.000945160930613882	0.999992571748107	0.343035612276387	10828	29	9.65310119178816	1	7.50210821252964	5.37832561857437	7.33051076085911	-0.184674848649418	-0.184674848649418	-0.184674848649418	NA	NA	random_intercept
Igtp	-0.432686948047559	0.132872227519894	-3.25641374517318	NA	NA	0.00189592269128438	0.000947961345642189	0.999992571748107	0.343035612276387	10827	30	9.64766657791171	1	7.04195488777796	8.11110594805829	7.27741710434582	-0.432686948047559	-0.432686948047559	-0.432686948047559	NA	NA	random_intercept
Pi4k2b	-0.169017391750614	0.0522298979108368	-3.23602761083601	NA	NA	0.0020098602217693	0.00100493011088465	0.999992571748107	0.351920041411735	10826	31	9.54050878020537	1	5.91784122928038	6.32102174905578	6.31930856593441	-0.169017391750614	-0.169017391750614	-0.169017391750614	NA	NA	random_intercept
Frzb	-0.320907790535626	0.0996531873033834	-3.22024612778974	NA	NA	0.00235562917937276	0.00117781458968638	0.999992571748107	0.390305655453003	10825	32	9.24947523255987	1	9.51091197631446	8.69854202784824	9.02208767887809	-0.320907790535626	-0.320907790535626	-0.320907790535626	NA	NA	random_intercept
Mcur1	-0.124203922233785	0.0387836615945472	-3.20248055823712	NA	NA	0.0023728973157607	0.00118644865788035	0.999992571748107	0.390305655453003	10824	33	9.23610060243247	1	10.4243468173904	9.83622982068216	9.97434673686166	-0.124203922233785	-0.124203922233785	-0.124203922233785	NA	NA	random_intercept
Matn4	-0.19998032113838	0.0632893546556063	-3.15977816848643	NA	NA	0.0025110519812624	0.0012555259906312	0.999992571748107	0.400882063361539	10823	34	9.13252298010673	1	7.13960199532115	7.44243147191679	7.73306980679741	-0.19998032113838	-0.19998032113838	-0.19998032113838	NA	NA	random_intercept
Wnt7a	-0.169585864445606	0.0540269889666947	-3.13891015747977	NA	NA	0.00272503560219469	0.00136251780109734	0.999992571748107	0.422614092820365	10822	35	8.98299546938346	1	7.2403867646586	6.77939048715356	7.91338974689276	-0.169585864445606	-0.169585864445606	-0.169585864445606	NA	NA	random_intercept
Fastkd5	-0.162653568614382	0.0523160404029836	-3.10905732470353	NA	NA	0.0030105886474574	0.0015052943237287	0.999992571748107	0.453929866066633	10821	36	8.80104009564996	1	8.36938731514738	7.24147599153894	8.3126959832683	-0.162653568614382	-0.162653568614382	-0.162653568614382	NA	NA	random_intercept
Pik3r3	-0.134700565888576	0.0433938103713349	-3.10414238196415	NA	NA	0.00311594821471544	0.00155797410735772	0.999992571748107	0.457118024580417	10820	37	8.73830036137319	1	9.85745897154208	9.33763213870084	9.7318977993578	-0.134700565888576	-0.134700565888576	-0.134700565888576	NA	NA	random_intercept
Car12	-0.52942137071562	0.172525075834465	-3.06866331259342	NA	NA	0.00326205388406835	0.00163102694203418	0.999992571748107	0.458293286647971	10819	38	8.65477482649852	1	8.91869928516737	8.91869928516737	8.91869928516737	-0.52942137071562	-0.52942137071562	-0.52942137071562	NA	NA	random_intercept
Gna11	-0.0892114326491884	0.0290899744439256	-3.06674152709051	NA	NA	0.00339168191552966	0.00169584095776483	0.999992571748107	0.458293286647971	10818	39	8.58379267931012	1	11.6121185572001	10.6900670464341	11.3828837007298	-0.0892114326491884	-0.0892114326491884	-0.0892114326491884	NA	NA	random_intercept
Lrp6	-0.232260563350879	0.0759685751854808	-3.05732419995773	NA	NA	0.00347693204699572	0.00173846602349786	0.999992571748107	0.458293286647971	10817	40	8.53859871359831	1	9.2749805190349	6.20381443689664	8.32451306465931	-0.232260563350879	-0.232260563350879	-0.232260563350879	NA	NA	random_intercept
Alg9	-0.197913284326797	0.0648729952664852	-3.05078073725144	NA	NA	0.00351037525562779	0.00175518762781389	0.999992571748107	0.458293286647971	10816	41	8.5211762604495	1	8.63333613625333	9.15032626065264	8.05492587929613	-0.197913284326797	-0.197913284326797	-0.197913284326797	NA	NA	random_intercept
Gss	-0.175877315544954	0.0579025568434507	-3.03747062535543	NA	NA	0.00363742433462627	0.00181871216731314	0.999992571748107	0.458293286647971	10815	42	8.45649352178665	1	7.89597206139928	8.29695387794274	7.52130368936264	-0.175877315544954	-0.175877315544954	-0.175877315544954	NA	NA	random_intercept
Irf1	-0.115770612718004	0.0382187822405942	-3.02915493197054	NA	NA	0.00369900257130243	0.00184950128565121	0.999992571748107	0.458293286647971	10814	43	8.42596510411897	1	7.23661352654575	8.85331556182374	8.05724155143176	-0.115770612718004	-0.115770612718004	-0.115770612718004	NA	NA	random_intercept
Eral1	-0.111017377086356	0.0366108223281134	-3.03236502287209	NA	NA	0.00371497874217221	0.0018574893710861	0.999992571748107	0.458293286647971	10813	44	8.41812908660113	1	8.77868054971152	7.41445715980101	8.84320293584973	-0.111017377086356	-0.111017377086356	-0.111017377086356	NA	NA	random_intercept
D5Ertd579e	-0.153946363783327	0.0510828137388695	-3.01366257094385	NA	NA	0.00390377842141377	0.00195188921070688	0.999992571748107	0.468156031980278	10812	45	8.32803860596842	1	11.5058179702395	6.41374068550931	11.347754925085	-0.153946363783327	-0.153946363783327	-0.153946363783327	NA	NA	random_intercept
Fam53c	-0.113612992444781	0.03776653444841	-3.00829806346088	NA	NA	0.00396742399983287	0.00198371199991643	0.999992571748107	0.468156031980278	10811	46	8.29866463894962	1	10.3263528406897	8.46850827122917	10.5077373350102	-0.113612992444781	-0.113612992444781	-0.113612992444781	NA	NA	random_intercept
Nkain2	-0.105368410562619	0.0351251399874664	-2.99980044492968	NA	NA	0.00405587128520487	0.00202793564260243	0.999992571748107	0.468409985874298	10810	47	8.25863051765578	1	10.741889483092	5.28673663262116	10.0735845659021	-0.105368410562619	-0.105368410562619	-0.105368410562619	NA	NA	random_intercept
Vcam1	-0.242734982701322	0.0816363960503087	-2.97336720439907	NA	NA	0.00448571419132299	0.00224285709566149	0.999992571748107	0.503469296472521	10809	48	8.07592749606059	1	9.95345021229853	9.23932853062405	8.58667166324846	-0.242734982701322	-0.242734982701322	-0.242734982701322	NA	NA	random_intercept
Jph4	-0.130095726541612	0.0439075974007616	-2.96294341396498	NA	NA	0.00454495127618893	0.00227247563809447	0.999992571748107	0.503469296472521	10808	49	8.05215683789255	1	12.2815141277055	12.3622105688536	12.0596355216856	-0.130095726541612	-0.130095726541612	-0.130095726541612	NA	NA	random_intercept
Zhx2	-0.106774355151789	0.0362716001861256	-2.94374537114114	NA	NA	0.00472973918206906	0.00236486959103453	0.999992571748107	0.504707600245632	10807	50	7.97998278046463	1	6.64550543923585	5.30199965536676	8.43802536832541	-0.106774355151789	-0.106774355151789	-0.106774355151789	NA	NA	random_intercept
Slc15a2	-0.318957545364214	0.108881565099789	-2.92939897651079	NA	NA	0.00505762991562166	0.00252881495781083	0.999992571748107	0.504707600245632	10806	51	7.85871590699061	1	9.59318435722885	8.70720354031906	9.5643504016555	-0.318957545364214	-0.318957545364214	-0.318957545364214	NA	NA	random_intercept
Itpr2	-0.152052226343382	0.0522140345328404	-2.91209495117155	NA	NA	0.0051492594598085	0.00257462972990425	0.999992571748107	0.504707600245632	10805	52	7.82625799691782	1	8.11284468590661	10.33269448405	7.666108156162	-0.152052226343382	-0.152052226343382	-0.152052226343382	NA	NA	random_intercept
Vhl	-0.144061011177001	0.0493355375549678	-2.92002516475054	NA	NA	0.00515582226646607	0.00257791113323304	0.999992571748107	0.504707600245632	10804	53	7.82395589240115	1	10.064257613404	8.9937464542903	9.48891506628216	-0.144061011177001	-0.144061011177001	-0.144061011177001	NA	NA	random_intercept
Acadl	-0.113743145260864	0.0391404741675584	-2.90602369235322	NA	NA	0.00527947837049156	0.00263973918524578	0.999992571748107	0.504707600245632	10803	54	7.781129318354	1	9.73264663235593	8.5550401173968	9.78158350531629	-0.113743145260864	-0.113743145260864	-0.113743145260864	NA	NA	random_intercept
Atp11c	-0.22503114669866	0.0776585110199057	-2.89770102134689	NA	NA	0.00541761538593269	0.00270880769296635	0.999992571748107	0.504707600245632	10802	55	7.73448030482296	1	8.39904828618038	5.30168856910769	7.24941769522187	-0.22503114669866	-0.22503114669866	-0.22503114669866	NA	NA	random_intercept
Cpq	-0.295028475266084	0.102236576671396	-2.88574290015942	NA	NA	0.00551683971298658	0.00275841985649329	0.999992571748107	0.504707600245632	10801	56	7.70171453137593	1	8.0493337883818	9.48591792559963	7.60707222009299	-0.295028475266084	-0.295028475266084	-0.295028475266084	NA	NA	random_intercept
Hus1	-0.144189549196077	0.0495553195871225	-2.90966843514306	NA	NA	0.00555141856061291	0.00277570928030645	0.999992571748107	0.504707600245632	10800	57	7.69043694983618	1	7.91456958074951	7.48738313853972	7.62873575683972	-0.144189549196077	-0.144189549196077	-0.144189549196077	NA	NA	random_intercept
Pttg1ip	-0.128186634128486	0.0443901346841755	-2.88772798371758	NA	NA	0.00561061694077321	0.00280530847038661	0.999992571748107	0.504707600245632	10799	58	7.67129520348336	1	11.17387075899	10.4394345613288	9.98770892537094	-0.128186634128486	-0.128186634128486	-0.128186634128486	NA	NA	random_intercept
Nomo1	-0.124935604284847	0.043456787362193	-2.87493880400235	NA	NA	0.00567945417969344	0.00283972708984672	0.999992571748107	0.504707600245632	10798	59	7.64929406851889	1	10.8150182033459	12.4718396839569	11.237265587128	-0.124935604284847	-0.124935604284847	-0.124935604284847	NA	NA	random_intercept
A930004D18Rik	-0.160195033697969	0.0561980885628125	-2.85054239022595	NA	NA	0.00606913321398905	0.00303456660699452	0.999992571748107	0.504707600245632	10797	60	7.52966084000745	1	5.79075524314124	7.81872826828256	6.27159473524762	-0.160195033697969	-0.160195033697969	-0.160195033697969	NA	NA	random_intercept
Clns1a	-0.0963439446798014	0.0337983421594642	-2.8505523799138	NA	NA	0.00612369226810789	0.00306184613405394	0.999992571748107	0.504707600245632	10796	61	7.5135393549789	1	13.1590965471897	10.4539672517542	12.9060053432384	-0.0963439446798014	-0.0963439446798014	-0.0963439446798014	NA	NA	random_intercept
Thbs2	-0.114680395063906	0.0403733799582794	-2.84049527640274	NA	NA	0.00616818072501517	0.00308409036250759	0.999992571748107	0.504707600245632	10795	62	7.50050171869682	1	5.8942282393553	5.8942282393553	5.8942282393553	-0.114680395063906	-0.114680395063906	-0.114680395063906	NA	NA	random_intercept
Lgals3bp	-0.309878884046259	0.109325267781762	-2.8344671852517	NA	NA	0.00634007779720544	0.00317003889860272	0.999992571748107	0.504707600245632	10794	63	7.45101241019623	1	7.24200287025174	9.57590320454725	7.09354189287271	-0.309878884046259	-0.309878884046259	-0.309878884046259	NA	NA	random_intercept
Psma5	-0.056089363831267	0.0197982614971625	-2.8330449034278	NA	NA	0.00638384796415794	0.00319192398207897	0.999992571748107	0.504707600245632	10793	64	7.43862967175427	1	12.1233354923864	12.5913548734411	11.9696772940138	-0.056089363831267	-0.056089363831267	-0.056089363831267	NA	NA	random_intercept
Grsf1	-0.118854456574392	0.041947013435165	-2.83344264206314	NA	NA	0.00646134020733405	0.00323067010366703	0.999992571748107	0.504707600245632	10792	65	7.41691790011588	1	12.0202335390024	10.780993715272	11.6864052129174	-0.118854456574392	-0.118854456574392	-0.118854456574392	NA	NA	random_intercept
Ppp1r15b	-0.106455648907112	0.0376174052457564	-2.82995725546811	NA	NA	0.00648805578170378	0.00324402789085189	0.999992571748107	0.504707600245632	10791	66	7.40949430275856	1	9.63226118777019	8.31286010474528	9.6775453891353	-0.106455648907112	-0.106455648907112	-0.106455648907112	NA	NA	random_intercept
Kbtbd7	-0.102078485350508	0.0360812260506711	-2.82913017443345	NA	NA	0.00648994300806673	0.00324497150403336	0.999992571748107	0.504707600245632	10790	67	7.40897106993602	1	11.6404658908481	8.7837559803753	11.3292441302522	-0.102078485350508	-0.102078485350508	-0.102078485350508	NA	NA	random_intercept
Kcng4	-0.10970886477423	0.0388049078991077	-2.82719044352513	NA	NA	0.00650004488053765	0.00325002244026883	0.999992571748107	0.504707600245632	10789	68	7.40617296797316	1	5.75913131650234	5.61995311639027	5.88401512189906	-0.10970886477423	-0.10970886477423	-0.10970886477423	NA	NA	random_intercept
Pde3b	-0.0905422889994738	0.0320224106209718	-2.82746636632586	NA	NA	0.00651559140387769	0.00325779570193884	0.999992571748107	0.504707600245632	10788	69	7.40187542283081	1	9.11185297067401	5.6757680563897	8.58423286591935	-0.0905422889994738	-0.0905422889994738	-0.0905422889994738	NA	NA	random_intercept
Hsd11b1	-0.149030586835338	0.0525033871329711	-2.83849471383438	NA	NA	0.00656478362111749	0.00328239181055874	0.999992571748107	0.504707600245632	10787	70	7.38834580782779	1	10.8848768404205	10.3559989637861	10.2250543764955	-0.149030586835338	-0.149030586835338	-0.149030586835338	NA	NA	random_intercept
Trpc6	-0.220908383666082	0.0785002502583331	-2.81411056575112	NA	NA	0.00667809875038979	0.00333904937519489	0.999992571748107	0.504707600245632	10786	71	7.35756992754911	1	6.07398172287503	7.61260005463343	6.31231857689899	-0.220908383666082	-0.220908383666082	-0.220908383666082	NA	NA	random_intercept
Lum	-0.332877457719277	0.118337318060069	-2.81295421576401	NA	NA	0.00676900708621021	0.00338450354310511	0.999992571748107	0.504707600245632	10785	72	7.33326271336034	1	7.48715043687659	8.29302574345536	6.44849777217513	-0.332877457719277	-0.332877457719277	-0.332877457719277	NA	NA	random_intercept
Vmac	-0.13626801277428	0.0485502443586592	-2.80674205813706	NA	NA	0.00683567206604477	0.00341783603302238	0.999992571748107	0.504707600245632	10784	73	7.31564867876362	1	6.59131348370176	6.71932776422061	6.8214525491638	-0.13626801277428	-0.13626801277428	-0.13626801277428	NA	NA	random_intercept
Pdia4	-0.217503535150845	0.0763840039424793	-2.84750109872003	NA	NA	0.00694638083111079	0.0034731904155554	0.999992571748107	0.504707600245632	10783	74	7.28678157464087	1	9.44428475950442	9.10244555927123	9.05266739688542	-0.217503535150845	-0.217503535150845	-0.217503535150845	NA	NA	random_intercept
Axin1	-0.11225581104629	0.0400615763386158	-2.8020817278247	NA	NA	0.00698702767658232	0.00349351383829116	0.999992571748107	0.504707600245632	10782	75	7.27630077665732	1	7.70639140602506	6.67546050415745	7.97587230278329	-0.11225581104629	-0.11225581104629	-0.11225581104629	NA	NA	random_intercept
Rhbdl3	-0.145037181061654	0.0517959319077319	-2.80016549021686	NA	NA	0.00706665026136109	0.00353332513068055	0.999992571748107	0.504707600245632	10781	76	7.25594938283466	1	9.4483141610645	9.46193421120337	8.54094457209288	-0.145037181061654	-0.145037181061654	-0.145037181061654	NA	NA	random_intercept
Slc7a2	-0.137382611704944	0.0491912241141608	-2.79282766751468	NA	NA	0.00716249479611827	0.00358124739805914	0.999992571748107	0.50490937341987	10780	77	7.23176017171996	1	8.16295007933067	5.15338964237117	7.77680016346992	-0.137382611704944	-0.137382611704944	-0.137382611704944	NA	NA	random_intercept
Arhgef3	-0.199793885488509	0.071901509967635	-2.77871612958395	NA	NA	0.00746855718963157	0.00373427859481578	0.999992571748107	0.505100329509642	10779	78	7.15667365669793	1	9.29818417293608	9.48668703551214	8.87396005741004	-0.199793885488509	-0.199793885488509	-0.199793885488509	NA	NA	random_intercept
2810001G20Rik	-0.250763375314419	0.0902360023558453	-2.77897256934694	NA	NA	0.00749053354086087	0.00374526677043043	0.999992571748107	0.505100329509642	10778	79	7.15140377621917	1	8.3096423117669	8.38726391672083	7.08831471749511	-0.250763375314419	-0.250763375314419	-0.250763375314419	NA	NA	random_intercept
Cblb	-0.131777601416595	0.0459515187947921	-2.86775290290361	NA	NA	0.00751768406131053	0.00375884203065527	0.999992571748107	0.505100329509642	10777	80	7.1449149217881	1	9.94946440151123	NA	9.62792181633698	-0.131777601416595	NA	-0.131777601416595	NA	NA	random_intercept
Anxa3	-0.22623450124288	0.0815715369674675	-2.77344904428007	NA	NA	0.00753742201368478	0.00376871100684239	0.999992571748107	0.505100329509642	10776	81	7.14021265808024	1	8.22813181506293	8.96461536869135	6.51386955153018	-0.22623450124288	-0.22623450124288	-0.22623450124288	NA	NA	random_intercept
Macrod1	-0.119996697408096	0.0442412111901061	-2.71232848695001	NA	NA	0.00880908494981032	0.00440454247490516	0.999992571748107	0.570787415612208	10775	82	6.86112946870736	1	7.85182475681628	10.137287104792	8.32882107627993	-0.119996697408096	-0.119996697408096	-0.119996697408096	NA	NA	random_intercept
Atp13a3	-0.156843664414443	0.058032664112523	-2.70267903107688	NA	NA	0.00910159603564334	0.00455079801782167	0.999992571748107	0.570787415612208	10774	83	6.80278170869896	1	9.92198201100331	5.97032487725546	9.05912025144744	-0.156843664414443	-0.156843664414443	-0.156843664414443	NA	NA	random_intercept
Sorcs2	-0.147809137186899	0.0548155264558027	-2.69648303580695	NA	NA	0.00917989744226778	0.00458994872113389	0.999992571748107	0.570787415612208	10773	84	6.78748838316271	1	8.68275498196733	8.42324228985021	9.18550331056985	-0.147809137186899	-0.147809137186899	-0.147809137186899	NA	NA	random_intercept
Cideb	-0.0926950312429972	0.0343532618291623	-2.69828907962122	NA	NA	0.00919833353159429	0.00459916676579715	0.999992571748107	0.570787415612208	10772	85	6.7839069945885	1	5.89493257887904	5.40048829327226	6.16340452960112	-0.0926950312429972	-0.0926950312429972	-0.0926950312429972	NA	NA	random_intercept
Tfpi	-0.260633682770491	0.0964039471481863	-2.7035582098092	NA	NA	0.00921554697829991	0.00460777348914995	0.999992571748107	0.570787415612208	10771	86	6.78056974583708	1	7.50938322999313	6.23620878840185	7.29322579255039	-0.260633682770491	-0.260633682770491	-0.260633682770491	NA	NA	random_intercept
Ddx21	-0.129962095318325	0.0481209566966798	-2.70073797862153	NA	NA	0.00929903218815301	0.0046495160940765	0.999992571748107	0.570787415612208	10770	87	6.76447413191886	1	7.79851375465453	6.82566384739798	7.04029500255753	-0.129962095318325	-0.129962095318325	-0.129962095318325	NA	NA	random_intercept
Arhgef28	-0.164172304729116	0.0610483742241167	-2.68921665508106	NA	NA	0.00930600226025996	0.00465300113012998	0.999992571748107	0.570787415612208	10769	88	6.76313703012246	1	8.7907780184728	10.1760890563936	9.47047493358278	-0.164172304729116	-0.164172304729116	-0.164172304729116	NA	NA	random_intercept
Gdf9	-0.15559605926064	0.0577966356091017	-2.69213004564815	NA	NA	0.00941666483208341	0.00470833241604171	0.999992571748107	0.570787415612208	10768	89	6.74204445446594	1	6.28634175586098	6.37354202239592	6.29124502159423	-0.15559605926064	-0.15559605926064	-0.15559605926064	NA	NA	random_intercept
Ccl9	-0.153061444595371	0.0568660814542015	-2.69161230528329	NA	NA	0.00946405073785902	0.00473202536892951	0.999992571748107	0.570787415612208	10767	90	6.73309009904575	1	5.92882114691479	5.99237956916335	5.41158527525128	-0.153061444595371	-0.153061444595371	-0.153061444595371	NA	NA	random_intercept
