#2017-12-06----Dataset: GSE50521
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE50521	5xFAD	14-15_months	6	6	F(4); M(8)	GPL6096	16743	16242	12	Yes	2.58915233825448	13.6572450687949	7.16541227765047	model.matrix( ~ Genotype, data = array_design)	WT(6); 5xFAD(6)	14-15_months(12)	Hippocampus(12)	F(4); M(8)
