5xFAD;eIF2+_S51A1	5xFAD;eIF2+_S51A2	5xFAD;eIF2+_S51A3	5xFAD1	5xFAD2	5xFAD3	eIF2+_S51A1	eIF2+_S51A2	eIF2+_S51A3	WT1	WT2	WT3
6748557	10.6553924143396	10.8468498392835	10.679701203637	10.893923387434	11.0048741955972	10.8240446443484	10.9102468793606	10.825260626052	10.6730782301978	10.5642463603358	10.7969225987268	10.8625263172514
6748605	7.66047738041993	7.9636937530681	7.68351952961009	7.68536427375552	7.55531175245084	7.87988258182253	7.65201794050217	7.72786652627511	7.67456262703178	7.47521302990254	7.80410154340026	7.83333311835396
6748620	7.9226572223924	7.79560224535898	8.00643844856763	8.00423660288367	7.77932468718669	7.9235864680735	7.71307317425718	7.69538482179407	7.97678675261224	8.00701149394789	7.796277205738	7.76606885135686
6748645	6.36758007526645	6.61955485738428	6.44155498430448	6.55947538834246	6.30818161196204	6.65185552954148	6.33831041585325	6.52859059766943	6.47499813091372	6.63903544498931	6.68457945429151	6.50105726890015
6748646	7.97924008846662	8.04009527819338	7.88019828809767	7.94611384305347	8.02947083290023	8.05817395752032	8.10154261288828	8.0994313586785	7.99749420852687	8.07576136930334	7.95472152495397	8.00889102809851
6748662	5.90092635848147	5.90512681541262	6.02687501362429	6.12275570618523	5.67314199140008	5.95987353477817	5.78758869063411	5.90621697888927	6.01694549695782	5.97561980353202	6.01743135428219	5.90310994832452
6748688	6.40198782843611	6.04949392900053	6.24911801433924	6.17434910778584	6.05580408339438	6.16470894673984	6.10369200677933	5.98692278827035	6.38015297935993	6.46464412821845	6.35570397077966	6.15691682586921
6748691	5.67921406469528	5.91402818396256	5.54358852599597	5.70957883321533	5.5820712358643	5.74671938936443	5.97996809467702	5.74445010315495	6.05674005650486	5.97562668092678	5.86785746512304	5.88656185225107
6748695	5.10946421715349	5.00000560910094	5.07856403627696	5.20693449083627	4.79638809905192	4.93308958713524	4.9335518076945	4.77838149594377	5.43839666067358	4.92352865892335	4.95818746024469	5.16437047532658
6748699	9.77433064500996	9.93730278388403	9.56729430731753	9.79916796301294	9.82697333905014	9.88906952910587	9.90617459591995	9.8993911954392	9.72822128004796	9.74518312369369	9.90377262401622	9.9928930620589
6748701	8.919630104408	8.75984244281433	8.78217098486836	8.70026994404326	8.92518144273044	8.79027876657002	8.88502742985437	8.80122137007151	8.8326448390397	8.90279756624279	8.83589966800946	8.79570840093809
6748726	6.60282440782936	6.64846256009103	7.06927717409622	6.64442434667674	6.65371940037028	6.55765436512194	6.51524951382996	6.78311877636198	6.68638262009945	6.73026215967483	6.66461373040659	6.86344249139368
6748729	8.21822525993538	8.26401455519713	8.08245715378639	8.11760070487172	7.97128639034552	8.1156041296195	8.14732524814116	8.1142830351446	8.30842271458428	8.0144008551144	8.05240114397916	8.27603559065534
6748736	7.67339663431661	7.62330451144172	7.54957841921625	7.76387576859035	7.87388770743215	7.75598455041494	8.02840439852715	7.96358849177331	7.56929363596569	7.77494487496475	7.84830184547631	7.85626698857609
6748828	4.97870685438796	4.77756384838436	4.90302429978018	4.8075983715997	4.6799543757141	4.93061955083776	4.72155957100094	4.69086586041952	5.12063900956802	5.17536192616546	5.05912175681617	4.91789782311459
6748832	7.81497752692273	7.51238110753612	7.91715488048214	7.68394087307491	7.52217203553505	7.58231924172646	7.64080907507823	7.70149135936506	7.78097131853598	7.67560382613912	7.62059634533806	7.67128680850817
6748837	10.1101252691821	9.92076332016792	9.63966835878979	9.9760558563866	9.94656075281961	9.95679905303108	9.99006934904325	10.0861843073592	10.0560411721557	9.87865787803067	9.99421690157128	10.2369745362129
6748841	6.35500776769764	6.37928697068289	6.02074950436969	6.3801723448337	6.50894307966168	6.70301990359491	6.4564493141273	6.55779648291478	6.64499035160008	6.50755143341948	6.18745364323798	6.63141420493712
6748855	8.07861569390351	8.03113461339725	7.95934982617214	7.91402171993137	8.05061161315218	7.9831482241138	8.07125855030502	8.08348830718239	7.97037263788914	8.04004548083659	8.03419923279509	8.08866597101174
6748877	8.43631726986485	8.41508199424638	8.38944819499509	8.46479850059581	8.58105139213183	8.57066540719007	8.46412070871427	8.45851486119415	8.24995770767742	8.38421883278506	8.39413296841428	8.37387631456994
6748883	4.66882630485131	4.3603533381231	4.54754712897376	4.47373270566647	4.34539494485314	4.35220549316462	4.31612451266014	4.24319544747829	4.60432259512558	4.59969221671175	4.41737947628417	4.51329276102602
6748884	6.3393572143643	7.0025266006379	6.63992245075396	6.65384510957446	6.56208149250962	6.78580364722817	6.7530925182382	6.65740300557929	6.77821964851587	6.69189486000846	6.68803731941188	6.67131747782231
6748886	5.17219170120463	5.34452791297359	5.36244192595048	5.02891405936011	5.17986673346678	5.02566981187154	4.6314434001717	4.67885868374408	4.93474624342074	4.88667999588695	4.9007600159478	4.8529021509772
6748888	4.53850152649188	4.55016880824229	4.63107851027397	4.7270991361238	4.58882999222279	4.55899847162033	4.49706769900359	4.40832781906764	4.68764865587355	4.50022176359984	4.57684348822065	4.60865412744047
6748889	4.50109514659386	4.39003440257767	4.66000479793906	4.53908987901555	4.30308451509293	4.44511657666404	4.33626603424464	4.38273120960848	4.5821539178081	4.40726271014658	4.43015719327616	4.36912472963417
6748893	4.56642427227048	4.56958294233744	4.56201566071798	4.57518229476076	4.44003083441194	4.52081277117393	4.40906356930358	4.49577854050834	4.63817794842071	4.54679110058928	4.57131472385917	4.43777762530755
6748897	7.95028772464621	8.03560079604288	8.24331335823894	7.94599318445786	8.08083981644173	7.90314621761558	7.91872238998664	7.86462708583204	8.12615498576465	8.10552625128228	7.92986703733522	7.53149571292173
6748980	8.05740352674765	8.15559635039279	7.86533892220942	7.94003955911648	7.80732855337896	8.11812517164715	7.77639188744013	7.94997159637941	8.02083311059511	7.9702679527433	8.00654984038201	8.04669010770881
6749009	7.05399312935072	7.02792271657153	7.03060520001426	7.06685957225238	6.99130893902962	6.96382791384437	7.08866884627228	7.14177168693038	6.91348447322914	6.98178847639802	7.2158943327461	7.11617786210188
6749034	6.71612799603509	6.7584225392727	6.58342972699048	6.6303609966705	6.23725868070682	6.64685479893672	6.49433887661279	6.59992188502387	6.97342526741984	6.68007325998719	6.79906765601029	6.82975265841193
6749044	7.54340202205046	7.49528820901499	7.55038676989342	7.50108409434162	7.6330997612009	7.55826677536038	7.63742975770556	7.58398877010379	7.57966915380183	7.5241783307792	7.55919475897262	7.73845912580241
6749069	7.80729139513682	8.03708863408664	7.84227201970518	7.94632495126611	7.99258991143063	8.11366098094923	8.08999358805232	8.1865134520154	7.89609323276768	7.84845538363943	8.02897449761833	8.04017654925454
6749073	7.41469299802999	6.45502861433546	7.68367713059191	6.68480378962206	7.52739846543029	7.15354617985787	7.62755934409631	7.40145147032013	7.42536584168981	8.07274194679236	6.47152971074879	6.57869748750676
6749081	8.71905096739618	8.71073598519687	8.70231630420993	8.78244135011529	8.98034760923846	8.59536458105724	8.92169238378656	8.79483898031154	8.70161101357309	8.67876615591953	8.7426871431324	8.73897549474526
6749103	7.42706771629488	7.47230560993071	7.25535856845304	7.51063637701772	7.64182931023356	7.21588994087203	7.64901822057541	7.5911403253433	7.40503515150733	7.28089991529291	7.41918423434264	7.54021717516796
6749108	7.42501366598063	7.55177351037169	7.6185719977965	7.39709948779287	7.49141043354092	7.48469562182744	7.4786119841924	7.49700942015013	7.58715443079029	7.5423119119875	7.47951318492357	7.55720086270205
6749115	5.16540136739462	5.14433573449959	5.47575988021366	4.90204118571604	5.4354613979696	5.06610588033946	5.39140337433255	5.21276300672101	5.25319759247373	5.47932088586095	5.21977752877849	4.95355081815774
6749142	6.09202411332917	6.02390034616631	6.19933816305507	6.15085843917382	5.91185578031015	6.1348389539151	6.05894434637009	5.9238602826183	6.38618911363142	6.39044292507353	6.1836387876494	5.94800265041861
6749301	3.40021728275847	3.38925388895266	3.48975168189086	3.41483557344756	3.40294184780018	3.35578297730574	3.34145469335644	3.42746058627754	3.45477561985934	3.43936889126111	3.62709291964683	3.31996975354561
6749346	9.90630373231197	9.84083887556336	10.0547019483904	9.86071627473782	10.0317719033564	9.84765368588001	9.97024730165047	9.86760710803409	9.79879366624086	9.92815037742772	9.88274991111959	9.92670938571857
6749352	6.24979861790549	5.70944979822975	6.05107474288515	5.99531644393019	6.00946474248076	5.81182951328546	6.04439313666421	5.69433324986737	6.23015954903077	6.27925649890555	5.87104851669394	6.51214338719387
6749376	8.05166239274651	7.93004706584256	7.62472010654525	7.71441146030664	7.82066326390494	7.69318152552218	7.36465671089342	7.38430678831107	7.35289245112314	7.3250602842628	7.29792359934791	7.2467972814119
6749392	4.02373164425064	3.94921557550732	4.1107835576891	4.08915053565033	3.95667400618233	3.99508615061081	3.98555335237267	4.07260919855147	4.073287159534	4.00053896407355	4.00836037630685	4.03551381231141
6749444	7.37596235223459	7.5376744746203	7.82889016118096	7.74487536730968	7.74969688751042	7.50208285148482	7.7458323175084	7.73314677476635	7.63419669007663	7.55254161296601	7.71687056250404	7.77949359083206
6749455	6.68108728774267	6.688839857596	6.73909549053032	6.45363014626557	6.89531265819645	6.39985315778971	6.87250555756554	6.77206896002375	6.48891004115729	6.57549106361804	6.57000237619723	6.74987533620295
6749461	4.41843513772036	4.37321009043912	4.48782589354426	4.90684035919548	4.29495340132117	4.37991174830003	4.29924064589864	4.40108600790736	4.76354702955203	4.39858652508576	4.43935796622706	4.65432886350388
6749471	7.11546678450233	6.91578593529098	6.91853004403163	6.75686744142827	7.00710152652057	6.87440790024393	6.91620156958349	6.72985045668602	6.69977692572119	6.66020917424116	6.66457717258449	6.42811763260963
6749473	6.90776696780581	6.74471789156016	6.73066355688257	6.62181415587665	6.85308794053528	6.62392280844096	6.64724436148647	6.94329541800696	6.68924316254421	6.77234131698906	6.75639437783451	6.75116117307619
6749529	3.92805390690242	3.82327783603949	3.88800942350412	3.85743790384126	3.79878746691975	3.79835311325232	3.82305431100375	3.83911629556818	4.03413242589907	3.94231258441435	3.91264060022633	3.89836000409978
6749557	8.21689457949076	8.21134120738979	8.50215223406521	7.94575674814902	8.0507562235979	8.12590648627229	8.2703820893069	8.21903037318233	8.34464744437109	8.3087149392006	8.12496969493452	8.35614272142119
6749572	9.86597867914545	9.75584267911445	9.79829243430127	9.8639506764228	9.89747230551059	9.57665796722367	10.0404206650075	10.0059050231546	9.78337746424307	9.84116955947068	9.83062889025323	9.94066408021012
6749581	7.33459341217866	7.65622666222433	7.36102768024107	7.42019344912468	7.45579735863701	7.44675680700993	7.48513681456138	7.45822158896515	7.13882342581005	7.29431702025106	7.53247096839214	7.52179624426237
6749676	6.48209204780969	6.60859513012742	6.38658732460916	6.45179956024595	6.78535013843242	6.53099022795939	6.53794991044069	6.81501366233733	6.52835269694435	6.77549672262409	6.71347111921474	6.68664435532731
6749691	7.44872536299429	7.38101321499376	7.28834836284314	7.24579962735043	7.41669002409411	7.38623243787119	7.45255306159349	7.50908597394066	7.439112197457	7.36989067855285	7.38787870282152	7.40630831594598
6749701	5.45605008586227	5.42643150026188	5.76071616767436	5.66404151728738	5.51452780785263	5.63269483692163	5.51908637070121	5.57550097550294	5.54151778437043	5.51665374184894	5.63190707826649	5.48012230130273
6749702	6.93439137809846	6.56771278315691	7.16279079384969	6.96646467826005	7.12018886462761	6.7367786625206	7.02381967869833	6.78224793557798	6.60024154429072	6.75880569379977	6.64641061823752	6.56815386597962
6749704	5.30106731245181	5.31962072156571	5.58421111426917	5.51875027959599	5.60911326341448	5.34119049295321	5.64508365006321	5.13046511280528	5.49710674685478	5.81953141450183	5.69479145692545	5.24326358841376
6749706	5.37577918431365	5.16624233676274	5.37657232584786	5.50571653506362	5.40853054087436	5.48582450510515	5.38928555314371	5.42031725608774	5.42734978485454	5.10018815716005	5.51208944754932	5.56757347122448
6749711	4.86173335023209	4.6838167419007	4.8205883728463	4.97892719874096	4.56343484132243	4.77920496789252	4.64779073853033	4.61991681193978	5.04193051842872	4.8280233586891	4.76138275006207	4.77189336980074
6749720	8.14450668078839	8.11424968672877	8.06303572079497	8.28895893394952	8.22550532983826	8.12994748558129	8.23462767601443	8.27265521406449	8.10357639259016	8.22348548719381	8.2068839746485	8.27647242210355
6749727	11.6532098928749	11.4173896648243	11.5891550380697	11.5108045044005	11.3406261222845	11.6633084723023	11.3938827044339	11.5387657864123	11.6535052265408	11.8050142328354	11.5785726006765	11.4083020168109
6749734	8.03826288339863	7.7036668194109	7.91472305534688	7.67113044289312	7.99503238304391	7.79778634294475	7.702844568538	7.68525855312964	7.65084229777524	7.75747896594123	7.39067897668873	7.2779607962195
6749735	6.21391065928103	6.22255353695217	6.37830400177188	6.01485898726473	6.2050674357402	6.31289637035614	6.33389745704154	6.070913763006	6.60796326776872	6.64895095361004	5.845430394247	6.2877644462002
6749736	7.61134340613744	7.67454792706104	8.01265874218101	7.49788168835661	7.82191156502504	7.51730321815678	7.29834897314278	7.10040198025911	6.9401414248339	6.95797412325857	6.87935880660867	6.77159907765377
6749742	8.68407275641866	8.70594392735002	8.48040991403538	8.61327601333125	8.65442254087611	8.64342501705202	8.67430739804929	8.73702356137947	8.5739544188836	8.65190779812428	8.62227094319731	8.77629531129682
6749763	6.29978579911189	5.94762222311783	6.46241749626326	6.07896578964243	6.04550575504854	6.16281101603516	6.12463591646864	6.10172035118814	6.17764386772607	6.50141089135915	6.05848554675441	5.79365143717425
6749764	6.29263237460307	6.15806507986014	6.26490131257362	6.32316535941478	6.2334927312893	6.11450154418781	6.19942519285996	6.20119113485949	6.17897710555956	6.17067058992373	6.21049447676809	6.12951680265629
6749773	6.52483171940723	6.64075750610672	6.66300351158761	6.53671142860518	6.68617711415495	6.60247535907922	6.90021569895263	6.6822801432527	6.61328167178773	6.56140735290606	6.8660700833774	6.83290126683775
6749785	11.1129172212837	11.1262107509976	11.2091862512643	11.2223295515103	11.1748820665271	11.2425822035743	11.2313830756417	11.214831445372	11.1712402004541	11.181077205968	11.1786905321887	11.1563889341565
6749788	8.95791869892516	8.95419650847101	8.80336548027035	8.83064904150045	8.87686960710854	8.95372985435837	8.86552742542827	8.87412361064954	8.80628928391849	8.87113025414835	8.86329680738276	8.85211573417282
6749804	7.41956299484871	7.48169044952439	7.25480616596674	7.21834525303197	7.51057244568997	7.30895429238716	7.54874739600164	7.55590885453358	7.39245050378897	7.39519690709803	7.477198856618	7.495495091428
6749813	7.02199236716065	6.97929777942299	7.23039546221747	7.07288973021861	7.007094313126	7.0324833715456	6.93341233036669	6.91863465811275	7.10265078706045	6.90908850063859	6.85617516780874	6.79577623620986
6749817	10.4221170594042	10.4111360915276	10.4003244327947	10.3146961043506	10.3802097683967	10.3025451006244	10.4003993761574	10.5066539618524	10.3867631156783	10.4465236817283	10.4417242513812	10.4138390837044
6749835	4.4228500719566	4.50781209925221	4.64268640548331	5.01362743996294	4.27331009312429	4.59836022704307	3.93213954283338	4.30570297607489	5.06885358035087	4.89034981927941	4.69669355944025	4.3088255811698
6749851	4.91117522447067	4.65272358925412	4.91249649784526	4.93367007046937	4.61393583390276	4.79688781554925	4.75888913858242	4.59230899701956	5.01973139534741	4.85996592976392	4.79549028131389	4.59825764039716
6749852	5.19230065574329	5.01725423580356	5.10938949767964	5.21130309348595	4.85810036577837	5.16365170224331	4.94903277395737	4.77501136296318	5.34053643113999	5.01701631988629	4.94009969330049	5.18427686724151
6749911	8.24742866986876	8.27241620519649	8.3625466690679	8.24499321850689	8.37348253113352	8.28385759841984	8.39479275763712	8.05809526975886	8.20272425790798	8.24079472225383	8.30567309145584	8.06218319532143
6749923	10.1294259267081	10.2622990801507	10.1952223808935	10.1588241125156	10.2148579023969	10.1295202948965	9.97866076763413	10.0170654343251	10.0018347524714	10.0393892954777	9.99926339878603	9.98365361372911
6749933	10.0593857571786	10.1472174428882	10.0948757069095	10.1277740802203	10.1233202540514	10.037318273636	10.113577722754	10.180810159572	10.0585589478159	9.97293383840355	10.1078477764614	10.1146779354662
6749935	10.046908875349	10.0081638946459	9.76206237059949	9.8396869151756	9.93816564483456	9.7519798722646	9.8542379418977	9.99779351348682	9.69764838911061	9.96667696787699	10.0598075578392	9.95248876560832
6749937	7.06269574403962	7.02941171932866	6.89630480858802	6.96560933563728	7.10480116610058	6.83203500867794	7.29410430768429	7.18426960575137	6.83273350714317	6.84458485804425	7.01669879834679	7.20927147563395
6750007	9.62185478653616	9.39763065078789	9.46338313513157	9.38208053209568	9.44130809853226	9.44094429514829	9.58010459469998	9.57330737149429	9.54090502743155	9.48804632335787	9.33444208057812	9.46770811370629
6750009	9.88422602512499	9.84273142203681	9.809516011759	9.90517343208773	9.78960526100532	10.0212837279384	10.0486448857913	9.90628547544751	10.1073422589545	9.87591470747785	9.93352074962108	9.86064055911358
6750086	8.07958996819886	7.91427656673435	7.92937829308353	7.99392682311032	8.2011230775808	8.02502347067074	8.19358963498372	8.08266317790301	7.84281684932544	8.0071836604807	8.04331125592801	8.02022281189654
6750087	4.58655366303984	4.30013716575539	4.63783461088841	4.67691291480679	4.56417482220316	4.69895812384859	4.66885844553061	4.56774325392104	4.71300909786742	4.82479714544387	4.81258979108804	4.71780681702344
6750105	11.8961262142026	11.9952410700584	11.8110465468451	11.9195946512901	11.9078032979377	11.8437276368244	12.0073182581936	11.9762133892071	11.8716509999031	11.8832441439962	12.0220563449231	12.0513304694312
6750143	10.9361126323079	11.0908488870975	10.730297364322	10.9186470800816	10.8437214256875	10.8685423834427	10.9859967413421	11.1120999539574	10.9936607218946	11.0447605525536	11.057201833126	11.1760242336421
6750149	8.4371484672566	8.50914819473919	8.25468191571239	8.5285747266449	8.54238551955237	8.36034082359451	8.57269275744564	8.59656912661923	8.39155488013526	8.51180799628111	8.41572997923264	8.6599627857046
6750302	5.3500232480394	5.28868530253874	5.79761271810037	5.23483166884754	5.66988851850446	5.40271834187508	5.66676922306325	5.59285810325423	5.62272517424312	5.88509382871203	5.1652050808957	5.20845259044759
6750314	7.96379075812816	7.86286946004438	7.99572373809458	8.39966549965531	8.29359232482821	8.14781435012528	8.42082119639648	8.44938569645524	8.30403150700886	7.76395736547722	8.2486978981579	9.03042296532689
