5xFAD;eIF2+_S51A1	5xFAD;eIF2+_S51A2	5xFAD;eIF2+_S51A3	5xFAD1	5xFAD2	5xFAD3	eIF2+_S51A1	eIF2+_S51A2	eIF2+_S51A3	WT1	WT2	WT3
9.20063814591438	8.85165396780936	9.3072416251409	9.02574464723796	9.1797705423612	8.92294606280203	9.04813372765631	9.08813952981936	9.19241363587986	9.16356878548196	8.92780248382455	9.06332749028654
8.30682947466325	8.48173048696744	7.99538887491276	8.18520886860887	8.44732161154262	7.94557391862472	8.48641114268245	8.47453576926206	7.76902996718957	7.96514887680415	8.20709087362872	8.13403455772134
10.0413157038505	9.92171103238183	10.1873549710551	9.96808387867783	10.1201004816609	9.87135940726898	10.1086292998483	10.1358882036708	10.0856571692349	10.0438996727071	10.0285182786489	10.1022362751524
5.13120439859089	5.2463714574682	5.2312866602593	5.32026382644546	5.51734260639131	5.13740589100951	5.2174843753283	5.19137196886461	5.50923924473399	5.10961547814478	5.43185053215973	5.20631759275321
8.53916152508489	8.60924445744149	8.49793965627216	8.50008263197549	8.6303058835274	8.39930306904897	8.92896671516	8.77107673638724	8.5623344668312	8.57822299152135	8.68807724008793	8.70607808276934
7.93440456342871	8.13864001461484	8.31795920115838	8.43271149516985	8.40070741582266	8.26546455984428	8.36354075998166	8.23706305949275	8.0797223503224	8.28683328833979	8.27978947041315	7.79742384660882
9.97206293371208	9.98552024781311	9.95771210841365	10.0987320932586	10.141582129554	9.88660677073191	10.2306657096808	10.2114255165465	10.0045439583807	9.96421652313209	10.1290234342211	10.033867113212
7.27087027244536	6.80711082172726	7.42120573589104	7.35135860441247	6.80305348961905	7.50543357407121	7.29187280627366	6.79408698936997	7.06064263723895	7.16885241470244	7.07043050443905	6.92306247081504
8.53533223546778	8.37664959962565	8.31938109450794	8.43844355203742	8.46665906707885	8.31083621822323	8.56936940768975	8.49414136156746	8.41813118822065	8.48076356278439	8.49859770124119	8.46180962327741
10.6365009860849	10.7417666108463	10.5804301330204	10.7960449848227	10.6913690759005	10.682207778245	10.8374161931917	11.0229129198442	10.7517251514594	10.7508951081312	10.8040032048105	10.9204136397005
8.70037404169299	8.45050761125196	8.72209758068342	8.25106353909926	8.6881104300641	8.34329969255341	8.72288754574704	8.56180268431528	8.67043821015069	8.60412191724777	8.10806473449777	8.18704523972898
4.97864115546167	5.13259848989919	4.86555867815447	4.80831660293509	5.19827803503433	5.13536306330186	5.31045115066126	5.1021355905327	5.21265205262771	5.28984101364212	5.16091868090518	4.98626173716931
8.23651132463055	8.16545748830298	8.29353324742554	8.22334763566387	8.21568983980939	8.09422326272479	8.39568518507904	8.41700321670194	8.61136078437691	8.10621641938093	8.30819002428548	8.27996813061244
9.16631673263081	9.21256488921458	9.00183990127944	9.16047369536261	9.03139985583549	9.12414473235657	9.34356139899291	9.11023003549218	9.33262744133107	9.2642123276153	9.30906901582374	9.2936089048495
8.27790147883483	7.25260129127466	8.48681889571312	7.15419677084175	8.62242001856144	7.92570137294637	8.42158732259846	7.919375642863	7.88165657735347	8.70952566431859	6.60485646821902	6.1615494211408
3.52945265040383	3.72750187060255	3.64236219273162	3.5122025152132	3.52839588218937	3.5978339650526	3.5113985480043	3.52649265670118	3.61564350155526	3.55500323608257	3.56534501947213	3.51434570730324
8.13220817236308	7.92987350476669	8.00364216966925	7.96776389676378	8.06489481273335	7.95400205787122	8.14168566483502	8.03693840715658	8.08248429404328	8.03052402525766	8.17851008588088	8.04088318847616
7.75607394793232	7.60670789264512	7.95475796433502	7.76678726581258	8.05137406283648	7.84275625289545	8.00197757760795	7.69542732139012	7.89520071124372	7.9729259492285	7.74906019203005	7.59922889798765
7.69333179237393	7.78643017793118	7.71716042186042	7.56468073813266	7.64949062486498	7.68289251993394	7.82585751326014	7.85322351737018	7.54227309704728	7.96328628698395	7.77992369914549	7.77121034294676
8.52558586958447	8.01218686774618	8.0487310589736	7.70112725213199	8.39438229042483	7.85912733712099	7.92578110229879	7.41706461644571	7.51267404989559	7.96963883229096	7.29639971028324	7.20017315704147
9.67531203238281	9.66277114640368	9.62368093176483	9.7062409244503	9.72834447892251	9.53916932711346	9.80124487779632	9.73700801337129	9.90469375407656	9.64967651989485	9.6498264840814	9.74097084085578
4.76240468303185	4.43809741522242	5.287768475313	4.83813204877733	4.60693248269188	4.56946303961738	4.68121266096647	4.63090338084593	5.06449378265323	4.90775819389157	4.94760433179029	4.7466757615583
6.99514486335177	7.03937241227497	7.06024259518462	6.99093100792734	6.93385625257618	6.86816403708526	7.00951962675712	7.07506335358822	7.03304780675844	7.10524635317227	7.09543004724652	7.11890000690374
4.45462349756356	4.6436891042631	4.40191105994371	4.46188867301484	4.35650221617231	4.55365241500196	4.33729733278712	4.07740499327518	4.72511030875123	4.58851781463025	4.6015223537221	4.26826799277456
4.87796690837077	4.86605866749561	5.23149444661977	4.9549166929619	4.77581442056827	4.79179342625639	4.77240327973963	4.77807105531821	5.04011303148777	4.9549166929619	5.05817012072539	5.11030449128552
6.61514640277499	6.42560446667562	6.40655602008719	6.59281822259906	6.47172921356102	6.43517899547826	6.49339198871263	6.70462579768984	6.76600979106821	6.5179832484546	6.54984089700918	6.65144541593033
10.1278240225568	10.1398149475642	9.84644445912208	9.80927604521183	9.75962042581717	9.93394237065738	10.0238105846603	9.92937087815924	10.0691314422251	9.86889102005441	9.84465575114416	9.89259677756828
8.27252685996579	8.09849146780344	8.21684007377412	8.03992229701223	8.15250503294731	8.16734841812781	8.16445352357377	8.31255868777563	8.21102870713459	8.20790465466551	8.32582629213258	8.34170392152073
6.18306209397607	5.9974024605027	6.05103927952479	5.91838147536524	5.99692585021686	5.85595253652133	6.03712272374199	5.97228033699947	6.24959169169774	6.04257209052861	5.87806505348783	5.96849158330408
8.89727378006442	8.81056557550861	8.72010476813264	8.69627284815035	8.70847232322666	8.66225245580818	8.749526279733	8.62451069989011	8.85741174329054	8.92139796980701	8.83095707494421	8.43472127619503
5.9404725588598	5.86846309757334	6.01268043447654	6.12033801211273	5.77343301254896	5.93866245868314	5.63225065793186	5.56248140195101	6.27204562626277	6.18358552351609	5.87797937619019	5.83480256282619
10.8158349668396	10.7325770801066	10.7715223475205	10.8881514310982	10.9199010876812	10.7921173003282	10.9154004533444	10.895047126707	10.7490673051678	10.8628461493428	10.8659160554055	10.8767119853856
11.0471951082976	11.0468993105898	11.0558091581143	11.214719329194	11.2614933066841	11.1619635969946	11.2701406812663	11.253353234075	11.049236934804	11.2869447133417	11.3902016453056	11.1398541353072
4.72348795062535	4.84621623180364	4.95452936671408	4.81343701303324	4.76451073753624	5.08529545520521	4.8049469295111	4.59165552470834	5.3520359734731	5.03535797315595	5.11004432872246	4.74751872522308
8.17455758876544	8.12066574734245	8.15653702104676	8.29559110229574	8.24889872291365	8.26011604144158	8.40115374352443	8.61789022882945	8.46626874159585	8.16139659108789	8.39934964657463	8.66310348916796
5.38768401251271	5.4678678439982	5.71593356248714	5.35834032018053	5.16970148601289	5.47772465138611	5.29598975522902	5.44119166480701	5.75671308497545	5.67920689810449	5.5175605294789	5.1704531578513
8.02284079022088	8.07626816147348	8.09821904520561	7.94910285642376	8.25636535645227	7.91523568713508	8.16639231823041	7.95039930690283	7.97880179976604	7.66925636341173	8.02001426567205	8.06103450099124
9.06230749073025	9.07561287878725	9.04423271307136	9.21800908681596	9.25389930728988	9.0886860224288	9.12696257896516	9.20008675771599	8.88680688734167	8.88398906953452	9.06300371252874	9.07145529563233
8.85341808631742	8.87556622389444	8.80590838169303	8.86279144169989	8.80095434932059	8.87101325617607	8.73641627200557	8.81309241931565	8.69239127506411	8.71904144707258	8.74827643458536	8.76663728224782
6.11491171956045	5.98671432563186	6.19603429930746	6.19483874993031	5.86670886745975	6.04032834317144	5.97333349246012	5.92156886007243	6.34920085106438	6.20136213042094	6.16565621869613	6.05545713150445
5.21884881157101	5.20406240864	5.49243733467533	5.22525902210118	4.93733206818107	5.13418283998413	5.11773951473438	4.96093894280767	5.38415203694047	5.36209937490822	5.18956386423566	5.30531940623644
5.75711201862898	5.86317898646484	5.81067258255886	5.98491677750033	5.51502327930275	5.91612317919618	5.8105725787246	5.77001288224062	5.99361933770086	5.8351654105832	5.89360659960599	5.7572087585849
7.56342652878691	8.07672384504204	7.60979714897378	7.91858265008392	7.4388342816031	7.85363084079537	7.96379898246764	7.97257665152357	7.8680303957564	7.8410014924209	7.95749464912463	7.99816864901543
7.84354126581663	8.11594890984418	7.97141722780625	8.08973383154163	7.91426098263822	7.72675118788799	7.43181933607088	7.45498102518517	7.45197097847745	7.57594753932345	7.58087312139944	7.40901603636061
10.0159461577907	10.4625928953938	10.0277542316514	10.1071639293478	10.1090927961854	10.1790927848681	10.1696197488505	10.1035590253572	10.2301304624932	10.2356948169231	10.1396626926174	10.0994743117469
10.6553924143396	10.8362078839725	10.665837936456	10.8825808817934	11.0122026046446	10.8308511500955	10.8998776036432	10.8459117330304	10.6719370371557	10.5563894044931	10.8135157409846	10.8631411894305
7.66047738041993	7.94032563326434	7.68972147617795	7.6426372343001	7.55145916467078	7.91147057916798	7.61409466754519	7.74652128524141	7.68632619400657	7.42148430686312	7.8326120567662	7.87214304554145
7.9226572223924	7.80336003945781	8.01698116136817	8.00892967653522	7.7764970289582	7.92217053161564	7.71916871928538	7.66986536464337	7.99188415182658	8.01076470254658	7.78532030491043	7.7701624173046
6.36758007526645	6.61638988017214	6.42159187483217	6.56774549016019	6.29764317563509	6.66881233506567	6.36143395275853	6.51619468034161	6.45319363447431	6.64052435273533	6.69956860779363	6.51666707693295
7.97924008846662	8.05613292653087	7.85532950881308	7.97737076870673	8.02558653543047	8.06534189110252	8.1199535676406	8.10621238541644	7.98592592257246	8.09305254342839	7.93545389342827	7.99348874717021
5.90092635848147	5.90792825404513	6.03449625863787	6.12367236271792	5.65974339867613	5.95793851697841	5.78986438883034	5.89261922714973	6.019140692446	5.97805421710289	6.01969584645398	5.91850131660768
6.40198782843611	6.05857129857726	6.26526960429309	6.17006106191987	6.06271460431834	6.16733051666288	6.10425534909543	5.94336270301944	6.3996241834417	6.44109077502529	6.37125621703815	6.16235069575757
5.67921406469528	5.98687893614601	5.49072212542676	5.78351929488497	5.54336302519415	5.73195297119448	6.05352993323839	5.68492648972888	6.05579071155179	6.04940887865142	5.83148059680972	5.86063347785168
5.10946421715349	4.98385951472632	5.10018560693891	5.1531936794916	4.78269862570751	4.92959195359558	4.92659351438574	4.73750015811213	5.5114807359906	4.93250364708302	4.94835338026891	5.20355073163672
9.77433064500996	9.92767686477348	9.53254838623689	9.80543127671287	9.81895146868609	9.90673603173339	9.91812247541226	9.90883327894309	9.70978231639813	9.7646513776655	9.91392837742219	10.0019913942898
