# 2018-01-09
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	down_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE63617_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE63617_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Npr3	-0.0658603868438877	0.055888770401798	-1.17841896270756	-0.176279594468111	0.0445038160596744	0.239888340178363	0.119944170089181	0.999994336935075	0.800253065553275	9232	1625	1.38125000833818	1	7.81375608863005	8.41370286568386	7.70142645645687	7.78433608837551	-0.0658603868438877	-0.0658603868438877	-0.0658603868438877	-0.0658603868438877	NA	F	random_intercept
Zfand2b	-0.0483804513563801	0.0410692818419786	-1.17802038863335	-0.129508229779574	0.0327277540095895	0.240059980754181	0.120029990377091	0.999994336935075	0.800253065553275	9231	1626	1.38024170337303	1	7.60429591648221	9.80561797564223	10.7327083586295	7.73076591947988	-0.0483804513563801	-0.0483804513563801	-0.0483804513563801	-0.0483804513563801	NA	F	random_intercept
Fyn	-0.0551565473100106	0.0468547621339087	-1.17718124685759	-0.147693859420288	0.0373948169566239	0.240443735448314	0.120221867724157	0.999994336935075	0.800253065553275	9230	1627	1.37799049749952	1	11.7152253140416	6.21008321251021	8.11963522356878	11.544101475509	-0.0551565473100106	-0.0551565473100106	-0.0551565473100106	-0.0551565473100106	NA	F	random_intercept
Med16	-0.0372407516647582	0.0316407238303595	-1.17698798119863	-0.0997378782192645	0.0252504498125971	0.240483891284708	0.120241945642354	0.999994336935075	0.800253065553275	9229	1628	1.37775518528814	1	9.57659793791131	10.6059681048281	9.21932658289115	9.43294978800082	-0.0372407516647582	-0.0372407516647582	-0.0372407516647582	-0.0372407516647582	NA	F	random_intercept
Fzd4	-0.0724824669807916	0.0615833719335319	-1.17698113476189	-0.194215990679894	0.0491232555503767	0.240486611795529	0.120243305897764	0.999994336935075	0.800253065553275	9228	1629	1.37773924488982	1	5.70023173825791	6.37236226054343	7.43852715111356	6.70436537890077	-0.0724824669807916	-0.0724824669807916	-0.0724824669807916	-0.0724824669807916	NA	F	random_intercept
Trim11	-0.0354438587006761	0.0301188085075781	-1.17680148906814	-0.0949442594061867	0.024035970445914	0.240536992536711	0.120268496268356	0.999994336935075	0.800253065553275	9227	1630	1.37744408661199	1	7.56679947033622	9.05675793639672	9.37215787355269	7.82193707650971	-0.0354438587006761	-0.0354438587006761	-0.0354438587006761	-0.0354438587006761	NA	F	random_intercept
Skiv2l2	-0.033402925366594	0.0283843542821226	-1.17680765377257	-0.089520846263657	0.022647288453253	0.240580297926744	0.120290148963372	0.999994336935075	0.800253065553275	9226	1631	1.37719043973087	1	10.3171386382776	10.8803303564107	10.6888276338684	10.4573783522344	-0.033402925366594	-0.033402925366594	-0.033402925366594	-0.033402925366594	NA	F	random_intercept
Myd88	-0.0314141640313808	0.02670407093243	-1.17638108851901	-0.0841608991287593	0.0213269034777948	0.240724229163034	0.120362114581517	0.999994336935075	0.800253065553275	9225	1632	1.3763478092738	1	6.28398443357672	9.5797752657983	7.44118712486075	6.04767122227391	-0.0314141640313808	-0.0314141640313808	-0.0314141640313808	-0.0314141640313808	NA	F	random_intercept
Znhit6	-0.0573505875487821	0.0487293927962755	-1.17691980666678	-0.153573967777953	0.0389604493294025	0.240754100230011	0.120377050115005	0.999994336935075	0.800253065553275	9224	1633	1.37617300899206	1	8.00590446972274	6.97077413540411	7.735666821522	7.74788043647566	-0.0573505875487821	-0.0573505875487821	-0.0573505875487821	-0.0573505875487821	NA	F	random_intercept
Bhlha9	-0.0806281006195475	0.0685734008818745	-1.17579264820828	-0.216116573530821	0.0547858179117426	0.240931983533593	0.120465991766796	0.999994336935075	0.800354226817835	9223	1634	1.37513261284985	1	6.08907590547939	8.14403294904148	7.63008102563074	6.08667884184056	-0.0806281006195475	-0.0806281006195475	-0.0806281006195475	-0.0806281006195475	NA	F	random_intercept
Sypl	-0.0429146910414832	0.0365400178432678	-1.17445730939592	-0.115074471033567	0.029272688530797	0.241574504375583	0.120787252187791	0.999994336935075	0.801997804128846	9222	1635	1.37138243406771	1	10.8966685637277	11.0255385029631	9.47159844898243	10.1860847416056	-0.0429146910414832	-0.0429146910414832	-0.0429146910414832	-0.0429146910414832	NA	F	random_intercept
Tmem198	-0.0512443953321104	0.0436647775129779	-1.17358654391127	-0.137531476596886	0.0349792303433788	0.241814397081654	0.120907198540827	0.999994336935075	0.802288223468194	9221	1636	1.36998537159881	1	8.96830070832149	10.159350907088	10.3154710059909	9.28088636300671	-0.0512443953321104	-0.0512443953321104	-0.0512443953321104	-0.0512443953321104	NA	F	random_intercept
Ninl	-0.0552081220848377	0.0470734696764463	-1.17280758066707	-0.148194262665881	0.0377591370136223	0.242138491192759	0.12106924559638	0.999994336935075	0.802288223468194	9220	1637	1.36810062285553	1	4.77657322279462	8.16544962381866	6.07593421279164	4.67050225519426	-0.0552081220848377	-0.0552081220848377	-0.0552081220848377	-0.0552081220848377	NA	F	random_intercept
Nostrin	-0.0626544243386065	0.0534391140241521	-1.17244504297525	-0.168187846081393	0.0429106128831186	0.242356936099165	0.121178468049583	0.999994336935075	0.802288223468194	9219	1638	1.36683200248078	1	6.43367306942298	6.85586666913884	5.9206196989523	6.19295686047469	-0.0626544243386065	-0.0626544243386065	-0.0626544243386065	-0.0626544243386065	NA	F	random_intercept
Cinp	-0.0400520580460586	0.0341610113399004	-1.17244942333652	-0.107515035354664	0.0274325819828832	0.242361826274989	0.121180913137494	0.999994336935075	0.802288223468194	9218	1639	1.36680361868721	1	10.027743737197	10.3671564793956	9.07985526726355	8.94851427074551	-0.0400520580460586	-0.0400520580460586	-0.0400520580460586	-0.0400520580460586	NA	F	random_intercept
Npepl1	-0.0417291366326589	0.0356009420308925	-1.17213574282525	-0.112056195961843	0.028578633725735	0.24240101077521	0.121200505387605	0.999994336935075	0.802288223468194	9217	1640	1.3665762073125	1	7.1226151763398	9.0258140604946	7.554138593012	7.22080827862842	-0.0417291366326589	-0.0417291366326589	-0.0417291366326589	-0.0417291366326589	NA	F	random_intercept
Tbc1d10b	-0.0448531436641546	0.0383059693086443	-1.17091786146325	-0.120510976389377	0.0308068129229572	0.242921234529601	0.121460617264801	0.999994336935075	0.803520085939473	9216	1641	1.36356127117965	1	10.7659221721591	6.70701840657426	12.3307760399553	11.213491965398	-0.0448531436641546	-0.0448531436641546	-0.0448531436641546	-0.0448531436641546	NA	F	random_intercept
Shank3	-0.0784381047275279	0.067059196031887	-1.16968453797493	-0.210883671868386	0.0540163316188665	0.243420903181278	0.121710451590639	0.999994336935075	0.804682498457964	9215	1642	1.36067285969537	1	10.664232749625	6.6096159251689	11.0456268629227	11.8812748441165	-0.0784381047275279	-0.0784381047275279	-0.0784381047275279	-0.0784381047275279	NA	F	random_intercept
Cdyl	-0.0468740808759028	0.0400948902219416	-1.16907866853945	-0.126054975035494	0.0323339646045435	0.243715725469076	0.121857862734538	0.999994336935075	0.8046925230093	9214	1643	1.35897198242184	1	7.4914202158093	7.51401367972472	6.19142127690556	7.43293139842301	-0.0468740808759028	-0.0468740808759028	-0.0468740808759028	-0.0468740808759028	NA	F	random_intercept
Wwtr1	-0.0754918155234541	0.0645612701856587	-1.16930499208523	-0.202979629946544	0.0520853096363924	0.243720432540031	0.121860216270016	0.999994336935075	0.8046925230093	9213	1644	1.35894484692155	1	9.34392098942109	6.96931177187499	8.57596966279961	8.24831719412925	-0.0754918155234541	-0.0754918155234541	-0.0754918155234541	-0.0754918155234541	NA	F	random_intercept
Nptn	-0.0254239797284581	0.0217718738734956	-1.16774421329937	-0.0684289207643759	0.0175754028618914	0.244173526736192	0.122086763368096	0.999994336935075	0.80549044127714	9212	1645	1.35633582020924	1	13.4707246852731	14.076715019352	13.0198489662525	13.8533522263427	-0.0254239797284581	-0.0254239797284581	-0.0254239797284581	-0.0254239797284581	NA	F	random_intercept
Zfpm2	-0.0598910224578734	0.0512963311200723	-1.16754982569188	-0.161199078023575	0.0414350826038941	0.24429615354655	0.122148076773275	0.999994336935075	0.80549044127714	9211	1646	1.35563072047894	1	9.8310202005894	10.3004317069672	7.80189996349407	9.82469568102416	-0.0598910224578734	-0.0598910224578734	-0.0598910224578734	-0.0598910224578734	NA	F	random_intercept
Adcy3	-0.0803002473809209	0.0684854670794637	-1.17251514526065	-0.217145275699022	0.0566742486348661	0.244407287543008	0.122203643771504	0.999994336935075	0.80549044127714	9210	1647	1.35499207692199	1	9.83395975873038	NA	7.21077662252691	9.59634947199668	-0.0803002473809209	NA	-0.0803002473809209	-0.0803002473809209	NA	F	random_intercept
Dgcr6	-0.0377690579060058	0.0323752912468187	-1.16660133241943	-0.10173559504185	0.0261638115598323	0.2446099358291	0.12230496791455	0.999994336935075	0.805644326757188	9209	1648	1.35382844825059	1	9.87038887573392	10.4648001060422	11.3599346388676	10.2593177555607	-0.0377690579060058	-0.0377690579060058	-0.0377690579060058	-0.0377690579060058	NA	F	random_intercept
Cnot6l	-0.0571617565601846	0.0490407696608262	-1.1655966444965	-0.154017098274633	0.0397063820599115	0.245073762787342	0.122536881393671	0.999994336935075	0.805644326757188	9208	1649	1.35116952570257	1	9.90573884884162	7.26304497878736	9.38043765706716	10.6696404582481	-0.0571617565601846	-0.0571617565601846	-0.0571617565601846	-0.0571617565601846	NA	F	random_intercept
Ctnna1	-0.041477371787145	0.0355938445635098	-1.16529619926663	-0.111783334748508	0.0288210218705536	0.245160688563393	0.122580344281697	0.999994336935075	0.805644326757188	9207	1650	1.35067190075808	1	10.8306655027348	11.9302875918627	11.2129691664252	10.1095118775535	-0.041477371787145	-0.041477371787145	-0.041477371787145	-0.041477371787145	NA	F	random_intercept
Adprhl2	-0.0466071587477628	0.0399983805575679	-1.16522614411059	-0.125619332954672	0.0323858952594841	0.245176009013432	0.122588004506716	0.999994336935075	0.805644326757188	9206	1651	1.35058421794037	1	7.4983686148246	7.08167098325869	8.81765578893576	7.80047092253093	-0.0466071587477628	-0.0466071587477628	-0.0466071587477628	-0.0466071587477628	NA	F	random_intercept
Tmem70	-0.0288596666484081	0.0247641304184416	-1.16538179054802	-0.0777651671225384	0.0200613992054265	0.24519609944784	0.12259804972392	0.999994336935075	0.805644326757188	9205	1652	1.35046924543177	1	10.5595086641251	9.5915904812912	10.5104956106619	10.4555062709647	-0.0288596666484081	-0.0288596666484081	-0.0288596666484081	-0.0288596666484081	NA	F	random_intercept
Sipa1l1	-0.0698054641955798	0.059954832479851	-1.16430087965035	-0.188214842070507	0.0486207720017079	0.245596830532019	0.12279841526601	0.999994336935075	0.806224352570509	9204	1653	1.34817836248334	1	12.5682198332583	12.4306602962643	11.7426278956294	13.1973796550093	-0.0698054641955798	-0.0698054641955798	-0.0698054641955798	-0.0698054641955798	NA	F	random_intercept
Atp11c	-0.0647516758414678	0.0556260765809259	-1.16405254192727	-0.174598827355843	0.0451536978191046	0.245783441448388	0.122891720724194	0.999994336935075	0.806224352570509	9203	1654	1.34711311042327	1	8.27541829557983	6.44658545790805	5.22392345243854	7.16810497890088	-0.0647516758414678	-0.0647516758414678	-0.0647516758414678	-0.0647516758414678	NA	F	random_intercept
Zfp472	-0.0467056443664717	0.0401384017016961	-1.16361495192516	-0.126000069007418	0.032560698381759	0.24581822098456	0.12290911049228	0.999994336935075	0.806224352570509	9202	1655	1.34691468372373	1	6.55930638108009	7.54806400550568	6.93075333363808	6.29013517566387	-0.0467056443664717	-0.0467056443664717	-0.0467056443664717	-0.0467056443664717	NA	F	random_intercept
Icam1	-0.0537629410788584	0.0462769157354457	-1.16176586586298	-0.145181287337156	0.0376278623802187	0.246568997501606	0.123284498750803	0.999994336935075	0.808198380699708	9201	1656	1.34263964468138	1	5.11429193518285	7.5763020124106	6.90354837025162	5.05167239952415	-0.0537629410788584	-0.0537629410788584	-0.0537629410788584	-0.0537629410788584	NA	F	random_intercept
Serinc5	-0.0839282880936207	0.0723047170785084	-1.1607581287192	-0.226734828911333	0.0588859008702533	0.247015014568113	0.123507507284056	0.999994336935075	0.808685692201164	9200	1657	1.3401074812642	1	8.96265949931953	6.0271902730924	10.6636690915633	8.88331545254139	-0.0839282880936207	-0.0839282880936207	-0.0839282880936207	-0.0839282880936207	NA	F	random_intercept
Rabggtb	-0.0266426428771195	0.0229537534477994	-1.16070963895771	-0.0719811161228738	0.0186917932141157	0.247015637006177	0.123507818503089	0.999994336935075	0.808685692201164	9199	1658	1.34010395141732	1	10.5217147786637	11.7115689380922	10.1072463583272	10.5525195468603	-0.0266426428771195	-0.0266426428771195	-0.0266426428771195	-0.0266426428771195	NA	F	random_intercept
Ubtd2	-0.0409730496903096	0.0353103949222401	-1.16036792509797	-0.110711441319373	0.0287724882569673	0.247179921575107	0.123589960787554	0.999994336935075	0.808735753049838	9198	1659	1.33917267365312	1	9.55527983713058	9.99585508495277	9.53698974995845	8.97707036649623	-0.0409730496903096	-0.0409730496903096	-0.0409730496903096	-0.0409730496903096	NA	F	random_intercept
Efcab6	-0.0954824297652401	0.0823488026585197	-1.15948777253244	-0.258240118504422	0.0671275104731371	0.247498177370333	0.123749088685166	0.999994336935075	0.809289220943473	9197	1660	1.33737073355641	1	6.10593721235989	8.71380756717438	7.13508834121613	7.60023384425333	-0.0954824297652401	-0.0954824297652401	-0.0954824297652401	-0.0954824297652401	NA	F	random_intercept
Bub1b	-0.058744213350256	0.0506912837406014	-1.15886221487038	-0.158860491355881	0.04138136378336	0.24778902024818	0.12389451012409	0.999994336935075	0.809752439438364	9196	1661	1.33572648095482	1	5.70363783854978	6.59088549170554	5.0770696974769	5.19140202894357	-0.058744213350256	-0.058744213350256	-0.058744213350256	-0.058744213350256	NA	F	random_intercept
Zbtb20	-0.100425061804885	0.0867118607050072	-1.15814677471321	-0.271669337531499	0.0708692912629632	0.24811683351049	0.124058416755245	0.999994336935075	0.810335843739435	9195	1662	1.33387604905835	1	10.4809938861694	8.52553570583813	9.67468107974552	11.2820353869106	-0.100425061804885	-0.100425061804885	-0.100425061804885	-0.100425061804885	NA	F	random_intercept
Mia3	-0.0702523405696037	0.0606904468996988	-1.15755187444422	-0.190116482907174	0.0496261353380455	0.248326601959173	0.124163300979586	0.999994336935075	0.810405808129415	9194	1663	1.33269352319365	1	11.2791648486107	6.05745825532081	11.2048219068002	11.1742185475788	-0.0702523405696037	-0.0702523405696037	-0.0702523405696037	-0.0702523405696037	NA	F	random_intercept
Dnah9	-0.120462309036286	0.103686644499297	-1.16179195129709	-0.327817542498489	0.0867226732696078	0.248436857908502	0.124218428954251	0.999994336935075	0.810405808129415	9193	1664	1.33207246858049	1	7.4616597785186	NA	8.46679854883386	6.94032651117105	-0.120462309036286	NA	-0.120462309036286	-0.120462309036286	NA	F	random_intercept
Fam129b	-0.0453391712634973	0.0392319340311411	-1.1556700525523	-0.122831009405004	0.0321447929306328	0.249061314818063	0.124530657409032	0.999994336935075	0.811954844944412	9192	1665	1.32856135903728	1	8.10080209510059	10.0271230107672	7.18337300367637	8.6506942478512	-0.0453391712634973	-0.0453391712634973	-0.0453391712634973	-0.0453391712634973	NA	F	random_intercept
Slc35f2	-0.0514283781439447	0.0445314746852889	-1.15487705061189	-0.139376345684257	0.0365311637262585	0.249414834803053	0.124707417401527	0.999994336935075	0.812384952862575	9191	1666	1.32657841405895	1	6.01786329188218	6.33648644072134	6.03573828764222	5.58507904711541	-0.0514283781439447	-0.0514283781439447	-0.0514283781439447	-0.0514283781439447	NA	F	random_intercept
Lmo2	-0.0365578283703096	0.031661137986712	-1.15465932985898	-0.0990908121586361	0.025978343990764	0.249493522897938	0.124746761448969	0.999994336935075	0.812384952862575	9190	1667	1.32613750978621	1	9.30641541493759	10.4992824203962	6.70785591577532	9.30335595317871	-0.0365578283703096	-0.0365578283703096	-0.0365578283703096	-0.0365578283703096	NA	F	random_intercept
Atg101	-0.04161357798497	0.0360619088338692	-1.1539482886687	-0.112850443026978	0.0296051620777927	0.249749237261989	0.124874618630995	0.999994336935075	0.812384952862575	9189	1668	1.32470587013309	1	8.22351140395346	10.9280439626081	10.8620887249029	8.59866568332894	-0.04161357798497	-0.04161357798497	-0.04161357798497	-0.04161357798497	NA	F	random_intercept
Pole4	-0.0593784289665457	0.0514853906391618	-1.15330636962052	-0.161058388071789	0.0423223903866368	0.250071037175805	0.125035518587903	0.999994336935075	0.812384952862575	9188	1669	1.32290679659428	1	9.57168996319312	8.49189198219872	10.1972320318324	9.13932084482897	-0.0593784289665457	-0.0593784289665457	-0.0593784289665457	-0.0593784289665457	NA	F	random_intercept
Med1	-0.0532010483085048	0.0461343223523011	-1.1531771920749	-0.144305115820653	0.0379475296371558	0.25018749031907	0.125093745159535	0.999994336935075	0.812384952862575	9187	1670	1.3222564463118	1	10.0124955135628	8.37442181708614	9.16759230395883	9.95748369449768	-0.0532010483085048	-0.0532010483085048	-0.0532010483085048	-0.0532010483085048	NA	F	random_intercept
Pdyn	-0.0790052997729342	0.0685767532676141	-1.15207116126691	-0.21447113014324	0.0564276551482021	0.250517233480303	0.125258616740152	0.999994336935075	0.812384952862575	9186	1671	1.32041695799003	1	5.95244616614642	10.4807072646449	10.6957207527486	6.1549835666369	-0.0790052997729342	-0.0790052997729342	-0.0790052997729342	-0.0790052997729342	NA	F	random_intercept
Mlec	-0.0476195896726998	0.0413320992261262	-1.15212124630242	-0.12925131887662	0.0340207958960156	0.250538787774988	0.125269393887494	0.999994336935075	0.812384952862575	9185	1672	1.32029681974781	1	9.19010280579879	8.75543756118366	6.98691045367698	10.1306030207319	-0.0476195896726998	-0.0476195896726998	-0.0476195896726998	-0.0476195896726998	NA	F	random_intercept
Rnaseh2b	-0.0716087147806545	0.0618379671330287	-1.15800564120432	-0.195110235976459	0.0521999149906381	0.250552615031724	0.125276307515862	0.999994336935075	0.812384952862575	9184	1673	1.3202197567576	1	8.51908654762079	NA	8.43923914952307	7.63767736327851	-0.0716087147806545	NA	-0.0716087147806545	-0.0716087147806545	NA	F	random_intercept
Stk32a	-0.070675034689262	0.0613585432252511	-1.15183690769531	-0.191853624036259	0.0505215640308902	0.250657985266299	0.12532899263315	0.999994336935075	0.812384952862575	9183	1674	1.31963267168607	1	5.97212967691857	6.43461541075522	5.55218083078989	5.81396403592331	-0.070675034689262	-0.070675034689262	-0.070675034689262	-0.070675034689262	NA	F	random_intercept
Glmp	-0.0374265431673675	0.0324967317605129	-1.15170176013961	-0.101611784540034	0.0267570930481271	0.250689903471778	0.125344951735889	0.999994336935075	0.812384952862575	9182	1675	1.31945489467749	1	9.65120485400241	10.1071668825711	9.17503089563301	9.75752990779078	-0.0374265431673675	-0.0374265431673675	-0.0374265431673675	-0.0374265431673675	NA	F	random_intercept
Dnaja2	-0.0725331159728063	0.0630027393980529	-1.15126924108078	-0.196957777722464	0.051921869569418	0.250912256203146	0.125456128101573	0.999994336935075	0.812620361975343	9181	1676	1.31821721178184	1	12.967439108511	8.82645372918522	10.9881136692283	13.0052824382446	-0.0725331159728063	-0.0725331159728063	-0.0725331159728063	-0.0725331159728063	NA	F	random_intercept
Ephb1	-0.0467682284695155	0.0406674375519733	-1.15001660504784	-0.127092922926404	0.0335530057375801	0.251378902287869	0.125689451143934	0.999994336935075	0.813646202515535	9180	1677	1.3156240899525	1	9.12544592016695	10.7884852402638	8.75010278399721	8.43656014356523	-0.0467682284695155	-0.0467682284695155	-0.0467682284695155	-0.0467682284695155	NA	F	random_intercept
Prkaa1	-0.0816472712719912	0.0707868790797346	-1.15342380301897	-0.223236651615696	0.0597886181057811	0.251798592184636	0.125899296092318	0.999994336935075	0.814518926327892	9179	1678	1.31329694416161	1	6.75619589326498	NA	9.20846785863871	7.02998334477818	-0.0816472712719912	NA	-0.0816472712719912	-0.0816472712719912	NA	F	random_intercept
Mef2a	-0.0753548228912663	0.065661025379279	-1.14763396483672	-0.205029259540707	0.0543514699511355	0.252404186414637	0.126202093207318	0.999994336935075	0.81593405497185	9178	1679	1.30994735957842	1	11.9143427963944	7.46582456807092	10.0491572653892	11.7891029386769	-0.0753548228912663	-0.0753548228912663	-0.0753548228912663	-0.0753548228912663	NA	F	random_intercept
Elk3	-0.0455007807299456	0.0396642411040955	-1.14714865237261	-0.123853100197428	0.0328325176391196	0.252536700875591	0.126268350437796	0.999994336935075	0.81593405497185	9177	1680	1.30921572960329	1	6.42645483994141	8.90719860849045	8.15339545364242	6.28183850460654	-0.0455007807299456	-0.0455007807299456	-0.0455007807299456	-0.0455007807299456	NA	F	random_intercept
Pan2	-0.0320257041047145	0.0279345916420698	-1.14645327610529	-0.0872005357490058	0.0231477763844768	0.252845665675751	0.126422832837875	0.999994336935075	0.816446325572859	9176	1681	1.30751172523793	1	7.36785075296875	9.3452543549271	6.35346763704874	7.13134687647235	-0.0320257041047145	-0.0320257041047145	-0.0320257041047145	-0.0320257041047145	NA	F	random_intercept
Ndufv1	-0.0241219908487654	0.0210596598961203	-1.14541217511349	-0.065723028994308	0.0174688387095172	0.253251450364746	0.126625725182373	0.999994336935075	0.816918517655552	9175	1682	1.30527762480025	1	12.5261989202895	13.375164793249	12.8769643737349	12.3286143986175	-0.0241219908487654	-0.0241219908487654	-0.0241219908487654	-0.0241219908487654	NA	F	random_intercept
Twf2	-0.033777111394789	0.0294909324642305	-1.14533887444072	-0.0920290820210184	0.0244675954508175	0.253292900739553	0.126646450369776	0.999994336935075	0.816918517655552	9174	1683	1.30504966222048	1	10.157411627516	10.2518141710711	11.8738557913096	9.7403151203765	-0.033777111394789	-0.033777111394789	-0.033777111394789	-0.033777111394789	NA	F	random_intercept
Oser1	-0.052422427528627	0.0457915489049786	-1.14480572905293	-0.14285746284688	0.0380321792007535	0.253563217342013	0.126781608671006	0.999994336935075	0.817304717180786	9173	1684	1.30356413999941	1	9.46705792275105	6.52294879548908	9.00305763572564	9.25999990732965	-0.052422427528627	-0.052422427528627	-0.052422427528627	-0.052422427528627	NA	F	random_intercept
Rbp1	-0.119889206494556	0.104750236425641	-1.14452444772916	-0.326734090386522	0.0871502698385955	0.2538857164733	0.12694285823665	0.999994336935075	0.817689560145876	9172	1685	1.30179439627085	1	9.23728857164463	9.50416341858476	8.09303183585817	8.05009382510396	-0.119889206494556	-0.119889206494556	-0.119889206494556	-0.119889206494556	NA	F	random_intercept
Brms1	-0.0364376254040946	0.0318637442832246	-1.14354499835972	-0.0993762095693152	0.0264936456754918	0.254034178920136	0.127017089460068	0.999994336935075	0.817689560145876	9171	1686	1.30098062461366	1	7.36216942974678	10.8238829855159	7.71023661306956	7.56397748136879	-0.0364376254040946	-0.0364376254040946	-0.0364376254040946	-0.0364376254040946	NA	F	random_intercept
Cep19	-0.0207856710262676	0.0181798381173875	-1.14333641983247	-0.0566929713176181	0.0151216605879262	0.254134540892795	0.127067270446398	0.999994336935075	0.817689560145876	9170	1687	1.30043083908373	1	12.0165067570264	12.1558033363397	12.4340994307089	11.4698203983015	-0.0207856710262676	-0.0207856710262676	-0.0207856710262676	-0.0207856710262676	NA	F	random_intercept
Btg1	-0.0409141900397674	0.0357990631475657	-1.1428843785972	-0.111663745664373	0.029776446814151	0.254295466189902	0.127147733094951	0.999994336935075	0.817722624691225	9169	1688	1.2995498437313	1	10.8645635007689	11.253960498663	11.2288862712085	10.7485488318963	-0.0409141900397674	-0.0409141900397674	-0.0409141900397674	-0.0409141900397674	NA	F	random_intercept
Timm50	-0.0379985900401462	0.0332980295355281	-1.14116632636183	-0.103789000343838	0.0277559304357161	0.254994426130261	0.12749721306513	0.999994336935075	0.819183301656616	9168	1689	1.29573129610468	1	8.59840146632858	9.39143257572703	9.0018364793151	8.508146644478	-0.0379985900401462	-0.0379985900401462	-0.0379985900401462	-0.0379985900401462	NA	F	random_intercept
Nmrk1	-0.0420977673062639	0.0368941232493207	-1.14104262681019	-0.114982466515681	0.0307624031675782	0.255051543809816	0.127525771904908	0.999994336935075	0.819183301656616	9167	1690	1.29541982158904	1	5.21783427222448	7.30147760402928	6.57376388746427	5.36565783397693	-0.0420977673062639	-0.0420977673062639	-0.0420977673062639	-0.0420977673062639	NA	F	random_intercept
Dnajc28	-0.0634284047481877	0.0555681827390881	-1.1414518456723	-0.173157442560695	0.0464152329577227	0.255205853606585	0.127602926803293	0.999994336935075	0.819194188868447	9166	1691	1.29457876792058	1	7.45836222715303	6.79036806802018	7.36844067576827	7.38261655263184	-0.0634284047481877	-0.0634284047481877	-0.0634284047481877	-0.0634284047481877	NA	F	random_intercept
Ap1ar	-0.0505635828829841	0.0443607915391854	-1.13982598435647	-0.138177865952275	0.0370580720266814	0.255600284453392	0.127800142226696	0.999994336935075	0.819975380622349	9165	1692	1.29243179818527	1	11.4555008652205	12.6062944647175	9.2716266029778	11.2497423773841	-0.0505635828829841	-0.0505635828829841	-0.0505635828829841	-0.0505635828829841	NA	F	random_intercept
4932438A13Rik	-0.107622816648726	0.0940427071878722	-1.14440364241881	-0.295527140871069	0.0804795230996112	0.255763132394918	0.127881566197459	0.999994336935075	0.820013161630014	9164	1693	1.29154657349544	1	10.4003644837563	NA	7.39347057508927	10.2435738549824	-0.107622816648726	NA	-0.107622816648726	-0.107622816648726	NA	F	random_intercept
1500012F01Rik	-0.0420845851186452	0.0370039917045123	-1.13729852321617	-0.115179291943028	0.0309964266013459	0.256616667395125	0.128308333697562	0.999994336935075	0.820777172851669	9163	1694	1.28691818609072	1	10.3454591500369	12.0604189120648	10.5532543019866	10.0840847146775	-0.0420845851186452	-0.0420845851186452	-0.0420845851186452	-0.0420845851186452	NA	F	random_intercept
Ndufb8	-0.0207786149118035	0.0182929808091409	-1.13587911825833	-0.0569133514158334	0.0153490099921618	0.257207095281982	0.128603547640991	0.999994336935075	0.820777172851669	9162	1695	1.28372762517478	1	13.1356151365187	13.9449528809435	13.9790810231784	12.8578647287855	-0.0207786149118035	-0.0207786149118035	-0.0207786149118035	-0.0207786149118035	NA	F	random_intercept
Fbxo44	-0.0472370233799422	0.0415909261647321	-1.13575310135791	-0.129378791971492	0.0349160777484356	0.257302751575361	0.128651375787681	0.999994336935075	0.820777172851669	9161	1696	1.28321156760665	1	10.2874942482995	10.3324095815546	7.80121806616931	10.6105313396907	-0.0472370233799422	-0.0472370233799422	-0.0472370233799422	-0.0472370233799422	NA	F	random_intercept
Ptprk	-0.0361281923592878	0.0318254595548264	-1.13519782163865	-0.0989867218719062	0.0267312850787546	0.257515058624902	0.128757529312451	0.999994336935075	0.820777172851669	9160	1697	1.28206703497312	1	9.22323820613901	9.84395824567583	9.56901113733005	8.22867214830401	-0.0361281923592878	-0.0361281923592878	-0.0361281923592878	-0.0361281923592878	NA	F	random_intercept
Slc25a19	-0.0339668017671914	0.0299290675987542	-1.13491012224535	-0.0930882754631934	0.02514048722607	0.257607651152794	0.128803825576397	0.999994336935075	0.820777172851669	9159	1698	1.28156823989985	1	8.49982906094051	10.4057453749175	10.3982286967602	8.4914332935913	-0.0339668017671914	-0.0339668017671914	-0.0339668017671914	-0.0339668017671914	NA	F	random_intercept
Lrba	-0.0271235370983534	0.0239013432650858	-1.13481224873141	-0.0743298840118797	0.0200862759434492	0.257684698379129	0.128842349189564	0.999994336935075	0.820777172851669	9158	1699	1.28115335596524	1	8.95803230327522	9.30904915773007	6.94532800899184	9.2267106604214	-0.0271235370983534	-0.0271235370983534	-0.0271235370983534	-0.0271235370983534	NA	F	random_intercept
Golga7	-0.042361970683139	0.0373284860940154	-1.13484298764344	-0.116082990225737	0.031375392453383	0.257697446454602	0.128848723227301	0.999994336935075	0.820777172851669	9157	1700	1.28108472489554	1	12.9307488916633	9.24872620545076	9.8219414484819	12.2359727413888	-0.042361970683139	-0.042361970683139	-0.042361970683139	-0.042361970683139	NA	F	random_intercept
