# 2018-01-09
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	down_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE63617_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE63617_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Ttyh2	-0.157977429388179	0.0449489839002567	-3.51459400592316	-0.246751300611098	-0.0691911842161681	0.000599789592953948	0.000299894796476974	0.999994336935075	0.260821607351456	10846	11	11.7766303150601	1	8.62315256203121	8.72560709646813	5.38688007257808	8.66215662026801	-0.157977429388179	-0.157977429388179	-0.157977429388179	-0.157977429388179	NA	F	random_intercept
Zfp710	-0.0835166489007029	0.024055348918149	-3.47185356507934	-0.131033805087161	-0.0360084904361877	0.000691893820260336	0.000345946910130168	0.999994336935075	0.260821607351456	10845	12	11.5108969973381	1	7.03480013843743	9.31798246971397	10.6710109550873	8.28814950539566	-0.0835166489007029	-0.0835166489007029	-0.0835166489007029	-0.0835166489007029	NA	F	random_intercept
Fam53b	-0.153286496492377	0.0442383165404909	-3.46501649428895	-0.240661869231567	-0.0659106849287917	0.000709419043096621	0.00035470952154831	0.999994336935075	0.260821607351456	10844	13	11.4644059607412	1	7.194059122604	7.88558763227201	6.28301329882323	7.46046078721948	-0.153286496492377	-0.153286496492377	-0.153286496492377	-0.153286496492377	NA	F	random_intercept
Pdia4	-0.161423270951519	0.0465150489154568	-3.47034507573911	-0.253286369615806	-0.0694183713139957	0.000713107649293963	0.000356553824646982	0.999994336935075	0.260821607351456	10843	14	11.4547686917225	1	9.41489458060856	9.44375156705442	9.07861596035633	9.02889452521363	-0.161423270951519	-0.161423270951519	-0.161423270951519	-0.161423270951519	NA	F	random_intercept
Gbp3	-0.180053968877401	0.0523777039449627	-3.4376071365518	-0.283508588760898	-0.0766047707885862	0.000778126100277986	0.000389063050138993	0.999994336935075	0.260821607351456	10842	15	11.2926958811125	1	7.05623402936227	8.27870955202213	7.1320521226859	6.15937910746388	-0.180053968877401	-0.180053968877401	-0.180053968877401	-0.180053968877401	NA	F	random_intercept
Oaf	-0.137377101254172	0.0401354552120949	-3.42283650523473	-0.21663867524858	-0.0580904699595648	0.000821203363761282	0.000410601681880641	0.999994336935075	0.260821607351456	10841	16	11.1926870725378	1	8.13944623073118	6.81697446142297	7.99791842967017	8.20164414643945	-0.137377101254172	-0.137377101254172	-0.137377101254172	-0.137377101254172	NA	F	random_intercept
Arhgef3	-0.124081525453786	0.0363377571092337	-3.4146721021	-0.19585629333898	-0.0523131741050658	0.000840580222865804	0.000420290111432902	0.999994336935075	0.260821607351456	10840	17	11.1494184112376	1	9.24670003560301	12.6867997119789	9.46137012519036	8.81799824561275	-0.124081525453786	-0.124081525453786	-0.124081525453786	-0.124081525453786	NA	F	random_intercept
Acer2	-0.177380309619449	0.0520816009544377	-3.40581522781194	-0.280260148384915	-0.0745232291363788	0.0008649205844374	0.0004324602922187	0.999994336935075	0.260821607351456	10839	18	11.0964729706374	1	6.22525348956717	8.28728711416548	5.86371881106321	6.56640746913866	-0.177380309619449	-0.177380309619449	-0.177380309619449	-0.177380309619449	NA	F	random_intercept
Il17d	-0.181783133945297	0.0540970613811533	-3.36031439239373	-0.288643558618714	-0.0749448095660871	0.00100740666924633	0.000503703334623163	0.999994336935075	0.274039194585123	10838	19	10.8139035828941	1	6.91451391889343	9.30438296909323	11.0481017429747	6.70990352584923	-0.181783133945297	-0.181783133945297	-0.181783133945297	-0.181783133945297	NA	F	random_intercept
Src	-0.131424817602692	0.0391216516027068	-3.35938827269753	-0.208708182907961	-0.0541647443286479	0.00100972437208962	0.00050486218604481	0.999994336935075	0.274039194585123	10837	20	10.8096491319417	1	8.56801624115579	10.6313185878313	8.51045182471419	9.76362889062006	-0.131424817602692	-0.131424817602692	-0.131424817602692	-0.131424817602692	NA	F	random_intercept
Rapgef4	-0.196440062530913	0.0589036449199001	-3.33493899737514	-0.312774752445581	-0.0800903216908584	0.00109935149142313	0.000549675745711564	0.999994336935075	0.27423067263936	10836	21	10.6522825257941	1	11.5979157177507	11.414854454242	8.22396083416679	12.3844609821326	-0.196440062530913	-0.196440062530913	-0.196440062530913	-0.196440062530913	NA	F	random_intercept
Entpd4	-0.159355231241157	0.0479310450390885	-3.32467675409958	-0.254038489035894	-0.0646963760033422	0.00113336020873508	0.000566680104367538	0.999994336935075	0.27423067263936	10835	22	10.5959439370565	1	10.4112429176622	12.8157895240707	10.9463923856239	10.3703070354508	-0.159355231241157	-0.159355231241157	-0.159355231241157	-0.159355231241157	NA	F	random_intercept
Rbm3	-0.21345450199565	0.064381812461819	-3.31544723321105	-0.340591114471756	-0.0861433563504878	0.00119238356828295	0.000596191784141477	0.999994336935075	0.27423067263936	10834	23	10.5021092067697	1	12.3890934082897	10.8184665436911	11.0445027517341	11.039014039	-0.21345450199565	-0.21345450199565	-0.21345450199565	-0.21345450199565	NA	F	random_intercept
Stxbp4	-0.102008011892449	0.0308911308550605	-3.30217797370595	-0.16302019532428	-0.0409927860871028	0.00122389845903785	0.000611949229518923	0.999994336935075	0.27423067263936	10833	24	10.4539140175912	1	7.94182614553433	8.99585160849908	5.96597564365437	8.00381442804082	-0.102008011892449	-0.102008011892449	-0.102008011892449	-0.102008011892449	NA	F	random_intercept
Arap3	-0.094905402672518	0.0288284031534093	-3.29207976478899	-0.151849397766932	-0.0379696643339442	0.00126303736477229	0.000631518682386147	0.999994336935075	0.27423067263936	10832	25	10.3957785188288	1	6.22175776322283	9.54472672787373	7.98385853505845	6.23157683645748	-0.094905402672518	-0.094905402672518	-0.094905402672518	-0.094905402672518	NA	F	random_intercept
Rnf166	-0.110194157595684	0.0336918907317287	-3.2706433269983	-0.176753222542743	-0.0436584736375996	0.0013526164824177	0.000676308241208852	0.999994336935075	0.282384702560127	10831	26	10.2693063411606	1	9.35288064412101	10.3367853092875	9.21742225003606	9.58843596593624	-0.110194157595684	-0.110194157595684	-0.110194157595684	-0.110194157595684	NA	F	random_intercept
Scrt2	-0.168568443945829	0.0503485396086616	-3.34803045442909	-0.269288149809893	-0.0679754455992518	0.00147316570437113	0.000736582852185567	0.999994336935075	0.296160868271352	10830	27	10.1118805155189	1	6.34545261394859	NA	8.97777469544413	8.34295443710747	-0.168568443945829	NA	-0.168568443945829	-0.168568443945829	NA	F	random_intercept
Atf5	-0.134702429713747	0.0417040105054429	-3.22996345150465	-0.217088442683597	-0.0523430762684721	0.00154456727841658	0.000772283639208288	0.999994336935075	0.299425399544471	10829	28	10.0246773837271	1	7.8757148392951	9.47894585916254	10.9460046596823	8.5077591275273	-0.134702429713747	-0.134702429713747	-0.134702429713747	-0.134702429713747	NA	F	random_intercept
Foxk1	-0.15042314073964	0.046990135349414	-3.20116423630424	-0.243226642082674	-0.0576027669707415	0.00170191188507364	0.00085095594253682	0.999994336935075	0.318550955592404	10828	29	9.84611083477348	1	8.68491833631356	7.80995087232725	5.29922329228651	8.91879668344376	-0.15042314073964	-0.15042314073964	-0.15042314073964	-0.15042314073964	NA	F	random_intercept
Tox4	-0.0783954073815273	0.0246088478491632	-3.18565939624813	-0.127005334183155	-0.0297937513588336	0.00178356280746883	0.000891781403734417	0.999994336935075	0.322705963964695	10827	30	9.75993433707487	1	9.21172704994409	10.155084507984	11.1656659506351	8.97254549391727	-0.0783954073815273	-0.0783954073815273	-0.0783954073815273	-0.0783954073815273	NA	F	random_intercept
Herc6	-0.184674848649418	0.0564911432119559	-3.26909384638427	-0.297553232113476	-0.0716895968397867	0.00189032186122776	0.000945160930613882	0.999994336935075	0.330989260088526	10826	31	9.65310119178816	1	7.50210821252964	NA	5.37832561857437	7.33051076085911	-0.184674848649418	NA	-0.184674848649418	-0.184674848649418	NA	F	random_intercept
1810026J23Rik	-0.0805738956770112	0.025875494196256	-3.11390750900788	-0.131678634099695	-0.0294639428855574	0.00224544088863181	0.0011227204443159	0.999994336935075	0.372157865872715	10825	32	9.33723480450575	1	10.8192339037279	10.7665933115528	7.89257904396258	10.7494805379391	-0.0805738956770112	-0.0805738956770112	-0.0805738956770112	-0.0805738956770112	NA	F	random_intercept
Mcur1	-0.124203922233785	0.0387836615945472	-3.20248055823712	-0.20164481317042	-0.0464294205320329	0.0023728973157607	0.00118644865788035	0.999994336935075	0.372157865872715	10824	33	9.23610060243247	1	10.4243468173904	NA	9.83622982068216	9.97434673686166	-0.124203922233785	NA	-0.124203922233785	-0.124203922233785	NA	F	random_intercept
Bcl7b	-0.108937548211449	0.0356795557575167	-3.05322041988987	-0.179406215398235	-0.0384632652176565	0.00271482615217446	0.00135741307608723	0.999994336935075	0.372157865872715	10823	34	8.98985450221818	1	8.48900170814239	7.62683490711584	7.21668797325923	9.60858388009936	-0.108937548211449	-0.108937548211449	-0.108937548211449	-0.108937548211449	NA	F	random_intercept
Csde1	-0.0875031039420202	0.0286780794100854	-3.05121911027443	-0.144156640520428	-0.0308685915215382	0.00272389041179665	0.00136194520589832	0.999994336935075	0.372157865872715	10822	35	8.98376354428993	1	12.6357627279216	12.3397428780237	13.1946926697231	12.9850619049211	-0.0875031039420202	-0.0875031039420202	-0.0875031039420202	-0.0875031039420202	NA	F	random_intercept
Itpr2	-0.0914530640351093	0.030034748965875	-3.04490855372278	-0.150780471269347	-0.0321352094421969	0.00278112137358504	0.00139056068679252	0.999994336935075	0.372157865872715	10821	36	8.94577460448286	1	8.06773529552561	9.83951080101184	10.3028779982806	7.6360705233997	-0.0914530640351093	-0.0914530640351093	-0.0914530640351093	-0.0914530640351093	NA	F	random_intercept
