# 2018-03-29
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	up_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE63617_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE63617_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Zfp334	0.0706900670396682	0.0343325908675744	2.0589785173024	0.00288070492851187	0.138502727176566	0.0411629182486322	0.0205814591243161	0.662817741436546	0.999999986162125	337	10542	4.16929524973333	1	7.65052940268273	9.03677459020924	5.12424660145759	7.54154012173721	0.0706900670396682	0.0706900670396682	0.0706900670396682	0.0706900670396682	NA	F	random_intercept
Mvd	0.0910514827003478	0.0442498018808428	2.05766983873813	0.00364613320161173	0.178443444532398	0.0413105151661178	0.0206552575830589	0.662817741436546	0.999999986162125	338	10541	4.16323161656651	1	7.88935366957827	8.79411930859077	8.02622955797456	7.3823328941759	0.0910514827003478	0.0910514827003478	0.0910514827003478	0.0910514827003478	NA	F	random_intercept
Best1	0.105357946778909	0.0504578445481109	2.08803899021987	0.00430544067842373	0.206125329830602	0.0413533255294354	0.0206766627647177	0.662817741436546	0.999999986162125	339	10540	4.16147712163574	1	5.99229158017841	NA	6.33573105874444	6.94611208169957	0.105357946778909	NA	0.105357946778909	0.105357946778909	NA	F	random_intercept
Srxn1	0.0601523312570739	0.0292606374610903	2.05574233770751	0.00234638947579894	0.117937007745797	0.0415275356836861	0.0207637678418431	0.662817741436546	0.999999986162125	340	10539	4.15435710246919	1	9.23125676665676	10.7858131306606	10.8720108978611	9.53110400351715	0.0601523312570739	0.0601523312570739	0.0601523312570739	0.0601523312570739	NA	F	random_intercept
Slc32a1	0.101160550544523	0.0492215662936179	2.05520787252233	0.00393204967322718	0.198370815995061	0.0415555892314511	0.0207777946157255	0.662817741436546	0.999999986162125	341	10538	4.15321347980486	1	10.0639853150737	12.4978773528538	13.6034313491294	9.58375918144902	0.101160550544523	0.101160550544523	0.101160550544523	0.101160550544523	NA	F	random_intercept
Wwox	0.10396122852941	0.0506393338553486	2.05297385677259	0.00393819438312534	0.203974949575864	0.0417614143937042	0.0208807071968521	0.663215405009096	0.999999986162125	342	10537	4.14484759796918	1	6.75327822289654	6.7033591957908	6.23611823392934	7.51763922970509	0.10396122852941	0.10396122852941	0.10396122852941	0.10396122852941	NA	F	random_intercept
Khk	0.0697485327613583	0.0340082411460323	2.05093031603299	0.00256614789805036	0.136910218926649	0.0419904636068822	0.0209952318034411	0.663215405009096	0.999999986162125	343	10536	4.13558854359191	1	6.4091506052681	8.58971047054842	9.28581709178498	7.2357311682958	0.0697485327613583	0.0697485327613583	0.0697485327613583	0.0697485327613583	NA	F	random_intercept
Grk5	0.113265905724746	0.0551659855398117	2.05318376199416	0.00411352296758646	0.222220915938276	0.042095603427321	0.0210478017136605	0.663215405009096	0.999999986162125	344	10535	4.13135614400051	1	6.05670787313265	6.9863828532666	6.54948727538183	6.59049513684266	0.113265905724746	0.113265905724746	0.113265905724746	0.113265905724746	NA	F	random_intercept
Tatdn3	0.132691284005075	0.0639724535191259	2.07419407425735	0.0048727953228152	0.260653090136383	0.0421821462390768	0.0210910731195384	0.663215405009096	0.999999986162125	345	10534	4.12788069393803	1	7.51473040196494	NA	5.43291647522118	7.31655010021924	0.132691284005075	NA	0.132691284005075	0.132691284005075	NA	F	random_intercept
Coasy	0.051444326977919	0.0251112976708785	2.04865266829993	0.00184302453615366	0.101039082124106	0.0421923582856941	0.0210961791428471	0.663215405009096	0.999999986162125	346	10533	4.12747108545072	1	9.07058627549923	10.1915968764761	10.1159506194722	8.43170009139276	0.051444326977919	0.051444326977919	0.051444326977919	0.051444326977919	NA	F	random_intercept
Slc25a1	0.060055711034062	0.0293424915937427	2.0467147734267	0.00205430722071904	0.117996989914109	0.0425360815612462	0.0212680407806231	0.663215405009096	0.999999986162125	347	10532	4.11374468271779	1	8.88181648620753	9.41125877104811	8.92960569608173	9.2490267521057	0.060055711034062	0.060055711034062	0.060055711034062	0.060055711034062	NA	F	random_intercept
Tctn3	0.0550778962076881	0.0269368887349693	2.0447014779471	0.00187521873496023	0.108282389439971	0.0425660324630739	0.0212830162315369	0.663215405009096	0.999999986162125	348	10531	4.11255413689427	1	8.50371787717212	10.0901727527152	7.37132970903013	7.45504417896309	0.0550778962076881	0.0550778962076881	0.0550778962076881	0.0550778962076881	NA	F	random_intercept
Chd3os	0.137237393028882	0.0671354718788963	2.04418601952245	0.00464671529300289	0.269849538319242	0.0426051488696593	0.0213025744348297	0.663215405009096	0.999999986162125	349	10530	4.11100058854808	1	11.1874327068605	6.70297924066848	10.4014498335453	11.5604927362302	0.137237393028882	0.137237393028882	0.137237393028882	0.137237393028882	NA	F	random_intercept
Htra2	0.0651621245324563	0.0318853190221109	2.04364035019595	0.00218192800556683	0.128136816253402	0.0426850248020788	0.0213425124010394	0.663215405009096	0.999999986162125	350	10529	4.10783288596582	1	8.77306117689508	8.26853464062722	11.4028266105688	8.68046643840591	0.0651621245324563	0.0651621245324563	0.0651621245324563	0.0651621245324563	NA	F	random_intercept
Aida	0.0478739094377177	0.0234539974437724	2.04118336554306	0.00155294653167622	0.0942022422194565	0.0429052326654449	0.0214526163327225	0.663215405009096	0.999999986162125	351	10528	4.09913210208748	1	9.80196340867921	10.1537071051001	9.05427906575156	9.69646884231966	0.0478739094377177	0.0478739094377177	0.0478739094377177	0.0478739094377177	NA	F	random_intercept
Atxn2l	0.0763370858651128	0.0373953024347229	2.04135495356312	0.00247065655967179	0.150192010521404	0.042921828013091	0.0214609140065455	0.663215405009096	0.999999986162125	352	10527	4.0984782956914	1	8.2812872210329	8.34730313205706	12.2506940217372	9.57218733946311	0.0763370858651128	0.0763370858651128	0.0763370858651128	0.0763370858651128	NA	F	random_intercept
Cacng5	0.183612587373433	0.0902547315578468	2.03438184574014	0.0053255980231801	0.361855297785559	0.0436354822869134	0.0218177411434567	0.67233254435842	0.999999986162125	353	10526	4.07061122017521	1	7.65469279023673	9.31798916461729	7.39552053584436	7.34467758633199	0.183612587373433	0.183612587373433	0.183612587373433	0.183612587373433	NA	F	random_intercept
Trub2	0.0681368606199573	0.0335283222788641	2.03221801715113	0.00191141915267529	0.134356613804825	0.0438381685647431	0.0219190842823715	0.672616005976328	0.999999986162125	354	10525	4.06278401126654	1	7.76002706262368	12.4506807509623	12.0913650812394	6.96033890385423	0.0681368606199573	0.0681368606199573	0.0681368606199573	0.0681368606199573	NA	F	random_intercept
Zfp41	0.0761592548809402	0.0374831333823477	2.03182733161808	0.00211417352771814	0.150183992823582	0.0439012101712808	0.0219506050856404	0.672616005976328	0.999999986162125	355	10524	4.06035727251038	1	6.9176445667642	8.30876624019522	6.88708624595501	7.00233452405535	0.0761592548809402	0.0761592548809402	0.0761592548809402	0.0761592548809402	NA	F	random_intercept
Map3k6	0.122635247105096	0.0604527770067914	2.02861230165355	0.0032132240587117	0.242021303631305	0.0442347656910373	0.0221173828455186	0.673285906567767	0.999999986162125	356	10523	4.04757803744569	1	5.90404418996172	7.66170224570427	7.0649463360159	5.30666290375303	0.122635247105096	0.122635247105096	0.122635247105096	0.122635247105096	NA	F	random_intercept
Prrg3	0.157545115746904	0.0768223485192272	2.05077192748765	0.00408159511688263	0.311263275919985	0.0444236092860708	0.0222118046430354	0.673285906567767	0.999999986162125	357	10522	4.04038791632132	1	8.56832685474372	NA	6.85815872737027	8.38814558768141	0.157545115746904	NA	0.157545115746904	0.157545115746904	NA	F	random_intercept
Dctn5	0.0347745863506824	0.0171592994089174	2.02657378497694	0.000878315011297474	0.0686625990328774	0.0444371572892753	0.0222185786446376	0.673285906567767	0.999999986162125	358	10521	4.03987332063323	1	11.2437024501786	12.0810675353407	11.1928769063115	11.4291887433839	0.0347745863506824	0.0347745863506824	0.0347745863506824	0.0347745863506824	NA	F	random_intercept
Idi1	0.0930942897201596	0.04598311698707	2.02453195476803	0.00227814039599447	0.183923420801043	0.0446051018063732	0.0223025509031866	0.673285906567767	0.999999986162125	359	10520	4.03350793935536	1	10.7783550556058	5.77692022553484	10.2119292794128	9.83518855011929	0.0930942897201596	0.0930942897201596	0.0930942897201596	0.0930942897201596	NA	F	random_intercept
Ache	0.102949144714485	0.0509012202089402	2.02252803158544	0.00243320424737203	0.203517900312275	0.0447840795633794	0.0223920397816897	0.673285906567767	0.999999986162125	360	10519	4.02675209259055	1	8.88448285465255	8.33792780384818	8.45968408766787	9.18639630232758	0.102949144714485	0.102949144714485	0.102949144714485	0.102949144714485	NA	F	random_intercept
Ttc8	0.0697554080823796	0.0345000776253952	2.02189133716712	0.00162792155237323	0.137940572768324	0.0448466135780763	0.0224233067890381	0.673285906567767	0.999999986162125	361	10518	4.02439832961971	1	9.07092233175323	9.1434896747899	8.97958424883381	8.95534653925525	0.0697554080823796	0.0697554080823796	0.0697554080823796	0.0697554080823796	NA	F	random_intercept
Mpp1	0.0459747606392317	0.022737116763167	2.02201365802495	0.00105466644470598	0.0908757616618031	0.0449364253966097	0.0224682126983049	0.673285906567767	0.999999986162125	362	10517	4.02102387667099	1	9.77762455665859	9.65050979014977	10.4467466351082	10.147068963657	0.0459747606392317	0.0459747606392317	0.0459747606392317	0.0459747606392317	NA	F	random_intercept
Stard6	0.0637026260224013	0.0315613491700628	2.01837461634326	0.00135952042030608	0.126035040721188	0.0452812873093857	0.0226406436546928	0.673285906567767	0.999999986162125	363	10516	4.0081322297817	1	5.81465324119939	6.80480665543719	5.33467428237775	6.18796708951617	0.0637026260224013	0.0637026260224013	0.0637026260224013	0.0637026260224013	NA	F	random_intercept
Nsun4	0.0498117223312045	0.0246955448701753	2.01703273173624	0.00103377072799554	0.0985871603961988	0.0454084399072649	0.0227042199536325	0.673285906567767	0.999999986162125	364	10515	4.00340507802855	1	7.09736641097002	10.0819141122439	6.80523036454031	6.71738416901774	0.0498117223312045	0.0498117223312045	0.0498117223312045	0.0498117223312045	NA	F	random_intercept
Igsf1	0.19856096810103	0.0984266310111057	2.01735004095208	0.00412058108012168	0.392938593031606	0.0454093064400483	0.0227046532200241	0.673285906567767	0.999999986162125	365	10514	4.00337291079575	1	6.72590432420685	9.09760539448141	8.12441438354387	5.81479679210308	0.19856096810103	0.19856096810103	0.19856096810103	0.19856096810103	NA	F	random_intercept
Zfp629	0.0413609368393971	0.0205088536427918	2.0167356771759	0.000855791484755909	0.0818709927195631	0.0454216557417126	0.0227108278708563	0.673285906567767	0.999999986162125	366	10513	4.0029145530863	1	8.09974821902789	8.30977919682795	5.93397713287538	7.54440809993313	0.0413609368393971	0.0413609368393971	0.0413609368393971	0.0413609368393971	NA	F	random_intercept
Acsl3	0.0627176888072126	0.0311512047197512	2.01333108531263	0.00120218386346053	0.124265918339564	0.0457514283843246	0.0228757141921623	0.673285906567767	0.999999986162125	367	10512	3.9907230059342	1	11.7122112969825	11.465801198093	10.4920327738049	11.3533473982416	0.0627176888072126	0.0627176888072126	0.0627176888072126	0.0627176888072126	NA	F	random_intercept
G6pdx	0.0610641930559536	0.0303196938871133	2.01401086974389	0.00116620472671972	0.120940374122664	0.0457685534971613	0.0228842767485807	0.673285906567767	0.999999986162125	368	10511	3.99009242906655	1	8.30139806148226	8.65004127814998	9.98997359257721	8.73497367500005	0.0610641930559536	0.0610641930559536	0.0610641930559536	0.0610641930559536	NA	F	random_intercept
Cxx1c	0.09483434417286	0.0471061728141003	2.01320418339045	0.00179889533209401	0.187880068671086	0.0457956700393222	0.0228978350196611	0.673285906567767	0.999999986162125	369	10510	3.98909445842659	1	10.7966478197544	11.0276189555564	8.11155837302667	11.3422464538975	0.09483434417286	0.09483434417286	0.09483434417286	0.09483434417286	NA	F	random_intercept
Rabif	0.0527751352493577	0.026226753885701	2.0122633353467	0.000979975660639733	0.104583769141785	0.0458824176312105	0.0229412088156052	0.673285906567767	0.999999986162125	370	10509	3.98590606190942	1	9.57135243157527	9.04125813585071	7.54056896224555	9.16879991280754	0.0527751352493577	0.0527751352493577	0.0527751352493577	0.0527751352493577	NA	F	random_intercept
Rhof	0.0716812792694693	0.0356125535466918	2.01280930825383	0.0011988132258565	0.142100375216485	0.046297036123961	0.0231485180619805	0.673285906567767	0.999999986162125	371	10508	3.9707540380985	1	8.96156225092735	10.1131982235531	NA	9.71308162257155	0.0716812792694693	0.0716812792694693	NA	0.0716812792694693	NA	F	random_intercept
Faim2	0.0749093450077674	0.0372927345756847	2.0086846904654	0.00124234809395937	0.148559577255296	0.0463162281630313	0.0231581140815156	0.673285906567767	0.999999986162125	372	10507	3.97005614167979	1	9.6978871673913	11.5156064794921	9.53797934931959	12.2021924504926	0.0749093450077674	0.0749093450077674	0.0749093450077674	0.0749093450077674	NA	F	random_intercept
Xpr1	0.0717047905364426	0.0357054825557995	2.00822914028355	0.00118398860253697	0.14222822470215	0.0463315878486709	0.0231657939243355	0.673285906567767	0.999999986162125	373	10506	3.96949782393289	1	11.33677904331	11.0189044379779	11.8668835825858	11.0310958342916	0.0717047905364426	0.0717047905364426	0.0717047905364426	0.0717047905364426	NA	F	random_intercept
1700020I14Rik	0.240145835111458	0.117954458949646	2.03591994105093	0.00403816493880143	0.475743404005974	0.0463555777692588	0.0231777888846294	0.673285906567767	0.999999986162125	374	10505	3.9686261911728	1	6.4013858777342	NA	7.24805966569586	9.15091231080475	0.240145835111458	NA	0.240145835111458	0.240145835111458	NA	F	random_intercept
Gnal	0.0936196543284251	0.0466659005226059	2.00616838590898	0.00145644153448542	0.18579952839521	0.0465403811215347	0.0232701905607673	0.673285906567767	0.999999986162125	375	10504	3.96192757445842	1	10.5972793798392	6.20295889838762	6.67875530850246	10.4430676136504	0.0936196543284251	0.0936196543284251	0.0936196543284251	0.0936196543284251	NA	F	random_intercept
Lgals8	0.0685406274274114	0.0341387844738433	2.00770556080948	0.00106559251829611	0.135952700454551	0.0465444936329252	0.0232722468164626	0.673285906567767	0.999999986162125	376	10503	3.96177882625498	1	8.43197193560971	9.11430858401665	9.16231052477809	8.55393804261174	0.0685406274274114	0.0685406274274114	0.0685406274274114	0.0685406274274114	NA	F	random_intercept
Atp5s	0.0358452896353268	0.0178774320942332	2.00505807804968	0.000527966853966919	0.0711503244804591	0.0467227520583699	0.0233613760291849	0.674071746539718	0.999999986162125	377	10502	3.95534455833283	1	8.88457033690355	10.2179799263224	9.43313142125929	9.35072736751615	0.0358452896353268	0.0358452896353268	0.0358452896353268	0.0358452896353268	NA	F	random_intercept
Csmd1	0.0842430278590964	0.0420637411238532	2.0027469171382	0.00116631857014072	0.167328560808718	0.0469162179178291	0.0234581089589146	0.675072246706541	0.999999986162125	378	10501	3.94839059762232	1	6.63372255314236	6.17084213361978	4.83760617094777	7.6047935023192	0.0842430278590964	0.0842430278590964	0.0842430278590964	0.0842430278590964	NA	F	random_intercept
Col26a1	0.143698303057741	0.071792410736352	2.00158069054756	0.00187586276110675	0.285479181752549	0.0470906703405483	0.0235453351702741	0.675544331466193	0.999999986162125	379	10500	3.94214593431084	1	5.49979574747949	7.88448528682351	7.90677150382668	4.83506462819351	0.143698303057741	0.143698303057741	0.143698303057741	0.143698303057741	NA	F	random_intercept
Hs2st1	0.0601348536960759	0.0300669555720398	2.0000313484348	0.000755646784782342	0.119529412786045	0.0471974344469854	0.0235987172234927	0.675544331466193	0.999999986162125	380	10499	3.93833625015348	1	10.7811073266552	9.04564270829021	8.45873114676051	10.5540714564107	0.0601348536960759	0.0601348536960759	0.0601348536960759	0.0601348536960759	NA	F	random_intercept
Dync2h1	0.107311229029726	0.0527858691962966	2.03295371779641	0.00119028676198714	0.212733020258371	0.0475885705383329	0.0237942852691664	0.677828120653313	0.999999986162125	381	10498	3.92445650046206	1	8.12958926411866	NA	8.60675315766232	8.3847440734179	0.107311229029726	NA	0.107311229029726	0.107311229029726	NA	F	random_intercept
Aqp9	0.075171018270272	0.0376486557619625	1.99664547774424	0.000805532702046944	0.149527074359021	0.0476062405018506	0.0238031202509253	0.677828120653313	0.999999986162125	382	10497	3.92383231276343	1	5.4232841183177	7.04855081116249	5.02327341671011	5.38798144774935	0.075171018270272	0.075171018270272	0.075171018270272	0.075171018270272	NA	F	random_intercept
Kptn	0.0594581110885447	0.0298034297249861	1.99500901866664	0.000585038445927352	0.118317421163984	0.0478003286577266	0.0239001643288633	0.678814588953982	0.999999986162125	383	10496	3.91699223269828	1	7.88132110191267	9.08417185803188	10.4101776058293	8.11547394715105	0.0594581110885447	0.0594581110885447	0.0594581110885447	0.0594581110885447	NA	F	random_intercept
Tppp3	0.114030203715987	0.0571281930678172	1.99604079163893	0.000905489256317196	0.226889347844405	0.0482235555206946	0.0241117777603473	0.683041454367339	0.999999986162125	384	10495	3.90217788933313	1	8.35100171312518	8.8081179848338	9.13742024884335	9.00542398681201	0.114030203715987	0.114030203715987	0.114030203715987	0.114030203715987	NA	F	random_intercept
Ssh3	0.0803447833209638	0.0404518404377286	1.98618363099316	0.000437141553790373	0.160233782563607	0.0487785871294548	0.0243892935647274	0.687554946465107	0.999999986162125	385	10494	3.8829565747927	1	6.19856837742581	8.72746456324246	6.02641131827122	7.52401384254211	0.0803447833209638	0.0803447833209638	0.0803447833209638	0.0803447833209638	NA	F	random_intercept
Ddx47	0.0464526122998763	0.0234115284516962	1.98417682962134	0.000211656209482026	0.0926928139085969	0.0489761584021472	0.0244880792010736	0.687554946465107	0.999999986162125	386	10493	3.87617014627888	1	9.69344801914334	12.1119696427231	8.31828206017174	9.54539818024773	0.0464526122998763	0.0464526122998763	0.0464526122998763	0.0464526122998763	NA	F	random_intercept
Hmgcs2	0.104487353378721	0.0526906397978099	1.98303443988668	0.0004195638551826	0.208560088735073	0.0490972078560754	0.0245486039280377	0.687554946465107	0.999999986162125	387	10492	3.872026451956	1	6.81276717799878	8.77832047603755	5.38334861709906	5.67465860716992	0.104487353378721	0.104487353378721	0.104487353378721	0.104487353378721	NA	F	random_intercept
Tia1	0.0783565257266793	0.0395984797138577	1.97877611193386	0.00015788804290609	0.156588347281701	0.0495459669805414	0.0247729834902707	0.687554946465107	0.999999986162125	388	10491	3.85675838078441	1	10.5595921565686	9.15432666625114	10.0028951615746	10.5786992798231	0.0783565257266793	0.0783565257266793	0.0783565257266793	0.0783565257266793	NA	F	random_intercept
Gpatch2	0.0462811309529536	0.0233967763309782	1.9780986191536	6.84023043439766e-05	0.0924913579247655	0.0496668460656823	0.0248334230328411	0.687554946465107	0.999999986162125	389	10490	3.85267069310795	1	6.2963701707677	9.73567828617847	5.57251684144034	6.79193733123971	0.0462811309529536	0.0462811309529536	0.0462811309529536	0.0462811309529536	NA	F	random_intercept
Nwd2	0.15161756050173	0.0759080907094131	1.99738340254327	4.9536235389884e-05	0.303910837322546	0.0499275466785767	0.0249637733392883	0.687554946465107	0.999999986162125	390	10489	3.84389041537352	1	9.08923623341896	NA	8.0995771217005	8.52783918672319	0.15161756050173	NA	0.15161756050173	0.15161756050173	NA	F	random_intercept
Ndufc1	0.0535961807895891	0.0271531046270847	1.97385092885945	-2.29298581150943e-05	0.107248010998974	0.0500964348258829	0.0250482174129415	0.687554946465107	0.999999986162125	391	10488	3.83822815563953	1	13.0205251764998	13.1099305182695	12.6021186477897	12.9187229853065	0.0535961807895891	0.0535961807895891	0.0535961807895891	0.0535961807895891	NA	F	random_intercept
Accs	0.0722672955340744	0.0366036636118502	1.97431864472381	-3.97326699934867e-05	0.144555081127787	0.0501239311553389	0.0250619655776695	0.687554946465107	0.999999986162125	392	10487	3.8373082044381	1	6.43871258115492	7.23286817918662	6.46806011305275	6.23072888141934	0.0722672955340744	0.0722672955340744	0.0722672955340744	0.0722672955340744	NA	F	random_intercept
Cdk5	0.0486171929611563	0.0246309644322668	1.97382417139409	-2.75062512606946e-05	0.0972715089543501	0.0501275663563878	0.0250637831781939	0.687554946465107	0.999999986162125	393	10486	3.8371866205693	1	10.9632577152885	10.9416262654482	10.1777756973731	11.1856176860942	0.0486171929611563	0.0486171929611563	0.0486171929611563	0.0486171929611563	NA	F	random_intercept
Nop10	0.0699241654010158	0.0355061793521812	1.96935200229366	-0.000193883237828301	0.140069606770001	0.0506271230355511	0.0253135615177756	0.687554946465107	0.999999986162125	394	10485	3.82056634621135	1	12.4247196620724	11.4607987922993	10.5092013354973	12.1811191062414	0.0699241654010158	0.0699241654010158	0.0699241654010158	0.0699241654010158	NA	F	random_intercept
Filip1	0.20979370904491	0.105383850868009	1.99075766653918	-0.0006737424989657	0.420812044136675	0.0507102855930453	0.0253551427965226	0.687554946465107	0.999999986162125	395	10484	3.81781636145728	1	7.78534422984768	NA	5.2935379982708	6.47147321947433	0.20979370904491	NA	0.20979370904491	0.20979370904491	NA	F	random_intercept
Tmem216	0.0565866556280023	0.0287528199371027	1.96803846550657	-0.000203466316371069	0.113377048811775	0.0508137351224528	0.0254068675612264	0.687554946465107	0.999999986162125	396	10483	3.81440218185924	1	7.56773683354575	9.29862325784888	5.68034483269521	7.76322368291691	0.0565866556280023	0.0565866556280023	0.0565866556280023	0.0565866556280023	NA	F	random_intercept
Msc	0.0822633077619761	0.0418544158515145	1.96546304824368	-0.000404163834540916	0.164930603320948	0.0511132547106589	0.0255566273553294	0.687554946465107	0.999999986162125	397	10482	3.80455832262924	1	6.17667846584655	7.91921763859133	5.00936134112484	5.80357572352548	0.0822633077619761	0.0822633077619761	0.0822633077619761	0.0822633077619761	NA	F	random_intercept
Lsm5	0.0664455413681986	0.0338440078583043	1.96328820293353	-0.000394474084644951	0.13329866286053	0.0513466342274209	0.0256733171137105	0.687554946465107	0.999999986162125	398	10481	3.79693037518431	1	9.30829199563681	9.94037564386575	8.3652474875391	8.02836352102011	0.0664455413681986	0.0664455413681986	0.0664455413681986	0.0664455413681986	NA	F	random_intercept
Uggt2	0.158708040388873	0.0799269437707366	1.9856638187507	-0.000973119663134497	0.318587203838989	0.0513591864780096	0.0256795932390048	0.687554946465107	0.999999986162125	399	10480	3.79652114781491	1	6.74342815616952	NA	7.02713158252237	6.06100690783247	0.158708040388873	NA	0.158708040388873	0.158708040388873	NA	F	random_intercept
Dnaja1	0.0757094851128717	0.0385789268500762	1.96245700164473	-0.000485658845993633	0.151910611926565	0.0514555975610101	0.025727798780505	0.687554946465107	0.999999986162125	400	10479	3.79338148412499	1	12.954827321924	6.82885314252465	12.1527381262711	12.8088307436849	0.0757094851128717	0.0757094851128717	0.0757094851128717	0.0757094851128717	NA	F	random_intercept
Mgat1	0.0722019140452318	0.0368030379949159	1.96184657514431	-0.000488643992106024	0.144892025405828	0.0515361247746488	0.0257680623873244	0.687554946465107	0.999999986162125	401	10478	3.79076384969031	1	9.0543854249531	7.39014840037419	9.86855868358779	9.82199195909205	0.0722019140452318	0.0722019140452318	0.0722019140452318	0.0722019140452318	NA	F	random_intercept
Grik1	0.10844016722743	0.0552818514842839	1.9615871088952	-0.000752448407771122	0.217624131183059	0.0515751476066683	0.0257875738033341	0.687554946465107	0.999999986162125	402	10477	3.78949692109862	1	7.26666406869738	9.14469334340941	7.8467723193595	5.93980270538267	0.10844016722743	0.10844016722743	0.10844016722743	0.10844016722743	NA	F	random_intercept
Ppp1r11	0.0633055890938022	0.0323065967860774	1.95952515558939	-0.000504604584580411	0.12711419653436	0.0518111763290976	0.0259055881645488	0.687554946465107	0.999999986162125	403	10476	3.78185548113295	1	10.2729045950461	12.2643758120906	8.44460349440027	11.0414595908291	0.0633055890938022	0.0633055890938022	0.0633055890938022	0.0633055890938022	NA	F	random_intercept
Tubb3	0.0987725108532913	0.0504218446338173	1.95892299400419	-0.000812805761767857	0.198365864703877	0.0518703660494075	0.0259351830247038	0.687554946465107	0.999999986162125	404	10475	3.77994498634928	1	11.151735814837	6.28954897107435	11.7683219115358	11.0754312931589	0.0987725108532913	0.0987725108532913	0.0987725108532913	0.0987725108532913	NA	F	random_intercept
Thoc5	0.0701996340663844	0.0358604289257488	1.95757931986081	-0.000635844236363458	0.141022480233144	0.052059963189186	0.026029981594593	0.687554946465107	0.999999986162125	405	10474	3.77384076009485	1	7.8183094746057	9.91000611608611	7.5013963988416	8.36976526073646	0.0701996340663844	0.0701996340663844	0.0701996340663844	0.0701996340663844	NA	F	random_intercept
Zfp846	0.0963689770205023	0.0491805155821563	1.95949505367664	-0.000924080303567755	0.194047076113214	0.0521860568438172	0.0260930284219086	0.687554946465107	0.999999986162125	406	10473	3.76979408705921	1	6.92878839458083	6.67919045324409	6.5422364485198	6.56860013765129	0.0963689770205023	0.0963689770205023	0.0963689770205023	0.0963689770205023	NA	F	random_intercept
Upp2	0.075381203256266	0.0385258821627674	1.95663795413663	-0.000738097397774459	0.151459628163082	0.0522279296102673	0.0261139648051337	0.687554946465107	0.999999986162125	407	10472	3.76845256913305	1	4.92486024628014	6.54396459547092	5.4978145384084	5.36081046514607	0.075381203256266	0.075381203256266	0.075381203256266	0.075381203256266	NA	F	random_intercept
Sipa1	0.0993638906881143	0.0508402491442244	1.95443359072134	-0.00110848147294477	0.199755552327564	0.0525412126678346	0.0262706063339173	0.687554946465107	0.999999986162125	408	10471	3.7584515908309	1	6.79124851230296	6.59033061084736	7.19945567216587	7.18438230609938	0.0993638906881143	0.0993638906881143	0.0993638906881143	0.0993638906881143	NA	F	random_intercept
Fhl1	0.0850616079783229	0.043611620816093	1.95043445729801	-0.00108311968674622	0.171193484937818	0.0529054718063803	0.0264527359031902	0.687554946465107	0.999999986162125	409	10470	3.74690235157532	1	11.3793495785902	11.7677215776113	12.0296065806126	10.766134943895	0.0850616079783229	0.0850616079783229	0.0850616079783229	0.0850616079783229	NA	F	random_intercept
Cfap69	0.126016432859871	0.0646210747897559	1.95008258946272	-0.00163658027948005	0.253636315357551	0.0529638359099021	0.026481917954951	0.687554946465107	0.999999986162125	410	10469	3.74505967992297	1	6.0625550358035	8.36159896032874	7.77917789314262	5.32281315410861	0.126016432859871	0.126016432859871	0.126016432859871	0.126016432859871	NA	F	random_intercept
Lrrc24	0.0890619236445486	0.0457400608860125	1.94713172478054	-0.00129430067583876	0.179393357233035	0.0533210367199377	0.0266605183599689	0.687554946465107	0.999999986162125	411	10468	3.73382877120738	1	7.7402732871144	10.6025155382806	9.25315843569396	7.79799231108445	0.0890619236445486	0.0890619236445486	0.0890619236445486	0.0890619236445486	NA	F	random_intercept
Pomgnt2	0.0598183920525526	0.0307234339002639	1.94699564660442	-0.000871101729782945	0.120495223557681	0.0533280508577405	0.0266640254288703	0.687554946465107	0.999999986162125	412	10467	3.73360903491351	1	9.07919790835981	11.0705150365871	11.8706149697984	9.2465435830185	0.0598183920525526	0.0598183920525526	0.0598183920525526	0.0598183920525526	NA	F	random_intercept
Slirp	0.0591763509280663	0.0303973958759532	1.94675725412648	-0.000866008939856297	0.119211007244662	0.0533448681526381	0.026672434076319	0.687554946465107	0.999999986162125	413	10466	3.7330823136073	1	10.4582917570327	11.3548586253887	10.3273760962166	10.2122255028452	0.0591763509280663	0.0591763509280663	0.0591763509280663	0.0591763509280663	NA	F	random_intercept
Thnsl1	0.0794684963607824	0.0408847843320355	1.94371812543755	-0.0013011068498828	0.160207979604421	0.0537474388706389	0.0268737194353194	0.687554946465107	0.999999986162125	414	10465	3.72052593555165	1	7.18370182576719	7.93933121873336	6.95126930864553	7.36443825280834	0.0794684963607824	0.0794684963607824	0.0794684963607824	0.0794684963607824	NA	F	random_intercept
Ccdc91	0.0719392528095237	0.0370228775555411	1.94310268567325	-0.00119371409872232	0.145056692367845	0.0537989536873481	0.0268994768436741	0.687554946465107	0.999999986162125	415	10464	3.71892635606449	1	8.86675251968241	8.43481793350648	9.82953965211792	9.03229024974991	0.0719392528095237	0.0719392528095237	0.0719392528095237	0.0719392528095237	NA	F	random_intercept
