#2017-12-06----Dataset: GSE15056
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE15056	Tg2576	17_months	2	2	F(4)	GPL7202	41267	19459	4	No	5.81438085250633	18.8408254343287	7.48352610025034	model.matrix( ~ Genotype, data = array_design)	WT(2); Tg2576(2)	17_months(4)	Hippocampus(4)	F(4)
