#2018-01-30 21:38:15: 
#
MANUAL INPUT GENE LIST

#
#Input expression data: 
#C:/AD/files_results/AD_mouse_model_project/mixed_model/random_intercept_include_NA_low_exp_rm//late/mixed_model_results_exp_corrected.Rdata
#
#Input gene ranking lists:
#
geneSymbol	GSE14499_Hippocampus,GFP,rep1	GSE14499_Hippocampus,GFP,rep2	GSE14499_Hippocampus,APP,GFP,rep1	GSE14499_Hippocampus,APP,GFP,rep2	GSE14499_Hippocampus,APP,GFP,rep3	GSE14499_Hippocampus,APP,GFP,rep4	GSE15056_wt_rep1	GSE15056_wt_rep2	GSE15056_Tg2576_rep1	GSE15056_Tg2576_rep2	GSE1556_12moControl.1	GSE1556_12moControl.2	GSE1556_12moAPPSw.1	GSE1556_12moAPPSw.2	GSE50521_eIF2+_S51A1	GSE50521_eIF2+_S51A2	GSE50521_eIF2+_S51A3	GSE50521_WT1	GSE50521_WT2	GSE50521_WT3	GSE50521_5xFAD;eIF2+_S51A1	GSE50521_5xFAD;eIF2+_S51A2	GSE50521_5xFAD;eIF2+_S51A3	GSE50521_5xFAD1	GSE50521_5xFAD2	GSE50521_5xFAD3	GSE52022_4mon_WT_rep1	GSE52022_4mon_WT_rep2	GSE52022_4mon_5XFAD_rep1	GSE52022_4mon_5XFAD_rep2	GSE53480_WT_rep1	GSE53480_WT_rep2	GSE53480_WT_rep3	GSE53480_WT_rep4	GSE53480_Tg4510_rep1	GSE53480_Tg4510_rep2	GSE53480_Tg4510_rep3	GSE53480_Tg4510_rep4	GSE63617_15m_hp_VH_rep1	GSE63617_15m_hp_VH_rep2	GSE63617_15m_hp_VH_rep3	GSE63617_15m_hp_VH_rep4	GSE63617_15m_hp_VH_rep5	GSE63617_15m_hp_AD11_rep1	GSE63617_15m_hp_AD11_rep2	GSE63617_15m_hp_AD11_rep3	GSE63617_15m_hp_AD11_rep4	GSE63617_15m_hp_AD11_rep5	GSE64398_WT_18m_Hipp_rep1	GSE64398_WT_18m_Hipp_rep2	GSE64398_WT_18m_Hipp_rep3	GSE64398_WT_18m_Hipp_rep4	GSE64398_WT_18m_Hipp_rep5	GSE64398_WT_18m_Hipp_rep6	GSE64398_WT_18m_Hipp_rep7	GSE64398_WT_4m_Hipp_rep1	GSE64398_WT_4m_Hipp_rep2	GSE64398_WT_4m_Hipp_rep3	GSE64398_WT_4m_Hipp_rep4	GSE64398_WT_4m_Hipp_rep5	GSE64398_WT_4m_Hipp_rep6	GSE64398_WT_4m_Hipp_rep7	GSE64398_WT_4m_Hipp_rep8	GSE64398_WT_4m_Hipp_rep9	GSE64398_WT_8m_Hipp_rep1	GSE64398_WT_8m_Hipp_rep10	GSE64398_WT_8m_Hipp_rep2	GSE64398_WT_8m_Hipp_rep3	GSE64398_WT_8m_Hipp_rep4	GSE64398_WT_8m_Hipp_rep5	GSE64398_WT_8m_Hipp_rep6	GSE64398_WT_8m_Hipp_rep7	GSE64398_WT_8m_Hipp_rep8	GSE64398_WT_8m_Hipp_rep9	GSE64398_het_TASTPM_18m_Hipp_rep1	GSE64398_het_TASTPM_18m_Hipp_rep2	GSE64398_het_TASTPM_18m_Hipp_rep3	GSE64398_het_TASTPM_18m_Hipp_rep4	GSE64398_ho_TASTPM_18m_Hipp_rep1	GSE64398_ho_TASTPM_18m_Hipp_rep2	GSE64398_ho_TASTPM_18m_Hipp_rep3	GSE64398_TAS10_18m_Hipp_rep1	GSE64398_TAS10_18m_Hipp_rep2	GSE64398_TAS10_18m_Hipp_rep3	GSE64398_TAS10_18m_Hipp_rep4	GSE64398_TAU_18m_Hipp_rep3	GSE64398_ho_TASTPM_4m_Hipp_rep1	GSE64398_ho_TASTPM_4m_Hipp_rep2	GSE64398_ho_TASTPM_4m_Hipp_rep3	GSE64398_ho_TASTPM_4m_Hipp_rep4	GSE64398_het_TASTPM_8m_Hipp_rep1	GSE64398_het_TASTPM_8m_Hipp_rep2	GSE64398_het_TASTPM_8m_Hipp_rep3	GSE64398_het_TASTPM_8m_Hipp_rep4	GSE64398_ho_TASTPM_8m_Hipp_rep1	GSE64398_ho_TASTPM_8m_Hipp_rep2	GSE64398_ho_TASTPM_8m_Hipp_rep3	GSE64398_ho_TASTPM_8m_Hipp_rep4	GSE64398_TAS10_8m_Hipp_rep1	GSE64398_TAS10_8m_Hipp_rep2	GSE64398_TAS10_8m_Hipp_rep3	GSE64398_TAU_8m_Hipp_rep1	GSE64398_TAU_8m_Hipp_rep2	GSE64398_TAU_8m_Hipp_rep3	GSE64398_TAU_8m_Hipp_rep4
Anxa11	0.0743970492723154	-0.401066087880681	-0.495780914756757	0.246590076920342	0.312909334841571	-0.265426048195938	0.0675127887013165	-0.283629718144091	-0.245544935697239	0.154742149931238	0.382755760181945	-0.174586927258186	-0.186447958872117	-0.172955571634175	-0.026780056093477	-0.00903959447713198	-0.0318664361502758	0.215257389657109	0.00226936982830672	-0.175853864299611	-0.258202739758696	0.115210938732822	0.146689510949868	-0.469569280676087	-0.282185975315761	-0.0175651257248752	-0.342791274806012	0.190141670631152	-0.110713484533793	-0.143426879076766	-0.0637765124154601	0.0860584774540243	-0.048906729100425	0.245853209391258	0.0745053386685495	-0.139369607894213	-0.708283599521885	-0.0998587391820331	0.133190151493617	-0.00545419762583954	0.118241139753069	-0.256686503907786	-0.0503899749083141	0.119143092779442	-0.235120831974322	-0.102483717435975	0.415517284130207	-0.925789820169449	-0.124572100798289	-0.265646998601465	0.324712545666802	0.107499280489005	0.761569623631425	0.282327711163333	-0.209920517935981	0.450382076397647	-0.0483449359354573	0.32641877989686	-0.315653493665536	-0.254981406693517	0.384473914831441	-0.264218674746349	0.121910693392579	0.173406504524721	-0.13183670181116	0.450382076397647	-0.184007769647158	-0.11236835721663	0.283282368218742	-0.359449264589294	-0.0791179574900802	-0.250649499775543	-0.286606949990826	-0.423840075009487	0.486447032668989	0.244470657254723	0.357694428177048	0.0404182414076057	-0.26491260254474	-0.167211407204009	-0.23126189503818	-0.236469466527792	-0.0520696992807039	0.0948172867867658	-0.123059558004883	-0.00895683616574772	-0.243490076929602	-1.5137615621768	-0.286606949990826	-1.54952430973898	-0.13848250483378	0.0334555324307431	-0.144187656107631	-0.375730804159803	-0.839419294442553	0.343587037806396	0.24272538649879	0.198446048268496	-0.491842970812529	-0.151792470919268	0.350118334615212	0.0176670798659355	-0.196096440797454	-0.178328688352453	0.16285646753753
B3galnt2	0.077292271689025	-0.0323359258379297	0.120611141051673	0.0449849777467346	-0.191242934682241	0.276795002801817	-0.0805197802367115	0.0493467302931556	0.163138905316605	0.0899565115168421	-0.0122605176620016	-0.267445812957654	0.21414919691941	0.10845024386679	0.0552433852216243	-0.0844104401853887	0.0480701114082009	-0.141348243811434	0.300831923138507	0.288381476715299	-0.0856901074259024	0.222244918099362	-0.0791691487740618	0.061776344676991	0.174180968898964	-0.173055271332364	-0.301238499979002	0.170390756364724	0.127235792753588	0.173966888341894	0.226564229576786	0.0334146231079364	0.0483854809346633	0.0723896841416112	0.018411498947204	-0.150544457310507	0.0661723777485905	0.0159580822319647	0.307508049838337	0.0564003517132141	-0.150431133748509	-0.0505813442350869	-0.13901622644434	0.20020703881353	0.305492292922852	-0.252767766323063	0.25227409070587	-0.0505813442350869	-0.466970797935029	-0.426733819269749	0.0162271712462996	-0.16694526302779	0.66136792987322	0.15747657783439	0.256853985326281	-0.100287142184213	0.377030930283938	0.119668369743427	0.18060855782698	-0.435821036443876	-0.638520422886263	-0.351774402697083	-0.213113877981391	-0.0108165173610395	-0.183291891138681	-0.107149443293767	0.126161257880788	0.0906076192214167	0.450634774634557	0.120927836533645	-0.0826565130069374	-0.126207863967942	-0.0365477049221843	0.314640536666149	0.144316580802649	-0.68648103456436	0.0155376450636995	-0.173839659244225	0.107162878499148	0.0999457724239576	0.0775922594792178	0.308089172949394	0.0920284557148756	0.111338801079998	-0.080346847204507	0.424111576013346	0.552388775595104	-0.225477929272505	0.0689423439154009	0.0174609663089873	0.319196292089985	0.158109705376555	-0.187317796639626	-0.0499652478694106	0.300607726582888	-0.270247905052656	0.335426997468107	-0.165650705874923	0.264125538624707	0.314640536666149	0.243001341322952	0.294514298379061	0.273683130897335	0.0769473559017575	0.255490628518643
C77370	0.122674001368061	0.0509662895949621	0.45616029510197	0.254724862160128	-0.18949676135432	-0.379786011019588	0.0822729828194113	0.0435787481859933	0.15929316375234	-0.13070118310678	-0.144295579857394	-0.578790357310655	0.253782667606112	0.543823622554751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.176010397617638	0.0730074521787856	0.170922755016926	0.117502333201077	0.126437272649298	0.184838638455004	0.112161085936929	0.166001508583326	0.0574674913262516	-0.0776583765822405	-0.0396681727440296	-0.205138862390491	0.0403561216510457	0.0750954301999549	-0.201530688481327	0.136921563644657	-0.113684072000265	0.193988463757709	-0.314839434023851	0.229405813371391	0.153345273456111	0.14039038785109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ccdc71l	-0.0432638889684522	-0.137154281848566	0.373025372546211	-0.00339232142021118	-0.130738226972115	-0.0053121403407097	-0.00533511665169684	0.175253957645795	0.0339733731936516	-0.144738527019282	NA	NA	NA	NA	0.740404155247613	0.845625181376064	-0.415274410245535	-0.549339093874805	-0.269928228713039	-0.0211368974336308	-0.00391313708444141	0.0382562249461884	-0.554441661916536	-0.163475599626721	0.220770796155842	0.027069987978213	-0.292934096222844	0.254806560910922	-0.0298961668220112	0.118221640905134	0.162075029282024	0.0530026814383042	0.16283846138913	0.0861257358997243	-0.00228016996121738	-0.121364888118764	-0.196065057008344	-0.0872636397102209	0.246354758966083	-0.164232995548202	-0.412634334854994	0.0602415183145588	-0.475494696108555	0.336817215979167	0.0665943899803789	-0.0669825939634663	0.46196678050163	-0.100118655105042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cdh9	0.19432005257057	0.134067202947602	0.413909098713514	-0.036719373378018	-0.0458989208035767	-0.364143347403301	-0.130618233430646	0.209071870914848	-0.0336555192876977	0.0664785544750721	0.0552537163609115	0.221102250411931	-0.529465514804383	0.355104377700696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.718113974906425	0.0921290314639283	0.451900847139703	0.330881049781956	-0.291244754301053	0.0637867160899699	0.122787450523999	0.0671654916001927	0.249097638927704	0.0535969916019532	-0.0287187170915697	0.0547506945293073	0.0970597115697123	-0.0255212361697286	-0.0835413641021656	-4.89522342466131e-05	-0.00765497930945092	-0.000274926914839213	-0.140215583215132	0.299077785613999	0.179904703066172	-0.0149960737113632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cdhr1	0.405904717490944	0.0838409883047415	0.344137771467816	0.351165283104358	0.150319272538724	-0.419166566751077	-0.152317670107413	0.522494082403278	-0.000551195344048239	0.0095273120765178	NA	NA	NA	NA	0.0633751058473546	0.0600738534904002	0.134587517430792	0.11159862171716	0.108978470116581	0.104556208516618	0.0482338824931627	0.28153874302118	-0.022903514259605	0.0381000884706824	0.0757758269925999	0.06083760588242	0.334482233790378	-0.166340491481351	0.543387311737531	-0.292820874207532	0.394246520101144	0.0284217777822127	0.467149122545897	-0.128816122608119	0.0241650255104124	0.292284865587639	-0.0348023465506913	-0.116821035773138	-0.296189339410792	-0.400669543066306	0.139600742987549	-0.179621341211757	-0.368989176149469	-0.0263861219722719	0.355039969318168	0.293276019805109	0.0321298227482396	1.37956249155874	0.284837709859586	0.00886627606491608	-0.264576619184103	-0.267749881910882	-0.272094774377145	-0.0543811488281136	0.140257900185047	0.350847769308919	0.283624766791256	0.233774031704895	-0.333508637888547	-0.125529569614313	0.164224919160871	0.177125754542759	0.287147855271016	0.0781220635280189	-0.815281184326828	0.148133711127562	-0.243621083597002	-0.190203975090251	0.184952338350053	-0.523336795840343	0.107733759754669	-0.08085588566688	-0.264576619184103	-0.280298958630707	0.829152269751527	0.474610463032603	0.646695639133252	0.693930136650495	0.264720503694527	0.165482072632431	0.29749358238465	0.159993189072569	0.623747383392946	0.153347780741081	-0.490807524169929	-0.268343836678222	0.381093461241868	-0.530285041206321	1.45691006202362	0.355589417454089	0.773341947357986	0.799537398503373	0.290227344314086	0.389128102839644	-0.662904920457427	0.65481276071027	0.234903600817264	1.09322878102365	0.142817219140623	-0.439554104079351	-0.624648119775207	0.012445208020134	0.109397963647845	0.168699452269159	-0.0496031695626922
Dsg2	0.0594208682244162	0.0648062152196376	0.134906735520499	0.0286421692690775	-0.269388899349713	-0.291779777647664	-0.305341831462253	-0.165427559515751	0.114557315310528	0.0884267498710871	-0.642766602002474	-0.646547255014707	0.476101173997657	0.706397373435901	0.0223749954358556	-0.0550336232676969	-0.0634731954749199	-0.0483101551714222	-0.106667634518788	-0.0625291256551579	-0.0342485859392214	-0.119408676986609	-0.0528042714473651	-0.219321825818217	-0.0122833916774905	-0.087185618033093	0.390764478526492	0.402998277198645	-0.27013436106698	-0.586363313559512	-0.386626712870796	0.669810279566564	-0.532153942397606	0.656829169432591	-0.382603246592554	-0.186998140306773	-0.101287251383926	-0.0229473385950509	-0.167566865716087	-0.0660589671324283	0.0942632562664816	-0.136904735961557	0.0456759506975413	0.0204280059629527	-0.010193193237944	-0.120951981150907	-0.164475833591445	-0.133549765661416	0.144331001380686	-0.0755157006030718	-0.0996417679292811	-0.190092927449601	-0.225180466618413	0.0099606878659575	-0.393612143970472	0.423449630057764	0.381974983376038	0.00674168246628426	-0.252912164209334	-0.239177906050669	0.257690760520701	0.191528882857112	0.0502811507954739	0.0677164878089149	0.0781616111371495	0.103898067630644	0.225043612366862	0.117282614726371	0.0105895260176503	-0.172237857958088	0.246800449650435	0.536201558615107	0.00747278702960763	-0.232289843920491	-0.186076957879545	-0.513150974903535	0.1470107737534	0.0595539648137393	-0.186634399368512	0.387399492605375	-0.442884473574615	-0.0142089319821697	-0.201047435478535	0.13014232862913	-0.136439443265433	-0.399643016318252	0.438323438597236	-0.339693694492508	-0.265347436360309	-0.481981813406848	-0.500244070729771	-0.159633032942599	0.146411784792867	0.0321864054071117	-0.0846918340066463	-0.225683697052466	0.0614194746600223	-0.019582761479449	0.0762685583219769	-0.0700547953625419	-0.555868393921454	-0.0563234983452681	-0.201666163242679	0.00603432549206762	-0.258911948453123
Dsp	0.327157858797424	-0.0956943331649605	-0.160221419474503	0.644793413826866	-0.91668676687944	-0.644246599056999	-0.211445474843339	0.246184752866148	0.221669768039881	0.288986242580924	0.565922465964579	-0.261530253390074	0.0136516536341933	-1.15676133319137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172219544904586	0.198366396395295	-0.230550549750484	-0.506823625832592	-0.580777291687843	0.581630000066424	-0.497213296025025	0.692315463283169	0.423253507484654	-0.5702518046613	-1.14618608945461	-0.0436752807273102	0.462004190345503	-0.401748396054673	0.179463522889423	-0.426996588663703	-1.01569582153556	0.322602846067129	-0.0925250463194214	-0.590284591227185	0.712987326778309	-0.941226579619093	0.14760832747083	-0.286250778419213	1.05976665177036	-0.0476632032114797	0.501261426027757	0.51305726525765	-0.00953866996655162	0.822594911411441	0.121688950718195	0.63458215942755	0.183790287687183	-0.381029672882958	0.777997024889196	-0.209425114239992	0.269762596520183	0.206954465814844	-1.34672833625978	0.942229366558648	-0.77499917905662	0.884586683171996	0.550014646777944	-3.35018733338631	0.00623900081135442	0.119062652280485	-0.626237414666031	-0.643299454653926	0.482083767284948	0.80839714123146	0.815094574597689	-0.497508629908308	-1.38135860565191	-1.22347104041151	-1.28426193302198	-0.308089703336084	0.244603069022364	0.0415651346304902	-0.408892792490134	0.0670910339527966	-0.0744807368091944	-3.57801838718837	-1.62367105346751	-3.6038239828897	1.34453788490397	0.642716502039754	-0.0315142210939214	-0.941011154447661	-1.77300197667735	0.493458213031259	0.376901743465126	0.739104539725622	-1.27738329497138	-0.532020776119745	0.58776117829275	0.256033716364211	0.193872016838834	-0.301945441413197	0.276470297576763
Ehd1	0.067463493186791	-0.123946365321121	0.0223323900105221	0.0362971599923672	0.00257607941474625	-0.34791982230827	0.0314503788369915	-0.128534666949809	0.188168612677821	-0.166132994225526	0.432926473196295	-0.228477906264174	-0.019488613832003	-0.461512291321814	-0.0860007252246007	-0.279619474092755	0.0259745129137929	0.0259745129137929	-0.00109602200426728	-0.133253231189849	-0.235298718150826	0.133632897535776	0.219057845253101	-0.147157341948649	-0.174927898532248	0.183620451095161	0.191259204031054	0.314358522439292	-0.386917058910843	-0.341435522133317	-0.241544778282048	0.31927698659849	0.0488610871983699	0.310960981545707	-0.0513926408842895	-0.373477152277262	-0.22842449450337	-0.176464265801766	0.0724911183423433	-0.261094450955307	-0.121669454342404	-0.239151533007034	-0.269801857153615	0.15791022125765	-0.075485685708875	0.143619454602787	0.304114996376954	-0.0256770009268426	0.319658443452973	0.0617181887532432	-0.0628282348114464	-0.0956337289221754	-0.42834198582425	0.341208421872738	-0.278533210091135	0.250358598022805	0.290238609467137	0.242563431567991	-0.139678726313583	0.122789140803492	0.230859458624392	0.1570584695723	0.239762877752668	0.25598457199572	-0.699729776608477	0.241350270834593	-0.204887983343797	0.135616890958657	0.191488453010267	-1.08185771466974	0.198244911422231	0.339013340490906	-0.147177767517139	-0.206051756916676	0.0164005290826932	0.22206718242297	0.286813036359353	0.147598493629529	-0.113708420041013	-0.195510152730312	0.30044400586455	-0.25688825560602	-0.152009723478571	-0.0545843455664592	-0.41408701479004	-0.127651221707561	-0.158464620167075	-0.844222934026956	-0.506451573912324	-0.910714879064827	0.297489734828384	0.0666625884537737	0.111962126563167	-0.0869579412464194	-0.949313508366247	0.0502930597939706	-0.0477544976795112	0.508060700902453	0.0849196538599806	-0.0900179129308061	-0.26722406861899	-0.0362392352083489	-0.0599694673863915	-0.133619336937061	0.37737247640019
Eml5	-0.0136182113684082	0.355935167727818	-0.0172786596823862	-0.279471961341744	-0.317620668086199	-0.242311856195687	0.00413695411842419	0.0678450273984712	-0.270008765967804	-0.00664658788517514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.660824066435007	0.10352976189534	0.192974795910294	0.192401905849191	0.0229895180187185	0.308650278426732	-0.284739839598782	0.223703079399723	-0.199799112037427	-0.212631469964418	-0.095917006510744	-0.245292814326275	0.143146592535755	0.220957561751591	-0.0530059863381513	-0.127109973407009	-0.208872060058463	0.136757118938739	0.137040263802296	-0.191938446450168	-0.0915587139398628	-0.415154894062731	0.198149717170535	-0.0863715588328038	-0.415570602438045	-0.365132054468052	0.151065763284812	0.0307702886594061	-0.0511995760617161	-0.112537224115849	0.151669546653387	0.342653431315069	0.0639810845420854	-0.0433768287632468	0.164553439611591	0.00685384074716744	0.233639161465886	0.00926563600167363	0.184894733806477	-0.189888491512184	0.132003624022676	-0.0758486549738251	-0.258608500039093	-0.194378514138	0.171376147863061	-0.0505779498707977	0.000414891805847972	-0.100525155802815	0.144656092426777	-0.00576225570484112	0.132003624022676	-0.0758486549738251	-0.229715456426046	-0.247483430324612	-0.13384275751007	-0.467384406921228	-0.103354103311762	-0.155313410996435	-0.235943646547286	-0.38344365785586	-0.111892147200519	-0.348238740398482	0.0661757905315881	-0.587482372622203	-0.0909156610879656	-0.0850689635477231	0.0148339121461749	-0.0914305846835184	0.188015399060355	0.0329326059635928	-0.116008034889736	-0.0259348644530686	-0.164212763001965	-0.124593994311303	0.0171916977869468	-0.00638821952689206	0.114969640276289	-0.235146672052082	0.126697873506503
