#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL1261
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE48622_RMA_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 45101
#number of samples: 16
#Factor: Genotype (4 levels): APLP2_KO: n=4, APP_KO: n=4, N_dC_KO: n=4, WT: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=16
#Factor: Gender (1 levels): M: n=16
#Factor: Timepoint (1 levels): 2_months: n=16
#
#
### Model test for factor: Genotype
#p-value: 0.00185810259124436; Statistic: 10.6778138012394; Expected: 7.10935249061018; Std.dev: 1.0210957622975; #Cov: 45101
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE48622
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE48622/results/GSE48622_objects.Rdata
#
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#16 samples, 45101 probes
#coefficients: (Intercept), GenotypeAPLP2_KO, GenotypeAPP_KO, GenotypeN_dC_KO
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeAPP_KO
#  DE genes: 4, up: 1, down: 3
#GSE48622_APP_KO: original input has 45101 probesets; mapped probesets: 29960; probes mapped to multiple genes to be removed (except for insulin): 631; genes with multiple probesets are BH corrected. New data has 17681 genes.
GSE48622_APP_KO	GeneSymbols
4.56455679986615e-05	Tectb
6.75770267581031e-05	Cpn2
7.65992977506832e-05	BC027072
0.000106988418594423	Timd2
0.000120975708327979	Figla
0.000127187223125404	Sfn
0.00012802975106177	Klk1b16
0.000191879256874705	Acot1
0.000208798021145709	Yap1
0.000285138494682621	Cdhr5
0.000308710312692252	Atp1b4
0.000328518127250055	Obsl1
0.000410056096499786	Scrn2
0.000432864020346517	Nos2
0.000441488747155866	Gm14005
0.000444688291187111	1700074P13Rik
0.000473713827507479	2410012E07Rik
0.000491563003710903	Hoxa9
0.000522295253312874	Gper1
0.00058786971622659	Gsdmc
0.000588847559015644	Pabpn1l
0.000589658269305494	Prss55
0.000624599755729481	Spatc1l
0.000625353085587574	Krtap4-6
0.000630614037860324	Rnf2
0.000658032983411927	Dlx6os2
0.000668554506249266	Hopx
0.000676144761561569	Asgr1
0.000691073508096867	Kirrel
0.000692935728003872	Ccdc191
0.000787982598433698	Cdkn2a
0.000865832207022983	Hoxb6
0.000873992539615402	Gm10638
0.000881740740918068	Fbln5
0.000898924186907058	Crb1
0.000921245864788484	Zbtb42
0.000934477713729073	Guca2a
0.000955097582845397	Grin2d
0.000981110045165511	Ramp3
0.000995739960551547	Phf21b
0.000998591861574232	Gykl1
0.00105526668352778	Liph
0.00106024396155434	4930447N08Rik
0.00107336572545931	Sstr1
0.00107412983538279	Fam110c
0.00114220276461528	Vmn1r56
0.00117587509132819	Tfap2b
0.00121615915258243	Cby3
0.00123029846987508	4930562C15Rik
0.00123713613707901	Zbtb34
0.00126013400534112	Fam170a
0.00128676622522914	4930471M09Rik
0.00130120150585672	Krtap5-1
0.0013073746538456	Tssk3
0.00131720129867878	Cfd
0.00132139782437474	Gdf5
0.00133711200606201	Akr1c21
0.00137447034701754	1700021F07Rik
0.00139863327188628	Gm29805
0.00140137234231686	Srsf1
0.00145417629668563	3930402G23Rik
0.00148075833664976	Dnase1
0.0015494605123953	Bag5
0.00155993500688347	Xkrx
0.00156269602290222	Edaradd
0.00157871019833113	Dok2
0.00161495333749263	Phospho1
0.00161929762234908	Klrb1a
0.00166542066698518	Lcn11
0.00172007874223345	Smco2
0.00178049266038014	Dscaml1
0.00179675243296595	Hoxa13
0.00180743711956081	Cfap69
0.00182645215214633	Ppifos
0.00190508840850096	Pnrc1
0.00193151498925142	Lhx3
0.00195678297556137	Asb9
0.00199721192168169	Cd177
0.00200036849998872	Tjp3
0.00201702966641074	Ccl28
0.00209181437336279	Pou4f2
0.00224438567035632	Kctd14
0.00227159132345084	Duox1
0.00227258847486442	Ceacam12
0.00227697156968288	Lkaaear1
0.00230704480456356	Prm1
0.00233156614951202	Slc38a4
0.00234576145381707	Aox4
0.00236151125562215	Rxra
0.00237058380204384	Tas1r2
0.00238899725007097	Trim71
0.00239510443302504	Cdrt4os1
0.00239836657332565	Tst
0.00241826541405418	Foxs1
0.00245128664203702	Sohlh1
0.00245928236420675	Slx4ip
0.00247150014491077	Whrn
0.00251062071150499	Gabrg3
0.00251400970537128	Grm4
0.00253653181350098	Nat8
0.00262229536222338	Olfr78
0.00264011569250161	Cfc1
0.00264423669618402	Zfp572
0.00265264591790543	Myoz3
0.00265517541906463	Ghrh
0.00267542846566973	4930456L15Rik
0.00268513872402032	2610020C07Rik
0.00270242522446788	Serpina1b
0.00271825251593395	Csmd1
0.00272622743136958	Cym
0.00274023876307717	Rec114
0.00274826658799236	Trpc3
0.00283434618969154	Olfr157
0.00288520256932593	Pfn3
0.0028881330267379	Dmrtc2
0.00289535618727789	Pkn3
0.00290442127442487	Serpina10
0.00293261204635576	Insm2
0.00293575820556231	Wdr62
0.00300490376852274	Gm9999
0.00303333305226661	Ppp1r27
0.00306589175164266	4932414N04Rik
0.0030700855241838	BC048562
0.00312316683385466	Vgf
0.00315937853456855	8430436N08Rik
0.00317293157363276	Pom121l12
0.00318032058725919	Ptger1
0.00325246129521614	Capzb
0.00325432321124055	A530088E08Rik
0.00325948110552561	B230311B06Rik
0.00329562668634837	Shmt1
0.00330167304667418	Ctsj
0.00333211712166503	Chrna4
0.00343250185334304	Sh2d4a
0.00345995345479281	Hoxa11
0.00350317771233876	Muc4
0.00351311620196742	Fbxl8
0.00351452839491739	Supv3l1
0.0035308151080225	Prdm9
0.00354422389501574	Inhbe
0.00356766346066272	Exo1
0.0035792811331094	Rpl37
0.00361641543616238	Hdac4
0.00364891260847627	Aoah
0.00368526295555753	Syce1l
0.00370120752514413	Lag3
0.00372383213862512	Klhl25
0.00372686488323516	Krtcap3
0.00375677316959805	Pdia2
0.0037851429682626	Ndufa4l2
0.0037959539335258	Gdpd3
0.00379885596471834	Prtn3
0.00382671025022525	Exoc3l2
0.00382920729221809	Adam2
0.0038596338773601	Eno4
0.0038682877915227	Sbf2
0.00389830511779779	Krt83
0.00394693627059547	Myo15b
0.00396026989861541	Fgf22
0.0039679324776663	Il17b
0.00397245898917313	Cdkl1
0.00398082043815445	Mmp23
0.00400007117218543	Gm11532
0.00400079169265181	Klre1
0.00402758930850446	Rbmxl2
0.0040388738194965	Ccr6
0.00404297293806461	Adgrg3
0.00405742939156788	Cyp39a1
0.00408080951917528	Obox6
0.00408734496830658	Usp19
0.00409622313717455	1700121N20Rik
0.00409901974780049	Gli1
0.00410114766932565	Neil3
0.00410278061043634	Fut7
0.00412884088758967	Ptdss2
0.0041289550135849	Trpv1
0.00414713029144921	4930519F16Rik
0.00416018572014078	Cfap221
0.00416235694137478	Slc5a4a
0.00426907126385318	Krt7
0.00429697098220646	Mib1
0.00430277156515741	Clec2h
0.00431069630415919	Gkn1
0.00432289379075241	Rnf186
0.00438061161702804	4930483O08Rik
0.0043847131244627	Amotl1
0.00438820820250004	Pla2g2a
0.0044558073636694	D630045M09Rik
0.00449840899207165	Magix
0.00451721349638782	Socs1
0.00452546831742769	Slc15a2
0.00453339376594062	2010005H15Rik
0.00458131098131012	Csl
0.00458147035931596	Tmem210
0.00459870067322913	Mia2
0.004657949455079	Clec4f
0.00466104825821289	Zc3h7b
0.00468239812038328	Trmt112
0.00473572779405814	Ikzf3
0.00473636981945961	Ctsg
0.0047525071105032	A530016L24Rik
0.00477365462601465	Slc39a5
0.00477416702095722	Slc35g3
0.00481521116831976	Sptb
0.00489034552710645	2310034O05Rik
0.00490297099784735	Spon2
0.0049329171355162	Siglec1
0.00493339988660256	Slc22a14
0.00496056401383925	Platr4
0.00496275238398477	Tmem241
0.00503097996697175	Rps18
0.0050460094653796	Etv4
0.00506627253963023	Car5a
0.00513243409884117	Cngb1
0.00515938444425473	Bcl2
0.00520949448881248	Syt8
0.0052152009425668	4933402J15Rik
0.00525053908784686	Gm14137
0.00528949055386277	Ulbp1
0.0053016393855924	Defb5
0.00530725504081548	Trim7
0.00535327419445942	Mab21l2
0.00537787176984784	Alb
0.00537817145217598	4933417D19Rik
0.00544077203426054	Wasf2
0.00545296107816312	Bcl11a
0.0054679242139289	Cdh15
0.00558587135035242	4930428O21Rik
0.00563625236044755	Trim80
0.00564885649098675	Foxb2
0.0056782923720855	Usp17la
0.00568393607485165	Leng9
0.00569758146764105	D030018L15Rik
0.00570455432426525	Cys1
0.00572493005522576	Hp
0.00573697821051761	Adra2c
0.00577606883904804	Defb21
0.00577897535799975	Trex2
0.00578667415805897	Iapp
0.00581929880543327	Mei1
0.00585090556618312	1700001O22Rik
0.00588450500795081	Fasl
0.00589891418234699	Pigt
0.00592404853855691	Amhr2
0.00592928552851735	Dnajb7
0.00593177529893398	Jpx
0.00595359744844937	Krt34
0.00596912752904238	Fkrp
0.0059705654508931	Ywhag
0.00600278811584315	Saa4
0.00602277534842866	Ldhc
0.00604470432566298	Fnbp1
0.00605391051524761	Sp5
0.00605995417668224	Morc2b
0.00606102661355753	Gucy2e
0.00618371593245291	Rps17
0.00620919201817594	Aicda
0.00622232966248661	Fgd3
0.00622608445415382	Mafg
0.0062299816190889	Itgb3
0.00632406157075644	Slco5a1
0.00634154294241077	Muc16
0.00635611559990282	Irgq
0.00640027599337847	5033404E19Rik
0.00641807727451314	Gm2381
0.00653045581046227	Xirp1
0.00653088105317678	9630013K17Rik
0.00654292523856267	Lrrk1
0.00655730203413508	7420700N18Rik
0.00656882322124891	Sh2d1a
0.00665414739282212	Cad
0.00666362343854644	Pzp
0.00671730460619622	Slc8a3
0.00673654716146954	Flnc
0.00673747426799572	Ncoa2
0.00676021433036737	Spink1
0.00689999936688281	Cks1brt
0.00692269456513802	Wdr38
0.00692603943681196	Rpap1
0.00694637140702026	Zdhhc11
0.00704223558876436	Lrrc69
0.00708923098499788	Apoc3
0.0070895882716217	Cd300lf
0.00712399842639635	Kcnj9
0.00714268533917494	March4
0.0071435268188016	Cst12
0.00717443906103906	Trim30d
0.00717649258506035	Ptges
0.00720073905165408	Abhd16b
0.00721737634650165	Ptgfr
0.00730605304205252	Slc6a14
0.0073403122390109	Reg3a
0.00741301987970427	Clca4a
