#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL1261
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE48622_RMA_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 45101
#number of samples: 16
#Factor: Genotype (4 levels): APLP2_KO: n=4, APP_KO: n=4, N_dC_KO: n=4, WT: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=16
#Factor: Gender (1 levels): M: n=16
#Factor: Timepoint (1 levels): 2_months: n=16
#
#
### Model test for factor: Genotype
#p-value: 0.00185810259124436; Statistic: 10.6778138012394; Expected: 7.10935249061018; Std.dev: 1.0210957622975; #Cov: 45101
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE48622
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE48622/results/GSE48622_objects.Rdata
#
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#16 samples, 45101 probes
#coefficients: (Intercept), GenotypeAPLP2_KO, GenotypeAPP_KO, GenotypeN_dC_KO
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeN_dC_KO
#  DE genes: 254, up: 58, down: 196
#GSE48622_N_dC_KO: original input has 45101 probesets; mapped probesets: 29960; probes mapped to multiple genes to be removed (except for insulin): 631; genes with multiple probesets are BH corrected. New data has 17681 genes.
GSE48622_N_dC_KO	GeneSymbols
0.0604639564050387	Mydgf
0.0604676059570744	Urod
0.0604707366727691	Mrpl44
0.0605478493961999	Hspa13
0.0606940610223738	Ccdc58
0.0606950433243284	Dap
0.0607486396678319	Mrps18c
0.0608513427010442	1700018C11Rik
0.0608594052972259	Frmd5
0.0608946613373031	Ccdc89
0.0609438200963417	Aoc3
0.0609539195328386	Cep164
0.0609960909896328	Abi3
0.061095370571125	Clu
0.0610955786881506	Ergic3
0.0611575310161951	Klk1b27
0.0611847482098683	Dnajb2
0.0612052081360745	1700006F04Rik
0.0612788581842242	Polr2g
0.0613745172953969	Gzmn
0.0614631553351867	Adal
0.0615280611098857	Zfand3
0.0615903680552715	Tnip2
0.0615968140904021	Pcdhb9
0.061611432984502	Rab13
0.0616288978394964	Smpd2
0.0616463895082574	Dio3os
0.0616485390271777	Ppp4c
0.0618074040281205	Trim14
0.0618283644694863	Ggact
0.0618592649269501	Zfp994
0.0618715957651131	Zfp36
0.0620211391926682	Api5
0.0620566661399539	Vmn1r29
0.0620765131835262	Lmbrd1
0.0620859325435421	Smim8
0.0621487258951332	Ddx11
0.062335288220171	Nbas
0.0623545119260866	Tomm34
0.0623790567159838	Hpdl
0.0624364581648816	Abhd5
0.0625398655034962	Ipo13
0.0625659513131471	Ifngr2
0.0626691145615205	Emc7
0.0626897462183552	Kif1bp
0.0627156467423297	Itpa
0.0628272965345046	Edem1
0.0629412651505515	Pycr2
0.0629608876173064	Mfsd7c
0.0629663153853289	Zfp688
0.0629913264040223	2410004B18Rik
0.0630031495671139	Tspan12
0.0630261821682038	Hamp2
0.0630379087183562	Omd
0.0630512263057218	Tmem9b
0.0630596664604345	Ccdc43
0.0631952094196415	Kcnh1
0.063412762650666	Fkbp14
0.0634487997697854	Ift43
0.0634513460602852	Reep6
0.0634523083565287	Dmpk
0.0634939330621234	Churc1
0.0635875093212036	Ugp2
0.0638306886789893	Hebp1
0.0638450354023039	Tmem53
0.0638653572138238	Pink1
0.0638832215036468	Atp1b3
0.063965752813058	Smim15
0.0639707453934104	Tmx1
0.063987060923058	Pop7
0.0640269226978826	Igtp
0.0640354583973216	Rab3ip
0.0640385717106027	Tmem86a
0.0640754911662695	Bank1
0.0641453666752245	Tacr1
0.0641795472206339	Tmco1
0.0642979696155663	Afap1l1
0.0643297474689104	Entpd5
0.0643363491107571	Spag8
0.0643761497632801	Jkamp
0.0644467059607065	Unc5b
0.0645041962529311	Coq7
0.0645078658063272	Ly9
0.0645573147599604	Sult1c2
0.0645931013312212	Clcn5
0.0646328208622116	Mocs2
0.0646651387946113	Zfp740
0.0647598085184561	Pms1
0.0647971238817104	Tgfbrap1
0.0648234760097512	Ly6e
0.0648558502152744	Tbxas1
0.0649045503568593	Dnajc9
0.0650228863274501	Rpain
0.065072722468826	Maats1
0.0651261638373107	Khk
0.0651641247079903	Bdh2
0.0652519651682829	Vkorc1
0.0652995369730944	Gatsl3
0.0653636466008633	Cyb5rl
0.0654793533647279	Morn5
0.0655065002913039	Arhgap15
0.0655312113763186	Dpp7
0.0655500966127636	Reep3
0.0655680117466176	Arl6ip6
0.0655789466486882	F13a1
0.065660824283185	Cops6
0.0656622155741533	Coq8b
0.0657108665246166	Kcnk13
0.0657146308228837	Aldh7a1
0.0657693241603112	Cbx7
0.0658197795850177	Atp11b
0.0659440692720766	Tm7sf3
0.0660760751695515	Irf9
0.0661143659125697	Cts8
0.0661268847724567	Ilkap
0.0661353692156642	Stx18
0.0661572396031341	Pfkl
0.0661900965346659	Stat2
0.0661974139212274	Hbp1
0.0662288410153801	Lsm8
0.0662398351116131	Tfpi
0.0662739977567881	Clybl
0.066305034923365	2700062C07Rik
0.0663079920770488	Myh3
0.0663757761409005	Vps33b
0.0664972811793458	Wnt10a
0.0665507859891676	Clec1b
0.0665890106737206	Stard6
0.0666139439330653	Ribc1
0.0667536728757668	AA388235
0.0667946731069291	Mpp5
0.0668988030650293	Mmp2
0.0669063981003829	Pald1
0.0670785204634184	Fyb
0.067079150978452	Sebox
0.0670830875305133	Uba3
0.067102342690407	Cdc42ep1
0.0671441594878825	Anp32e
0.0671775104327217	Akr1d1
0.0672046936587575	Zfyve1
0.0672497866097795	Usp31
0.0673673767475434	Mios
0.0673950205390685	Gm4961
0.0674114471167271	Txndc17
0.067468374062667	Gm3458
0.0675245190161381	Epgn
0.0677245501905854	Trank1
0.0677883925613202	Sec24d
0.0677897790258629	Gng11
0.0678057801059244	Ppp1r42
0.0678362170347235	Dazl
0.067861327596151	Kdm5c
0.0678791920355496	Zfp286
0.0679415515271181	Sft2d3
0.0679486692405459	Tbc1d2
0.0679658396646101	Pno1
0.0680506854131256	Fzd7
0.0681844479486478	4933411G06Rik
0.0681846276577952	Bok
0.0681936265530698	Armt1
0.0682335504791568	Txndc15
0.0683323520741552	Spag7
0.0683389703924399	Arhgap28
0.0683760142167776	Smim11
0.0685599122728817	Cplx2
0.0685761510539845	P2rx4
0.0686198290731399	Bdkrb2
0.0686249818616917	Abcb1b
0.068664307412986	Tmem163
0.0687948278812908	Gcnt2
0.0688356693385144	Immt
0.068835716607967	Asph
0.0688538231631066	Arhgef17
0.0688742698182683	Pdgfc
0.0689320830082187	Dok5
0.0689614052289038	Dnph1
0.0689790819876017	Thap7
0.0690088410131237	Cln3
0.0690963352498749	Lyl1
0.0691407968168386	Dennd5a
0.0691968330973753	Crnkl1
0.0693215767168439	Zfp599
0.0693300998301588	Adam9
0.0693923706260965	Cxcr5
0.0695610986282661	H2-DMb1
0.069569927320018	Ccpg1os
0.0695871252762293	Kank2
0.0696338114264461	Myrfl
0.0696757043035865	Orai2
0.0697330935399855	Bmp2
0.0699805349897127	Cyp51
0.0699943326107812	Mis18bp1
0.0700171452365866	Tmem67
0.0700207516024726	3110002H16Rik
0.0700285614524353	Zfp759
0.0700443204555097	Galnt6
0.0700512381114079	Abtb2
0.0702585005441097	Plekha3
0.0702685311673498	Krt14
0.070315835879689	Rab4b
0.0703858544090496	Slc10a1
0.0703879510371518	Cisd3
0.0704141384172711	Dcp1a
0.0704228786904857	2310033P09Rik
0.0704536130408806	Prl7d1
0.0704686899802523	Nsrp1
0.0704868855604514	Myl2
0.0706574667319537	Ak7
0.0706872337517306	Znrd1
0.0707495197607744	Fes
0.0709527492807613	Napepld
0.0711291782784813	Ss18l2
0.071150800304167	Drg1
0.0711782300275226	Zmym6
0.0712516748763772	Ttc16
0.0712830924272107	Pclaf
0.0713079233125009	Msl3
0.071427769411916	Slc39a10
0.0715440635369098	E330012B07Rik
0.0716250538756526	9530003J23Rik
0.0716447740818432	Pepd
0.0716957570807034	Fam105a
0.0717651775999196	Creld2
0.0718186160092828	Zfp626
0.0718582769957105	Zfp518a
0.0719631660777907	Wdr76
0.0720118673404352	Mnat1
0.0720903744309201	Acy1
0.0721412555648463	Immp1l
0.0721668463165445	Serpinh1
0.07225298806205	Utp11
0.0722536973487015	Dancr
0.0722795763426991	Hsd11b1
0.0723131264376315	Trmt61b
0.072364587621833	Ripply3
0.0723859850266435	Parp10
0.0724502403540885	Npr3
0.0725128672211896	Dnase1l1
0.0725340928274598	Best1
0.0725372351819039	1110059E24Rik
0.0726063610601851	Klf3
0.0726317706599411	Meig1
0.0727117471095338	4933430I17Rik
0.0728872915708321	4933401D09Rik
0.0728937480113826	Cdc26
0.0729041950815938	Il10ra
0.0729115447835231	9430069I07Rik
0.0730274227683221	1700086O06Rik
0.0730441917705971	Mrpl46
0.0730471040304618	Lhx6
0.0730566719880412	Rac1
0.0731090301825987	Ifitm2
0.0731601595992465	Wdr31
0.0731836640026571	Snapin
0.0732102019144159	0610009B22Rik
0.0734957485238955	Zcchc5
0.0735099207111472	Nfe2l2
0.0735148413179925	Tmem231
0.073518179391758	Unc50
0.0736144644827029	Bola3
0.0736474374125865	Wdr55
0.0737762748541447	Ik
0.0737993759069704	Ndufb3
0.07387117581368	Myom1
0.0738795110978308	Spidr
0.073891240435319	Cnksr3
0.073934049010126	Lrrc51
0.0740011970993232	Ubr7
0.0740462765175063	Atrx
0.0740740875825281	Mettl5
0.0740796830072782	Frg1
0.0741224563721715	BC020402
0.0742496358450044	Phf20
0.0742668734237658	Cwc22
0.0743845207689365	Asah1
0.0744099152198664	Rbks
0.0744621713344265	Rab24
0.074595181046989	Olfml3
0.07465830712019	Serpina6
0.0748375887563161	Sla2
0.0748682130201223	Lct
0.0748787930086309	Cblb
0.0749346243558986	Amacr
0.0749378039743732	Zhx2
0.075142311418419	Fam117b
0.0751478824858991	Apol11b
0.0752103552270027	Osmr
0.0752351322128225	Stk33
0.0753047207946514	Tmem168
0.0753109906828597	Cpne2
0.0753626460305677	Ltbr
0.0753882256325936	Ctsz
0.0754302470725955	Gskip
0.0754585714736414	A230072C01Rik
0.0754791135286563	Mrps7
0.0755233931703848	Nudc
0.0755408269837961	Auh
0.0755843209226289	Ccdc189
0.0756799589352052	Pla1a
0.0757045019432954	Tcp1
0.0757186358168702	Ctsa
0.0757275471238521	Acot2
0.0757370956157474	Chmp5
0.0757952638298641	Ccdc107
0.075825503034008	Nudt18
0.0758278063600441	Npc1
0.0758497548010672	Cep162
0.0758649623350534	Fastk
0.0758829278620376	Zfp950
0.0758924576931711	Mfsd8
0.0759727639354354	Ptpmt1
0.0759967208777628	Hcfc2
0.0760782755738526	8430436N08Rik
0.0760798887457203	Pecam1
0.0760804345828082	Far1
0.076082638232396	Vmn1r41
0.0761185988234283	Hspa9
0.0761432980338886	Krt24
0.0761542325912441	Cdc45
0.0761560740658603	Fas
0.0763490447900513	S1pr1
0.0763581864927182	Efs
0.0763880750940986	Slc35a1
0.0764229287635567	Bcap31
0.0767591996770805	Adgb
0.0768100551500054	Tmem192
0.0768100761136603	Cxxc1
0.0768581976780875	1700009N14Rik
0.0769558670247373	Lpcat2b
0.0769808504140019	Myl1
0.0771100258299203	Nup133
0.0771327903618319	Chrnb4
0.077212595221039	Lacc1
0.0772643839453683	Elovl6
0.0772785128091461	Foxd1
0.0774042795321113	Mtmr2
0.0774488442638411	Sptssa
0.0775140357294782	Cela1
0.0775174399192916	Hspa2
0.0775207386010207	Rbm22
0.0775748018530719	Lin7c
0.0776512993633204	Zdhhc17
0.077744475501662	Cldn14
0.07776241473753	Cnpy3
0.0777699888422377	AW112010
0.0777717590885512	Fam216b
0.0780925090789764	Gpn3
0.0781127491449555	Lrrc57
0.0782198131939338	Nexn
0.0782351271090807	Rarres2
0.0782621031524166	Rnf114
0.0783321492593123	Sdf4
0.0784300746336929	4930579F01Rik
0.0784463630959576	Rrm2b
0.078453537130161	Pard3
0.0784609386874911	Bak1
0.0785257175858973	Fam122c
0.0787417385642407	Wdr63
0.0787922526969976	Daam1
0.0788714245473992	9030617O03Rik
0.0789408650339649	Hist1h3d
0.0789859095726907	Dnajb6
0.079050290997653	Rbms2
0.0790988431977576	Rad51c
0.0792043641581091	Ints11
0.0793303419943572	Tmem185a
0.0793944875654411	Apbb2
0.0794229482076222	Tssc4
0.0794258989754773	Nabp2
0.0794379366079959	Zfp661
0.0794709403587374	Fen1
0.0794789153706798	4933422A05Rik
0.0795277166626243	Sft2d2
0.0796009806412604	Bcas1
0.0796083666110883	Gm15972
0.0796934444242755	Aktip
0.0798366621094069	Il12rb1
0.0798728701698644	Il11
0.0799726641334924	H2afz
0.0800554493376804	Syt9
0.0801831858918091	Atp5g2
0.0802122076286264	Snx3
0.0802408725162864	Zfp133-ps
0.0802637254986543	Srpk3
0.0803330212374502	Ap2s1
0.0803867473519515	Ccl3
0.0804867750630631	Slc25a32
0.0804874940360779	Ace2
0.0805842955649199	Umodl1
0.0806315377140932	Rcn1
0.0806825016677452	Nkx2-4
0.0809708339535859	Imp4
0.0810166068910513	Cenpp
0.0810378204822624	Epyc
0.0811559700881847	Gfra4
0.081172374090725	Dsc1
0.0811959905928318	Tekt1
0.0812519006556449	Ybey
0.0812720222253545	4933406C10Rik
0.0813568301845475	Park7
0.0814052192838586	Zfp954
0.081418965187527	Dazap2
0.0814588200729442	Rnf133
0.0814627210152542	Ranbp9
0.0814820128889742	Cnnm2
0.0814883210477492	Iqca
0.0815350016145503	Il21r
0.0815821047557435	Gm10229
0.0815884160875562	Rgs3
0.0815975166950937	Pdcd6
0.0816605490899448	Slfn2
0.0817839580850882	Smim14
0.0818712182266603	Cnih4
0.0820286991133454	Pcdhb4
0.0821193217019765	Poli
0.0821421833350049	1110008L16Rik
0.0821740508999377	Rasl12
0.0822034390196143	Cnga2
0.0822059950699386	Sh3d19
0.0822061452812683	Tex38
0.0822372599616652	Riok1
0.0822641187554402	Zbtb39
0.0823796101530768	Cnot2
0.0823938769083243	Kcmf1
0.0824655934485409	0610040J01Rik
0.0824731391283661	Exosc3
0.0826281759255811	Smlr1
0.0827406439519238	Grk4
0.0827517797552093	Eif2s3y
0.0828187085737448	Tjp1
0.0828493428169533	Ccdc97
0.0829287472405502	A430035B10Rik
0.0830290407720178	Cep44
0.083032448149489	Traf2
0.0830532377653043	Rabl6
0.0831231673514173	Jtb
0.0831411317971545	Sox17
0.0831527337793889	Med7
0.0831602967646626	Tmem71
0.0834226182425171	Fzd8
0.083444228551402	Fam107b
0.0834870663220536	Ndufs4
0.0835627458995224	Trp53i13
0.0836415448778592	Samd4
0.0836904552367458	Fbxo45
0.0837093942376335	Zfp131
0.0837283247197571	Syap1
0.0837538398300526	Tspan18
0.0837599820181943	Atp10d
0.083794138410857	Nkap
0.0837982855706035	Plod3
0.0839214731817287	Rpl12
0.0839548888820119	Hrasls
0.0839711194125382	Mus81
0.0840009562961029	Slc35c2
0.0840961953011253	Cers5
0.0841431915312021	Gabpb1
0.0842240785196372	Agr2
0.08423423436943	Atp5j
0.0843011715904978	Cyth2
0.0843073589253552	Bace2
0.0843183276714955	Ifi207
0.0843657907363899	Krt1
0.0843685724094186	Mtmr1
0.0843964029858613	Fah
0.0844012757114655	Atg4d
0.0844273352594785	Hist1h4h
0.0844490534595891	Tmem212
0.0844756595429756	Abcb1a
0.0845633880721562	Rxfp2
0.0846046460006554	Urgcp
0.0846248205636813	Ppp2r3c
0.0846736569977931	Pin4
0.0847307990832702	Adgre1
0.0849657391664931	Nisch
0.0849837027324176	Net1
0.0849975789345051	Anapc5
0.0851806163247804	Cdh5
0.0852618526096496	Por
0.0852792943132382	Blzf1
0.0853313453926495	Soat1
0.0853884450708476	Creb5
0.085494720648878	Trim12c
0.085499446797751	Pcbd2
0.0856182582355106	Med27
0.0856277573229534	Dpyd
0.0856543094925212	Crebzf
0.085663653647433	Ccnyl1
0.0856838539015603	S100b
0.085708865452721	Tbpl1
0.0857329548391686	Asb15
0.0857843111632997	Marc1
0.0858076640509082	Aldh3a2
0.0858562167284751	C1galt1c1
0.0859050661585833	Armc9
0.0859183816813537	Rsl1d1
0.0859469861439973	Gk2
0.0859492327725536	Dspp
0.0859762699286226	Rps6ka3
0.0860409384505171	Xcl1
0.0860724733056007	Nsun6
0.0860942913367943	Polr3c
0.0861442243252095	Nudt2
0.0861971071518007	Alg14
0.0862089538945162	R74862
0.0862750795171036	Vstm4
0.0863328053917482	Cystm1
0.0863546367022477	Hist3h2a
0.0863826412466317	Asb2
0.0863884086022808	Cse1l
0.0863954141063106	Ccdc91
0.0864095975357101	Rhbdl3
0.0864193368646893	Rasgef1a
0.0864781375215749	Chst9
0.0865133604584456	Casp4
0.0866673499755372	Nr2f6
0.0867203339904048	1700001C02Rik
0.0867983195907322	D6Ertd474e
0.0868280881724139	Ndc1
0.086859527036504	Ncapg
0.0869047801179764	Vegfd
0.0869103197436515	Ecm2
0.0869486465543844	Lypla1
0.0870099256408249	Ubac2
0.0870427202484982	Ppcs
0.087104303287099	Pdlim7
0.0871186490396451	Plxna4os1
0.0871465095938771	Traf3
0.0871508822614245	Ahr
0.0871616749623346	Rrm1
0.0872103175251715	Mroh2b
0.0872464822145698	1110012L19Rik
0.0872900076564829	Opa1
0.0872908211559499	Trhr
0.0872979871658226	1700108F19Rik
0.0873148926298896	Tmie
0.0873646686483201	Mfap3
0.0873651591998088	Plcl1
0.0873682504957354	Large2
0.0874314711729176	Ap1s1
0.0874397373749668	Fam212b
0.0874409266190735	Ttc41
0.087484689307055	Paip2b
0.0874974088536791	Ephb1
0.0876313245450164	Kctd3
0.0876390344659542	2810001G20Rik
0.0876570927437483	Calcr
0.087773584088385	Cep128
0.0878106141443418	Parp6
0.0878107631149556	Rasl10a
0.0878150045506857	Bmx
0.0879558533843174	Lss
0.0879639761708108	Slc9a2
0.0879932740043742	Prkd3
0.0880037157282929	Adam17
0.088093563057059	Fam53a
0.0881914396018238	Dnajc24
0.0882719542780035	Zfp770
0.088292831026181	Bub1b
0.0883584881287095	Ppp1r36
0.088437694948287	Ap4b1
0.0885098298058938	Pramef8
0.0885399867221904	Prpsap2
0.0885784874070885	Tns3
0.0887084163912729	Narfl
0.0887461248906709	Nodal
0.0887567408058516	Ube2g2
0.0887865753073504	Zhx1
0.08880770252011	Fhod1
0.0888199268167025	Rhob
0.0888227600557331	Rnls
0.0888411376268682	Peak1
0.0888728408379441	Natd1
0.0890629503573811	Tmem185b
0.0890978123180957	Stag2
0.0891363960471532	Cops8
0.0891855474316446	Psmd5
0.0893429293192135	Tacstd2
0.0893872168943169	Srebf1
0.0893883808195539	Tdp1
0.0893978553839488	St7l
0.0895139088487861	Pnkp
0.0895339775430166	Ccdc103
0.0895754451380513	Parva
0.0895772891657609	Scd2
0.0895815140224866	Neurod4
0.0896368510081492	Cpsf3
0.0897071526812881	Katnal2
0.089727445032553	Arrdc2
0.089770421110867	Zfp825
0.0898268137984966	Top1mt
0.0898586078590102	A430093F15Rik
0.0898809792482227	Stat4
0.0900415009946245	Prrt3
0.0900520145578357	Cpne3
0.0900550960098333	Rnf7
0.0900556099063946	Ptbp3
0.0900614973769173	Exph5
0.0900637248913645	Gm10804
0.0902246081963552	Hpcal1
0.0902377094475643	1110046J04Rik
0.0902531812667743	Efcab14
0.0902755025437735	Gp9
0.0903741732889993	Bod1
0.0905606694687823	Nop9
0.0906469368869193	Arntl
0.0907456230420776	Nemp1
0.090797351853558	Hsd17b7
0.0908029371698383	Rasef
0.0908823722762365	Ccdc175
0.0909367698032617	Ccdc47
0.0909572462891433	Car13
0.0909736644134057	Sys1
0.0909912622932079	Pak1ip1
0.0910897303178657	Synpr
0.0911060217244182	C9
0.091124504493798	Npr1
0.0911275487194916	Ttc7b
0.0911928395491954	Ucma
0.0912797196326529	Acox3
0.0913181357699135	4930526H09Rik
0.091376303218905	Bcl2l1
0.0913960646403232	Mmgt2
0.0914067921171456	Rsrc1
0.0914442924388002	Igfbp6
0.0914942872915082	Acadvl
0.0916608451413341	Tdrd5
0.0917478769523272	Rtfdc1
0.0918013169360365	Nek5
0.0918529418286395	Dmkn
0.0918784028680397	Ccdc110
0.0919794865009905	Kiz
0.0920593383716767	Ctsd
0.0920780713700936	Cryba4
0.0920909145810344	Tmem223
0.0921314875060084	Mast3
0.0921390342099658	Pigyl
0.0922327112282111	Abhd1
0.0922350976482298	Klra2
0.0922369698116166	Emg1
0.0922929146265693	Gngt1
0.0923289568088685	Mrps34
0.0923483911766605	Btf3
0.0923505558771851	AU041133
0.092428404056965	Nat3
0.0924630946906418	Wdr5b
0.0924976818444927	Anp32b
0.0925862747449778	Pdk1
0.0927453771735984	Klc1
0.0927858232702543	Tecr
0.0928464215587474	Snap23
0.0928632609140348	Mucl1
0.092982587301385	1700094D03Rik
0.0929921188010899	Hibadh
0.093050895235267	Il1rn
0.0931676963962663	Khdrbs3
0.0933380945020416	Rab40c
0.0934396541932707	Tprkb
0.0934870656678199	Fli1
0.0935493514953847	Cep57l1
0.0935520858042357	Gm568
0.0936627652340803	Rfk
0.0937547334576001	Gch1
0.0937832610841646	Zc3h14
0.0938286938585617	Psmg4
0.0938533028750181	Slc30a5
0.093857386427127	Slirp
0.0938747750856851	Zgrf1
0.0939608571064046	Rnh1
0.093980935997652	Tmed3
0.0940871036780079	Rnf181
0.094133726525996	Sgce
0.0941777227867714	Cacng7
0.094204222348962	Carlr
0.0942052412021033	Gpr34
0.0942584591829981	Rnf44
0.0944986747676293	Cdc25c
0.0946051700247293	Mipep
0.0946176072208272	Agk
0.094767823623234	Slc22a23
0.0947966607037702	Mtm1
0.0948093505272507	Nupr1
0.0948576173732067	Nudt1
0.0949148480513507	C330007P06Rik
0.0949766506230077	Asb16
0.0949927264447792	Kpnb1
0.0950130682030071	Smim3
0.0950289709125813	Tmem140
0.0951484342906612	Six4
0.0952022917366169	Man1c1
0.0952083354749168	Lrp12
0.0952571180454026	Prr5l
0.0952814426607103	Lgi4
0.0953198390013506	Zfp772
0.0953372726178803	2010111I01Rik
0.0953802097983337	Tatdn3
0.0953995805759638	Hist1h2bp
0.0954552665503446	Crybg3
0.095548505057322	Ak5
0.09555097938842	2810004N23Rik
0.0955765033682653	Cep70
0.0955882784636251	Gpr17
0.0957057737081197	Pacrg
0.0957452695436778	Extl2
0.0958407303774033	Tle1
0.0959214010005802	Shisa4
0.0959941813862551	Map2k1
0.096053992231437	Mrps23
0.0962515504564105	Map7d1
0.0963333111842439	Vsig10
0.0964054368617502	Gnptg
0.0965383042866609	Ctr9
0.0966064296806667	Pigx
0.0966656998619963	Zdhhc13
0.0966703472863255	Ccdc90b
0.096707980258125	D17H6S56E-5
0.0968498150922214	Slc25a24
0.0968537120051959	Jakmip1
0.0968779323870629	Tmem30a
0.0969123113940482	Akt3
0.0969883947890853	Naa10
0.0970014704315274	Ubap1
0.0971803616781024	Igbp1
0.0972584905923026	Ssna1
0.0973194279057393	Ins2
0.097331863817029	Zfp263
0.0973466706714702	Ccdc134
0.0974495010632703	Smyd1
0.0975484034478135	Cdc37l1
0.0975599890212051	Helz2
0.0975637568214571	Slc35f2
0.09757969804103	Rapgef6
0.0975916645762406	Dyrk1a
0.0976063352797181	Stard13
0.0976355183238528	Gtf2h4
0.0976485460467178	Crtam
0.0976910930564222	Irf6
0.0977338800637529	Araf
0.0977363616446675	Xbp1
0.0978978617441652	Cdc42se2
0.0979095497125845	Ulk2
0.0979815939775273	Ncapd3
0.0980610810199276	Rbm42
0.0980807022698968	Cep135
0.0981229638760986	Cul9
0.0981238368262141	Dhcr7
0.0982362385918248	Chp1
0.098283142640386	Muc20
0.0983296162828659	Trim69
0.0983926065704851	Nrn1l
0.0983930941787274	Gnpda2
0.0984281558753915	Lrp3
0.0984914404670381	Arpc4
0.0985383749515197	Alkbh7
0.0985420026036287	Nepro
0.0985781240296039	Tango6
0.0986074008087589	Erich2
0.0986619471967749	Emc2
0.0988298053970261	Dstyk
0.0988929379806791	Jagn1
0.0989203735974189	Mpp1
0.0992842932214462	Rps10
0.0993360801151692	Tmtc1
0.0993382899873769	Entpd3
0.0994769328597421	Commd8
0.0994850963171886	Rcan1
0.0995152836202854	Snhg7
0.0997193652709258	Ddx47
0.0997249123979591	Uxs1
0.0997505214616776	Plcb1
0.0997569210558389	Mis18a
0.0998115818845918	Dab2
0.0998377207579122	Ube2l3
0.099851016475441	Cyp46a1
0.0998551692093225	Gprc5b
0.099859998841261	Cd1d1
0.0998805486869007	Dsg2
0.0999308834241805	Esr1
0.0999953006983863	9530068E07Rik
0.099997472491171	Cep290
0.100101600812997	Abl1
0.100212602826828	Lenep
0.100242393408243	Mphosph8
0.100248087953881	Itfg1
0.100264432141159	Gatb
0.100282564201116	Itpr1
0.100422280104499	Gtf2h2
0.100460780551503	Cbln3
0.100520469767212	6530402F18Rik
0.10061060995756	Olfr315
0.10068101084225	Trp53i11
0.100693572743491	Pros1
0.100704628725404	Zfp985
0.100705524136144	Limd1
0.100712568710885	Heatr6
0.100780845660804	Urah
0.100938661148932	Bloc1s5
0.100985320571285	Rsu1
0.10104661874165	Rab2b
0.101065574652032	Ccs
0.101074213085235	Lrrc74b
0.101081331243539	Ovol1
0.101087225258847	Cox11
0.10110543485539	Mb21d1
0.101289174875776	Rgs12
0.101496799122795	AI987944
0.101572032397702	Erp27
0.101608502331057	Ncbp1
0.101610653196669	Kmt5a
0.101645649766478	Fdxr
0.101646150493709	Aqp11
0.10165349537839	Eif4ebp3
0.10167258749295	Fgf5
0.101674754716143	Vps36
0.101754853780528	Oplah
0.10179991917304	Crip1
0.1018266965941	Zfp799
0.101958486952347	Stard3nl
0.102008863150495	Stard4
0.102017655341914	Cox7b2
0.102017938054761	Mkx
0.102132910136025	4930549C01Rik
0.102134773014443	Tmcc1
0.102142193251137	Cyp2c70
0.102164947784436	Ebi3
0.102193149126436	Tbce
0.102311264066855	Rmdn1
0.102412863573677	AI467606
0.102450116259715	Cited1
0.102457909573696	Eif2b1
0.102464284145598	Nucb1
0.102502392257302	Sec1
0.102509962411263	Tfcp2l1
0.102623105982449	Prdm16
0.102722500810933	Snhg12
0.10272835551585	Cpsf6
0.102971607302203	Apopt1
0.103063138694829	Ola1
0.103066153470776	Itgb1bp1
0.103151581686339	Ccdc77
0.103295145415517	Idh1
0.103334081932807	Rfx7
0.103339570168385	Fpgt
0.103394781379006	9230110F15Rik
0.103416774228138	Mrpl43
0.103441217350195	Anp32a
0.103491580663182	Cyp3a13
0.103500640962706	Acad12
0.103505798283474	Rsph4a
0.103565966144132	Bcdin3d
0.103696644147198	Tmem11
0.103708614588549	Cd72
0.103765309716085	Wipf2
0.103816780728696	Cct5
0.103959210242916	Glt8d1
0.103980884464841	Prcp
0.10403193006099	Pmaip1
0.104122553351383	Me2
0.104137836723866	Dnaic2
0.104206497775325	Prpf4
0.104238335718228	Enkur
0.104341594275294	Sh3glb1
0.104531292471018	Brcc3
0.104564403633114	Klk12
0.104575424622253	Pik3r3
0.104590045683067	Smu1
0.104604179834587	Gmps
0.104625592625751	Csf3r
0.104626154100599	Tmem128
0.104664072736747	Sap18
0.104691191852843	Tnfrsf1a
0.104719185397119	Dcstamp
0.104772333107333	Tmcc2
0.10477715452668	Fam53c
