#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL1261
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE48622_RMA_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 45101
#number of samples: 16
#Factor: Genotype (4 levels): APLP2_KO: n=4, APP_KO: n=4, N_dC_KO: n=4, WT: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=16
#Factor: Gender (1 levels): M: n=16
#Factor: Timepoint (1 levels): 2_months: n=16
#
#
### Model test for factor: Genotype
#p-value: 0.00185810259124436; Statistic: 10.6778138012394; Expected: 7.10935249061018; Std.dev: 1.0210957622975; #Cov: 45101
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE48622
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE48622/results/GSE48622_objects.Rdata
#
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#16 samples, 45101 probes
#coefficients: (Intercept), GenotypeAPLP2_KO, GenotypeAPP_KO, GenotypeN_dC_KO
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeN_dC_KO
#  DE genes: 254, up: 58, down: 196
#GSE48622_N_dC_KO: original input has 45101 probesets; mapped probesets: 29960; probes mapped to multiple genes to be removed (except for insulin): 631; genes with multiple probesets are BH corrected. New data has 17681 genes.
GSE48622_N_dC_KO	GeneSymbols
0.532504089244387	Dlg2
0.532579673758991	Rarb
0.532607401300918	Dolpp1
0.532742131695244	Rpl23
0.532818555272466	Adamtsl4
0.532943929664311	B630019K06Rik
0.532982791984552	Myf6
0.533011829872456	Zmat2
0.533017001908329	Cyp4f16
0.533093169893262	Pex10
0.533132486430414	Allc
0.533343071260623	Vps4a
0.533420134304557	Prm2
0.53344203106932	Epb41l3
0.533453922985992	Zfp458
0.533519103810369	Ifi27l2b
0.533635988253711	Zc3h18
0.533712924256048	Misp
0.533749552235407	Anapc7
0.533962846552461	Krt81
0.533989621681833	Arl13a
0.534024532263199	Adam34
0.534033112460686	Tmem171
0.534087008089987	Sct
0.53410562173434	Ddx25
0.534199198526856	Rab35
0.534308695114884	Tmem184c
0.53431900097904	Gm732
0.53452662307798	Tbcd
0.534527442631289	Pbx3
0.534530119104838	Il4ra
0.53458822341325	Particl
0.534671327205721	Fam149a
0.534786508312487	Tmem55a
0.534997208079336	Pole4
0.535080170598225	Krt78
0.535197745624506	Avil
0.535210707760122	Got1
0.535257865613349	Ubl7
0.535307020501214	Ift22
0.535367166441484	Tgm6
0.535408135326194	Phf6
0.535451664461021	Mylk3
0.535674506471947	Myf5
0.535683619510856	Pstpip1
0.535793080091844	Chad
0.535839762635184	Upf1
0.536027963398442	Vegfa
0.536072041863631	Abhd11
0.536136459492903	Unk
0.536206757352133	Slc12a1
0.536274339189198	Bcl2l10
0.53632390691206	Zscan18
0.536348826180108	Pard6b
0.536376209071681	Gtpbp2
0.536737707872907	Alkbh6
0.536750658507848	Ssrp1
0.53675113100301	Lrrc56
0.536995653264267	Bet1l
0.537078567922916	Angpt2
0.53716749417825	Washc2
0.537174827631173	Chka
0.537319005055974	Pim2
0.537364401374567	Cd84
0.537382203448913	Pcdhb14
0.537414379033802	Ccdc180
0.53742730871567	Zfp583
0.537436913928822	Enpp3
0.537678475410336	Hepacam
0.537703931977029	Cfap36
0.537761651266733	Ptger4
0.537793720623018	Atp6v0d1
0.537797586659023	Hdac10
0.537869275968664	Thoc2
0.537917975888279	Rpl38
0.537980741502096	Prl8a2
0.538010596948822	Irs3
0.538032134110804	Hlf
0.538037117218623	Serpinb6c
0.538145396791966	Slc39a9
0.538259328958605	Pde1b
0.538381596897853	Zfp319
0.538429732011947	Musk
0.538524583213898	Vmn2r-ps54
0.538599056784585	Lcn5
0.538602587402804	Exosc10
0.538709874632129	Mtpn
0.538758093234123	Dzip1l
0.538823073274057	Nlrp9a
0.538884344996055	Bub1
0.538929488979887	Tie1
0.53894104964625	Vwa8
0.538975549509023	Rwdd1
0.539022172012289	Zfp760
0.539035691850188	Il12a
0.539118711015253	Cxcl10
0.539132639787674	Vwce
0.539159474758695	Fndc5
0.539197718425697	Slc12a3
0.539219622783984	Large1
0.539298447986678	Dennd1a
0.539358363258006	1700011I03Rik
0.539364257059243	Map1lc3b
0.539475216748024	Tada2b
0.539570354873947	Mnt
0.539628835169475	Ing2
0.539781876831787	Klk1b4
0.539809001880892	Rbak
0.53990625583146	Sdsl
0.540001881117699	Gbp7
0.54000325104421	Olfr69
0.540205840238553	Mrpl11
0.540320569949402	Pip5k1a
0.540419096954939	Eif1a
0.540465710956622	4932412D23Rik
0.540475889402678	Akap11
0.540652753995916	Dctn1
0.540656135758704	Ttc3
0.540659412926521	Gng7
0.540662624874323	Suz12
0.540699328557641	Rap1gapos
0.54122410291236	Tyw3
0.541281287774357	3300002I08Rik
0.541343744086995	Gp5
0.541380499536329	Nob1
0.54157530630784	Pdp1
0.541636590855784	Rbm28
0.54165012645366	Xpo7
0.541650807529708	Rnf168
0.54191542332532	Gnat2
0.541939157691511	H13
0.541963689703553	Foxl2os
0.542063577467995	Gas2
0.542097751353358	Lamc3
0.54215328100977	Rpl9
0.542330594399475	Gm19395
0.542355197146234	B3gnt6
0.542389839554827	5730416F02Rik
0.542426320763751	Ska1
0.54249590263305	Dda1
0.542613514869061	Odf1
0.542633450689824	Ugt2b1
0.542661194011999	Inpp5b
0.54269254547449	Prss46
0.542705896669971	Mtfr1l
0.542773992842254	Zc3h12c
0.542904260908965	Pspc1
0.542943409768887	Zmiz2
0.542961689715486	Rhpn1
0.542980446981071	Cat
0.54298691475293	Fam43a
0.543105347010476	Hps4
0.543119755963393	Cpne4
0.543220841927291	Mtmr3
0.543274156504642	Arhgap1
0.54334952093765	Cpa3
0.543374052174199	Slc31a2
0.543384865461624	Nkx6-1
0.543424619207537	Ndufs2
0.543510006085319	Fn3k
0.543585910044682	Anks1
0.543630476320198	Fsd2
0.543683207415518	Naa11
0.544045574639849	Rab1b
0.544072135102618	Pde1a
0.54417669384144	Fbxw13
0.54425212879298	Nploc4
0.544257141016967	Dsc2
0.544370475659482	Ctbp1
0.54449721480788	Nfu1
0.544575698876923	Sae1
0.544652984444123	Asl
0.54466066696394	Ankrd17
0.544711184319583	Efl1
0.544820124133708	Mettl14
0.54484530755976	5730522E02Rik
0.544861568741312	Nfkbia
0.545129931589655	Klk7
0.545147991232474	Cubn
0.545354506935193	Papolg
0.545366621496809	Abca16
0.545496991130165	Ptchd4
0.545604019488522	Tmem94
0.545607455959071	Cpa2
0.545610880981247	Mul1
0.545678290351333	Prmt7
0.54571724864155	Mapk13
0.545747049523614	Gm1123
0.545790999672969	Tmtc2
0.54592115363145	Nmu
0.545932518633137	Ube2s
0.545949085258117	Cacna1c
0.545988872585532	Kcnip2
0.545999842864543	Mettl1
0.546022459944015	Ccdc120
0.546093316237605	Cnih2
0.546120768874695	Dmtf1
0.546348137680025	Brca1
0.546366096076204	Mob1b
0.54659919759886	Hectd1
0.54661279372379	Zfr2
0.546666372807238	E130215H24Rik
0.546668236111017	Arhgap11a
0.546720218962999	1300002E11Rik
0.546743291944292	Sardh
0.546809713218322	Kantr
0.546841496664681	Siah2
0.54689386922118	Arf5
0.546918773115286	Dram1
0.546927201771362	Tctex1d1
0.547066281649054	Gadd45gip1
0.547277236888499	Hk1
0.547352902508607	Kat5
0.547383182919485	4931431C16Rik
0.547543203198217	Vkorc1l1
0.547613248009956	Il2ra
0.54761407028377	Riox2
0.547772997853716	Cmtm3
0.547837899063454	Pkp1
0.547902599451465	Nudt13
0.547981271213215	9130409J20Rik
0.548030031777911	Zfp324
0.548106632588121	Zfp354a
0.548190086400919	Sh3pxd2a
0.548227450189667	Nphp4
0.548262300034477	Baz1b
0.548331403864501	St8sia5
0.548367238834595	C330022C24Rik
0.548431600502555	Tsix
0.548463522191694	Eif2ak4
0.548591046127198	Tmem174
0.548782241042344	4930447K03Rik
0.5489150525505	Fxyd4
0.548936595046671	Trim61
0.549049553916189	Vps26a
0.549214821357852	Gm11346
0.549232953529695	Cabs1
0.549245765134964	Hspd1
0.549274682676986	Rinl
0.549275949318939	Cd27
0.549524675303989	4732440D04Rik
0.549625485027535	Sp6
0.549720825360966	Dyrk3
0.550005299387836	Rnf24
0.550026468667514	Gzmd
0.550239337199707	Rad52
0.550322037634969	Fam120b
0.55032578258929	Rbp4
0.550663019709915	Mfsd4b2
0.550740504677312	Tmem121
0.550764519885457	Foxn1
0.551156728465464	Samhd1
0.55120662239074	Tmem129
0.551234534490471	Mfap5
0.551240964303989	Alyref
0.551259483779595	Adra1b
0.551271420846021	Wdr13
0.55135242889565	Bloc1s2
0.551375441774796	9230112J17Rik
0.551397207724505	Rps16
0.551399433940771	Abcc12
0.551425859146306	Dennd4a
0.551469441372795	Chd2
0.551577758880817	Gm4251
0.551795942080592	Il1f6
0.551944306817531	Lrrc4
0.552181237771396	Ttll6
0.552284252703741	Letm1
0.552391212983717	Dppa3
0.552447756330185	Slc38a5
0.552472191657246	Gcgr
0.552498401224425	4930520O04Rik
0.552521320350827	Bud13
0.552555110775116	Chic1
0.552565360658658	Zfp446
0.552609534395524	Trmt10c
0.552623447718946	Ncapd2
0.55266062231365	Eml6
0.552721283489989	Slc16a3
0.552742073750314	Topbp1
0.552824690034101	Usf2
0.552832485970007	Zfp184
0.553131000135385	Gm561
0.553198236622089	Otud5
0.553204311458248	Plekhm2
0.553411383619873	Wfikkn1
0.553446299774913	Lgals7
0.553481974397963	Sltm
0.553580731941839	Lcn3
0.553707302381124	Nhlh1
0.553818544490763	Ppara
0.553866120651103	Pnisr
0.553908433093804	Sdk1
0.553921035629582	Smg9
0.55393984341775	Mark2
0.554008356278022	4933407L21Rik
0.554214941383422	Ccl2
0.55422664296191	Crct1
0.554265110416685	Nacc2
0.554302938091823	Hoxb8
0.554343864814948	Mospd3
0.554417373787075	Vmn1r43
0.554507340579781	Tmem63b
0.554560830957146	Dhdds
0.554629693270477	Pmpca
0.554866549424139	Nubp1
0.554941680092519	Cyp2d12
0.554962179718388	Cdk11b
0.555025456084754	BC016579
0.555043225652426	Asns
0.555139090548245	Rit1
0.555164476761689	Haus2
0.555192451928314	Naa25
0.555322579084585	E130317F20Rik
0.555393346243701	Cltb
0.555436954362894	Camk2b
0.555462660728284	4921513I03Rik
0.555494707740339	Rab19
0.555547662550834	Zfp874b
0.555763289235586	Proca1
0.555857815676602	Has3
0.555886403918292	Ankrd33
0.555920154528923	Mras
0.555920893616225	B3galnt2
0.556031073262487	Tead3
0.556041950620422	Syk
0.556085119151054	Mx1
0.55614572480765	Bcas2
0.556169633317116	Sppl2a
0.556199252625583	Slc5a3
0.556210455958306	Pcdhb17
0.556272060458135	9530020I12Rik
0.55628336377749	Zfp280b
0.55628389312413	Mars
0.556377504432714	Tas1r3
0.556425939878998	Rgs20
0.556470530385119	Zc3h11a
0.556601730060475	Rnf150
0.556621162862901	Mcoln3
0.556663484437912	Fam65a
0.556745531469397	Ctag2
0.556912184721973	Efhb
0.557180139391898	Fam135b
0.557197574545037	Umad1
0.55722236330356	Tyro3
0.557268616808719	1700020D05Rik
0.557311241080359	Haus4
0.557343762760136	Fam174a
0.557421800077081	Olfr140
0.557429188577854	4933406K04Rik
0.5574588290481	Ppp2r5d
0.557463122656133	Trmt44
0.557560366686321	Zfp867
0.55762701094421	Cmtm2b
0.557627187214199	Gm4792
0.557744814864451	Dkk4
0.557799492918918	Rbm12b1
0.558018219030835	Akap14
0.558096808502876	Atl1
0.558108511529493	1700123O12Rik
0.558236022440805	Cyp2c29
0.558379536102666	Zfp33b
0.558424525049781	Grap2
0.558569036098122	Zfp646
0.558762874982246	Galr1
0.558934860727007	Tspyl2
0.558941583046164	Med13
0.559042516373024	Dph5
0.559070311302382	Hdgfl1
0.559102174987271	Zfyve21
0.559134076659699	Rgs5
0.559159325657941	Morc2a
0.55923889943057	Lama3
0.55929634941797	Zbed3
0.559336461964097	Rnf170
0.559346729549685	Egfl7
0.559362387597511	Usp21
0.559629305129049	Sh3d21
0.559631462670598	Sacm1l
0.559717712931633	Zfp260
0.559738296392685	1700017D01Rik
0.559756915147809	Defb6
0.559851556036719	Rrm2
0.559857295785429	Tomm5
0.55986095746684	Cel
0.559895739723561	Emsy
0.55992880378749	Stt3b
0.559936999537737	Slc27a1
0.560052368387264	Ms4a8a
0.560370324891331	Cpt1c
0.560439739673417	Kif20a
0.560462485364146	Nup88
0.560667737609394	Lcorl
0.56067301941345	Krt6b
0.560799632352643	Slc2a13
0.560899557964948	Fam195b
0.56091655031128	Pkd2l1
0.561260412189541	Rab3gap1
0.561370495533374	Foxc2
0.561373612223128	Rp9
0.561438292746691	Orm3
0.561447028615423	Narf
0.561449758811491	1700001P01Rik
0.561510442654001	Shmt1
0.561566228402311	2410124H12Rik
0.561595621150939	1700061I17Rik
0.561641403254684	Nhej1
0.561893329625737	Atxn7l1os2
0.561948519693442	Nme2
0.561986039479673	Lrrfip1
0.562048349139456	Pla2g15
0.562072773096226	Phf2
0.562074008660502	Wdr26
0.562150440126154	2700081O15Rik
0.562253860979077	Cep131
0.562294200830893	Pax9
0.562301415366526	Ddx59
0.562390779738962	Eif3h
0.562420716048103	Tram1l1
0.562493504070667	Chst15
0.562506810911721	Clk1
0.562708601654579	R3hcc1
0.56273487067527	Loxl4
0.562910231921464	Ago3
0.562943555111729	Ugt3a2
0.563004171281062	Nkx6-3
0.563052915266279	Rrp9
0.563068951251819	Tk2
0.563114476042284	Cbl
0.563187556056579	Bcl10
0.563348848249979	Gm3604
0.563349199745808	Dis3l2
0.563438734862972	Aco2
0.563521684755973	Ftcd
0.563734665069735	Sod2
0.563834244124462	Arfip2
0.563877363003009	Zfp957
0.563911992156489	Kcne3
0.563962369180076	Krt88
0.56397337294221	Firre
0.564160058385452	Rufy1
0.564163754508346	4921517D22Rik
0.564228400942664	Utp14a
0.564406405645888	Thegl
0.564640258345592	Kbtbd7
0.564662094845774	Prag1
0.564665663632924	Suox
0.564684894611159	Pdk4
0.564831989190883	Abhd13
0.564850154153317	Galnt11
0.564884098574485	Tmem8
0.564888935321184	Selenov
0.564943961119202	Frat1
0.56498731097393	Obox3
0.565131274056689	Camk2n1
0.565193657009091	Scg3
0.565208303520145	Phospho1
0.565212113820252	Radil
0.565298020733713	Eif3f
0.565330697894733	Slc5a10
0.565413130826317	Pomgnt1
0.56541397431198	Nckap1
0.56545020625406	Bcl9l
0.565488511027571	Igf2r
0.565543192736565	Lhx9
0.565552932185386	Mmd2
0.565722634354214	Rspo4
0.56576362852205	Orc6
0.565818812212845	Zfp617
0.565928697623111	Epb41
0.565991054884895	Erich3
0.56610396134107	Pycrl
0.566230432879039	Tshr
0.566232421742403	Tex30
0.566253199866599	4933430N04Rik
0.566267923402118	Npff
0.566436223235243	Hps3
0.566515390595703	Tmem63c
0.566529729936521	Ang4
0.56664186105855	Elf2
0.5666443317115	C87977
0.566714553604821	Atn1
0.566813395716738	Dusp2
0.566813520803225	Rabggta
0.566823964829023	Dclk3
0.5669599109256	Med23
0.566977609174981	Sec31a
0.566983527743283	Trim11
0.567011300523467	Srgap2
0.567108174100565	Foxf1
0.567138088080849	Chek1
0.567253474718816	Il31
0.567274369177449	5830428M24Rik
0.567400678552968	Macrod2
0.567416729695928	Tlx1
0.56751226738268	1700123O21Rik
0.567614166459796	Elf5
0.567793344281429	Ddx23
0.56782621992466	Fam184b
0.567847374835682	Nid1
0.568043731784762	Terf1
0.568066274947075	Diablo
0.568068480060431	Plekho1
0.568102804993996	Tpo
0.568216083565434	Ubtd2
0.568220952796736	Rab11b
0.568263962857268	Kcnk2
0.568500554976777	Pet2
0.568508296956175	Pdhb
0.568721437480121	2510039O18Rik
0.568782199761223	Tsr2
0.568807077179786	Cul3
0.56889097319309	H2-T-ps
0.568895666671321	1700061G19Rik
0.568943316478404	Pelo
0.569030962045521	Med15
0.569076038562689	Klhl11
0.569099804446718	Kcnd3
0.569115536774022	Zmym4
0.569126570017523	Adgra2
0.569200616733128	Echdc2
0.569515350337921	Zfp54
0.569583413805596	Vac14
0.569629590515004	Usp12
0.569636911713357	Srsf5
0.56995783231302	Yod1
0.569964096534291	Cyp2s1
0.569985866841216	Fgfrl1
0.570094219694224	Gm4926
0.57013308961431	Six3os1
0.5701601007732	Cab39
0.570184408631993	Ggcx
0.570212063085369	Prr14l
0.570212288512623	Sgsm2
0.570339353128967	Hadhb
0.570367150991824	Ckb
0.570472529016887	Ccm2l
0.570490767401262	Zfp689
0.570530296992007	Mir142
0.570538691770961	Stk36
0.570559577711471	Grpr
0.570565958877775	Tbx1
0.57073061245285	H2-Bl
0.570772709949725	Map4k1
0.570802233500268	Cacfd1
0.570840120474087	Inpp5j
0.570893493603799	Hoxa10
0.570992364234725	Rraga
0.570995703546793	Ammecr1
0.5711153717241	Atp13a3
0.571140779174037	Ddi1
0.57114814281174	Acsm3
0.571160938941186	Nr2c2ap
0.571221680198041	Zc2hc1b
0.57131262949509	Gns
0.571415161062351	Ciart
0.571502294792082	Lcor
0.571638693336558	Prrx1
0.571704339357471	Edil3
0.571721437778921	Adad1
0.571754638649627	N4bp2l2
0.571767888121719	Mllt10
0.571869573723348	A730082K24Rik
0.571949892013728	Lyar
0.571996988107309	Ugt3a1
0.572121618504796	Lpgat1
0.572137401558672	Cep112
0.572278628934003	Zfp597
0.572296052744879	Acaa1b
0.572499583559746	Prkd2
0.572501137772241	Map2k4
0.57258772044256	Rap1gap2
0.572695441711297	Slc25a48
0.572840895856601	Oosp1
0.573021736396075	Pcp2
0.573071717009774	Klrb1a
0.57327433245141	Tnfrsf4
0.573366392419613	Nova1
0.573403405234821	Ephx4
0.57342041115083	Spata17
0.57344005113196	4930556N09Rik
0.573548261097873	Slc23a1
0.573593393984907	Ecscr
0.573686101992237	4933411K16Rik
0.573833396517849	Aadat
0.573942536540672	LOC432842
0.574027544605379	Nkx3-2
0.574061252156794	Eif4a2
0.574115475103515	Gpr150
0.574214817064082	Arfgap1
0.574274484988787	Helq
0.574285502483311	Hsd17b12
0.574339167209889	4921509O07Rik
0.574351519623379	Cux1
0.574374129713515	9330102E08Rik
0.574416663343879	Nlrp4b
0.574592990772421	Uros
0.574595460426946	Gatc
0.57464471097985	Oas1b
0.574712136429797	Srsf4
0.574764366437479	Adap1
0.574855637654337	Irf3
0.57487164509064	Adipor2
0.574884278104375	Bcl2l2
0.575109479682	Cyp2j13
0.575276941607769	Il27ra
0.575453894186463	Cecr5
0.575510394276802	Decr2
0.575563435862707	Hnrnpul1
0.575577593531649	Srp68
0.575795420113279	Adgrg2
0.575823890891886	Siah1a
0.575894752132456	Mtmr6
0.575972131388682	Slc18a3
0.576116528485549	Cers6
0.576168076663954	Slc35e4
0.576168347387677	Kti12
0.576177369618774	Mllt1
0.576218851040661	Spast
0.576348351092433	Wipi1
0.576604246083622	Cbfa2t2
0.576656572909308	Fktn
0.576669970853095	Zc3h3
0.576797325542842	Fzr1
0.576812454230331	Bag5
0.576856073097216	1700007J10Rik
0.576964325838857	Spdya
0.576997889563231	Kcna7
0.577203667241856	Glipr2
0.577298028877136	Mpdu1
0.57732574247267	Plp2
0.577374126766951	Syce2
0.577606409336397	Wnt10b
0.577630125713483	Ube2d2b
0.577645395758695	Abca2
0.577659863378884	Amer1
0.577714251987526	Areg
0.577745666734444	Smim23
0.577866307559356	Glod5
0.577930170153659	Itgbl1
0.577961391652458	Pbk
0.578008254287328	Itga6
0.578081852246245	Lrrc47
0.578286548040226	Rrad
0.578626124771268	Pcmtd1
0.578804205623208	Gpr89
0.578819702021346	Rock1
0.578924485730438	Nrm
0.578925374403831	Adora2b
0.579090245232703	4933421I07Rik
0.579141727409916	AY702102
0.579169961850904	Cbr1
0.579206937380395	Ercc6l
0.579251717924264	4930474N05Rik
0.579284345570659	Ppp6r1
0.579399873027095	P2ry4
0.579414715711906	Hid1
0.579448959262013	Aim1l
0.579538577811646	Krtap3-1
0.579549345764523	Prss41
0.579574564298444	Cpa5
0.579821784389178	Cog5
0.579860270792689	Peli2
0.579923649406934	Rab8a
0.580047087003442	Bmp8a
0.580057498269274	Mthfd2l
0.580065019387665	Celf6
0.58008856715803	Dcaf17
0.580239458347185	4930452B06Rik
0.580292836502035	Pla2g1b
0.580351963680928	Zfp768
0.580417496242736	Snx4
0.580537347008202	Hspg2
0.580633004396446	Ing5
0.580785047895935	Arap2
0.580892301602802	Zfp692
0.58096912459581	Ano6
0.58101152203983	Srsf3
0.58104936791294	Dlg3
0.581090927741028	Eif1b
0.581247434362824	Ppm1g
0.58130826081408	Myl7
0.581329065313686	Fabp9
0.581349312480422	Eif1ax
0.581593409665675	Il1rl2
0.581654957419503	Wdr35
0.581683103365921	Selenop
0.581769779095321	Zfhx2os
0.581778789561353	Aco1
0.581785574322287	Ganc
0.582025200162039	Fscn2
0.582100234944833	Sycp2
0.582117747042344	Rapgef5
0.582172310769088	Hps6
0.582178428372813	2010109I03Rik
0.582361075410495	Uroc1
0.582420718779666	Thy1
0.582430846175482	Commd10
0.58247044255494	Ercc3
0.582518361061328	Adam23
0.582615313769914	Eif2b5
0.58265325608557	4930512B01Rik
0.582656928998232	Treml1
0.582947991796491	Bex3
0.583075362572625	Bbs7
0.583113728529778	Htr4
0.583116602345683	Tollip
0.583120965282708	Klhdc4
0.583134407345983	Lrrc8a
0.583176119841671	Vps13b
0.583256093332216	Wtap
0.583501401923417	1700029H14Rik
0.583506814255759	Rptor
0.583722149505451	Foxl2
0.58382117652082	Pkn1
0.58384136984343	Suclg2
0.583845657247879	Bnc2
0.583939265597472	BC037704
0.583967603564908	Eftud2
0.584010200855275	Actr5
0.584058134182849	Nlrp14
0.584147069288948	Polr3h
0.584164122022287	Oosp2
0.584249907642511	Pde2a
0.584262800016012	Aif1l
0.584289743141545	Snx29
0.584300057930815	Shank1
0.584347685874923	Fbln2
0.584440896277149	Ergic2
0.58457619248986	Lep
0.584602431345728	Akap7
0.584602939414198	Thap6
0.584672513188931	Tnfrsf11b
0.584672643415333	Pcbd1
0.584696924812782	Chd9
0.5849444405951	Cyp2b13
0.584955495053429	Anks1b
0.585000338254479	Fem1b
0.585001367162143	4930415F15Rik
0.585174409970117	Kbtbd12
0.585207431691415	Pkm
0.585230445069303	Crxos
0.585495763969163	Zfp28
0.585510117928935	Cyp3a11
0.585573756706122	Eppk1
0.585664603431963	Gm17066
0.586157236674434	Fbxl20
0.586202737534269	4930413G21Rik
0.586241847577965	Tet3
0.586285393182793	Rasa4
0.58641498041405	Rasgef1c
0.586514039135558	2210409E12Rik
0.586541639141121	Slc27a2
0.586729023992568	Pinlyp
0.586814349557171	Ltf
0.586817594427119	Apol6
0.586934749471202	4930550C17Rik
0.586963385224331	Lrp5
0.586965141856497	0610040F04Rik
0.587125915879673	Hirip3
0.587175814496259	Acvr1b
0.587278246316602	Ube2e2
0.587388411041065	Nr1d1
0.587456395946711	1810007D17Rik
0.58747674409525	Trem3
0.587558281735803	Fgf16
0.587702176838774	Gpr85
0.587832911991602	Pigl
0.588074925672178	Specc1l
0.588088383258129	Alg11
0.588152092762199	Mgat3
0.588276963300306	Ide
0.588331395969427	Wdr73
0.588417610261183	0610012G03Rik
0.588449962267773	Pja2
0.588605518725793	Clhc1
0.588749909480146	Ascl2
0.588761567685457	Pcnt
0.588840189325193	Pglyrp1
0.58887733497997	Sox14
0.588958410528525	Olfr67
0.58901621723246	Cdo1
0.589123129636364	Atrn
0.589146996787402	Zic2
0.589176897004624	Adam3
0.589224385363629	Mafk
0.589251652620259	Csde1
0.58926159672134	Lzic
0.58934822447342	Dnm1l
0.58947355674658	2900076A07Rik
0.589579284395959	Ier2
0.589622852790395	Msl2
0.589672271990399	Bend7
0.589696900639203	E230025N22Rik
0.589756858815473	D630013N20Rik
0.589768706540642	Nlrp4a
0.589847862518688	1700084F23Rik
0.589911757903703	B3galt6
0.590096067862281	Alpk3
0.590244464873231	Cyp2d13
0.590366789827567	Mc3r
0.590475338673382	Slc17a2
0.590587878758723	Ptprs
0.590722132638043	Pvr
0.590857800837552	Kcns2
0.590872800138706	Rgs11
0.590991894286169	Wrb
0.591133730771423	Depdc1b
0.591152057964528	As3mt
0.591375037023449	Fras1
0.591435008543756	Med13l
0.591719427011212	Zscan2
0.591739818518881	Adam1a
0.591787197179027	Kbtbd11
0.591809807406543	Ube3a
0.59189816104497	Fh1
0.592026915776683	Neto1
0.592041587695632	Crybb2
0.592050835804506	0610005C13Rik
0.592168370031503	Lce1l
0.592270235259195	Gpr182
0.592283832847686	P2ry6
0.592582048810799	Apol7a
0.59262828027267	Lrfn1
0.592718831560648	Krtap4-1
0.592765376650647	Hacd3
0.592790556750685	Usp3
0.592845870550373	Rbm15b
0.59288326591196	Psma5
0.59290903007398	Epha1
0.592945883911142	Adora2a
0.593005468514814	Man1b1
0.593015420482313	Dynlrb1
0.593061011891505	4930539J05Rik
0.593065229273473	Dnajc30
0.59312001850266	Ccnf
0.593379577476856	Smim6
0.59339503007043	Snd1
0.593567712600155	Plekhm3
0.59375532375001	Lmna
0.593824950217348	Fmo4
0.593909618687995	Slmap
0.594033061311589	Zyg11b
0.59406557656793	Slc22a26
0.594089941566835	Htra1
0.59409229074111	Tmem269
0.594100148869903	Myo7b
0.594237292192261	C3
0.594275885544212	Kifc3
0.59427836039349	Rpl13a
0.594288146868866	Cd79a
0.594339007524836	Fmo5
0.594364313415761	Chpf
0.594399547241342	Khdrbs1
0.59457943497057	Add1
0.594596683986557	Ubqln4
0.594645390355065	Glrx5
0.594662308561421	Lysmd4
0.594662562113209	Traf7
0.59467185776732	Ltb
0.59471843763577	Adck2
0.594744368567963	Pnliprp1
0.594806778855232	Sgcg
0.594839456302734	Nek8
0.59490293367207	Mmp19
0.59498525044968	Amtn
0.595014127314027	Scarf2
0.595024304869227	Tal1
0.595305251051984	Mff
0.595360483477477	0610040B10Rik
0.595424506718791	Sowaha
0.59543049882133	Fgf1
0.59546486927841	Poc1b
0.595499079560964	Jag1
0.595537067179761	Zfp618
0.595541308031783	Rnase2b
0.595563555093144	Lefty1
0.595567617658549	Slc19a1
0.59558092320489	Lca5
0.595635035027847	Tcf7l1
0.59570647399567	Pram1
0.595745346665027	Spaca6
0.595922787505755	Eml4
0.596105064797443	3000002C10Rik
0.596255907039293	Lmln
0.596256414785503	Stpg3
0.596290651560738	Srrm3
0.596298423804867	Plcd3
0.596307471455618	Pde8b
0.596315903140474	Zfp81
0.59632380227859	Arglu1
0.596365109572202	Dnd1
0.596407018950146	Dlgap2
0.596562246051364	Ppil3
0.596701097964591	Dennd6a
0.596703272676157	Mdn1
0.596718468251451	Zcchc13
0.59671866883029	Stau1
0.596761747336726	Tnmd
0.596785148478354	Phf1
0.596961602103731	Abt1
0.597155699513697	Sstr4
0.597180430363278	C87499
0.597327758301798	D930015E06Rik
0.597335424569578	Lpar4
0.597418070929496	Lce1f
0.59748398775292	Tlr3
0.597503924161433	4930448K20Rik
0.597504675075541	Scn10a
0.59753105149126	9030625G05Rik
0.597556862255559	Ogg1
0.597605689462314	Zrsr2
0.597608801009477	Plekha8
0.597636019594282	Pi15
0.597689163660807	Smad2
0.597716997444393	Eif2d
0.597772313298048	Tmprss6
0.597994947814957	Sumo3
0.598026109989749	Hspe1
