# 2018-03-29
# /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project//mixed_model_jackknife/random_intercept_include_NA_low_exp_rm//early//run2/
geneSymbol	up_pval	down_pval	up_padj	down_padj	up_rank	down_rank	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	chisq	chi_df	GSE48622_intercept	GSE63617_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE63617_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
0610007P14Rik	0.385938296390786	0.614061703609214	0.992869223920745	0.988881864719488	4144	6735	0.00945596516374752	0.0326009083966151	0.290052198813249	NA	NA	0.771876592781571	0.0840542490079912	1	10.6512542518433	11.7108330290887	10.1207808058409	0.00945596516374752	0.00945596516374752	0.00945596516374752	NA	NA	random_intercept
0610009B22Rik	0.36242884682863	0.63757115317137	0.992869223920745	0.988881864719488	3872	7007	0.0117353172768926	0.0333003003308353	0.352408751882215	NA	NA	0.724857693657259	0.12388576023379	1	10.5430003779161	10.0843495093081	10.0686320389921	0.0117353172768926	0.0117353172768926	0.0117353172768926	NA	NA	random_intercept
0610009L18Rik	0.618138419110965	0.381861580889035	0.995579663053452	0.988881864719488	6750	4129	-0.0158731297649641	0.0527826490551387	-0.300726281251676	NA	NA	0.763723161778071	0.0903574981851598	1	6.82748171080745	10.0627104804126	6.97856886897656	-0.0158731297649641	-0.0158731297649641	-0.0158731297649641	NA	NA	random_intercept
0610009O20Rik	0.947711602784454	0.0522883972155461	0.99999244845805	0.779168746453029	10149	730	-0.064387490028153	0.0391677169048066	-1.64389183532552	NA	NA	0.104576794431092	2.63432049661738	1	7.5278805646842	8.30003509137042	8.33604537031068	-0.064387490028153	-0.064387490028153	-0.064387490028153	NA	NA	random_intercept
0610010F05Rik	0.652889524885807	0.347110475114193	0.99999244845805	0.988881864719488	7091	3788	-0.0167945814041989	0.0426796945795087	-0.393502848829249	NA	NA	0.694220950228386	0.154553876778309	1	10.486122819423	8.26333937352061	9.76460132059692	-0.0167945814041989	-0.0167945814041989	-0.0167945814041989	NA	NA	random_intercept
0610010K14Rik	0.537963373166563	0.462036626833437	0.99416356784675	0.988881864719488	5874	5005	-0.00832921306459851	0.0873910796255932	-0.0953096483105952	NA	NA	0.924073253666873	0.00908287927230589	1	7.99746331529467	8.65068953075603	7.15302571523999	-0.00832921306459851	-0.00832921306459851	-0.00832921306459851	NA	NA	random_intercept
0610012G03Rik	0.651985242317065	0.348014757682935	0.99999244845805	0.988881864719488	7076	3803	-0.0126753589403573	0.0323875680115728	-0.391364950150877	NA	NA	0.69602951536587	0.152635374156588	1	12.0635369932504	11.4499943693527	11.6570082500392	-0.0126753589403573	-0.0126753589403573	-0.0126753589403573	NA	NA	random_intercept
0610030E20Rik	0.2514560206891	0.7485439793109	0.992869223920745	0.98983016972242	2675	8204	0.035534011479215	0.052928170564085	0.671362926405905	NA	NA	0.502912041378199	0.448785972022865	1	8.30834550615455	8.30834550615455	8.30834550615455	0.035534011479215	0.035534011479215	0.035534011479215	NA	NA	random_intercept
0610037L13Rik	0.491830353893014	0.508169646106986	0.992869223920745	0.988881864719488	5354	5525	0.000951403669390919	0.0464509741555809	0.0204818884143168	NA	NA	0.983660707786027	0.000419418006732286	1	8.60176765601551	9.52049652594524	8.54676230437159	0.000951403669390919	0.000951403669390919	0.000951403669390919	NA	NA	random_intercept
0610040J01Rik	0.844897303676333	0.155102696323667	0.99999244845805	0.951525693023789	9109	1770	-0.0480205884321173	0.0470773790241548	-1.02003529991503	NA	NA	0.310205392647333	1.02980108078698	1	6.85533264204015	8.8529298016222	6.46683232233719	-0.0480205884321173	-0.0480205884321173	-0.0480205884321173	NA	NA	random_intercept
