#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL6885.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.024472285106581; Statistic: 1.44878723355278; Expected: 0.909000791576576; Std.dev: 0.221706554875584; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889314716674e-29; Statistic: 19.1481006227743; Expected: 0.908948626581023; Std.dev: 0.454022979505096; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149745114; Statistic: 1.82961689319901; Expected: 0.908992657887118; Std.dev: 0.271350267850977; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2017-12-06
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000908765e-06; Statistic: 1.93569837117999; Expected: 0.943298789165124; Std.dev: 0.134662287771277; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.2820138837641; Expected: 0.934579439252337; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146082471e-06; Statistic: 2.04317003911763; Expected: 0.943291613329555; Std.dev: 0.163668711600985; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE64398.1
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('18_months') are kept for analysis. 
#New dataset contains 22 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=7, het_TASTPM: n=4, het_TPM: n=3, ho_TASTPM: n=3, TAS10: n=4, TAU: n=1
#Factor: OrganismPart (1 levels): Hippocampus: n=22
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=9, Batch_02_2013-03-04: n=13
#Factor: Gender (1 levels): M: n=22
#Factor: Timepoint (1 levels): 18_months: n=22
#
### Model test for factor: Genotype
#p-value: 0.00037609327722983; Statistic: 8.98052590698181; Expected: 4.98810333807622; Std.dev: 0.859357275474184; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.0229776290128954; Statistic: 9.14311222714263; Expected: 4.76190476190476; Std.dev: 1.74585518123245; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#22 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotypehet_TASTPM
#  DE genes: 678, up: 554, down: 124
#GSE64398.1_het_TASTPM: original input has 25697 probesets; mapped probesets: 24634; probes mapped to multiple genes to be removed (except for insulin): 1050; genes with multiple probesets are BH corrected. New data has 16364 genes.
GSE64398.1_het_TASTPM	GeneSymbols
2.72647386703141e-16	Cst7
1.68452072738866e-13	Ccl3
5.79245768096243e-13	H2-Ob
1.58125768117358e-12	Cd68
2.27060998826549e-12	Slc11a1
2.39678960178553e-12	C1qc
3.49766244351206e-12	C1qb
4.1737062549277e-12	Trem2
9.20342962136926e-12	Tlr2
1.3460678575442e-11	Gpnmb
1.62195915538279e-11	Fcer1g
1.81408831586631e-11	Samsn1
1.95814578972983e-11	Fcrls
2.72497814769391e-11	Ccl4
3.36464569546673e-11	Cd84
3.70842873749479e-11	Fcgr3
3.85066220116845e-11	Tyrobp
3.88210356623685e-11	Gfap
5.37959892453988e-11	Hvcn1
5.75682270047964e-11	Thy1
5.78352779967801e-11	Aspg
7.37483600464951e-11	C1qa
1.25913840668952e-10	Gpr84
1.7110861348722e-10	Osmr
1.72459313271538e-10	Myo1f
1.964539921161e-10	Lyz1
2.08943512942568e-10	5430435G22Rik
2.18143116409404e-10	Cd86
2.3096609671184e-10	Ptpn6
2.34758231127788e-10	Hcar2
2.99965673433697e-10	Cyba
4.45713185094678e-10	Serpinf2
5.86654700135273e-10	Syngr1
9.455693878753e-10	Ly86
1.03630699752923e-09	Fcgr2b
1.11841968712922e-09	Slc15a3
1.21680810716051e-09	Vim
1.2711847959016e-09	Gngt2
1.28364369694921e-09	Tlr13
1.3485179677232e-09	Clec7a
1.5887767854663e-09	Serpina3n
1.89261065487694e-09	Nckap1l
2.25138258972805e-09	Cxcl16
2.29555337005572e-09	Gusb
2.79471592167708e-09	Ctsh
3.1339493097183e-09	Olfml3
3.27149050237905e-09	Klhl6
3.27509045547364e-09	Cd180
3.45524527859073e-09	Hpse
3.46686198629372e-09	Lat2
3.75740463861365e-09	Chil1
4.25172127118971e-09	Gpr34
4.50951097576743e-09	Tgfbr1
4.64736598729993e-09	Ang
4.81793487996339e-09	Csf3r
5.58887058851234e-09	Arl11
5.92708555977516e-09	Cd52
9.46331601663523e-09	Anxa3
9.97991440611671e-09	Timp1
1.03564987902207e-08	Ms4a6d
1.11038378030719e-08	Tmem253
1.22041460780948e-08	Cd14
1.22267488099409e-08	Vav1
1.2725317504989e-08	Klk6
1.83913438994591e-08	Parp14
1.96616154004115e-08	B2m
2.50180444229092e-08	Tlr7
2.89651224742701e-08	Ly6e
3.04882440375148e-08	Siglech
3.16600239828619e-08	Sh3bp2
3.49577145534167e-08	Capg
3.51819671076246e-08	Hexa
3.52238162879346e-08	Ncf4
3.64489621022335e-08	Slamf9
3.6452222104978e-08	Tnfrsf1a
3.80465058015755e-08	Man2b1
3.80516317650754e-08	Ch25h
4.11051200616975e-08	Havcr2
4.3364027918629e-08	Tnfsf13b
4.58881520923401e-08	Slc14a1
5.46102499650901e-08	Pik3cg
6.26657661776577e-08	Lpxn
6.31130591188892e-08	Wfdc17
7.47856502216777e-08	Hcst
7.96884534171328e-08	Pld4
8.7602102438909e-08	Fblim1
9.62291782406422e-08	Pbk
1.06900620740111e-07	P2ry13
1.10935955898511e-07	Fcgr4
1.11063002264634e-07	H2-Oa
1.11994091341532e-07	Tnfaip8l2
1.13581686943135e-07	Hcls1
1.18732407897352e-07	Glycam1
1.49927827544036e-07	Msn
1.59155473952777e-07	Fcgr1
1.71545100599045e-07	Abi3
1.7499848243533e-07	Unc93b1
1.85518062291502e-07	P2ry6
1.90761457240386e-07	Cxcl10
1.92595186771997e-07	Grn
2.12349926741678e-07	S100a6
2.19757723001365e-07	Igf1
2.51789758548883e-07	Ly9
2.80015456481266e-07	Rassf4
2.90204040238868e-07	Aif1
2.97293955325912e-07	Il10ra
3.04024206968304e-07	Cd44
3.1049034573832e-07	Cd33
3.26805876704296e-07	Tgfbr2
3.33221552535313e-07	Acat2
3.33638809194838e-07	Rasal3
3.39260103912031e-07	Pros1
4.5187317999352e-07	Gbp3
5.05671388288186e-07	Plcg2
5.56002261033031e-07	Fam111a
6.08218288738786e-07	Gsg1
6.1262767311366e-07	Rsad2
6.24057611070092e-07	Ccl12
6.30466441931138e-07	Btk
6.35377475483265e-07	Cytip
6.50006660514382e-07	Sash3
7.3470297236884e-07	Ifitm3
7.78894450594268e-07	Tlr1
8.22560630336094e-07	Arhgdib
8.90752491276626e-07	Fyb
9.44982680347966e-07	Tbxas1
9.49514583770985e-07	Mlxipl
9.92087163529835e-07	Pald1
9.9212950226786e-07	Gm8909
1.02592137855144e-06	Gmfg
1.04854132007749e-06	Fes
1.10868968281112e-06	Tmem106a
1.14974027277823e-06	Usp18
1.16709712388216e-06	Hpgds
1.18041932548599e-06	Fas
1.21651886249519e-06	Phyhd1
1.3546051701476e-06	Irf9
1.36003639198354e-06	Elk3
1.50987609840337e-06	Fdps
