#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL6885.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.024472285106581; Statistic: 1.44878723355278; Expected: 0.909000791576576; Std.dev: 0.221706554875584; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889314716674e-29; Statistic: 19.1481006227743; Expected: 0.908948626581023; Std.dev: 0.454022979505096; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149745114; Statistic: 1.82961689319901; Expected: 0.908992657887118; Std.dev: 0.271350267850977; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2017-12-06
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000908765e-06; Statistic: 1.93569837117999; Expected: 0.943298789165124; Std.dev: 0.134662287771277; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.2820138837641; Expected: 0.934579439252337; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146082471e-06; Statistic: 2.04317003911763; Expected: 0.943291613329555; Std.dev: 0.163668711600985; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE64398.1
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('18_months') are kept for analysis. 
#New dataset contains 22 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=7, het_TASTPM: n=4, het_TPM: n=3, ho_TASTPM: n=3, TAS10: n=4, TAU: n=1
#Factor: OrganismPart (1 levels): Hippocampus: n=22
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=9, Batch_02_2013-03-04: n=13
#Factor: Gender (1 levels): M: n=22
#Factor: Timepoint (1 levels): 18_months: n=22
#
### Model test for factor: Genotype
#p-value: 0.00037609327722983; Statistic: 8.98052590698181; Expected: 4.98810333807622; Std.dev: 0.859357275474184; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.0229776290128954; Statistic: 9.14311222714263; Expected: 4.76190476190476; Std.dev: 1.74585518123245; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#22 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotypehet_TASTPM
#  DE genes: 678, up: 554, down: 124
#GSE64398.1_het_TASTPM: original input has 25697 probesets; mapped probesets: 24634; probes mapped to multiple genes to be removed (except for insulin): 1050; genes with multiple probesets are BH corrected. New data has 16364 genes.
GSE64398.1_het_TASTPM	GeneSymbols
1.97144035115251e-07	Crhbp
1.61679769974551e-06	Cort
1.63078769261966e-06	Vgf
8.60978921651668e-06	Vsig8
9.65955719519997e-06	Kif5a
1.57338919776754e-05	Tac1
2.31330922253353e-05	Stard10
2.39077599726069e-05	Sst
4.1148084314125e-05	Ano4
4.15480102664565e-05	Tyro3
4.99866117142867e-05	Npy
5.87267010967998e-05	6430573F11Rik
6.13706698094084e-05	Lypd6
7.28617615297095e-05	Ldb2
8.38766257650408e-05	Nat8
8.77082012079958e-05	Cdkl4
0.000111140707370816	Snx25
0.000111312837777089	Psme2
0.000130098256758616	Alk
0.000133953555702164	Adamts16
0.000135826760255738	Cdh22
0.000141696464431675	Cdh6
0.000156360972599331	Cacna1f
0.000162964182609557	Cyp4f15
0.000180272981397167	Ppapdc2
0.000190450031363518	Acta1
0.000246058970887828	Dleu7
0.000257529103095551	Ccdc129
0.000262244472869967	Cdc37
0.000262390950236399	Creb5
0.000275528498911973	Igfbp4
0.000283982718174625	Yaf2
0.000293876161703427	Chac1
0.000299736423679054	Cacng3
0.000311211241182094	Gpr21
0.000320455570493597	Kras
0.00034685978410959	Eng
0.000371680903243635	Ntmt1
0.000392767785032493	Bex2
0.000393002828982489	Cyb561
0.000398520990217664	Nxph3
0.000408503968246586	Entpd4
0.000421568018455165	Rab42
0.000446434589612964	Syt5
0.00044685689132657	Nrarp
0.000450401861954481	Abr
0.000470843054619722	Lypd6b
0.000488186089768352	Alpl
0.000515817789266659	Rbmx
0.00052289812536863	Cnpy3
0.000535310141768428	Cldn23
0.000548518005177039	Deptor
0.000553975208734937	Tmed6
0.000563056321510513	Itpka
0.000564062197190345	Arhgap28
0.000578525206552995	Slc17a6
0.00061796508824862	Ddx25
0.000622725265161995	Sytl1
0.000651794572946134	Uqcrc1
0.000698696032475841	Hcn2
0.000701635074540705	Sorcs3
0.000719033792102315	3110070M22Rik
0.000763158004881251	Dab1
0.000773306426254598	Kcnq3
0.000803478273798806	E130012A19Rik
0.000804059285310525	Postn
0.000813570637197419	Pnmt
0.000815079272770907	Plrg1
0.000819349262206237	Cdk11b
0.00083217008517452	Gata2
0.000883550040347109	Akr1c18
0.000916543979580333	Raly
0.000950415437551473	Pcnxl2
0.000962630123395719	Rabgef1
0.000982137129014697	Arrdc4
0.00101842989149441	Pou3f1
0.00101873459365238	Twistnb
0.00102518127036697	Gng4
0.00104775698013751	Uck2
0.00107236033756776	Plcxd1
0.00107350168988763	Ngef
0.00108975863819053	Mpped1
0.00109693887379149	Irf6
0.00111401620193186	Wdr34
0.00115755896076326	Chst8
0.00117051081626136	Nudt8
0.00117532625670145	Ebag9
0.0012053308543408	Kcnj9
0.00123045361943494	St3gal4
0.00123251064052854	Camk1g
0.00123383080726969	Meis2
0.00123466396493735	Stt3b
0.00123571790551861	Nmd3
0.00133890677738149	Fezf2
0.00134294594683119	Tmem132d
0.0014070228286525	Sept6
0.00141329755878734	Pou3f2
0.00141455443841903	Pdlim1
0.00142196126167171	Cadps2
0.0014640363620242	Btrc
0.00150127013787917	Etv4
0.00150695003572138	Ly6g6e
0.00159020780167583	Gpr176
0.00159859007667412	Slc37a1
0.00160001552370995	Zfp784
0.00165580226435407	Morf4l1
0.00167994145478931	Rab38
0.00171031488023434	Magi1
0.00171316654025464	Olfr497
0.00171531693149626	Hook1
0.00175018111962314	Wfs1
0.00181408280022269	Grb10
0.00182404941050665	Coro6
0.00183665493194825	Cirbp
0.0018618853332091	Bcl2l12
0.0018881817285632	Efnb2
0.00189478187012017	Pnkd
0.00190025365019574	Pcif1
0.00191393286186137	Rnf220
0.00192136181605194	Dusp26
0.00196792095791147	Cyp2s1
0.00198160342036078	Sema3a
0.00198625348622585	Sema3g
0.00203342952952275	Cds1
0.00207923982932736	Hkdc1
0.00209443437640424	Flrt1
0.0020954605510721	Chmp4c
0.00210566871809368	C1qtnf4
0.00214648868470393	Fras1
0.00216750422970901	Stx6
0.0021951145447306	Zfp791
0.00222269451585278	Setd5
0.00222391949730903	Nudt9
0.00226517062400938	Gda
0.00229381391250416	Gabrg1
0.00230394640882671	Grm8
0.00231099162212009	Rxfp1
0.0023179000745295	Cdc42ep5
0.00237118277436097	Vwc2l
0.00237297014261544	Hsf2
0.00238710024766913	Pdcd1lg2
0.00248725572993455	Olfr284
0.00249965839729975	Chsy3
0.00252556482425367	Slc32a1
0.00255050888874738	Fpr2
0.00256158369601046	Nts
0.00262907948002628	Olfr655
0.0026670421384657	Msl3l2
0.00271816898775143	Sox5
0.00275571594725261	Sox17
0.00280644754087034	Fzd2
0.00283875369824044	Plekha7
0.00291620402757973	Rgs3
0.00294851176356415	Tmem158
