# Variation explained: 0.44131 0.09296 0.06457 0.0511 0.04819 0.03497 0.02626 0.02395 0.02172 0.01954 0.01636 0.01565 0.01396 0.0129 0.01192 0.01159 0.01 0.00841 0.0078 0.00648 0.00618 0.00588 0.00549 0.00468 0.00413 0.00385 0.00347 0.00341 0.00326 0.00276 0.00242 0.00214 0.00192 0.00186 0.00154 0.00151 0.00126 0.00117 0.00102 0.00089 0.00078 0.00072
Ptgds	0.0281363387377677
Trim59	0.134407273066706
Lpar1	0.153690341722662
Elovl7	0.0941444189854292
Mal	0.183676557599062
Ddc	0.134386974501393
Gsn	0.127942671130267
Mobp	0.196368299095911
Slain1	0.107953389767304
Fa2h	0.197120578734424
Tmem98	0.136315030830735
Ppp1r14a	0.17475820867772
Apod	0.127966603531445
Mog	0.198106642718409
Olig2	0.102666070565816
Hapln2	0.145974277707581
Anln	0.137453292726868
Tspan2	0.192978155730421
Pdlim2	0.184339832585434
Cldn11	0.182288298476741
Ugt8a	0.192426446553183
Chn2	0.129279072971646
Adamts4	0.190165829406394
Mag	0.213644376046829
Gjb1	0.0729971058738185
Plekhf1	0.108666461383586
Nkx2-2	0.121902738014223
Tppp3	0.167704807698973
Gamt	0.0905976382894619
Adssl1	0.158122290868925
S1pr5	0.182942074744378
Phldb1	0.187150591943552
Slc44a1	0.205123704539357
Pllp	0.181784902490251
Sgk2	0.164553460936387
Gltp	0.181186984418295
Josd2	0.139461071068843
Gal3st1	0.172949809053838
Kazn	0.083237866621044
Ctsk	0.113248937740283
Ick	0.122788753163271
Lims2	0.122029171267611
