#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL6885.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.024472285106581; Statistic: 1.44878723355278; Expected: 0.909000791576576; Std.dev: 0.221706554875584; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889314716674e-29; Statistic: 19.1481006227743; Expected: 0.908948626581023; Std.dev: 0.454022979505096; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149745114; Statistic: 1.82961689319901; Expected: 0.908992657887118; Std.dev: 0.271350267850977; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2017-12-06
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000908765e-06; Statistic: 1.93569837117999; Expected: 0.943298789165124; Std.dev: 0.134662287771277; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.2820138837641; Expected: 0.934579439252337; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146082471e-06; Statistic: 2.04317003911763; Expected: 0.943291613329555; Std.dev: 0.163668711600985; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE64398.1
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('4_months') are kept for analysis. 
#New dataset contains 27 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=9, het_TASTPM: n=4, het_TPM: n=4, ho_TASTPM: n=4, TAS10: n=2, TAU: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=27
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=3, Batch_02_2013-03-04: n=24
#Factor: Gender (1 levels): M: n=27
#Factor: Timepoint (1 levels): 4_months: n=27
#
### Model test for factor: Genotype
#p-value: 0.00341538448223604; Statistic: 6.07194921713168; Expected: 3.99267108315257; Std.dev: 0.65223979958718; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.525043772698314; Statistic: 3.46322745656526; Expected: 3.84615384615385; Std.dev: 1.52779625592619; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#27 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeTAU
#  DE genes: 1371, up: 622, down: 749
#GSE64398.1_TAU: original input has 25697 probesets; mapped probesets: 24634; probes mapped to multiple genes to be removed (except for insulin): 1050; genes with multiple probesets are BH corrected. New data has 16364 genes.
GSE64398.1_TAU	GeneSymbols
9.42521725730286e-10	Il20rb
1.53443849405586e-07	Lhfpl2
3.97832377825057e-07	Mrpl57
5.18172298832625e-07	Tnip2
1.14855345218897e-06	Prox1
1.69304574683179e-06	Kctd4
2.17386722061037e-06	Bbc3
2.35710215301086e-06	Gria1
2.50055518187295e-06	Dtna
2.50754247477836e-06	Atf6b
3.0459988084464e-06	Dcakd
3.47596794226737e-06	N6amt1
4.91191428493224e-06	Lsm8
5.69986188581861e-06	Mycl
6.74730676229059e-06	Drd5
6.90280529558487e-06	Pm20d2
7.17213799363642e-06	Hmgcs2
8.46495646250857e-06	Cpne8
8.8684668794358e-06	Arsj
9.30143384961972e-06	Hrk
9.4137895807941e-06	Ippk
9.82040097564927e-06	Gpnmb
1.02460240428563e-05	Scn3b
1.07246279450021e-05	Rwdd3
1.09722834789679e-05	C1ql2
1.10193337525648e-05	Kntc1
1.29042626285456e-05	Tpst2
1.3324176287533e-05	Sdr42e1
1.54657716376329e-05	Kdm6a
1.56154900304906e-05	Serpina3n
1.63117894074019e-05	Mcm6
1.72280238107846e-05	Hebp1
1.7692325550966e-05	Kif27
1.84027851150608e-05	Atp2b3
1.91637219274357e-05	Aagab
1.92953202862538e-05	Rcl1
1.93719987612095e-05	Ankrd49
2.00622415982654e-05	Trp63
2.16209045506941e-05	Pfkl
2.19562170564175e-05	Cyp7b1
2.21097301310656e-05	Emp2
2.31162576311629e-05	Fam163b
2.38738621671222e-05	Cstad
2.42203962678458e-05	Amer3
2.45819867568675e-05	Cxcl12
2.60169860478381e-05	Pex11a
2.82083289833645e-05	Itga11
2.83223418065622e-05	Nfrkb
2.96050314796477e-05	Plekha2
2.99001086525081e-05	Dbr1
3.21016569794863e-05	Lman2l
3.41001147897244e-05	Gdf10
3.61386386802558e-05	Ube2e2
3.63864994336342e-05	Mturn
3.79648995121439e-05	Nphp1
3.81407085011996e-05	Lpin2
4.04508883918003e-05	Sumo3
4.1019775708865e-05	Wtip
4.36723620118523e-05	Anapc16
4.37552614363811e-05	Tubb2b
4.41821904688523e-05	Ehd1
4.49048726357362e-05	Thrsp
4.63643356806558e-05	Smarcd2
4.9788795439542e-05	Ccdc3
4.98056563553883e-05	Trit1
5.15876478916696e-05	Arl8b
5.4030732795609e-05	Tmem114
5.48056992611407e-05	March1
5.48736310642637e-05	Lypd1
5.55912847254278e-05	Psmc3ip
5.72369434557646e-05	Tmem108
6.21447359939004e-05	Cacna1h
6.26055431158407e-05	Zbtb2
6.26446363132201e-05	Pxylp1
6.36614445391402e-05	Fam107b
6.5963620606052e-05	Hist1h2be
6.67562303771504e-05	Rb1
6.82843534264392e-05	P2ry13
6.84929990102884e-05	Epha5
7.1060537439346e-05	Cers4
7.24307994721005e-05	1810026J23Rik
7.29378005941739e-05	Csf2ra
7.35529621020835e-05	Palmd
7.4351987117405e-05	Cd109
7.58529527365286e-05	Ccdc85a
7.73476726369479e-05	Zfp3
7.83906378435547e-05	Acot3
7.94252381533568e-05	Coq4
7.97985070347863e-05	Gpr135
8.00175572049199e-05	Dars
8.07125633716001e-05	Sebox
8.40868486951908e-05	Sprn
8.43028755547917e-05	Hsd11b1
8.56119954922063e-05	Zfp277
8.56651919284164e-05	Epha7
8.66483286391699e-05	Prkrir
8.67114285469872e-05	Ccdc84
8.84455775009525e-05	Arl6ip5
8.9577846852124e-05	Sema5a
9.09024666703973e-05	Cirh1a
9.63222695709272e-05	Rpl22
0.000102487628314997	Col4a1
0.000102612634477731	Cd3eap
0.000103125350269229	Pak4
0.00010395079955962	Ift122
0.000105049743601539	Parvg
0.000105776714258992	Actb
0.000106245331679644	Nbl1
0.000107716881056377	Fgf10
0.00010793333415557	Anp32a
0.000112559056275294	Arpc5
0.000113786133649862	Scgn
0.000114599234295673	Rsf1
0.000117882701224863	Rapgef5
0.000123805072454971	Tubgcp2
0.000124407726051446	Bzw2
0.000130858673675862	E2f2
0.000133753345488171	Tcf15
0.000134352257324019	Ccdc86
0.000135221049350144	Flrt3
0.000135999843805908	Nrbf2
0.000138723007466762	Pip5k1a
0.000143023850730522	Lix1
0.000143023956428821	Galntl6
0.000143915832901746	Aff4
0.000144106079284552	Skida1
0.000145626106738244	Grasp
0.000146032232058493	Fjx1
0.000146760627322549	Exosc1
0.000148536514867858	Pgam2
0.000151709490314968	Pip5k1b
0.000152785208906876	Rsl1d1
0.000157290251238019	Saa3
0.000162888493840907	Cotl1
0.000163999749204123	Nup93
0.000165776136133047	Ttc34
0.000167186062848711	Rasgrf1
0.000168125192369639	Ninl
0.000168419524899984	Pcdh20
0.000170535338526987	Cd163l1
0.000171474346785877	1200014J11Rik
