# Variation explained: 0.42021 0.10446 0.09467 0.07344 0.06024 0.03717 0.03132 0.02628 0.02501 0.02205 0.01767 0.01446 0.01282 0.01099 0.01063 0.0098 0.00836 0.00617 0.00582 0.005 0.00343
Ptgds	0.0726986694189547
Gsn	0.180319540657403
Apod	0.200864154638291
Trim59	0.107725345794393
Ddc	0.181332113580087
Lpar1	0.166433871609415
Adssl1	0.231898159046129
Mag	0.313123458786028
Mal	0.21057327369264
Mog	0.276108813448664
Gltp	0.25141482800358
Mobp	0.280035695334281
Ugt8a	0.273282202257753
Cldn11	0.291706627790418
Gjb1	0.0881353784935949
Anln	0.259031932787731
Phldb1	0.2722098398575
Nkx2-2	0.204483556267102
Gamt	0.132232271818135
Josd2	0.238695826045363
Ctsk	0.103069378469113
