# Variation explained: 0.42141 0.10387 0.09498 0.07366 0.05999 0.03715 0.03093 0.02638 0.02513 0.022 0.01757 0.01433 0.01263 0.01103 0.01053 0.00976 0.00838 0.00621 0.00572 0.00489 0.00344
Ptgds	0.0703808794355709
Gsn	0.180441946173766
Apod	0.199894350064219
Trim59	0.108820163337596
Ddc	0.180568929855259
Lpar1	0.167118953276597
Adssl1	0.232435963271422
Mag	0.312476547288662
Mal	0.210132729637877
Mog	0.276318072202402
Gltp	0.25167403934221
Mobp	0.279579917915996
Ugt8a	0.273673630066893
Cldn11	0.292117262169844
Gjb1	0.0900199190453446
Anln	0.259197586065992
Phldb1	0.271443695985101
Nkx2-2	0.205294823404224
Josd2	0.238735975799177
Gamt	0.132610314289368
Ctsk	0.102707249792956
