#2016-03-01
# GSE15056
# RMA normalized, log2 transformed
#
Probe	GSM376013	GSM376014	GSM376015	GSM376016
GE_BrightCorner	16.8368475209815	16.8410324478147	16.5656231485549	16.6320966383591
DarkCorner	5.89372147940377	5.89120891165553	5.89977101939887	6.03039365367793
A_52_P616356	5.89773666202462	5.88102190594074	5.86801164787833	5.89513749411866
A_52_P580582	7.54014156858646	7.48915751246634	7.50710777102328	7.42767670627851
A_52_P403405	5.97690638256849	6.0482371067618	5.95401151535076	6.03337951685808
A_52_P819156	6.12995327291609	6.33040854859939	6.16474909079395	6.38229847121602
A_51_P331831	8.44640896199433	8.19364573836582	8.65091505199724	7.63181069102952
A_51_P430630	5.92168505869481	5.93245625293486	5.8919037297445	5.90994251598733
A_52_P502357	6.07588933146203	6.16386524825426	6.31431564097325	6.3395988123098
A_52_P299964	5.96358121553839	5.97517003409977	5.94543953386785	5.95927611696904
A_51_P356389	6.18119996153258	6.15566133261473	6.10633907629516	6.13187024370693
A_52_P684402	7.82868825346809	7.76958621539174	7.48352610025034	7.88927231241397
A_51_P414208	5.9722041290706	5.96028137396757	5.92840616475938	5.9837243953258
A_51_P280918	14.3685584286921	14.3685584286921	14.416076687869	14.692888537926
A_52_P613688	9.75053855527907	9.77451846926954	9.29539456090215	9.57853672458615
A_52_P258194	12.4672774239382	12.9656647033625	12.9461454300722	12.921880336976
A_52_P229271	6.25603498782555	6.22284631079998	5.93720219623047	6.17485464211633
A_52_P214630	11.2594653683722	11.356152126865	11.9172167137885	11.7920882894561
A_52_P579519	9.05890341266475	9.43624186732376	9.47337482104885	9.38578029613789
A_52_P979997	5.91493917431614	5.90584118166952	5.90434469746511	5.91493917431614
A_52_P453864	11.9565892160134	12.0029773897953	11.2981839873157	11.7565925678868
A_52_P655842	5.95401151535076	6.08529918410539	5.93627637918261	6.0006939952739
A_51_P282374	5.89773666202462	5.88325177679445	5.87462802392686	5.90310860576107
A_52_P176013	5.87347631661068	5.90584118166952	5.89584223712528	5.91493917431614
A_51_P121179	5.88214657571393	5.88102190594074	5.88214657571393	5.88513905247008
A_51_P448416	11.505172383758	11.4659295468429	10.946055994422	11.5092922579481
A_51_P215038	16.0820037149489	16.1452562599797	16.5196003497553	16.2239118974132
A_52_P427024	13.3748737870616	13.335850657445	14.4415484934353	13.2904032101781
A_52_P669145	8.18530624257328	8.33745210421115	7.90289920266531	8.15683863290417
A_52_P65218	6.18759839596086	6.12406475927255	5.9837243953258	6.18119996153258
A_51_P318564	6.98996576613377	7.2573213424459	6.85111552642188	7.35181200966737
A_52_P123716	5.86435981311882	5.88940221928762	5.86123942709998	5.88039731028406
A_52_P682382	12.092455533271	12.2969948843544	12.7380050296722	12.4630036850517
A_52_P571768	5.85877444525892	5.87298947010797	5.85827495053142	5.86966652640772
A_52_P267543	6.06374838049226	6.33040854859939	5.98083469654562	6.06374838049226
A_52_P172080	10.3666904129313	10.5321970622346	10.8253260703709	11.0852396891156
A_51_P144206	6.17485464211633	6.58595502559606	6.10633907629516	6.51856846175219
A_51_P114722	5.87347631661068	5.88940221928762	5.86801164787833	5.87521589576234
A_52_P368650	6.82699230740085	7.12484390969927	6.58595502559606	6.81481954636243
A_52_P931594	5.8919037297445	5.94206480257756	5.88694273035721	5.92084541256722
A_51_P414661	5.91493917431614	6.04178368245812	5.91862540061438	5.94704672015668
A_52_P290374	12.7983375148478	12.4156161944814	12.7826833378836	12.5992357060817
A_52_P103628	9.67996284293824	9.76439381035501	9.74034901742294	9.47995589833802
A_51_P291339	14.290926866131	14.4085478090291	14.6121507097143	14.4502132416017
A_51_P496795	6.83909090471893	6.89131228677075	6.09335073929633	6.17485464211633
A_52_P440044	7.75796956441347	7.46221524082467	6.84511244984088	6.65261174965797
A_52_P373010	7.82868825346809	7.74036731236257	7.36934667907794	7.99343054089821
A_51_P170285	5.86590857027364	5.8919037297445	5.87462802392686	5.88940221928762
A_52_P656860	5.9491839523822	5.94543953386785	5.89773666202462	6.0006939952739
A_52_P187023	5.86226060119704	5.87521589576234	5.86123942709998	5.88214657571393
A_51_P492963	8.88424510361459	8.70420428677904	8.67978594642575	8.81786121847539
A_51_P218196	6.52999099236167	6.68553972801545	6.71387161474086	6.88788660330119
A_51_P123134	5.89513749411866	5.94543953386785	5.88214657571393	5.90310860576107
A_51_P213898	9.81361996577534	9.61394952008669	9.34504353615098	9.59844695901807
A_52_P413257	8.10636364740763	8.10570912510432	8.46183517797933	8.72523647922952
A_51_P521171	7.75379799712998	7.8624013545711	8.13551397919672	8.24418269811101
A_52_P846109	6.93782148741465	7.10162249058032	6.35186130988218	6.48370054949963
A_52_P51896	5.85581892698198	5.86966652640772	5.86278484365658	5.86590857027364
A_51_P140321	9.07102500402071	9.17794750252893	9.55127457662915	9.20996973842733
A_51_P442759	7.14140054611462	7.48352610025034	7.19861139732113	7.32060889242624
A_51_P174081	11.2237525151462	11.4851812220305	11.0853641885609	11.3252840494944
A_52_P83688	7.47240013425943	7.71226530941284	7.49656261959116	7.35181200966737
A_51_P455040	5.85581892698198	5.86489227047732	5.8919037297445	5.87241246555038
A_51_P432538	11.2471632094001	11.8371694017677	11.8162184593077	11.2583963912184
A_51_P507602	5.8919037297445	5.90584118166952	5.8919037297445	5.92084541256722
A_52_P303343	9.88535232421088	10.0633437473379	9.72338266419634	9.80930499018969
A_51_P488211	7.11066826243316	7.78028998070274	7.96014345982232	7.08730131386164
A_51_P425798	9.70513457680222	9.72796201303317	9.53811505477431	9.67313136126076
A_52_P503809	10.6626344908815	10.6794466074399	10.7585038365612	10.7171618168617
A_51_P131025	14.5408718985781	14.2712723869676	14.2438963351065	14.3444111751965
A_51_P102122	6.42809511368973	6.69587275606597	6.58897312563036	6.54931655343682
A_51_P293489	5.8919037297445	5.88102190594074	5.87858057339221	5.92987535132839
A_52_P76629	12.4955644923939	12.643960314325	12.6981537697931	12.9951641818312
A_52_P137901	7.5714675355642	7.75045202524475	8.09618503047437	8.21716734462085
A_52_P247927	6.27189786161912	6.42718157524651	6.41807276479925	6.45351693530112
A_52_P583219	5.88694273035721	5.90584118166952	5.90434469746511	5.92987535132839
A_51_P349751	6.20661170959072	6.09335073929633	5.94385475853846	6.0253075550872
A_51_P514421	8.71454408327036	8.41927311432989	8.50417118018993	8.90301394358198
A_52_P496870	8.29960609213048	8.36013127703461	8.17223711012064	8.21109460837405
A_52_P648688	5.90380601857376	5.96466822851688	5.96745402304853	6.0006939952739
A_51_P449777	8.74638643106981	8.46183517797933	8.64867009776666	8.41028991308185
A_51_P363960	5.95836345094274	6.31117525968873	6.10070447269592	6.19706074495337
A_52_P293556	9.67633075887147	9.79597782308613	9.96681101415746	9.98756520960487
A_51_P240269	6.04178368245812	6.29303023369192	6.46055004999408	6.18966505878074
(+)E1A_r60_3	6.41940446869171	6.31836730340542	6.41545685374687	6.38146926681449
A_51_P224630	8.78328288124186	8.95807974699661	8.51061357376657	8.59884131005186
A_51_P256202	12.9201363842902	12.3871993274911	13.1155455348615	12.4312917699462
A_52_P666646	12.4156657047714	12.5584116074127	12.23529234321	12.2250076297181
A_52_P247491	9.73612609811653	9.7195375802121	9.5069758131059	9.56264679533684
A_51_P177605	12.3297506375687	12.2830773324462	12.0020983862788	12.3577648820845
A_51_P327285	12.9843004121714	13.2139907318603	12.8982398990144	13.2154513874846
A_52_P593965	7.38020301384402	7.55238145810589	7.97096537135773	7.57525462570427
A_51_P258721	5.88694273035721	5.95049975261817	5.90183833137013	5.92225727711264
A_51_P262432	14.6691777764493	14.5488120927031	14.4947672834508	14.8868367023915
A_52_P493882	9.47552963175505	9.1455167934854	9.40372984244325	8.94679497056837
A_51_P235440	7.45401230327455	7.40380450858358	6.8602079602584	6.92487140655085
A_51_P439711	8.96097767490224	9.22375902036462	9.689713120988	8.72864137679166
A_52_P1147900	10.9898552853219	11.1406457022951	11.4314124231663	11.4910197634115
A_51_P250477	5.85581892698198	5.87858057339221	5.85204643230445	5.85535484639105
A_51_P160673	10.3506209227772	10.0350903987351	10.2535070679977	9.78845232373622
A_52_P494261	5.96358121553839	6.01590041570709	5.91862540061438	5.98083469654562
A_52_P411601	9.25582390585349	9.25257538644358	8.68899132463878	9.03984280806954
ETG02_36680	6.20035756835914	6.16157383158799	6.14859170297135	6.23338284283001
A_52_P892061	5.88214657571393	5.90183833137013	5.87347631661068	5.89969762728942
A_52_P124126	5.9722041290706	6.0482371067618	5.93245625293486	6.08529918410539
A_51_P308298	12.1637556190069	11.976595242318	12.4145100217337	11.885872478122
A_52_P196097	5.94543953386785	5.97517003409977	5.90434469746511	5.97123301057218
A_52_P377736	6.29999629499217	6.387499598897	6.08377897566816	6.14755442323646
(+)E1A_r60_a97	6.10497369690372	6.034157407936	6.11877995128582	6.14771329565212
A_51_P207781	5.86226060119704	5.91358236262851	5.8712824415825	5.88039731028406
A_51_P389751	10.36730490998	10.4131248314678	10.2505494202166	10.1401420303726
A_52_P25008	11.2266150517691	11.2863191762324	10.9222773442844	11.2178589273841
A_52_P925197	9.57499445183427	9.38308200243097	9.2777800596132	9.49977001996421
A_51_P490023	17.2595452429279	17.2801700530362	17.3168888203197	17.0824605414294
A_52_P453785	9.38928055009443	9.80950597316076	9.81311888700547	9.72498176287179
A_52_P541752	10.5275619700423	10.4565720125128	10.6274421655081	10.7444865130659
A_51_P329366	6.39270364607748	6.66570342807907	6.19612247919496	6.38229847121602
A_52_P27849	5.84975790941208	5.88643531964946	5.87462802392686	5.87521589576234
A_52_P10458	14.4351663968686	14.3084198756819	14.1072446186359	14.2657202949217
A_51_P380875	10.7839390337585	10.4038369452737	10.9429905073386	10.6796665188085
A_52_P338796	5.85877444525892	5.90183833137013	5.87858057339221	5.89969762728942
A_51_P487162	9.16700893435853	9.2214951143948	9.15661890562295	9.38578029613789
A_51_P321891	5.85581892698198	5.86489227047732	5.8919037297445	5.87521589576234
A_51_P476660	12.1332905621129	12.0891895700461	12.1336517958332	11.7141754971485
A_51_P328416	6.12321278360449	6.1378354078967	6.13697303411582	6.04332393168859
A_52_P692753	8.96675612583919	8.8375078705802	8.62693891166598	9.04906418511639
A_52_P84096	12.2481015897114	12.2286569577077	12.6392472985765	12.1543709713402
A_51_P487178	7.70277502930724	8.31950019724515	7.99978542804399	8.11289259020953
A_52_P672825	6.53050970799693	6.83909090471893	6.46568184153463	6.6817088707264
A_52_P321791	6.76785966941841	7.05151586092591	6.68469842906338	6.62252984541316
A_52_P996582	5.93720219623047	5.93720219623047	5.88694273035721	5.93720219623047
A_51_P158538	8.78123487551015	8.97107482596207	9.0632924115607	9.05687320862489
A_51_P275697	8.13999600206193	7.85813289842624	7.6686155665982	8.6180162570712
A_51_P512519	5.95836345094274	5.92084541256722	5.91358236262851	5.94704672015668
A_52_P435154	5.87808553797311	5.87521589576234	5.86801164787833	5.8919037297445
A_52_P430886	5.9122349415723	5.90183833137013	5.88694273035721	5.92084541256722
A_51_P396978	8.36287279798373	7.79416845795603	7.41123662631212	7.88927231241397
A_52_P455494	13.675360224599	13.4101315762554	13.9101121078382	13.5455180027945
A_52_P197046	5.87347631661068	5.88102190594074	5.87347631661068	5.89969762728942
A_51_P101929	9.13320497522081	9.36268231459161	9.43689249836415	9.46204092078024
A_52_P215152	5.98202846699948	5.96028137396757	5.92987535132839	5.99206061285269
A_52_P433011	6.29999629499217	6.7342833258295	6.20661170959072	6.52360917530065
A_52_P252356	5.87978183438149	5.86489227047732	5.88513905247008	5.90310860576107
A_52_P414225	8.2536675348628	8.40338246502259	8.2147413166956	8.45156938314355
A_51_P406539	5.95836345094274	6.07588933146203	6.0006939952739	6.07841019249138
A_52_P478560	5.9722041290706	6.03619864557303	6.03619864557303	6.12132736114446
A_52_P492989	15.7792124386289	15.8913900388352	16.4374483139051	16.1773419024299
A_52_P309211	6.17485464211633	6.83909090471893	6.32736282906426	6.53933185803682
A_52_P987564	7.64718530666934	7.81032697281682	7.85385177595683	7.69235028019294
A_51_P346704	10.0120475241772	11.1680213973834	10.6654686567498	10.8308316207827
A_51_P344734	15.2492463256819	14.826072339618	14.7950395452196	14.7516100587831
A_52_P428654	11.5428320956435	10.9032412462953	11.0392356946277	11.2743923809074
A_51_P101004	5.8712824415825	5.88102190594074	5.87641226240648	5.91862540061438
A_52_P644674	13.3645056699882	13.0157350805181	12.8601824033052	13.3569452919675
A_51_P350403	8.21109460837405	8.38461941358384	8.23852143026841	8.37623145637817
A_51_P102740	5.89513749411866	5.97517003409977	5.92225727711264	5.98083469654562
A_51_P504494	9.8106108792966	9.7315726310525	9.8365820779462	9.42277316990409
A_52_P85329	5.84975790941208	5.90584118166952	5.87462802392686	5.89773666202462
AT_T_3	6.19610291515987	6.10906155333238	6.22812828147135	6.15823883345127
A_51_P419959	11.373931959536	11.2937012133339	11.2833195755574	11.5195868327904
A_52_P628885	8.12327782791919	8.07994833423203	7.62451854040773	7.95833188929332
RC5	6.08438850831671	6.16756568638956	6.26206338073884	6.22888572366627
A_52_P92905	6.37830329625407	6.6328117582305	6.01968931414756	6.27701677720719
A_51_P192311	5.86801164787833	5.91358236262851	5.8712824415825	5.88513905247008
A_51_P479696	9.21483375528025	9.12143490292858	9.08387665320429	8.75350735844795
A_52_P811497	5.92168505869481	6.05481945295725	5.92530543756499	5.9837243953258
A_52_P256914	5.86966652640772	5.92445262193473	5.87462802392686	5.88694273035721
A_52_P454127	5.88214657571393	5.89897911180346	5.86123942709998	5.88513905247008
A_52_P1012592	5.85877444525892	5.85581892698198	5.86489227047732	5.88039731028406
A_51_P113475	5.85581892698198	5.91358236262851	5.86123942709998	5.89969762728942
A_51_P425749	9.48537535769478	9.28198663964406	8.98786634426804	9.3967908382198
A_52_P1036159	5.86590857027364	5.92084541256722	5.86489227047732	5.87241246555038
ETG10_13482	6.20138940373902	6.13422594460932	6.19710374838602	6.25468991979751
A_52_P501882	9.9247559939086	9.97184805110784	9.8598638633916	9.92642487959963
A_52_P308507	9.98729873292579	10.4322411453729	10.6577868500742	10.8576598726512
A_52_P642005	14.2798417454136	14.5662539846047	14.3005285909869	14.4527455374126
A_52_P403473	11.1828362370724	11.3924982463758	11.4117556152779	11.5321547171363
A_52_P266940	6.90751983933287	7.2573213424459	7.01214143072455	7.43954675144957
A_51_P109692	6.02646132253222	6.03619864557303	6.02996786976343	6.05322062898984
A_51_P410581	10.1698773215312	10.1681542693476	10.0715789103862	9.54332077116983
A_52_P381799	7.63181069102952	8.20835351517756	7.34960232063996	8.02562090437678
ETG04_27747	6.22675464888795	6.07815698446944	6.30170189971008	6.2211026549039
A_51_P300444	5.84207567944061	5.87521589576234	5.85827495053142	5.86966652640772
A_51_P157042	11.3203560129932	10.3703734752897	11.7346405859363	11.6460915036976
A_51_P258829	6.04178368245812	6.00380393925078	5.94704672015668	5.93304857394185
A_51_P510418	8.82880903897793	8.91240115565613	8.38623727130668	8.22321462600863
A_51_P382618	7.68886226564745	7.52142351060787	7.0200969483556	7.26128765101
A_52_P310225	12.9249909607639	12.9851458408889	13.5696731157933	13.9799464549792
A_52_P731229	5.84795340822417	5.86076776835005	5.8712824415825	5.85204643230445
