#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL6885.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.024472285106581; Statistic: 1.44878723355278; Expected: 0.909000791576576; Std.dev: 0.221706554875584; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889314716674e-29; Statistic: 19.1481006227743; Expected: 0.908948626581023; Std.dev: 0.454022979505096; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149745114; Statistic: 1.82961689319901; Expected: 0.908992657887118; Std.dev: 0.271350267850977; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2017-12-06
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000908765e-06; Statistic: 1.93569837117999; Expected: 0.943298789165124; Std.dev: 0.134662287771277; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.2820138837641; Expected: 0.934579439252337; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146082471e-06; Statistic: 2.04317003911763; Expected: 0.943291613329555; Std.dev: 0.163668711600985; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE64398.1
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('2_months') are kept for analysis. 
#New dataset contains 30 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=12, het_TASTPM: n=4, het_TPM: n=3, ho_TASTPM: n=4, TAS10: n=4, TAU: n=3
#Factor: OrganismPart (1 levels): Hippocampus: n=30
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=8, Batch_02_2013-03-04: n=22
#Factor: Gender (1 levels): M: n=30
#Factor: Timepoint (1 levels): 2_months: n=30
#
### Model test for factor: Genotype
#p-value: 0.017890345790752; Statistic: 4.77253769445879; Expected: 3.56661490754679; Std.dev: 0.499279056171721; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.758893406649399; Statistic: 2.6517748139787; Expected: 3.44827586206897; Std.dev: 1.09666057912493; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#30 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotypeho_TASTPM
#  DE genes: 1148, up: 547, down: 601
#GSE64398.1_ho_TASTPM: original input has 25697 probesets; mapped probesets: 24634; probes mapped to multiple genes to be removed (except for insulin): 1050; genes with multiple probesets are BH corrected. New data has 16364 genes.
GSE64398.1_ho_TASTPM	GeneSymbols
8.52622721608739e-10	Entpd4
1.2371072398408e-09	Enox1
1.80645918456612e-08	Plrg1
4.59765588587321e-08	Psme2
5.18875706917345e-08	Ppp1r3c
6.32395184690052e-08	Caprin1
1.03086499613996e-07	Rapgef4
1.08312718360792e-07	Pdia4
2.67217246866825e-07	Cort
2.68759189174368e-07	Crhbp
3.18659027726614e-07	Aoc2
3.92429545451152e-07	Rab8b
6.37007583956647e-07	Smg1
7.27616953418864e-07	Gpr17
9.35515868611101e-07	Med20
1.06645126914095e-06	Snrpc
1.41110448455163e-06	Iqsec2
1.66475201147914e-06	Sox18
2.35720178798197e-06	Mcu
2.8961139149611e-06	Tspyl1
3.48270140663321e-06	Celf1
3.77511036369197e-06	Mettl4
4.24580908230505e-06	Nfil3
4.35496345375752e-06	Hnrnpm
4.5733009851341e-06	Xpo7
5.43147488738267e-06	H2afj
5.72940329678345e-06	Abr
5.94182857774117e-06	Ypel4
8.17253297633624e-06	Tmem100
8.22244017293072e-06	Cldn5
8.98146322159149e-06	Zfp706
9.87533206738282e-06	Bag3
1.27893398984236e-05	Rfwd3
1.60495141710988e-05	Cbr3
1.62953369919081e-05	Ncoa5
1.68803454020287e-05	Eif2ak1
1.69625486620044e-05	Chordc1
1.71966380340574e-05	1500012F01Rik
1.90907373352626e-05	Nras
2.17534684772089e-05	Tra2a
2.39818610317675e-05	Snrpd1
2.56028071191801e-05	Arl5a
2.72345480504719e-05	Rsl24d1
2.81167547504836e-05	Il34
2.93885146240133e-05	Klhl9
2.94735948263725e-05	Pan2
3.0953704587677e-05	Arf3
3.12774439952026e-05	Lrrc57
3.19903715773018e-05	Dnaja4
3.29179866847209e-05	Crebl2
3.29275234087224e-05	Tyk2
3.35304667316842e-05	Hnrnph1
3.43285213174499e-05	Srsf10
3.4635805316849e-05	C78339
3.7814553642743e-05	Snap23
4.16773879445806e-05	Lsm14b
4.33302069641028e-05	Top1
4.40709312017218e-05	Kif1b
4.58639238678575e-05	Per2
4.69812484605156e-05	Hist1h2be
4.80360033635888e-05	Adgrl4
4.84174079236217e-05	Gramd3
5.06993835606646e-05	Gpr89
5.5584031042937e-05	Nupl1
5.93577473859575e-05	Vegfa
6.05953151404947e-05	Per3
6.93016483712934e-05	9130011E15Rik
7.12854596525902e-05	Nlgn3
7.13006216160593e-05	Pcdhgb6
7.20548319525015e-05	Git1
7.25476064941116e-05	Slc52a3
7.40562754926277e-05	Wsb2
7.62828533374825e-05	Irak2
8.06280413470836e-05	Itpka
8.0704900466683e-05	Etv5
8.11225278750674e-05	Adam8
8.1531657629378e-05	Rilpl1
8.578358644387e-05	Atf4
8.74217318225212e-05	Nudt5
8.80475289979323e-05	Fastkd5
8.89413859752419e-05	Kcnq3
8.90604091842899e-05	Clock
9.22556756472882e-05	Cxcl12
9.57164172516456e-05	Otub2
0.000106601980952865	Sept8
0.000107516963421521	Eef1d
0.000107660747836289	Apc
0.000109488758292394	Eng
0.000109942118129564	Lamc1
0.000110329466041261	Creld2
0.00011175248989689	Stk24
0.000112085492350537	Rbm18
0.000112404841896863	Icam2
0.000114581359718441	Cep63
0.000123154324390102	Srsf9
0.000123652224599826	Slc8a2
0.000125158527180838	2410016O06Rik
0.000126402532621765	Kdsr
0.000127397497171875	Epas1
0.000134593897563704	Nbr1
0.000137784008854544	Stat1
0.000142682643677509	Sgk3
0.000144219054650969	Ccdc149
0.000150059007749348	Crebzf
0.000155050192400761	Mettl3
0.000155579674410573	Usf1
0.000157969174853951	Pacsin1
0.000161522154864266	Cyp7b1
0.000166657175067709	Arhgef1
0.000167310160480341	Ak2
0.000169709663373769	Mocos
0.000176882658398471	Mrpl42
0.000179248771102994	Tmem126a
0.000188863432430636	Gm7120
0.000189077546533376	Ptk2
0.000200206595521683	Pcgf6
0.000204166443270155	Cbfa2t3
0.000205199458100894	Zfp286
0.000211828102386068	Msn
0.000211949765240955	Rnf138
0.000213771224033016	4930428D18Rik
0.000215477003223882	Dmtf1
0.000219552103991114	Cct6a
0.000220538157528796	Senp3
0.000225460699617532	Stk35
0.000231885185287486	Rdh12
0.000235762584817738	Stxbp4
0.000238722002762421	Dlg4
0.000240240753029792	Jazf1
0.000245154647620079	Nadk
0.000252229932245235	Il11
0.000252940962962152	Slc25a36
0.000255275668578646	Ccdc132
0.000261243570056833	Plekhj1
0.000265761988939686	Upf2
0.000266710664995113	Ccdc126
0.000267374546787189	Pcdhga4
0.000267637483494066	Mrpl51
0.000279709645578654	Slc9a3r1
0.000282860525482309	Rasl10a
0.000285795834020474	Klhdc1
0.000289931525323962	Rlbp1
0.00029073715090231	Exd2
0.000300280981996495	Uros
0.000311082962822887	Btg1
