# 2018-01-09
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	down_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE63617_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE63617_FE_Disease	FE_Gender	Gender	ME_model
Srbd1	-0.17386645173959	0.0540024134652324	-3.21960520989545	NA	NA	0.00266853080275668	0.00133426540137834	0.999999274831501	0.397023964134486	10822	35	9.02128942717452	1	7.54548282529307	NA	5.85585588459005	-0.17386645173959	NA	-0.17386645173959	NA	NA	random_intercept
Psmd13	-0.0778228643967707	0.0255530252532305	-3.04554406476517	NA	NA	0.00284373530303866	0.00142186765151933	0.999999274831501	0.397023964134486	10821	36	8.9051113937096	1	9.81234079120464	12.2299332697462	7.98569536224425	-0.0778228643967707	-0.0778228643967707	-0.0778228643967707	NA	NA	random_intercept
Gbp3	-0.163619147295679	0.0537588536426151	-3.04357582442898	NA	NA	0.00285093170330507	0.00142546585165253	0.999999274831501	0.397023964134486	10820	37	8.90049622258638	1	7.04974571200207	8.27001417919419	7.1280932420193	-0.163619147295679	-0.163619147295679	-0.163619147295679	NA	NA	random_intercept
Zfpm1	-0.154638198524987	0.0508551654984439	-3.04075696164471	NA	NA	0.00288083658277513	0.00144041829138756	0.999999274831501	0.397023964134486	10819	38	8.88144363020243	1	7.1888363840542	11.8868349209214	11.9939206449376	-0.154638198524987	-0.154638198524987	-0.154638198524987	NA	NA	random_intercept
Nfrkb	-0.110785209648484	0.0364509076506526	-3.03929906794791	NA	NA	0.002898832466012	0.001449416233006	0.999999274831501	0.397023964134486	10818	39	8.87007490534976	1	8.36145178993302	9.60891406381752	7.27557328923977	-0.110785209648484	-0.110785209648484	-0.110785209648484	NA	NA	random_intercept
Mars	-0.0813067575878477	0.0268567545570528	-3.02742304231603	NA	NA	0.00301360636504061	0.00150680318252031	0.999999274831501	0.397023964134486	10817	40	8.79921226448414	1	9.80238722801459	9.97813431672036	9.08644894807037	-0.0813067575878477	-0.0813067575878477	-0.0813067575878477	NA	NA	random_intercept
Cyp2d22	-0.109570937659106	0.0363295760394072	-3.01602577305754	NA	NA	0.00311265847834396	0.00155632923917198	0.999999274831501	0.397023964134486	10816	41	8.74022653472754	1	7.94021971550471	10.0181712972971	6.55796636007092	-0.109570937659106	-0.109570937659106	-0.109570937659106	NA	NA	random_intercept
Nup62	-0.126188903946868	0.0418310473467697	-3.01663266761625	NA	NA	0.00312278737749677	0.00156139368874839	0.999999274831501	0.397023964134486	10815	42	8.7343025679587	1	10.802195993709	10.0330565565066	8.96556712741079	-0.126188903946868	-0.126188903946868	-0.126188903946868	NA	NA	random_intercept
Rnf112	-0.169162839449593	0.0561261591463494	-3.01397498105116	NA	NA	0.00314517878735867	0.00157258939367934	0.999999274831501	0.397023964134486	10814	43	8.72127576451684	1	12.2452670821071	9.48830262177161	11.1990611192635	-0.169162839449593	-0.169162839449593	-0.169162839449593	NA	NA	random_intercept
Fam32a	-0.103139439001973	0.0344927357706346	-2.99017856072119	NA	NA	0.00337132761571036	0.00168566380785518	0.999999274831501	0.410452511404452	10813	44	8.59475394290609	1	10.625201161217	6.9814380979558	10.5959104598072	-0.103139439001973	-0.103139439001973	-0.103139439001973	NA	NA	random_intercept
Cttn	-0.175601522395251	0.0591143928252978	-2.97053752906184	NA	NA	0.00358304217745783	0.00179152108872892	0.999999274831501	0.410452511404452	10812	45	8.48389462052228	1	12.9500083891376	7.46882341100181	9.44653715358815	-0.175601522395251	-0.175601522395251	-0.175601522395251	NA	NA	random_intercept
Bod1	-0.0914877465540987	0.0295724807817872	-3.09367845157053	NA	NA	0.00365572821968745	0.00182786410984373	0.999999274831501	0.410452511404452	10811	46	8.44736451102147	1	10.9251584874454	NA	12.2138661167495	-0.0914877465540987	NA	-0.0914877465540987	NA	NA	random_intercept
Btbd9	-0.148842461584528	0.0503307903875226	-2.95728440659313	NA	NA	0.00370458534849889	0.00185229267424945	0.999999274831501	0.410452511404452	10810	47	8.42322294894942	1	9.19590891496726	9.62347061354268	10.3177550374764	-0.148842461584528	-0.148842461584528	-0.148842461584528	NA	NA	random_intercept
Per3	-0.185233417223312	0.0627649662097529	-2.95122308525244	NA	NA	0.00380482801967461	0.0019024140098373	0.999999274831501	0.410452511404452	10809	48	8.37468833207429	1	8.40625777898614	7.69656261035026	5.80105730315102	-0.185233417223312	-0.185233417223312	-0.185233417223312	NA	NA	random_intercept
Ppp3r1	-0.213069833528714	0.0722464325278036	-2.94920906228437	NA	NA	0.00381889331765764	0.00190944665882882	0.999999274831501	0.410452511404452	10808	49	8.3679825663102	1	13.9907308657272	14.0221463291342	9.87425855926052	-0.213069833528714	-0.213069833528714	-0.213069833528714	NA	NA	random_intercept
Dnajb11	-0.178773593151058	0.0585800789129044	-3.05178136439275	NA	NA	0.00401070223091447	0.00200535111545723	0.999999274831501	0.410452511404452	10807	50	8.27896326764939	1	10.6254733939006	NA	11.1244639652411	-0.178773593151058	NA	-0.178773593151058	NA	NA	random_intercept
Osmr	-0.132139048572065	0.0451462972281955	-2.92690777948318	NA	NA	0.00406705484857187	0.00203352742428593	0.999999274831501	0.410452511404452	10806	51	8.25363184852146	1	6.87908060013654	7.84941494835917	6.70062357203729	-0.132139048572065	-0.132139048572065	-0.132139048572065	NA	NA	random_intercept
Ly6a	-0.117802219820768	0.0402884688847067	-2.92396864616231	NA	NA	0.00411487627800072	0.00205743813900036	0.999999274831501	0.410452511404452	10805	52	8.23241392903097	1	10.186498626798	11.0595575936645	8.2569627726056	-0.117802219820768	-0.117802219820768	-0.117802219820768	NA	NA	random_intercept
Zfp277	-0.1000611101826	0.0343027795457187	-2.91699715031076	NA	NA	0.00419485606604784	0.00209742803302392	0.999999274831501	0.410452511404452	10804	53	8.19748230284615	1	10.0230782967486	10.6695955962317	9.65067079851189	-0.1000611101826	-0.1000611101826	-0.1000611101826	NA	NA	random_intercept
Vars2	-0.112790309080814	0.0387575910592053	-2.91014756073251	NA	NA	0.00427482891427216	0.00213741445713608	0.999999274831501	0.410452511404452	10803	54	8.16322501946478	1	6.9262654947243	8.7323573978021	9.3165094922468	-0.112790309080814	-0.112790309080814	-0.112790309080814	NA	NA	random_intercept
Fam118b	-0.108025722042678	0.0371216213932339	-2.91004859131415	NA	NA	0.00428309975416062	0.00214154987708031	0.999999274831501	0.410452511404452	10802	55	8.15971939895203	1	8.23036665421819	7.60511080754148	9.72016882548782	-0.108025722042678	-0.108025722042678	-0.108025722042678	NA	NA	random_intercept
Stxbp4	-0.0989680556252977	0.0340128050775603	-2.90972930340847	NA	NA	0.00429250158132194	0.00214625079066097	0.999999274831501	0.410452511404452	10801	56	8.15574276520067	1	7.93949437890442	8.99436500106225	5.96395135017492	-0.0989680556252977	-0.0989680556252977	-0.0989680556252977	NA	NA	random_intercept
Arf1	-0.0929662539792572	0.0319684761744857	-2.90806022382307	NA	NA	0.00432143733541191	0.00216071866770596	0.999999274831501	0.410452511404452	10800	57	8.1435593897977	1	14.2635791426433	13.3989051256826	11.7903702896968	-0.0929662539792572	-0.0929662539792572	-0.0929662539792572	NA	NA	random_intercept
Cenpb	-0.140907255312259	0.0485590296942818	-2.90177246537633	NA	NA	0.00438582270844845	0.00219291135422423	0.999999274831501	0.410452511404452	10799	58	8.11674533783644	1	8.67264835080374	11.2788568741817	9.03679400415108	-0.140907255312259	-0.140907255312259	-0.140907255312259	NA	NA	random_intercept
Entpd4	-0.14821219658342	0.0513015102701762	-2.88904158577145	NA	NA	0.00455285211606225	0.00227642605803112	0.999999274831501	0.410795896793995	10798	59	8.04901025757058	1	10.4037437785811	12.8104744580778	10.9416287673873	-0.14821219658342	-0.14821219658342	-0.14821219658342	NA	NA	random_intercept
Fam53b	-0.135885079955105	0.0471085213161726	-2.88451167981058	NA	NA	0.00462664662078794	0.00231332331039397	0.999999274831501	0.410795896793995	10797	60	8.01988663908156	1	7.18026531675152	7.87694039383893	6.27202450094645	-0.135885079955105	-0.135885079955105	-0.135885079955105	NA	NA	random_intercept
Eef2	-0.151458271543235	0.0525403743798574	-2.88270255648007	NA	NA	0.00466622474675126	0.00233311237337563	0.999999274831501	0.410795896793995	10796	61	8.00446109833469	1	13.5106327171158	10.8150430960126	12.269912577289	-0.151458271543235	-0.151458271543235	-0.151458271543235	NA	NA	random_intercept
Foxk1	-0.150621157216979	0.0522924051707692	-2.88036392139742	NA	NA	0.00469221547553937	0.00234610773776969	0.999999274831501	0.410795896793995	10795	62	7.9944035520228	1	8.68396690235463	7.80985237065658	5.29889060978561	-0.150621157216979	-0.150621157216979	-0.150621157216979	NA	NA	random_intercept
Anxa3	-0.118279185882979	0.0414513631893813	-2.85344502043491	NA	NA	0.00505676232590264	0.00252838116295132	0.999999274831501	0.429969272302614	10794	63	7.85902608897122	1	8.15237798213726	10.2611178609869	8.91524186522918	-0.118279185882979	-0.118279185882979	-0.118279185882979	NA	NA	random_intercept
Slc8a2	-0.223439022914617	0.0785223712205917	-2.84554604555832	NA	NA	0.00516665473798794	0.00258332736899397	0.999999274831501	0.429969272302614	10793	64	7.82016259809276	1	7.36514893879299	9.10365495384974	8.75129727326441	-0.223439022914617	-0.223439022914617	-0.223439022914617	NA	NA	random_intercept
Rbfox3	-0.138411818894246	0.0487060375150717	-2.8417794991312	NA	NA	0.00525338505679715	0.00262669252839857	0.999999274831501	0.429969272302614	10792	65	7.79008064735783	1	13.2612784286292	13.606085678398	11.5167535022495	-0.138411818894246	-0.138411818894246	-0.138411818894246	NA	NA	random_intercept
Ccdc149	-0.0990951406777316	0.0349014405804071	-2.8392851134449	NA	NA	0.00526762381137125	0.00263381190568563	0.999999274831501	0.429969272302614	10791	66	7.78519042983892	1	10.1983625601083	10.0794472985802	10.5265840324441	-0.0990951406777316	-0.0990951406777316	-0.0990951406777316	NA	NA	random_intercept
Igtp	-0.186605457993648	0.0660700053985497	-2.82435966015139	NA	NA	0.00549846020576508	0.00274923010288254	0.999999274831501	0.429969272302614	10790	67	7.70773821656505	1	6.85167574595183	7.7777723515274	8.00760606467067	-0.186605457993648	-0.186605457993648	-0.186605457993648	NA	NA	random_intercept
2610507B11Rik	-0.0838897931132928	0.0297318940311486	-2.82154218044117	NA	NA	0.0055493754836596	0.0027746877418298	0.999999274831501	0.429969272302614	10789	68	7.69110128744376	1	11.3054906235838	12.4449840473703	12.7156487167118	-0.0838897931132928	-0.0838897931132928	-0.0838897931132928	NA	NA	random_intercept
Creld1	-0.0780500449467486	0.0276962074806539	-2.81807698766221	NA	NA	0.00560875164900979	0.00280437582450489	0.999999274831501	0.429969272302614	10788	69	7.67189519522833	1	10.1909929502767	11.2553914766177	10.3524289723599	-0.0780500449467486	-0.0780500449467486	-0.0780500449467486	NA	NA	random_intercept
Nup93	-0.130624422320818	0.046353825951659	-2.81798577871528	NA	NA	0.00561599320950946	0.00280799660475473	0.999999274831501	0.429969272302614	10787	70	7.6695670045872	1	8.2892066683041	9.76924391339894	7.87792931599893	-0.130624422320818	-0.130624422320818	-0.130624422320818	NA	NA	random_intercept
Ttyh2	-0.136293821261119	0.0483603484094693	-2.81829692596739	NA	NA	0.00562413749695755	0.00281206874847878	0.999999274831501	0.429969272302614	10786	71	7.6669522386972	1	8.60667149713418	8.71458342710802	5.37510458918416	-0.136293821261119	-0.136293821261119	-0.136293821261119	NA	NA	random_intercept
Csnk2a2	-0.0904891727527216	0.0322894142666847	-2.80244082488935	NA	NA	0.00587488593479029	0.00293744296739515	0.999999274831501	0.439404465943758	10785	72	7.58828352824482	1	9.04580308706105	11.4258355721199	9.47779886975018	-0.0904891727527216	-0.0904891727527216	-0.0904891727527216	NA	NA	random_intercept
Trpc6	-0.211170514706155	0.0756102304913243	-2.79288283257363	NA	NA	0.00602578124740228	0.00301289062370114	0.999999274831501	0.439404465943758	10784	73	7.5425765710406	1	6.07671988871528	8.02121274651293	7.61118585140451	-0.211170514706155	-0.211170514706155	-0.211170514706155	NA	NA	random_intercept
Hsd17b11	-0.138591005825293	0.0497734623946286	-2.78443570444176	NA	NA	0.006208976749253	0.0031044883746265	0.999999274831501	0.439404465943758	10783	74	7.48863024860196	1	11.5271502605662	8.98473222366663	11.2734524037067	-0.138591005825293	-0.138591005825293	-0.138591005825293	NA	NA	random_intercept
Edem2	-0.10567607070326	0.0380139308053131	-2.77993010626751	NA	NA	0.00627572900980987	0.00313786450490493	0.999999274831501	0.439404465943758	10782	75	7.46937627019692	1	7.59260418620531	10.8564892395997	6.65688641394335	-0.10567607070326	-0.10567607070326	-0.10567607070326	NA	NA	random_intercept
Ccdc22	-0.0993505239083671	0.0344003585529374	-2.88806652278	NA	NA	0.00628094960434685	0.00314047480217343	0.999999274831501	0.439404465943758	10781	76	7.46787926879607	1	8.60066906353643	NA	10.778873671928	-0.0993505239083671	NA	-0.0993505239083671	NA	NA	random_intercept
Ifi35	-0.155415504493022	0.0558373344677184	-2.78336181292596	NA	NA	0.00629030176623171	0.00314515088311585	0.999999274831501	0.439404465943758	10780	77	7.46520071629168	1	6.93697750318291	6.45197988996177	5.88185496304576	-0.155415504493022	-0.155415504493022	-0.155415504493022	NA	NA	random_intercept
Il17d	-0.15875453300119	0.0571713981055803	-2.77681739928789	NA	NA	0.00632326324378861	0.0031616316218943	0.999999274831501	0.439404465943758	10779	78	7.45579252362799	1	6.89864365047064	9.29293108764486	11.037185148368	-0.15875453300119	-0.15875453300119	-0.15875453300119	NA	NA	random_intercept
Csde1	-0.0899680726171346	0.0325155365959593	-2.76692566187928	NA	NA	0.00651014811772449	0.00325507405886224	0.999999274831501	0.439404465943758	10778	79	7.40337892511266	1	12.6365856292326	12.3407388450963	13.1953883850606	-0.0899680726171346	-0.0899680726171346	-0.0899680726171346	NA	NA	random_intercept
Ptk2	-0.0775125554777022	0.028053144352599	-2.76306122777003	NA	NA	0.00659419831792204	0.00329709915896102	0.999999274831501	0.439404465943758	10777	80	7.38030508237239	1	11.3614764366469	12.0215156892395	9.98555967423962	-0.0775125554777022	-0.0775125554777022	-0.0775125554777022	NA	NA	random_intercept
Tmf1	-0.174854670314714	0.0608607908752185	-2.87302658740033	NA	NA	0.0066177973006187	0.00330889865030935	0.999999274831501	0.439404465943758	10776	81	7.37388055853969	1	9.08784433791974	NA	6.74215984807366	-0.174854670314714	NA	-0.174854670314714	NA	NA	random_intercept
Ecd	-0.096953525111945	0.0351258378288498	-2.76017686992549	NA	NA	0.00663801882965883	0.00331900941482942	0.999999274831501	0.439404465943758	10775	82	7.36839408702977	1	9.71300950491304	10.6150776607344	9.40860823562716	-0.096953525111945	-0.096953525111945	-0.096953525111945	NA	NA	random_intercept
L1td1	-0.210694016381905	0.0762748348984378	-2.7623005236583	NA	NA	0.00676906887336692	0.00338453443668346	0.999999274831501	0.442680793308863	10774	83	7.33324630623456	1	5.13212606974422	6.65149659748724	NA	-0.210694016381905	-0.210694016381905	NA	NA	NA	random_intercept
Rbm3	-0.188530140163783	0.0685009972706279	-2.7522247511077	NA	NA	0.00686635860179047	0.00343317930089524	0.999999274831501	0.443697553458556	10773	84	7.30759965236713	1	12.3763699652859	10.8057332073945	11.0323598591287	-0.188530140163783	-0.188530140163783	-0.188530140163783	NA	NA	random_intercept
Sptb	-0.126903880664152	0.0465208347121154	-2.72789345783391	NA	NA	0.00727443006366558	0.00363721503183279	0.999999274831501	0.460732739885766	10772	85	7.20392521625733	1	9.12659213194775	12.1118469337807	10.8502163427748	-0.126903880664152	-0.126903880664152	-0.126903880664152	NA	NA	random_intercept
Lzts3	-0.118309495777633	0.0433928357163047	-2.72647532304921	NA	NA	0.00729974495765952	0.00364987247882976	0.999999274831501	0.460732739885766	10771	86	7.19769085410704	1	11.0166589037533	13.0052119509488	12.2320583197543	-0.118309495777633	-0.118309495777633	-0.118309495777633	NA	NA	random_intercept
Alox12b	-0.207912228706056	0.0764410484374194	-2.71990289191636	NA	NA	0.00743783254715397	0.00371891627357699	0.999999274831501	0.464052357079905	10770	87	7.16406798904825	1	5.32405839874885	8.15067990177213	6.22619287882685	-0.207912228706056	-0.207912228706056	-0.207912228706056	NA	NA	random_intercept
Igfbp4	-0.161466575644072	0.0594268663782788	-2.71706360244986	NA	NA	0.00752691826901951	0.00376345913450976	0.999999274831501	0.464274004139067	10769	88	7.14271344475766	1	12.6415442441737	10.8670920625754	7.08247326444661	-0.161466575644072	-0.161466575644072	-0.161466575644072	NA	NA	random_intercept
Gpr34	-0.129407866645043	0.0480036472231703	-2.69579238517903	NA	NA	0.00796180326141131	0.00398090163070566	0.999999274831501	0.475215429054634	10768	89	7.04204589136315	1	6.78986673578348	8.05516310689202	7.0479393607119	-0.129407866645043	-0.129407866645043	-0.129407866645043	NA	NA	random_intercept
