#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL6885
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.0244722851065837; Statistic: 1.44878723355293; Expected: 0.909000791576573; Std.dev: 0.221706554875654; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889513975337e-29; Statistic: 19.1481006227809; Expected: 0.908948626581019; Std.dev: 0.454022979505226; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149744232; Statistic: 1.82961689319919; Expected: 0.908992657887118; Std.dev: 0.271350267850959; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2018-03-29
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000906088e-06; Statistic: 1.93569837117945; Expected: 0.943298789165126; Std.dev: 0.134662287771227; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.282013883764099; Expected: 0.934579439252336; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146071282e-06; Statistic: 2.04317003911872; Expected: 0.943291613329555; Std.dev: 0.16366871160103; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE64398.1
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('8_months') are kept for analysis. 
#New dataset contains 29 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=10, het_TASTPM: n=4, het_TPM: n=4, ho_TASTPM: n=4, TAS10: n=3, TAU: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=29
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=10, Batch_02_2013-03-04: n=19
#Factor: Gender (1 levels): M: n=29
#Factor: Timepoint (1 levels): 8_months: n=29
#
### Model test for factor: Genotype
#p-value: 0.000469380660726201; Statistic: 6.23054602235008; Expected: 3.698500829144; Std.dev: 0.570240520404552; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.995615533233913; Statistic: 1.69159592938222; Expected: 3.57142857142857; Std.dev: 1.24525749298558; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#29 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotypehet_TASTPM
#  DE genes: 790, up: 389, down: 401
#GSE64398.1_het_TASTPM: original input has 25697 probesets; mapped probesets: 24643; probes mapped to multiple genes to be removed (except for insulin): 1086; genes with multiple probesets are BH corrected. New data has 16349 genes.
GSE64398.1_het_TASTPM	GeneSymbols
2.83345772095112e-11	Ccl4
7.02162871779296e-11	Gpr84
6.74141373782216e-10	Ccl3
7.0691280075604e-10	Gpr183
8.34596793699591e-10	Cst7
3.63203761287663e-09	Arl11
5.11265058225857e-09	Tlr13
8.52248752499823e-09	Ccl12
1.33200793009783e-08	Clec7a
1.45812737288923e-08	C1qc
1.51874737776852e-08	Thy1
2.68934208196811e-08	C1qa
3.06537003267772e-08	Tlr2
3.90569519077192e-08	Cd68
5.26599361828331e-08	Slc15a3
8.33919127540865e-08	Trem2
1.14039462116871e-07	Fcgr4
1.19606407334227e-07	Cxcl10
1.28604070830614e-07	Myo1f
1.36125297433302e-07	Cd84
1.75500137530114e-07	Slc11a1
1.97013774302749e-07	Ch25h
2.16502455088859e-07	C1qb
2.18187372485023e-07	Gfap
2.89516491634142e-07	Cd14
4.3071021047285e-07	Fcrls
7.41053171047052e-07	Fcer1g
7.86757718520406e-07	Tyrobp
8.3087593264084e-07	Man2b1
9.43484926089497e-07	Man1a
9.70443814006728e-07	Slamf9
9.97504489808983e-07	Ptpn6
1.04869787761193e-06	Hvcn1
1.05353754498748e-06	Samsn1
1.0843739420415e-06	Fcgr3
1.20886696142186e-06	Fam210b
1.48228085564532e-06	Ly86
1.67654844357838e-06	Abi3
1.84507966856434e-06	Kcne1l
1.94052365560101e-06	P2ry6
1.94466235592867e-06	Olfml3
2.17532050043896e-06	Pbk
2.34763616910263e-06	Lgals3bp
2.50618514932497e-06	Gpr34
2.55840306442312e-06	Cd180
2.70647035429579e-06	Tlr7
2.76572239346178e-06	Plcz1
3.49588126631021e-06	Aspg
3.93573635386807e-06	Grn
5.53965884083071e-06	Vav1
6.2887967065849e-06	Lpcat2
6.99490759208413e-06	Usp20
7.09075394920752e-06	Ptpn18
8.0236325141442e-06	Klhl6
9.15907736271622e-06	Nsdhl
1.00556512672157e-05	Gusb
1.15413336283745e-05	Fcgr2b
1.34722011608192e-05	Eif3c
1.57290180371384e-05	Msh3
1.59900527439983e-05	Gcnt1
1.6150139404815e-05	Alg5
1.6216300968307e-05	Selplg
1.67539711171422e-05	Hk3
1.77451154354362e-05	Cd37
1.82566082789727e-05	Oasl2
2.10319826632073e-05	Psd4
2.19281020165265e-05	Cyb5r1
2.32899181202686e-05	Nckap1l
2.54013066057356e-05	Rad52
2.55050302014234e-05	Usp18
2.97832177035619e-05	Hn1
3.14022846739036e-05	Lcp1
3.22736675010329e-05	Cd52
3.2460497340152e-05	Vstm2b
3.35784698603691e-05	Mpv17
3.4728906449578e-05	Tgfb1
3.62189043892356e-05	Ppp4r4
3.72172407298066e-05	Ifi27l2a
3.74851305184212e-05	Tlr6
3.8719010312384e-05	Nrros
3.95106859752789e-05	Abcb4
4.01619147756647e-05	Tnfsf13b
4.06830833194593e-05	Pik3cg
4.22907300853469e-05	Cox18
4.37117021336158e-05	Laptm5
5.33129221749451e-05	Rgs14
5.3633682064697e-05	Tpm3
5.37934709392559e-05	Siglech
5.51064395135058e-05	Havcr2
5.97339269189977e-05	Irf8
6.09795865050011e-05	Uba7
6.40177845735005e-05	Csf1r
6.74065384184036e-05	Nckap1
7.00326741064551e-05	Syngr1
7.26872979481135e-05	2700062C07Rik
7.32837960698855e-05	Hcar2
7.45909687023185e-05	Lgmn
7.63978086060521e-05	Ccdc88b
7.66856733889713e-05	Birc5
7.68697168310734e-05	Poglut1
7.80581832500678e-05	Skap2
7.91473718089535e-05	Egf
7.94454206759271e-05	Apbb1ip
8.06437816030758e-05	Slco2b1
8.12698644103601e-05	Msmo1
8.33599043953357e-05	Arhgap30
9.02105256458275e-05	Anxa3
9.21632335964035e-05	Slc2a6
9.33069743996863e-05	Fyb
9.42917429390827e-05	Zfp772
0.000102669791445384	Fermt3
0.00010993439411663	Nipsnap3b
0.000123499761806859	Itgb5
0.000124269891383764	Cd86
0.000133473506659753	Hexa
0.000146253033629941	Chchd2
0.00015157086288775	Lor
0.000158894206774886	Zranb3
0.00016300797101292	Prmt7
0.000163514241988708	Snx20
0.000178294318908374	Fcgr1
0.000188844175732791	Rars2
0.000192739731942603	Trpc4
0.000207964440709967	Alas1
0.000209083102876002	Ncf4
0.000210605121912849	Rasgrp1
0.00025128895149306	Il1a
0.000268552586353426	Rnf113a2
0.000274295102901461	Acot4
0.00028746587593256	Nop2
0.000292484563427072	Unc93b1
0.00029375163316058	Mx2
0.000318975845997782	Lyz1
0.000325106274987235	Rab11fip3
0.000334934533714174	Ctsz
0.000335107274692382	P2ry13
0.000346395908487591	Ttc13
0.000350413839917592	Inpp5d
0.000362070337294509	Fbxo38
0.000366670718561223	Epn2
0.000375059404933007	Prkag2
0.000375492857108623	Nt5c3b
0.000376747832777676	Parp12
0.000388295030722255	Rbm45
0.000394587363701572	Faim
0.000401776204382925	Bcl11b
