# 2018-01-31
#####
# DISEASE: AD
#####
# PHASE: early
# File dir: C:/AD/files_results/AD_mouse_model_project/MGP_estimation//early/2017-01-31
# PHASE: late
# File dir: C:/AD/files_results/AD_mouse_model_project/MGP_estimation//late/2017-01-31
cell_type	geneSymbol	rotation	var_explained	disease	phase	marker_order	WT	Disease	D_WT_rot_diff
Astrocyte	Slc15a2	0.1027492871798	0.05468	AD	early	5	0.0815853969382762	-0.0179088943246392	-0.0994942912629154
Astrocyte	Aqp4	0.0167082812684891	0.0448	AD	early	6	0.0345399690446022	0.0861152930732029	0.0515753240286007
Astrocyte	Gabrg1	-0.0135518861543851	0.03135	AD	early	7	-0.0235159962551319	-0.170002754919751	-0.146486758664619
Astrocyte	Kcnn2	0.0866699030741817	0.02976	AD	early	8	0.0429924838566425	-0.0422227489040301	-0.0852152327606726
Astrocyte	Wwtr1	-0.0621257392207617	0.02812	AD	early	9	-0.081660360306211	0.145461041618423	0.227121401924634
Astrocyte	Ccdc80	-0.0146643700952079	0.0245	AD	early	10	-0.0232153698962471	0.00879239013452904	0.0320077600307761
Astrocyte	Prelp	0.159031589459149	0.02424	AD	early	11	0.126757447741748	0.0837382107519891	-0.0430192369897589
Astrocyte	Itga7	0.0840644685912283	0.02152	AD	early	12	0.0928808353472537	0.123202007284464	0.0303211719372103
Astrocyte	Fxyd1	0.198875651795455	0.01967	AD	early	13	0.183015802457219	0.0216022977115717	-0.161413504745647
Astrocyte	Ezr	0.218958108248422	0.01677	AD	early	14	0.211881035586403	0.0671939217877145	-0.144687113798689
Astrocyte	Notch1	0.0944089726158974	0.01505	AD	early	15	0.0753040805241449	-0.0142945932496219	-0.0895986737737668
Astrocyte	Hapln1	0.0709238544109541	0.01328	AD	early	16	0.0366131446046535	-0.0498303021516578	-0.0864434467563113
Astrocyte	Lrig1	-0.0512537406341166	0.01303	AD	early	17	-0.0451246729720698	-0.200782149633979	-0.155657476661909
Astrocyte	Antxr1	0.186973451246867	0.01269	AD	early	18	0.161435400968909	-0.102271274506905	-0.263706675475814
Astrocyte	Ndp	0.0835777922033061	0.01175	AD	early	19	0.0737910971497252	-0.0896483481460648	-0.16343944529579
Astrocyte	Slc7a10	0.162507475663046	0.01133	AD	early	20	0.181181172708039	-0.137477026355633	-0.318658199063672
Astrocyte	Slc12a4	0.137355750779452	0.01085	AD	early	21	0.128163270580178	0.0302804460157099	-0.0978828245644681
Astrocyte	Lhx2	0.0407423705356015	0.01034	AD	early	22	-0.0298682820949378	0.111179444163036	0.141047726257974
Astrocyte	Cd44	-0.0388730797929039	0.00936	AD	early	23	-0.034294817079354	0.0199286582418634	0.0542234753212174
Astrocyte	Col4a5	0.0801061648107228	0.00898	AD	early	24	0.117612029077763	-0.0128750880434986	-0.130487117121262
Astrocyte	Fzd2	-0.0724653592771039	0.00859	AD	early	25	-0.0804079953586844	-0.0141601845216224	0.066247810837062
Astrocyte	Cyp4f15	-0.0867122275941697	0.00824	AD	early	26	-0.0946028408378072	0.0324810536663328	0.12708389450414
Astrocyte	Vegfa	0.0958683794470297	0.00792	AD	early	27	0.0958147473922712	-0.155021095373924	-0.250835842766195
Astrocyte	Pygm	-0.0172537326664351	0.00754	AD	early	28	0.0185770116674395	-0.138019959599822	-0.156596971267261
Astrocyte	Klf15	0.0680458477661979	0.007	AD	early	29	0.0482725356594135	-0.134451282252059	-0.182723817911472
Astrocyte	Gldc	0.10588839038401	0.00668	AD	early	30	0.101791984107697	0.189524732941255	0.087732748833558
Astrocyte	Phka1	0.118064052917967	0.00654	AD	early	31	0.1402889007061	-0.135028027567957	-0.275316928274057
Astrocyte	Pdgfrb	0.0811572921227822	0.0062	AD	early	32	0.100323587410052	-0.0724019485005635	-0.172725535910616
Astrocyte	Fjx1	0.00195717180447329	0.00585	AD	early	33	0.0077444517794498	0.111463645599934	0.103719193820484
Astrocyte	Pdzph1	-0.114531962371675	0.00571	AD	early	34	-0.113672261736112	-0.108522012709422	0.00515024902669001
Astrocyte	1700019G17Rik	-0.088508681821197	0.00549	AD	early	35	-0.0832474738734473	0.125549954957054	0.208797428830501
Astrocyte	Slco1c1	0.220765363081617	0.00534	AD	early	36	0.201142468360079	0.00653922618625624	-0.194603242173823
Astrocyte	Mmp14	0.00987549903450574	0.00512	AD	early	37	0.0308562828206302	0.0730151312306418	0.0421588484100116
Astrocyte	Sema4a	-0.173165276016897	0.00483	AD	early	38	-0.164589982986507	-0.0676432220653785	0.0969467609211285
Astrocyte	Trps1	0.129640316286157	0.00464	AD	early	39	0.111281337439982	0.00726526999212188	-0.10401606744786
Astrocyte	Fgd6	0.0697458906543935	0.00447	AD	early	40	0.0471833379925962	-0.116329919215466	-0.163513257208062
Astrocyte	Acaa2	0.13506321524605	0.00431	AD	early	41	0.136051817085213	0.0756845204712729	-0.0603672966139401
Astrocyte	Ppic	0.05777016083858	0.00402	AD	early	42	0.022735919419912	0.120637792566105	0.097901873146193
Astrocyte	Fgfr3	-0.0803222599523706	0.00389	AD	early	43	-0.0947880762146748	-0.0830871115141704	0.0117009647005044
Astrocyte	Gdf10	0.0690542631244128	0.00368	AD	early	44	0.0662025009607901	0.110639558203671	0.0444370572428809
Astrocyte	Vcam1	0.152235409185598	0.00358	AD	early	45	0.142339154345667	0.000392231280259982	-0.141946923065407
Astrocyte	Pdk4	0.0354878165971258	0.00344	AD	early	46	0.00061905755901836	-0.00306540801086668	-0.00368446556988504
Astrocyte	Sdc4	0.0110607534877561	0.00338	AD	early	47	-0.0490865606184248	-0.0682323672589254	-0.0191458066405006
Astrocyte	Grin2c	0.0574815632108371	0.00311	AD	early	48	0.0268571249305948	-0.0195447086232591	-0.0464018335538539
Astrocyte	Slc14a1	0.0732527983593702	0.00302	AD	early	49	0.0851734967660615	0.0464966981349671	-0.0386767986310944
Astrocyte	Aox1	0.0530060004213854	0.00277	AD	early	50	0.0231342175774818	0.0650002694795165	0.0418660519020347
Astrocyte	Myo10	0.0424403198720066	0.00273	AD	early	51	0.0568434586865761	0.00306031534613031	-0.0537831433404458
Astrocyte	Cyp4f14	-0.0496332726050702	0.00259	AD	early	52	-0.0547704060617853	0.0185535228464524	0.0733239289082377
Astrocyte	Dtna	0.077195235059326	0.00248	AD	early	53	0.0720932990402537	0.0772807903716846	0.0051874913314309
Astrocyte	Btbd17	-0.0189062363979396	0.00242	AD	early	54	-0.0149617141263376	0.0108806598712638	0.0258423739976014
Astrocyte	Hsd11b1	0.114562398988344	0.00239	AD	early	55	0.107102453815869	0.123697489440552	0.016595035624683
Astrocyte	Serhl	0.165692443344208	0.00227	AD	early	56	0.160486547418654	0.0618174661449212	-0.0986690812737328
Astrocyte	Gjb6	-0.0251760426949201	0.0022	AD	early	57	-0.064385259722303	-0.138728189376568	-0.074342929654265
Astrocyte	Fmo1	0.0120320678982394	0.002	AD	early	58	0.0567305411744829	-0.0490553350395457	-0.105785876214029
Astrocyte	Fkbp10	-0.0530022061418259	0.00197	AD	early	59	-0.0938950144368935	0.1102174969056	0.204112511342494
Astrocyte	Rorb	-0.0849230638249232	0.0019	AD	early	60	-0.111890793627108	0.00681360378875318	0.118704397415861
Astrocyte	Smpdl3a	0.189300526989481	0.0018	AD	early	61	0.17473418574402	-0.0145065076763338	-0.189240693420354
Astrocyte	Eva1a	0.0152116635027005	0.00173	AD	early	62	0.00427344105066699	-0.0424599729814899	-0.0467334140321569
Astrocyte	Axl	0.0694353228275141	0.00158	AD	early	63	0.0919761093692376	-0.0438259608428286	-0.135802070212066
Astrocyte	Tril	0.0206555556035247	0.00151	AD	early	64	0.0378030704608274	-0.157181499806737	-0.194984570267564
Astrocyte	Gpld1	-0.0650562185870693	0.00149	AD	early	65	-0.0648580609307515	-0.0836011668400724	-0.0187431059093209
Astrocyte	Scara3	-0.0430166181802903	0.00143	AD	early	66	-0.112687236565326	0.191194558115301	0.303881794680627
Astrocyte	Oaf	0.0470019174408412	0.00137	AD	early	67	0.0153532866594217	0.101005141909932	0.0856518552505103
Astrocyte	Cyp2j9	-0.0133824861841607	0.00126	AD	early	68	-0.0243855766277213	-0.0804506762213328	-0.0560650995936115
Astrocyte	Lrp4	0.0847652708567961	0.00122	AD	early	69	0.0832969082504863	0.033151258235438	-0.0501456500150483
Astrocyte	Sox9	0.175111204771546	0.00117	AD	early	70	0.169618748174216	-0.0915639210991405	-0.261182669273356
Astrocyte	Lamb2	-0.0545463232234441	0.00113	AD	early	71	-0.051660507193213	0.02432369364634	0.075984200839553
Astrocyte	Atp1a2	-0.0716261586142963	0.001	AD	early	72	-0.0779197356228045	0.0558147185802928	0.133734454203097
Astrocyte	Atp1b2	-0.0303217286407561	0.00095	AD	early	73	-0.00897027063465249	-0.11967023164293	-0.110699961008278
Astrocyte	Igdcc4	0.0180966686519046	0.00093	AD	early	74	0.0223563368921631	-0.0851975553288996	-0.107553892221063
Astrocyte	Fgf1	0.0104205473233529	0.00087	AD	early	75	0.020148601520858	-0.134653093852798	-0.154801695373656
Astrocyte	Fgfrl1	0.0445936987871515	0.00083	AD	early	76	0.0551829149906209	0.0793701626239398	0.0241872476333189
Astrocyte	Lcat	0.0342992434976365	8e-04	AD	early	77	0.0549435996121104	0.0976953472092863	0.0427517475971759
Astrocyte	Lmcd1	0.0358729844427512	0.00075	AD	early	78	0.00175289830860783	0.114960616202068	0.11320771789346
Astrocyte	Glud1	-0.0183755712140263	0.00066	AD	early	79	-0.0675314615924433	-0.114651033512349	-0.0471195719199057
Astrocyte	Emp2	0.117491609777767	0.00063	AD	early	80	0.114215480387485	0.122564456494804	0.00834897610731901
Astrocyte	Fads2	-0.0851443559619098	6e-04	AD	early	81	-0.106156203559172	0.108883316271858	0.21503951983103
Astrocyte	Slc38a3	0.14519506094056	0.00057	AD	early	82	0.156230685758297	0.0439176688211163	-0.112313016937181
Astrocyte	Chil1	0.0215993755671635	0.00056	AD	early	83	0.0289960488991529	-0.106898574679719	-0.135894623578872
Astrocyte	Tmem47	0.11758892910035	5e-04	AD	early	84	0.140560153333799	-0.110480905416934	-0.251041058750733
Astrocyte	Mfge8	-0.0707444338969373	0.00046	AD	early	85	-0.100840164155427	0.115029400683951	0.215869564839378
Astrocyte	Cbs	-0.0464608979822604	0.00045	AD	early	86	-0.070493392562099	0.0875206742300299	0.158014066792129
Astrocyte	Tlcd1	-0.122309631930122	0.00041	AD	early	87	-0.128347882925627	-0.0590946516785295	0.0692532312470975
Astrocyte	Ephx2	0.0409381193224033	0.00037	AD	early	88	0.00356410108583701	0.114514255456354	0.110950154370517
Astrocyte	Cyp2d22	0.0202897282122487	0.00037	AD	early	89	-0.0163533275617882	0.0766324780665282	0.0929858056283164
Astrocyte	Tnfrsf19	0.161020334332002	0.00034	AD	early	90	0.156223424723677	0.0244773162028179	-0.131746108520859
Astrocyte	Slc1a4	-0.135620912021541	0.00032	AD	early	91	-0.142996531041611	-0.0855583149255424	0.0574382161160686
Astrocyte	Cldn10	-0.0255516466961179	0.00031	AD	early	92	-0.0486996588114067	0.116215943652064	0.164915602463471
Astrocyte	Prodh	0.0164091364102431	0.00027	AD	early	93	-0.0333019233114251	0.0499499200179882	0.0832518433294133
Astrocyte	Oplah	-0.0199607122152264	0.00026	AD	early	94	-0.0615066281739422	0.161108976290239	0.222615604464181
Astrocyte	Myo6	0.0377073748384864	0.00024	AD	early	95	0.0162815332288488	-0.0544961346711749	-0.0707776679000237
Astrocyte	Acsbg1	0.0722123530409946	0.00022	AD	early	96	0.085681906418748	-0.165705525233324	-0.251387431652072
Astrocyte	Ntsr2	-0.0935318297606212	2e-04	AD	early	97	-0.0841944502825167	0.0850379842554748	0.169232434537991
Astrocyte	Egfr	-0.0459618537448436	0.00018	AD	early	98	-0.0504707487385668	-0.104609541661425	-0.0541387929228582
Astrocyte	Sorcs2	-0.0897412874000301	0.00016	AD	early	99	-0.0932982772162092	-0.0366139747926382	0.056684302423571
Astrocyte	Smpd2	0.0672126086897338	0.00015	AD	early	100	0.0677593349831427	0.0436594147598709	-0.0240999202232718
Astrocyte	Abhd3	0.106088368950191	0.00014	AD	early	101	0.102056939502622	-0.115441027670264	-0.217497967172886
Astrocyte	Ppp1r3c	-0.0246104507502019	0.00012	AD	early	102	-0.0609209981666629	0.120152177224128	0.181073175390791
Astrocyte	Tmem51	0.0203610022635593	1e-04	AD	early	103	0.0246780890984031	0.00769642788112287	-0.0169816612172802
Astrocyte	Aldh1l1	-0.0984267835468038	1e-04	AD	early	104	-0.105590481344192	0.0115460774096353	0.117136558753827
Astrocyte	Entpd2	-0.123896491586585	8e-05	AD	early	105	-0.148477996853717	0.00213637093397549	0.150614367787692
Astrocyte	Phkg1	0.00947899250995806	7e-05	AD	early	106	0.00110785920920013	0.134536017475522	0.133428158266322
Astrocyte	Scg3	0.105019600789956	7e-05	AD	early	107	0.083258001265325	-0.0890517525835634	-0.172309753848888
Astrocyte	Adhfe1	-0.00301678605411134	5e-05	AD	early	108	0.024338019699092	0.0619956407081449	0.0376576210090529
Astrocyte	Slc1a3	-0.0169668966029726	4e-05	AD	early	109	-0.0105898921041299	0.104356606441141	0.114946498545271
Astrocyte	Lgi4	0.017681237507162	4e-05	AD	early	110	-0.0120879904806771	0.107678730299769	0.119766720780446
Astrocyte	Slc1a2	-0.0262549186628558	3e-05	AD	early	111	-0.0630360544282226	0.174861137339202	0.237897191767425
Astrocyte	Ntrk2	0.00363006659999706	2e-05	AD	early	112	0.0306440811047774	0.0305941700643174	-4.99110404599996e-05
Astrocyte	Acsl6	-0.0222284964735528	1e-05	AD	early	113	-0.00608678484320799	-0.0634363393307427	-0.0573495544875347
Astrocyte	Clu	0.114522765305739	1e-05	AD	early	114	0.0937107678466751	0.117306669717436	0.0235959018707609
DentateGranule	Dsp	0.383290185811376	0.271	AD	early	1	0.397843196468653	0.366318804374387	-0.031524392094266
DentateGranule	Ogn	0.0444065457460814	0.12379	AD	early	2	0.0405286524187907	0.0360183738647764	-0.0045102785540143
DentateGranule	Npy2r	0.344503943682496	0.09326	AD	early	3	0.346473949917561	0.331535127952733	-0.014938821964828
DentateGranule	Epha7	0.385923643610141	0.07927	AD	early	4	0.382203182355635	0.366780327966031	-0.015422854389604
DentateGranule	Lhx9	0.1623726707515	0.0699	AD	early	5	0.345516644015102	0.0527066483029334	-0.292809995712169
DentateGranule	Pgam2	0.148312070993181	0.05143	AD	early	6	0.128794348450118	0.17061774573846	0.041823397288342
DentateGranule	Anxa11	0.348091372322118	0.0481	AD	early	7	0.324923867993287	0.339528752893393	0.014604884900106
DentateGranule	Trpc6	0.287365858418816	0.04609	AD	early	8	0.228670905173549	0.29968269031306	0.071011785139511
DentateGranule	Cdhr1	0.0977188704376975	0.04256	AD	early	9	0.170880162899747	0.10385236833875	-0.067027794560997
DentateGranule	Ehd1	0.321377144268004	0.03073	AD	early	10	0.352031331696361	0.300877274537838	-0.051154057158523
DentateGranule	Npnt	0.122117105230155	0.02523	AD	early	11	0.116068499920287	0.0932770176988815	-0.0227914822214055
DentateGranule	Eml5	0.169027524405476	0.02293	AD	early	12	0.0248618640564035	0.250737767811792	0.225875903755389
DentateGranule	B3galnt2	0.00705020309679793	0.02037	AD	early	13	-0.0279107217071191	0.015655376306837	0.0435660980139561
DentateGranule	Flywch2	-0.109616412809865	0.01868	AD	early	14	0.0623967587627568	-0.183798746671948	-0.246195505434705
DentateGranule	Stx3	0.0568238132864735	0.01439	AD	early	15	0.129420143170523	0.00179286182995095	-0.127627281340572
DentateGranule	Tiam1	0.207607903797155	0.01255	AD	early	16	0.133957000444018	0.229248031483158	0.09529103103914
