#2018-03-29----Dataset: GSE36237
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE36237	Tg2576	5_months	8	8	F(16)	GPL1261	45101	18237	16	Yes	2.76059701752657	15.1546322399693	6.5961665810482	model.matrix( ~ Genotype + Batch, data = array_design)	WT(8); Tg2576(8)	5_months(16)	Hippocampus(16)	F(16)
