#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL6885
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.0244722851065837; Statistic: 1.44878723355293; Expected: 0.909000791576573; Std.dev: 0.221706554875654; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889513975337e-29; Statistic: 19.1481006227809; Expected: 0.908948626581019; Std.dev: 0.454022979505226; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149744232; Statistic: 1.82961689319919; Expected: 0.908992657887118; Std.dev: 0.271350267850959; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2018-03-29
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000906088e-06; Statistic: 1.93569837117945; Expected: 0.943298789165126; Std.dev: 0.134662287771227; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.282013883764099; Expected: 0.934579439252336; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146071282e-06; Statistic: 2.04317003911872; Expected: 0.943291613329555; Std.dev: 0.16366871160103; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE64398.1
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('18_months') are kept for analysis. 
#New dataset contains 22 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=7, het_TASTPM: n=4, het_TPM: n=3, ho_TASTPM: n=3, TAS10: n=4, TAU: n=1
#Factor: OrganismPart (1 levels): Hippocampus: n=22
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=9, Batch_02_2013-03-04: n=13
#Factor: Gender (1 levels): M: n=22
#Factor: Timepoint (1 levels): 18_months: n=22
#
### Model test for factor: Genotype
#p-value: 0.000376093277232509; Statistic: 8.98052590698039; Expected: 4.98810333807619; Std.dev: 0.859357275474529; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.0229776290128952; Statistic: 9.14311222714264; Expected: 4.76190476190476; Std.dev: 1.74585518123245; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#22 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotypeho_TASTPM
#  DE genes: 3694, up: 1832, down: 1862
#GSE64398.1_ho_TASTPM: original input has 25697 probesets; mapped probesets: 24643; probes mapped to multiple genes to be removed (except for insulin): 1086; genes with multiple probesets are BH corrected. New data has 16349 genes.
GSE64398.1_ho_TASTPM	GeneSymbols
6.21630768794908e-17	Cst7
4.43254110910833e-16	H2-Ob
7.90582793154654e-15	Slc11a1
2.07806208919746e-14	Ccl3
2.28804208461849e-14	Cd68
5.56527628745035e-14	C1qb
5.98796275261305e-14	C1qc
2.22019089217388e-13	Rab7b
2.24557455535997e-13	Tlr2
3.1998805047845e-13	Trem2
3.43409266479251e-13	Tnfrsf1a
5.28565680046398e-13	Ptpn6
5.92417636069832e-13	C1qa
6.43116324017976e-13	Gpr84
7.02074377069503e-13	Hvcn1
8.13788263573114e-13	Fcer1g
1.10344663085782e-12	Ccl4
1.12873324034271e-12	Aspg
1.19839911549983e-12	Timp1
1.36071539691611e-12	Hpse
1.39174655043812e-12	Samsn1
1.40457056936904e-12	Vim
1.60965028699722e-12	Gusb
1.82598099865984e-12	Hexa
1.9751668830204e-12	Myo1f
2.07440304292697e-12	Cyba
2.21146292180879e-12	Fblim1
2.5231049686861e-12	Cd84
2.59495410443688e-12	Fcrls
2.73783802062788e-12	Serpinf2
3.06238701696708e-12	Gpnmb
3.30353664196355e-12	H2-Oa
3.47031478092826e-12	Fcgr3
3.48113760012755e-12	Syngr1
4.13832047723028e-12	Tyrobp
6.41750975391941e-12	Chil1
7.57957307942373e-12	Osmr
8.53100079879227e-12	Bcl3
8.66942317301514e-12	Hcar2
8.98808329278842e-12	Cd180
9.08824281257639e-12	Klk6
9.36859725036692e-12	Slc15a3
9.48911769538512e-12	Cnr2
1.02098452474287e-11	Serpina3n
1.21792787468391e-11	Cxcl16
1.29977579768537e-11	Rassf4
1.54282937970925e-11	Anxa3
1.84040828345217e-11	Arl11
1.94562876544543e-11	Haao
2.0856660127648e-11	Olfml3
2.4683466122267e-11	Parp14
2.64426703645093e-11	Fcgr2b
2.72561213010869e-11	St14
2.75551850870398e-11	Tnfsf13b
2.79577030947082e-11	Anxa5
2.94933062736095e-11	Klhl6
3.43532568770776e-11	Gngt2
3.4824916474425e-11	Lyz1
3.80302052192962e-11	Tlr13
3.91429363995623e-11	Capg
4.64613082202812e-11	Nckap1l
4.79630073224459e-11	Grn
4.80092084641114e-11	Ctsh
5.00535429242734e-11	Gfap
5.12243294776857e-11	Hcls1
6.06609659901055e-11	Tnfaip8l2
6.58083153908604e-11	Vav1
6.93396429010618e-11	Ly86
7.65242443555892e-11	Cd86
9.29850872186931e-11	Lrrk1
1.11728860593583e-10	Thy1
1.22643067784092e-10	Ncf4
1.39805153886965e-10	Tcirg1
1.40206372579704e-10	Lat2
1.47680003406699e-10	Fcgr4
1.64100124811119e-10	Msn
1.69403222782658e-10	Fam111a
1.79935774304237e-10	Cd14
1.91467193159505e-10	Lpxn
2.02915399671403e-10	Lox
2.07594781687128e-10	Igf1
2.09129026624059e-10	Cytip
2.18077100494031e-10	Man2b1
2.31261393271701e-10	Unc93b1
2.34493013826289e-10	Osm
2.392843374883e-10	Fas
2.44193136264204e-10	Hcst
2.50324056067199e-10	Ang
2.55074673841308e-10	Themis2
2.78345470729853e-10	Cd52
2.81622781588743e-10	Naip5
3.16353137372748e-10	Clec7a
3.33572216874216e-10	Ms4a6d
3.44589358915362e-10	Ly9
3.7594279592082e-10	P4ha3
3.83392880071731e-10	Cd44
3.95580420148485e-10	Tgm1
4.25569240572529e-10	Pld4
4.43008294139845e-10	Tgfbr1
4.60527388719119e-10	Lag3
4.64892917294287e-10	Fes
5.12168738301309e-10	Havcr2
5.66870028747317e-10	Cchcr1
5.75639989653568e-10	Gsg1
6.02322961400154e-10	Sh3bp2
6.62727381979271e-10	Il10ra
7.0716571285582e-10	Abi3
7.30161990636064e-10	Cxcl10
7.38308028648088e-10	Rasal3
8.1405141282301e-10	Mx2
8.43483966528712e-10	Col27a1
8.44798068328185e-10	Tmem253
8.76235443095104e-10	Mlxipl
9.13412673715125e-10	Socs3
9.42157678779603e-10	Glipr2
1.01468416561554e-09	Gldn
1.0395033055399e-09	Samd9l
1.04576033455164e-09	Phyhd1
1.058255374044e-09	Tlr7
1.06163224364394e-09	Gpr34
1.17037251037812e-09	Csf3r
1.17425831965738e-09	Fam167b
1.18036261445932e-09	Lgmn
1.30903188537897e-09	Slamf9
1.3233407497931e-09	Icam1
1.51178991200188e-09	Ctse
1.78854519822464e-09	Snx20
1.86863261574298e-09	Casp4
1.88295606039914e-09	P2ry13
2.24111063585732e-09	Arhgap9
2.2962695553745e-09	Cd70
2.4243355881147e-09	Cyp4f18
2.46576114489178e-09	Ifitm3
2.46817079244613e-09	Mob3a
2.80256080251299e-09	Cmtm7
3.00454555212602e-09	F9
3.50706062161744e-09	Sash3
3.55453529232215e-09	Tgfbr2
3.61507130773191e-09	Pros1
3.9131099653962e-09	Apobec1
4.0959947783786e-09	Arhgap45
4.18979484551192e-09	Ch25h
4.26182510494761e-09	Pik3cg
4.37377271516016e-09	Zfp36
