# 2018-01-09
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	down_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Atf6b	-0.129775357784634	0.0356298304853785	-3.64232318865199	NA	NA	0.000406105386085208	0.000203052693042604	0.999991122505677	0.200394548697319	10846	11	12.5038907735101	1	9.02944499364252	11.1482363655998	8.93225819555509	-0.129775357784634	-0.129775357784634	-0.129775357784634	NA	NA	random_intercept
Fermt2	-0.0978373041254451	0.027293686729182	-3.5846129948007	NA	NA	0.000494204957185485	0.000247102478592743	0.999991122505677	0.223545375633568	10845	12	12.1374049713299	1	11.3125340627972	11.5515709920719	11.1946514497551	-0.0978373041254451	-0.0978373041254451	-0.0978373041254451	NA	NA	random_intercept
Rbm3	-0.250277540127683	0.0705996164282318	-3.54502691076379	NA	NA	0.000579465419346809	0.000289732709673405	0.999991122505677	0.241949099708806	10844	13	11.8408123272441	1	12.4225018996653	10.8370161445082	11.0578504168219	-0.250277540127683	-0.250277540127683	-0.250277540127683	NA	NA	random_intercept
Lsm14b	-0.241592585950898	0.069638014277132	-3.4692629946261	NA	NA	0.000737257702122706	0.000368628851061353	0.999991122505677	0.242683515486663	10843	14	11.3928892965365	1	10.722300862982	7.28614801971626	10.228571586577	-0.241592585950898	-0.241592585950898	-0.241592585950898	NA	NA	random_intercept
Cttn	-0.150949974853818	0.0436156076700611	-3.46091646815307	NA	NA	0.000756189028710096	0.000378094514355048	0.999991122505677	0.242683515486663	10842	15	11.3457971857584	1	12.9339865105719	7.45610768686332	12.4823515557795	-0.150949974853818	-0.150949974853818	-0.150949974853818	NA	NA	random_intercept
Foxk1	-0.187931991616797	0.0542978700781458	-3.46113008385641	NA	NA	0.000758211349844232	0.000379105674922116	0.999991122505677	0.242683515486663	10841	16	11.3408372050013	1	8.71051708681631	7.8319023947345	8.93084886912885	-0.187931991616797	-0.187931991616797	-0.187931991616797	NA	NA	random_intercept
Ppp3r1	-0.188584369346019	0.0553193196477933	-3.40901461816048	NA	NA	0.000890397236610939	0.000445198618305469	0.999991122505677	0.242683515486663	10840	17	11.0426452638377	1	14.0198356197982	14.0198356197982	14.0198356197982	-0.188584369346019	-0.188584369346019	-0.188584369346019	NA	NA	random_intercept
Trak2	-0.110435872552017	0.0323652084768357	-3.41217862480502	NA	NA	0.000903603808328366	0.000451801904164183	0.999991122505677	0.242683515486663	10839	18	11.0153516784008	1	11.7260813354878	11.6057952572872	11.203653715487	-0.110435872552017	-0.110435872552017	-0.110435872552017	NA	NA	random_intercept
Gpr37	-0.27620820701855	0.0762151107597062	-3.62406095412483	NA	NA	0.000910873512151783	0.000455436756075892	0.999991122505677	0.242683515486663	10838	19	11.0004992035555	1	10.475045832793	NA	10.9112008722035	-0.27620820701855	NA	-0.27620820701855	NA	NA	random_intercept
Wipf2	-0.102340723798653	0.0302976105675045	-3.37784801777134	NA	NA	0.00098963138232552	0.00049481569116276	0.999991122505677	0.242683515486663	10837	20	10.8468653623387	1	10.2132835084699	11.0728060573146	10.4448709400967	-0.102340723798653	-0.102340723798653	-0.102340723798653	NA	NA	random_intercept
Nup93	-0.136844122911814	0.0406278081537957	-3.36823789247487	NA	NA	0.00102281863994264	0.000511409319971318	0.999991122505677	0.242683515486663	10836	21	10.7857968526936	1	8.29578493221839	9.77246680735163	8.58422100649745	-0.136844122911814	-0.136844122911814	-0.136844122911814	NA	NA	random_intercept
Atf5	-0.149149890450832	0.0444246052841658	-3.35737120221512	NA	NA	0.00105900697091722	0.00052950348545861	0.999991122505677	0.242683515486663	10835	22	10.7214491924521	1	7.8887228801113	9.48508140080011	8.51408596523922	-0.149149890450832	-0.149149890450832	-0.149149890450832	NA	NA	random_intercept
Tmem248	-0.104540924131201	0.0293815870820763	-3.55804211117562	NA	NA	0.00109080726095011	0.000545403630475055	0.999991122505677	0.242683515486663	10834	23	10.6667140022258	1	9.60953423650863	NA	9.60953423650863	-0.104540924131201	NA	-0.104540924131201	NA	NA	random_intercept
Csde1	-0.103170710196945	0.0308806521632542	-3.34094984948897	NA	NA	0.00112200656798639	0.000561003283993194	0.999991122505677	0.242683515486663	10833	24	10.6145598724118	1	12.6455796594146	12.347754475555	12.9884407459831	-0.103170710196945	-0.103170710196945	-0.103170710196945	NA	NA	random_intercept
Erbb2ip	-0.337752731195686	0.0955104295950403	-3.5362916136776	NA	NA	0.00115814163161682	0.000579070815808412	0.999991122505677	0.242683515486663	10832	25	10.555958146846	1	10.124492960463	NA	10.124492960463	-0.337752731195686	NA	-0.337752731195686	NA	NA	random_intercept
Ube2h	-0.100111891029584	0.0282511432490488	-3.54364034570371	NA	NA	0.00116244867403339	0.000581224337016696	0.999991122505677	0.242683515486663	10831	26	10.5490969589235	1	10.7325735390574	NA	10.7984927267899	-0.100111891029584	NA	-0.100111891029584	NA	NA	random_intercept
Lzts3	-0.13067429699907	0.0396050008108265	-3.2994393213937	NA	NA	0.00128088997018321	0.000640444985091603	0.999991122505677	0.243120773058064	10830	27	10.3698638008303	1	11.0244423569466	13.0115435318502	11.8410298280315	-0.13067429699907	-0.13067429699907	-0.13067429699907	NA	NA	random_intercept
Ngdn	-0.0671425058651023	0.0203547070175114	-3.29862305595157	NA	NA	0.00128852946182865	0.000644264730914326	0.999991122505677	0.243120773058064	10829	28	10.358885865109	1	10.1518327943082	11.7448320809717	9.471339066884	-0.0671425058651023	-0.0671425058651023	-0.0671425058651023	NA	NA	random_intercept
Rnf166	-0.110775016213717	0.0337022741043576	-3.28687066845126	NA	NA	0.00133265284817703	0.000666326424088513	0.999991122505677	0.243120773058064	10828	29	10.2967420468663	1	9.35440932202648	10.3375582938584	9.59010598657507	-0.110775016213717	-0.110775016213717	-0.110775016213717	NA	NA	random_intercept
Rapgef4	-0.215705558676549	0.065683338960258	-3.28402243386352	NA	NA	0.00134484912157259	0.000672424560786293	0.999991122505677	0.243120773058064	10827	30	10.279931877181	1	11.6219050502588	11.4281540619973	12.3746783285307	-0.215705558676549	-0.215705558676549	-0.215705558676549	NA	NA	random_intercept
Matn4	-0.123250582866511	0.0379123915451228	-3.25093136685456	NA	NA	0.00149958482605955	0.000749792413029773	0.999991122505677	0.243120773058064	10826	31	10.0791255637382	1	7.06974997528042	9.44332997076358	7.71001559231467	-0.123250582866511	-0.123250582866511	-0.123250582866511	NA	NA	random_intercept
Sfxn5	-0.0997573940104968	0.0308539516515304	-3.23321288427405	NA	NA	0.00160096323957829	0.000800481619789144	0.999991122505677	0.243120773058064	10825	32	9.95863944441169	1	11.1610978697019	10.5432075838753	9.78120119551063	-0.0997573940104968	-0.0997573940104968	-0.0997573940104968	NA	NA	random_intercept
Fam102a	-0.0814057237222618	0.0252557049972373	-3.22326079320165	NA	NA	0.00163964702983778	0.000819823514918891	0.999991122505677	0.243120773058064	10824	33	9.91469055497684	1	10.1819978770271	12.4180314249915	10.7752174335822	-0.0814057237222618	-0.0814057237222618	-0.0814057237222618	NA	NA	random_intercept
Zfp710	-0.0864743649780327	0.0268554912547024	-3.21998820121718	NA	NA	0.00165583129667405	0.000827915648337027	0.999991122505677	0.243120773058064	10823	34	9.896614328124	1	7.0374835957893	9.3192334535288	8.28918660703943	-0.0864743649780327	-0.0864743649780327	-0.0864743649780327	NA	NA	random_intercept
Itch	-0.120557555472393	0.0354935867856477	-3.39660108741509	NA	NA	0.001696533391332	0.000848266695665999	0.999991122505677	0.243120773058064	10822	35	9.85193367643708	1	9.91430757173925	NA	9.91430757173925	-0.120557555472393	NA	-0.120557555472393	NA	NA	random_intercept
Mkx	-0.202378807710806	0.0630104540380448	-3.21182906551686	NA	NA	0.0016993137670327	0.000849656883516348	0.999991122505677	0.243120773058064	10821	36	9.84892126661968	1	6.39189503900363	8.44073346880998	6.2060348973262	-0.202378807710806	-0.202378807710806	-0.202378807710806	NA	NA	random_intercept
Net1	-0.167757670060751	0.0523127473506485	-3.20682201866179	NA	NA	0.00172157359601904	0.000860786798009519	0.999991122505677	0.243120773058064	10820	37	9.8249822797957	1	6.89466751644632	8.5234474239636	7.95847482475604	-0.167757670060751	-0.167757670060751	-0.167757670060751	NA	NA	random_intercept
Gpr68	-0.163498054787676	0.0510414880391545	-3.20323840602481	NA	NA	0.00174163347703743	0.000870816738518713	0.999991122505677	0.243120773058064	10819	38	9.80367634488075	1	8.36400797358707	9.08243848131974	8.3300735090744	-0.163498054787676	-0.163498054787676	-0.163498054787676	NA	NA	random_intercept
Tox4	-0.0844013777071353	0.0263470432148387	-3.20344780319032	NA	NA	0.00174681469220053	0.000873407346100266	0.999991122505677	0.243120773058064	10818	39	9.79821369279588	1	9.2162053356362	10.1575756827025	8.97619355716761	-0.0844013777071353	-0.0844013777071353	-0.0844013777071353	NA	NA	random_intercept
Svip	-0.118090141358606	0.0333645804889825	-3.53938636805583	NA	NA	0.00185088052513749	0.000925440262568745	0.999991122505677	0.248717035948672	10817	40	9.69184053182297	1	10.5223686673112	NA	10.4953922475239	-0.118090141358606	NA	-0.118090141358606	NA	NA	random_intercept
Cxcl12	-0.175407094763738	0.055288452265527	-3.17258102869894	NA	NA	0.00192556227618136	0.000962781138090678	0.999991122505677	0.248717035948672	10816	41	9.61917486939582	1	10.0500744784334	11.2257403731439	9.60702084529665	-0.175407094763738	-0.175407094763738	-0.175407094763738	NA	NA	random_intercept
Tshz1	-0.199120591741394	0.0589802278782717	-3.37605667025153	NA	NA	0.00195785984077725	0.000978929920388625	0.999991122505677	0.248717035948672	10815	42	9.58862993123572	1	9.91884527780229	NA	9.0271854665041	-0.199120591741394	NA	-0.199120591741394	NA	NA	random_intercept
Cox4i1	-0.0592456250810812	0.0187137195940971	-3.16589253051377	NA	NA	0.00197030813297585	0.000985154066487925	0.999991122505677	0.248717035948672	10814	43	9.57699331992131	1	14.3862086081713	14.4731466970354	14.2852699397251	-0.0592456250810812	-0.0592456250810812	-0.0592456250810812	NA	NA	random_intercept
Sipa1l2	-0.172223573981752	0.0518168360251305	-3.32369915249603	NA	NA	0.00206895908468438	0.00103447954234219	0.999991122505677	0.250650328169602	10813	44	9.48732808609833	1	9.38950883406669	NA	9.70115650097443	-0.172223573981752	NA	-0.172223573981752	NA	NA	random_intercept
Syvn1	-0.10758509973038	0.0341696040708671	-3.14856149656433	NA	NA	0.00207797803383053	0.00103898901691526	0.999991122505677	0.250650328169602	10812	45	9.47934801386582	1	9.85994053690955	12.1153218430381	9.73561495533429	-0.10758509973038	-0.10758509973038	-0.10758509973038	NA	NA	random_intercept
Decr1	-0.134479326788735	0.0427656663511297	-3.14456287631733	NA	NA	0.0021342760954188	0.0010671380477094	0.999991122505677	0.251844579259418	10811	46	9.4303151428377	1	8.25375953930598	7.58705637853067	8.1098218474746	-0.134479326788735	-0.134479326788735	-0.134479326788735	NA	NA	random_intercept
1810026J23Rik	-0.0693533024038956	0.0222559804256338	-3.11616478256857	NA	NA	0.00228900008208651	0.00114450004104326	0.999991122505677	0.264355158416289	10810	47	9.30203058783457	1	10.7660006339138	10.7660006339138	10.7660006339138	-0.0693533024038956	-0.0693533024038956	-0.0693533024038956	NA	NA	random_intercept
Snhg8	-0.0987166053031994	0.0302471996359717	-3.26366098320718	NA	NA	0.00242751801395173	0.00121375900697587	0.999991122505677	0.269227471399556	10809	48	9.19443655169928	1	12.5574990889292	NA	12.5574990889292	-0.0987166053031994	NA	-0.0987166053031994	NA	NA	random_intercept
Cort	-0.325037009499605	0.104929402135201	-3.09767332020816	NA	NA	0.00243038800637035	0.00121519400318517	0.999991122505677	0.269227471399556	10808	49	9.19227373666132	1	8.61951253994619	9.68324567205966	8.21697745920306	-0.325037009499605	-0.325037009499605	-0.325037009499605	NA	NA	random_intercept
Acer2	-0.186063690315379	0.060482205965769	-3.07633769873879	NA	NA	0.00259702376503269	0.00129851188251634	0.999991122505677	0.280277628826197	10807	50	9.07094815276287	1	6.23452852059315	8.29172794558201	6.57310176170284	-0.186063690315379	-0.186063690315379	-0.186063690315379	NA	NA	random_intercept
Nkain2	-0.169312199122116	0.0552619134702652	-3.06381354697785	NA	NA	0.00271303530624648	0.00135651765312324	0.999991122505677	0.280277628826197	10806	51	8.99106034883399	1	10.7878394040283	6.4766983623589	10.1043993960238	-0.169312199122116	-0.169312199122116	-0.169312199122116	NA	NA	random_intercept
Rnf10	-0.074440690458897	0.024310445833311	-3.06208660134467	NA	NA	0.00271921011759423	0.00135960505879711	0.999991122505677	0.280277628826197	10805	52	8.9869060119649	1	11.2496414538709	13.1078924273706	11.2883005995986	-0.074440690458897	-0.074440690458897	-0.074440690458897	NA	NA	random_intercept
Spsb1	-0.15246720501829	0.0498706890453104	-3.0572508208131	NA	NA	0.00275156679298706	0.00137578339649353	0.999991122505677	0.280277628826197	10804	53	8.96529226088472	1	8.73133816805251	9.65449429706665	8.77544848381052	-0.15246720501829	-0.15246720501829	-0.15246720501829	NA	NA	random_intercept
Slc9a3r1	-0.0838810836241564	0.0274339357171499	-3.05756652960733	NA	NA	0.00278831834130705	0.00139415917065352	0.999991122505677	0.280277628826197	10803	54	8.94105366170483	1	10.8301483179719	10.6881305399508	10.259819057335	-0.0838810836241564	-0.0838810836241564	-0.0838810836241564	NA	NA	random_intercept
Tap2	-0.14949778551374	0.0491464412338633	-3.04188424961138	NA	NA	0.00288986013862736	0.00144493006931368	0.999991122505677	0.285202924226715	10802	55	8.87573409826008	1	6.22143153418035	8.55246214429978	6.6319999768217	-0.14949778551374	-0.14949778551374	-0.14949778551374	NA	NA	random_intercept
Lgr4	-0.140321743135644	0.0432478178158495	-3.24459707384862	NA	NA	0.00302159137178843	0.00151079568589422	0.999991122505677	0.28769705187085	10801	56	8.79438470171134	1	10.2730486155278	NA	10.2730486155278	-0.140321743135644	NA	-0.140321743135644	NA	NA	random_intercept
Ecsit	-0.130721279937584	0.0432542704521368	-3.02215893531794	NA	NA	0.00306315408185098	0.00153157704092549	0.999991122505677	0.28769705187085	10800	57	8.76946425899251	1	9.04925445250915	10.0793851958741	9.3554250296518	-0.130721279937584	-0.130721279937584	-0.130721279937584	NA	NA	random_intercept
Rbfox3	-0.144440604015393	0.0478029056162036	-3.02158628546699	NA	NA	0.00307413946361631	0.00153706973180815	0.999991122505677	0.28769705187085	10799	58	8.76293495963882	1	13.2900997767407	13.6092563647179	13.8023748679646	-0.144440604015393	-0.144440604015393	-0.144440604015393	NA	NA	random_intercept
Foxn3	-0.131097044419331	0.0434716345600995	-3.01569162848224	NA	NA	0.00313059596635736	0.00156529798317868	0.999991122505677	0.288014828904878	10798	59	8.72974896480241	1	7.05333133608901	9.84254011946332	8.31045049758771	-0.131097044419331	-0.131097044419331	-0.131097044419331	NA	NA	random_intercept
Cdk19	-0.0903576406844497	0.0301374053883208	-2.99818911151078	NA	NA	0.00330864695101055	0.00165432347550528	0.999991122505677	0.298287590104447	10797	60	8.62893640381034	1	10.1945679766782	9.83277967791151	10.5617063277402	-0.0903576406844497	-0.0903576406844497	-0.0903576406844497	NA	NA	random_intercept
Smim22	-0.438807630517038	0.139533558564011	-3.14481788490856	NA	NA	0.00335216341126957	0.00167608170563479	0.999991122505677	0.298287590104447	10796	61	8.60513597254321	1	6.29168260183593	NA	6.75667420437943	-0.438807630517038	NA	-0.438807630517038	NA	NA	random_intercept
Herc6	-0.274306657654834	0.0825380725476273	-3.32339548511445	NA	NA	0.00353628719571218	0.00176814359785609	0.999991122505677	0.306408016154131	10795	62	8.50779291005886	1	7.53993888991568	NA	7.40821655255926	-0.274306657654834	NA	-0.274306657654834	NA	NA	random_intercept
Batf3	-0.187096142836733	0.063092567094151	-2.96542289296194	NA	NA	0.00363967457059085	0.00181983728529543	0.999991122505677	0.306408016154131	10794	63	8.45536870751556	1	5.72269960889775	6.56556739289763	6.35239554889877	-0.187096142836733	-0.187096142836733	-0.187096142836733	NA	NA	random_intercept
Dnajc3	-0.237681823402078	0.075914272798879	-3.13092406261696	NA	NA	0.00371498703460197	0.00185749351730099	0.999991122505677	0.306408016154131	10793	64	8.41812502822273	1	10.7202999019304	NA	9.62798087420724	-0.237681823402078	NA	-0.237681823402078	NA	NA	random_intercept
Rps10	-0.0710376313886168	0.0228735124897236	-3.10567217958028	NA	NA	0.00373477992837246	0.00186738996418623	0.999991122505677	0.306408016154131	10792	65	8.40846439769282	1	13.7218366753057	NA	14.0160256326697	-0.0710376313886168	NA	-0.0710376313886168	NA	NA	random_intercept
Ecd	-0.0747377416038393	0.025307650063422	-2.95316797160319	NA	NA	0.00377814431315966	0.00188907215657983	0.999991122505677	0.306408016154131	10791	66	8.38747962662003	1	9.69801597921554	10.6042388428809	10.0810299723888	-0.0747377416038393	-0.0747377416038393	-0.0747377416038393	NA	NA	random_intercept
Gnl3	-0.0591264678763778	0.0200169017554593	-2.95382715061045	NA	NA	0.00378211810654509	0.00189105905327255	0.999991122505677	0.306408016154131	10790	67	8.38556890769431	1	9.30903415451392	11.5011009510507	8.96266996471303	-0.0591264678763778	-0.0591264678763778	-0.0591264678763778	NA	NA	random_intercept
Prrg1	-0.284761573422368	0.0912136246813484	-3.12191927924335	NA	NA	0.00410791911012411	0.00205395955506206	0.999991122505677	0.327908601908142	10789	68	8.2354851133596	1	7.73018124361422	NA	7.73018124361422	-0.284761573422368	NA	-0.284761573422368	NA	NA	random_intercept
Sumo3	-0.146935129716717	0.0504404084082514	-2.91304401279749	NA	NA	0.00428570388798867	0.00214285194399433	0.999991122505677	0.33081555140767	10788	69	8.15861705521505	1	12.4420050578694	10.7287791027495	12.4904969347265	-0.146935129716717	-0.146935129716717	-0.146935129716717	NA	NA	random_intercept
Tmem151b	-0.15775128396831	0.0541878264663198	-2.91119416030388	NA	NA	0.00430343481147607	0.00215171740573804	0.999991122505677	0.33081555140767	10787	70	8.1511295384426	1	10.0022573942522	6.75614457696466	10.3171331941674	-0.15775128396831	-0.15775128396831	-0.15775128396831	NA	NA	random_intercept
Atp13a3	-0.225277334651079	0.0732689870753478	-3.07466151291828	NA	NA	0.00432717467758743	0.00216358733879371	0.999991122505677	0.33081555140767	10786	71	8.14115355417529	1	9.96937666008461	NA	9.09932585922872	-0.225277334651079	NA	-0.225277334651079	NA	NA	random_intercept
Snhg5	-0.14674893406455	0.0480879515655679	-3.051677796349	NA	NA	0.00448539004811847	0.00224269502405923	0.999991122505677	0.338148571960931	10785	72	8.07605844573202	1	8.71211694377234	NA	7.57955245581893	-0.14674893406455	NA	-0.14674893406455	NA	NA	random_intercept
Ormdl2	-0.301351953599756	0.0988446111004026	-3.04874439025972	NA	NA	0.00488493420647133	0.00244246710323566	0.999991122505677	0.358674992807639	10784	73	7.92155230398572	1	8.17139477991949	NA	7.58905761352586	-0.301351953599756	NA	-0.301351953599756	NA	NA	random_intercept
Srsf3	-0.0611083772721767	0.0213388093221079	-2.8637201049857	NA	NA	0.00495218130551888	0.00247609065275944	0.999991122505677	0.358674992807639	10783	74	7.89681891626424	1	11.6758022051919	9.89093385780833	11.4772229549618	-0.0611083772721767	-0.0611083772721767	-0.0611083772721767	NA	NA	random_intercept
Lgals1	-0.162357191829895	0.0567655261777363	-2.86013717765153	NA	NA	0.00500454245403725	0.00250227122701863	0.999991122505677	0.358674992807639	10782	75	7.87779637863616	1	9.35288357760131	9.2265871749798	9.45790082577995	-0.162357191829895	-0.162357191829895	-0.162357191829895	NA	NA	random_intercept
Nedd4l	-0.126961746322399	0.0444152028334131	-2.85852001618886	NA	NA	0.00506254717718064	0.00253127358859032	0.999991122505677	0.358674992807639	10781	76	7.85695890417515	1	10.8694941211504	10.7232583302817	10.9302858125321	-0.126961746322399	-0.126961746322399	-0.126961746322399	NA	NA	random_intercept
Plxnb2	-0.188936950117399	0.0632685854463389	-2.98626796828965	NA	NA	0.00508805719347609	0.00254402859673805	0.999991122505677	0.358674992807639	10780	77	7.84787166148863	1	8.86706302408003	NA	9.0653234768648	-0.188936950117399	NA	-0.188936950117399	NA	NA	random_intercept
1810041L15Rik	-0.13857625508003	0.0467944415225462	-2.96138281751396	NA	NA	0.00542891398802586	0.00271445699401293	0.999991122505677	0.374965407781417	10779	78	7.73071855462327	1	9.66503095137245	NA	10.3201559363894	-0.13857625508003	NA	-0.13857625508003	NA	NA	random_intercept
Tmem38b	-0.108294844955297	0.0382767968367676	-2.82925568242094	NA	NA	0.00545730788775459	0.0027286539438773	0.999991122505677	0.374965407781417	10778	79	7.72130022920258	1	7.67808505201683	9.77210192964432	8.80239413173314	-0.108294844955297	-0.108294844955297	-0.108294844955297	NA	NA	random_intercept
AI593442	-0.139034248037205	0.0492318585874734	-2.82407067346795	NA	NA	0.00553124334313662	0.00276562167156831	0.999991122505677	0.37529486083182	10777	80	7.69700818170351	1	11.5356803842803	12.1051942135375	11.5605943828936	-0.139034248037205	-0.139034248037205	-0.139034248037205	NA	NA	random_intercept
Itpr2	-0.0910349915082324	0.0323234228953821	-2.81637844490901	NA	NA	0.0056752592742515	0.00283762963712575	0.999991122505677	0.379872953719323	10776	81	7.65062700520396	1	8.06703567612354	9.83903111370352	7.63569480500798	-0.0910349915082324	-0.0910349915082324	-0.0910349915082324	NA	NA	random_intercept
Calm3	-0.0646382728006626	0.0229833536474194	-2.81239517053336	NA	NA	0.0057386850046029	0.00286934250230145	0.999991122505677	0.379872953719323	10775	82	7.63057984752555	1	14.341864665282	14.7294501863591	14.1482594736456	-0.0646382728006626	-0.0646382728006626	-0.0646382728006626	NA	NA	random_intercept
Igfbp4	-0.15222250830217	0.0541929149873794	-2.80890054239784	NA	NA	0.00582951522601876	0.00291475761300938	0.999991122505677	0.381236248756986	10774	83	7.60226099359363	1	12.6311661194367	10.8643844941246	12.2047963567716	-0.15222250830217	-0.15222250830217	-0.15222250830217	NA	NA	random_intercept
Smarcd2	-0.108102139228761	0.0386813773268265	-2.79468174867158	NA	NA	0.00603372376924095	0.00301686188462048	0.999991122505677	0.389893483564761	10773	84	7.54020319790839	1	8.78325006226669	9.9066374582583	8.83745718900545	-0.108102139228761	-0.108102139228761	-0.108102139228761	NA	NA	random_intercept
Tbc1d8b	-0.242867180446189	0.0820072590086005	-2.96153271530168	NA	NA	0.00619728300576035	0.00309864150288018	0.999991122505677	0.394005883145471	10772	85	7.49202492048409	1	8.73425255921101	NA	8.32616947933852	-0.242867180446189	NA	-0.242867180446189	NA	NA	random_intercept
Tmem108	-0.176401977138162	0.0634141139768686	-2.78174630339403	NA	NA	0.00628310854407968	0.00314155427203984	0.999991122505677	0.394005883145471	10771	86	7.46726056567921	1	9.40596056111276	9.85032361782813	8.81068971200139	-0.176401977138162	-0.176401977138162	-0.176401977138162	NA	NA	random_intercept
Fam163b	-0.163258047084149	0.0587196495300155	-2.78029668757981	NA	NA	0.00631512745645837	0.00315756372822918	0.999991122505677	0.394005883145471	10770	87	7.45811005990888	1	9.82016876764372	6.67886409518343	9.628813974379	-0.163258047084149	-0.163258047084149	-0.163258047084149	NA	NA	random_intercept
Sox10	-0.218678375238775	0.0755739326793341	-2.89356882043765	NA	NA	0.00639451388505208	0.00319725694252604	0.999991122505677	0.394425242818894	10769	88	7.43562537675305	1	10.1889168821547	NA	10.5359080734378	-0.218678375238775	NA	-0.218678375238775	NA	NA	random_intercept
Klf13	-0.14312166417473	0.051660174440629	-2.77044484894673	NA	NA	0.00650671624293096	0.00325335812146548	0.999991122505677	0.396836581647519	10768	89	7.40432751078902	1	11.4596632200487	11.6689271086141	11.4777072901004	-0.14312166417473	-0.14312166417473	-0.14312166417473	NA	NA	random_intercept
Npat	-0.256307113511861	0.0889131797627672	-2.88266727380265	NA	NA	0.00709385511849544	0.00354692755924772	0.999991122505677	0.413595221638354	10767	90	7.24904952416098	1	8.29875989137378	NA	7.45740927057594	-0.256307113511861	NA	-0.256307113511861	NA	NA	random_intercept
Sh3gl1	-0.100332257742383	0.0365918079898182	-2.74193223167056	NA	NA	0.0071784653773212	0.0035892326886606	0.999991122505677	0.413595221638354	10766	91	7.22776168952836	1	8.89890885814766	8.87821107917418	8.65671747174123	-0.100332257742383	-0.100332257742383	-0.100332257742383	NA	NA	random_intercept
