# 2018-03-29
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	up_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Prokr2	0.259501726045733	0.0753784115723687	3.44265315005468	NA	NA	0.000800579836661211	0.000400289918330606	0.15971694365613	0.99999999767629	27	10852	11.2398880755795	1	6.203312024474	6.59412740064684	5.71018681830146	0.259501726045733	0.259501726045733	0.259501726045733	NA	NA	random_intercept
Idh1	0.153010335125485	0.0446874928410351	3.42400804783975	NA	NA	0.0008488609081603	0.00042443045408015	0.15971694365613	0.99999999767629	28	10851	11.1312341990857	1	11.4709335867869	9.93907799041166	10.5035070158167	0.153010335125485	0.153010335125485	0.153010335125485	NA	NA	random_intercept
Ndufaf5	0.0768393738734927	0.0224567995900198	3.42165291921836	NA	NA	0.00086301180798002	0.00043150590399001	0.15971694365613	0.99999999767629	29	10850	11.100570205124	1	9.37718750355287	10.508511307359	9.32592257867316	0.0768393738734927	0.0768393738734927	0.0768393738734927	NA	NA	random_intercept
Nek3	0.101453469116953	0.0297070871754591	3.41512678499031	NA	NA	0.000880953908748648	0.000440476954374324	0.15971694365613	0.99999999767629	30	10849	11.0624135938312	1	6.26785031163675	8.59561344601198	6.03655371958683	0.101453469116953	0.101453469116953	0.101453469116953	NA	NA	random_intercept
Pnpla6	0.0982402948275492	0.0292048464379305	3.36383534959996	NA	NA	0.00104986870241991	0.000524934351209957	0.184201157176191	0.99999999767629	31	10848	10.7374859218163	1	8.73412982842327	9.60058463000053	8.93276188674197	0.0982402948275492	0.0982402948275492	0.0982402948275492	NA	NA	random_intercept
Fdft1	0.331874953695776	0.0936108582770258	3.54526130626479	NA	NA	0.0011437136535833	0.00057185682679165	0.19139747207712	0.99999999767629	32	10847	10.5791317053109	1	11.0326812240291	NA	10.7711926271021	0.331874953695776	NA	0.331874953695776	NA	NA	random_intercept
Tmem214	0.0817938689720657	0.0245426493186901	3.33272369702063	NA	NA	0.00116126430934822	0.000580632154674108	0.19139747207712	0.99999999767629	33	10846	10.5509811036743	1	8.26467494837635	9.48311377374043	9.11361114025882	0.0817938689720657	0.0817938689720657	0.0817938689720657	NA	NA	random_intercept
Neto2	0.158589703787093	0.0452595587267937	3.50400464008961	NA	NA	0.00128982888501724	0.000644914442508621	0.206334685459082	0.99999999767629	34	10845	10.3570251537491	1	9.55947261415692	NA	9.0067922998854	0.158589703787093	NA	0.158589703787093	NA	NA	random_intercept
Ints7	0.136243748978711	0.041467585184695	3.28554817870118	NA	NA	0.00133863767997473	0.000669318839987367	0.208024295468074	0.99999999767629	35	10844	10.2884737582522	1	9.20369264117307	9.2343550988307	8.37055028111514	0.136243748978711	0.136243748978711	0.136243748978711	NA	NA	random_intercept
Trpm2	0.114452467388258	0.0349474332374905	3.27498922769175	NA	NA	0.00140033465941051	0.000700167329705254	0.209816331351861	0.99999999767629	36	10843	10.2053545729982	1	7.22185786562695	7.28628235764684	8.14226609999654	0.114452467388258	0.114452467388258	0.114452467388258	NA	NA	random_intercept
Pla2g6	0.171329066458698	0.0524347749202959	3.26747023743554	NA	NA	0.00142732198198545	0.000713660990992723	0.209816331351861	0.99999999767629	37	10842	10.1701559988373	1	7.62575169031992	7.16358852994357	8.26432721148373	0.171329066458698	0.171329066458698	0.171329066458698	NA	NA	random_intercept
Pja1	0.061350969261201	0.0190246874979188	3.22480825337669	NA	NA	0.00163945088227563	0.000819725441137813	0.228828322909533	0.99999999767629	38	10841	9.91491073932664	1	11.0296854064877	12.4019507830475	11.4883930567623	0.061350969261201	0.061350969261201	0.061350969261201	NA	NA	random_intercept
Hsd17b7	0.122223753811643	0.0379300782172808	3.22234383782416	NA	NA	0.00164944232763493	0.000824721163817465	0.228828322909533	0.99999999767629	39	10840	9.90372870265069	1	7.64505994984813	10.7535456474365	7.3911196683625	0.122223753811643	0.122223753811643	0.122223753811643	NA	NA	random_intercept
Uggt2	0.316362493565067	0.0933652103714	3.38844085828758	NA	NA	0.00174092975560065	0.000870464877800326	0.228828322909533	0.99999999767629	40	10839	9.80441956145881	1	6.61742313266748	NA	5.97809778819464	0.316362493565067	NA	0.316362493565067	NA	NA	random_intercept
Ift22	0.101970993758024	0.0318387526432128	3.20273205739928	NA	NA	0.0017421690841175	0.000871084542058749	0.228828322909533	0.99999999767629	41	10838	9.80311088169344	1	9.93953087541545	9.58541648577013	9.34222003857364	0.101970993758024	0.101970993758024	0.101970993758024	NA	NA	random_intercept
Uba5	0.0726814451937117	0.0227068680279285	3.20085733991657	NA	NA	0.00176701407652149	0.000883507038260746	0.228828322909533	0.99999999767629	42	10837	9.77707274985394	1	10.2379804257853	11.1527756960933	10.0327782196418	0.0726814451937117	0.0726814451937117	0.0726814451937117	NA	NA	random_intercept
Tonsl	0.134473420305596	0.0421609925143225	3.18952216933494	NA	NA	0.00184386143837375	0.000921930719186876	0.231101540588193	0.99999999767629	43	10836	9.6988223103766	1	6.5654083565758	7.31340611954527	6.61746309065268	0.134473420305596	0.134473420305596	0.134473420305596	NA	NA	random_intercept
Carmil3	0.170465934989038	0.0536384828879688	3.17805287940525	NA	NA	0.00190993714247348	0.00095496857123674	0.231101540588193	0.99999999767629	44	10835	9.6341390232103	1	7.30004324692873	8.96075198561405	7.83803465561554	0.170465934989038	0.170465934989038	0.170465934989038	NA	NA	random_intercept
D630045J12Rik	0.150857454566945	0.0434969378967349	3.4682316011553	NA	NA	0.00191203701534633	0.000956018507673163	0.231101540588193	0.99999999767629	45	10834	9.63212077673668	1	8.02460586778305	NA	8.16494084503465	0.150857454566945	NA	0.150857454566945	NA	NA	random_intercept
Thoc5	0.0756581479646088	0.0239095715085938	3.16434562356817	NA	NA	0.00198410453679414	0.00099205226839707	0.231706811620891	0.99999999767629	46	10833	9.56418326272748	1	7.81356786814589	9.90785885427508	8.36734048856175	0.0756581479646088	0.0756581479646088	0.0756581479646088	NA	NA	random_intercept
3110039I08Rik	0.260844186249871	0.0783540853286843	3.32904385464609	NA	NA	0.00204365111072685	0.00102182555536342	0.231706811620891	0.99999999767629	47	10832	9.5099106723286	1	8.60539244634007	NA	8.06201189073419	0.260844186249871	NA	0.260844186249871	NA	NA	random_intercept
Simc1	0.112802399204649	0.0357601082622504	3.15441995805497	NA	NA	0.00204484775837521	0.00102242387918761	0.231706811620891	0.99999999767629	48	10831	9.50883651866567	1	7.33859450049529	8.59924791087544	6.80367344831326	0.112802399204649	0.112802399204649	0.112802399204649	NA	NA	random_intercept
Stmn2	0.0968016130945983	0.0309674751259664	3.1259123548445	NA	NA	0.002220477763762	0.001110238881881	0.237498525292433	0.99999999767629	49	10830	9.35772344141186	1	13.7663892325726	13.289644681871	13.1063849843065	0.0968016130945983	0.0968016130945983	0.0968016130945983	NA	NA	random_intercept
Raph1	0.177116742566637	0.0528427269132367	3.35177143407925	NA	NA	0.0022592334035602	0.0011296167017801	0.237498525292433	0.99999999767629	50	10829	9.32601338678542	1	9.97554250114267	NA	9.93857207602654	0.177116742566637	NA	0.177116742566637	NA	NA	random_intercept
Tmem229b	0.0992098717420071	0.0318592703914533	3.11400325628994	NA	NA	0.00231211480961808	0.00115605740480904	0.237498525292433	0.99999999767629	51	10828	9.28362445330558	1	9.32598783444408	9.29927701563054	8.11803029959038	0.0992098717420071	0.0992098717420071	0.0992098717420071	NA	NA	random_intercept
Etnk1	0.0900254377698059	0.0271158212995333	3.32003359866349	NA	NA	0.00231352448594365	0.00115676224297182	0.237498525292433	0.99999999767629	52	10827	9.28250798274927	1	11.9269900282741	NA	12.21355371437	0.0900254377698059	NA	0.0900254377698059	NA	NA	random_intercept
Nsdhl	0.183980416681869	0.0592940403914516	3.10284837172934	NA	NA	0.00239471191129035	0.00119735595564518	0.237498525292433	0.99999999767629	53	10826	9.21934510451251	1	9.43522432904135	7.80551160883225	9.72720128041112	0.183980416681869	0.183980416681869	0.183980416681869	NA	NA	random_intercept
Camsap3	0.0929398974518782	0.0300278110360592	3.09512729183857	NA	NA	0.00244587182555873	0.00122293591277936	0.237498525292433	0.99999999767629	54	10825	9.18064972029367	1	8.10817312043725	8.10042549926814	7.91052297866602	0.0929398974518782	0.0929398974518782	0.0929398974518782	NA	NA	random_intercept
Got1l1	0.289990450209941	0.0936415962692733	3.09681233301547	NA	NA	0.0024484735117317	0.00122423675586585	0.237498525292433	0.99999999767629	55	10824	9.17870391217647	1	7.40065875362111	6.51959656972238	8.73639709700901	0.289990450209941	0.289990450209941	0.289990450209941	NA	NA	random_intercept
Sema4g	0.219939244923267	0.0692661114241746	3.17527922964225	NA	NA	0.00255616985688408	0.00127808492844204	0.237498525292433	0.99999999767629	56	10823	9.09994639860888	1	7.78255762071725	7.78255762071725	7.78255762071725	0.219939244923267	0.219939244923267	0.219939244923267	NA	NA	random_intercept
Cxcr4	0.196104768435742	0.0636686268589404	3.08008477817839	NA	NA	0.00256991832954203	0.00128495916477101	0.237498525292433	0.99999999767629	57	10822	9.09013549027063	1	5.98898905832971	6.42761038668479	5.14702521430502	0.196104768435742	0.196104768435742	0.196104768435742	NA	NA	random_intercept
Sfxn4	0.0879025131157661	0.0285592774318731	3.07789695749318	NA	NA	0.00259605511346791	0.00129802755673395	0.237498525292433	0.99999999767629	58	10821	9.07163033036159	1	7.28226256300887	9.85620873638185	7.3192764371427	0.0879025131157661	0.0879025131157661	0.0879025131157661	NA	NA	random_intercept
Selenoh	0.141127177232398	0.0459648030520262	3.07033138100604	NA	NA	0.00265556421366857	0.00132778210683428	0.237498525292433	0.99999999767629	59	10820	9.03019314708224	1	9.9855113121197	11.6358032547225	9.0046364169856	0.141127177232398	0.141127177232398	0.141127177232398	NA	NA	random_intercept
Abhd16a	0.0655251338299839	0.021353757607802	3.06855285301371	NA	NA	0.00267296860622216	0.00133648430311108	0.237498525292433	0.99999999767629	60	10819	9.01825222258964	1	10.4082058512712	11.4874023938722	10.2728786207006	0.0655251338299839	0.0655251338299839	0.0655251338299839	NA	NA	random_intercept
Zfp41	0.111287863940965	0.036326897825659	3.06351135390257	NA	NA	0.00271930100012063	0.00135965050006032	0.237498525292433	0.99999999767629	61	10818	8.98684493887378	1	6.891151575987	8.29162761285547	6.98477998536023	0.111287863940965	0.111287863940965	0.111287863940965	NA	NA	random_intercept
Capns1	0.0968640512468405	0.0316126392771671	3.06409251051691	NA	NA	0.0027409977742958	0.0013704988871479	0.237498525292433	0.99999999767629	62	10817	8.97232368975132	1	11.3340396519469	11.4400061187444	11.8349176792027	0.0968640512468405	0.0968640512468405	0.0968640512468405	NA	NA	random_intercept
Glrx	0.0894343622114444	0.0292802445825569	3.05442674699251	NA	NA	0.0027904489526357	0.00139522447631785	0.237498525292433	0.99999999767629	63	10816	8.93965843361501	1	9.8163157339863	11.5491870789099	9.46333151020743	0.0894343622114444	0.0894343622114444	0.0894343622114444	NA	NA	random_intercept
Rasal2	0.139534957241494	0.0431408847367086	3.23440184625523	NA	NA	0.0028115431586595	0.00140577157932975	0.237498525292433	0.99999999767629	64	10815	8.92590300707879	1	9.87100980274876	NA	10.7178860895339	0.139534957241494	NA	0.139534957241494	NA	NA	random_intercept
Snhg11	0.148216468966071	0.0486100513081868	3.04909097969022	NA	NA	0.00283827985732821	0.0014191399286641	0.237498525292433	0.99999999767629	65	10814	8.90861797265557	1	12.6489920343006	13.903265194111	12.2284277700031	0.148216468966071	0.148216468966071	0.148216468966071	NA	NA	random_intercept
Zfp385b	0.130325046910719	0.0411450706380172	3.16745225831018	NA	NA	0.00316773247141916	0.00158386623570958	0.257297730110654	0.99999999767629	66	10813	8.7082494700555	1	10.1357399130997	NA	9.68403500009333	0.130325046910719	NA	0.130325046910719	NA	NA	random_intercept
Fn1	0.290197352366423	0.0916891270351605	3.16501379989297	NA	NA	0.00316950687946567	0.00158475343973284	0.257297730110654	0.99999999767629	67	10812	8.70722863014921	1	9.93834499535993	NA	9.21038087113665	0.290197352366423	NA	0.290197352366423	NA	NA	random_intercept
Dynlrb1	0.0672389496476555	0.0225536078431776	2.98129461659479	NA	NA	0.00347885061443725	0.00173942530721862	0.257822536646007	0.99999999767629	68	10811	8.53759462585185	1	12.6603613399199	12.7409071580237	12.5755820153719	0.0672389496476555	0.0672389496476555	0.0672389496476555	NA	NA	random_intercept
Hcfc1r1	0.101145353034551	0.0339587092520155	2.97848049182105	NA	NA	0.00351092394579865	0.00175546197289932	0.257822536646007	0.99999999767629	69	10810	8.5208918259334	1	12.274380998601	7.55662284456874	11.9996926101481	0.101145353034551	0.101145353034551	0.101145353034551	NA	NA	random_intercept
Sulf2	0.135296931309033	0.0433119496583971	3.12377836546553	NA	NA	0.00357009557252853	0.00178504778626426	0.257822536646007	0.99999999767629	70	10809	8.49048024267993	1	12.427755470218	NA	11.7979397739139	0.135296931309033	NA	0.135296931309033	NA	NA	random_intercept
Pnck	0.153487919113565	0.0517576907998052	2.96550941013277	NA	NA	0.00365917929722423	0.00182958964861212	0.257822536646007	0.99999999767629	71	10808	8.44564850511467	1	10.9706888465511	10.6242126343499	10.5311138782746	0.153487919113565	0.153487919113565	0.153487919113565	NA	NA	random_intercept
Hint1	0.0651075091401352	0.022009195261905	2.95819580704196	NA	NA	0.00371707877941871	0.00185853938970935	0.257822536646007	0.99999999767629	72	10807	8.41710160651942	1	13.2927131279558	12.9114566545823	13.1910785338555	0.0651075091401352	0.0651075091401352	0.0651075091401352	NA	NA	random_intercept
Mid1	0.421821102282659	0.142592081261958	2.95823652021549	NA	NA	0.00377304111365803	0.00188652055682902	0.257822536646007	0.99999999767629	73	10806	8.38993639823104	1	5.7878312400062	8.12792244620845	6.2758468760296	0.421821102282659	0.421821102282659	0.421821102282659	NA	NA	random_intercept
Dbnl	0.079500688372447	0.0269203497136537	2.95318185751967	NA	NA	0.00380188853841506	0.00190094426920753	0.257822536646007	0.99999999767629	74	10805	8.37609294326252	1	9.05885331145196	9.06003701520062	10.1010266596204	0.079500688372447	0.079500688372447	0.079500688372447	NA	NA	random_intercept
Apc2	0.118238492257244	0.040231815614014	2.93893005952379	NA	NA	0.00397090497733867	0.00198545248866933	0.257822536646007	0.99999999767629	75	10804	8.29707194030779	1	8.45282394919057	8.31561341453746	9.3086332801578	0.118238492257244	0.118238492257244	0.118238492257244	NA	NA	random_intercept
Slc41a3	0.186267170284949	0.063404569133169	2.93775626633043	NA	NA	0.00397427620697381	0.0019871381034869	0.257822536646007	0.99999999767629	76	10803	8.29553080961421	1	7.54751716044687	6.79887683480574	8.64975651954108	0.186267170284949	0.186267170284949	0.186267170284949	NA	NA	random_intercept
Tbc1d25	0.0875716258498167	0.0298381385977687	2.93488903682367	NA	NA	0.00401269185911419	0.00200634592955709	0.257822536646007	0.99999999767629	77	10802	8.27806274574004	1	6.77298480212804	9.29721243753542	7.55467705838293	0.0875716258498167	0.0875716258498167	0.0875716258498167	NA	NA	random_intercept
Rab4a	0.0961122738591728	0.0327805387364958	2.93199189408584	NA	NA	0.00402708325198455	0.00201354162599228	0.257822536646007	0.99999999767629	78	10801	8.27156258132098	1	10.3496132668213	10.4704606215886	9.97985630824227	0.0961122738591728	0.0961122738591728	0.0961122738591728	NA	NA	random_intercept
Rnf138rt1	0.144937762313052	0.0494336262522545	2.93196702935467	NA	NA	0.00404534288924781	0.0020226714446239	0.257822536646007	0.99999999767629	79	10800	8.26334918337707	1	5.29236964790238	7.3653547111596	4.82305571607303	0.144937762313052	0.144937762313052	0.144937762313052	NA	NA	random_intercept
Prmt2	0.0941408889306865	0.0320962986867526	2.93307617334525	NA	NA	0.00404592338883444	0.00202296169441722	0.257822536646007	0.99999999767629	80	10799	8.26308868700961	1	11.1089167770198	12.288728670443	11.4708679518214	0.0941408889306865	0.0941408889306865	0.0941408889306865	NA	NA	random_intercept
Rabif	0.0804630017924496	0.0274994586736906	2.92598493473003	NA	NA	0.00409371678999117	0.00204685839499558	0.257822536646007	0.99999999767629	81	10798	8.24177107622702	1	9.54463424406898	9.02846680563646	9.15789502083451	0.0804630017924496	0.0804630017924496	0.0804630017924496	NA	NA	random_intercept
Ebf4	0.149868073344838	0.0512405123605776	2.92479654165482	NA	NA	0.00413084719005929	0.00206542359502964	0.257822536646007	0.99999999767629	82	10797	8.22538364465562	1	6.32455286399705	7.08337214488589	5.84244645000246	0.149868073344838	0.149868073344838	0.149868073344838	NA	NA	random_intercept
Mgat1	0.112504768537574	0.0384830196478392	2.92349118045082	NA	NA	0.00414137972931741	0.00207068986465871	0.257822536646007	0.99999999767629	83	10796	8.22076241458668	1	9.02352363113319	7.36950555977358	9.80138772437946	0.112504768537574	0.112504768537574	0.112504768537574	NA	NA	random_intercept
Rnase1	0.212106893784354	0.0725233596910591	2.92466999168135	NA	NA	0.0041779702956002	0.0020889851478001	0.257822536646007	0.99999999767629	84	10795	8.20480047932615	1	5.20194770630882	6.34018406052766	5.49849709225461	0.212106893784354	0.212106893784354	0.212106893784354	NA	NA	random_intercept
Myadml2	0.147406127344508	0.0474202100748543	3.1085085264663	NA	NA	0.00422123862001244	0.00211061931000622	0.257822536646007	0.99999999767629	85	10794	8.18610809176606	1	5.99384011436557	NA	6.26468772214958	0.147406127344508	NA	0.147406127344508	NA	NA	random_intercept
Pycrl	0.0838418274459043	0.0288133415598123	2.90982659098602	NA	NA	0.00432352989188511	0.00216176494594255	0.257822536646007	0.99999999767629	86	10793	8.14268154308141	1	7.93515969860764	9.52760139120662	8.00192340399739	0.0838418274459043	0.0838418274459043	0.0838418274459043	NA	NA	random_intercept
Col6a1	0.345848947394981	0.119003383279174	2.9062110493417	NA	NA	0.00436640887299951	0.00218320443649975	0.257822536646007	0.99999999767629	87	10792	8.12478803093703	1	7.83210634128584	9.26488295696825	6.9262375637741	0.345848947394981	0.345848947394981	0.345848947394981	NA	NA	random_intercept
Ccnh	0.157049482560939	0.0518006221117683	3.03180688104631	NA	NA	0.00448047224111821	0.0022402361205591	0.257822536646007	0.99999999767629	88	10791	8.07804635924719	1	11.3721603035081	NA	11.1456978829348	0.157049482560939	NA	0.157049482560939	NA	NA	random_intercept
Ccdc159	0.116830256152796	0.0403284526583057	2.89696847887207	NA	NA	0.00449622148419606	0.00224811074209803	0.257822536646007	0.99999999767629	89	10790	8.07168789558422	1	5.29875114157139	7.413500869515	5.82843085011978	0.116830256152796	0.116830256152796	0.116830256152796	NA	NA	random_intercept
Dhx35	0.0884221740873547	0.0305318931548586	2.89605933175761	NA	NA	0.00449823750088756	0.00224911875044378	0.257822536646007	0.99999999767629	90	10789	8.07087560415539	1	7.22108270560499	9.00265496264829	6.5409298073627	0.0884221740873547	0.0884221740873547	0.0884221740873547	NA	NA	random_intercept
Pced1a	0.076736740846469	0.0264959327798571	2.89617057395338	NA	NA	0.00450060876221116	0.00225030438110558	0.257822536646007	0.99999999767629	91	10788	8.06992065221947	1	6.41936422705641	8.8326653444702	6.8964402998727	0.076736740846469	0.076736740846469	0.076736740846469	NA	NA	random_intercept
Col4a1	0.108926968556509	0.0376576244860937	2.89256080390132	NA	NA	0.00453272170471688	0.00226636085235844	0.257822536646007	0.99999999767629	92	10787	8.05703837512038	1	10.2841733210322	10.3199264131877	9.00892953242614	0.108926968556509	0.108926968556509	0.108926968556509	NA	NA	random_intercept
