# 2018-03-29
geneSymbol	Estimate	Std..Error	t.value	CI_2.5	CI_97.5	pvalue	up_pval	up_padj	down_padj	up_rank	down_rank	chisq	chi_df	GSE48622_intercept	GSE64398_intercept	GSE36237_intercept	GSE48622_FE_Disease	GSE64398_FE_Disease	GSE36237_FE_Disease	FE_Gender	Gender	ME_model
Trabd2b	0.0454175862390966	0.0596834763171548	0.760974209976475	NA	NA	0.449600575165812	0.224800287582906	0.833650190620735	0.99999999767629	2932	7947	0.571658624026178	1	6.12557800930154	NA	6.92450065048853	0.0454175862390966	NA	0.0454175862390966	NA	NA	random_intercept
Ssr2	0.0188989131973906	0.0249677758890629	0.756932186565695	NA	NA	0.449710243294639	0.22485512164732	0.833650190620735	0.99999999767629	2933	7946	0.571382063447146	1	9.71587834747159	11.4449756500279	9.16634531744009	0.0188989131973906	0.0188989131973906	0.0188989131973906	NA	NA	random_intercept
Fem1b	0.0155821267625804	0.0205928550618097	0.756676367400756	NA	NA	0.449881366436183	0.224940683218091	0.833650190620735	0.99999999767629	2934	7945	0.570950735895138	1	12.5131932935081	11.9242701886983	12.0173670872863	0.0155821267625804	0.0155821267625804	0.0155821267625804	NA	NA	random_intercept
Jakmip2	0.041145553580796	0.0542311403487819	0.758707143463565	NA	NA	0.450066021569283	0.225033010784642	0.833650190620735	0.99999999767629	2935	7944	0.570485586965283	1	10.6138072941303	NA	9.75055116369491	0.041145553580796	NA	0.041145553580796	NA	NA	random_intercept
BC028528	0.0281054922757755	0.0371830636443169	0.755868116318359	NA	NA	0.450340747164223	0.225170373582111	0.833650190620735	0.99999999767629	2936	7943	0.56979409996957	1	6.90346193420644	8.19116597800024	5.97361027175486	0.0281054922757755	0.0281054922757755	0.0281054922757755	NA	NA	random_intercept
Chchd7	0.0618321441778993	0.0774669710724679	0.798174284109512	NA	NA	0.450446634244143	0.225223317122072	0.833650190620735	0.99999999767629	2937	7942	0.569527756889883	1	8.88325987513296	8.85661893851514	8.86675743674813	0.0618321441778993	0.0618321441778993	0.0618321441778993	NA	NA	random_intercept
Rae1	0.0228038153308679	0.0301783664544783	0.755634516045317	NA	NA	0.450717532052481	0.22535876602624	0.833650190620735	0.99999999767629	2938	7941	0.568846798718226	1	9.8967807863195	10.6685185518488	10.4017068944832	0.0228038153308679	0.0228038153308679	0.0228038153308679	NA	NA	random_intercept
Exoc7	0.0342274872850649	0.0452872731590509	0.755786005592706	NA	NA	0.450931014159065	0.225465507079533	0.833650190620735	0.99999999767629	2939	7940	0.568310617015346	1	8.46503686697242	9.05410540077385	9.17006270033133	0.0342274872850649	0.0342274872850649	0.0342274872850649	NA	NA	random_intercept
Myo16	0.0695198995048228	0.0918004563768383	0.757293615398223	NA	NA	0.450940220575879	0.22547011028794	0.833650190620735	0.99999999767629	2940	7939	0.568287503095158	1	7.88675452417113	NA	6.69581681770536	0.0695198995048228	NA	0.0695198995048228	NA	NA	random_intercept
Snx8	0.0301411645157634	0.0399300272082316	0.754849586216904	NA	NA	0.450978201583992	0.225489100791996	0.833650190620735	0.99999999767629	2941	7938	0.568192154572614	1	8.01812390803212	9.37272828384083	7.80722335613245	0.0301411645157634	0.0301411645157634	0.0301411645157634	NA	NA	random_intercept
Ccdc66	0.0294768054356125	0.0390611791317824	0.754631736440043	NA	NA	0.451065167860072	0.225532583930036	0.833650190620735	0.99999999767629	2942	7937	0.567973879386155	1	8.30056563114949	7.38797944146455	8.27442358813887	0.0294768054356125	0.0294768054356125	0.0294768054356125	NA	NA	random_intercept
Olfm2	0.0811568089060111	0.107137318349575	0.757502709197994	NA	NA	0.451608103861765	0.225804051930883	0.833650190620735	0.99999999767629	2943	7936	0.566612659008001	1	8.21765962108145	8.82121495237665	8.55106267898526	0.0811568089060111	0.0811568089060111	0.0811568089060111	NA	NA	random_intercept
Plcd1	0.0280191978317646	0.0371772558913181	0.753665034172354	NA	NA	0.451701577599277	0.225850788799639	0.833650190620735	0.99999999767629	2944	7935	0.566378564743601	1	6.83370447012045	9.0088522362671	7.4300890940909	0.0280191978317646	0.0280191978317646	0.0280191978317646	NA	NA	random_intercept
Fam192a	0.0163116080234481	0.0213340015875304	0.764582675993714	NA	NA	0.452015706627504	0.226007853313752	0.833650190620735	0.99999999767629	2945	7934	0.565592419477326	1	10.2801967988413	10.2447136072972	10.2298477279605	0.0163116080234481	0.0163116080234481	0.0163116080234481	NA	NA	random_intercept
Slc6a13	0.0741147400320061	0.0984179358512407	0.753061313377177	NA	NA	0.452067987106847	0.226033993553423	0.833650190620735	0.99999999767629	2946	7933	0.565461664322584	1	6.8457045073451	9.05487684718376	6.46941302440408	0.0741147400320061	0.0741147400320061	0.0741147400320061	NA	NA	random_intercept
Triqk	0.0241350034773108	0.0320609338670906	0.75278541721096	NA	NA	0.452206880339316	0.226103440169658	0.833650190620735	0.99999999767629	2947	7932	0.565114402816192	1	8.37656626404155	9.89411311187016	8.22653056785469	0.0241350034773108	0.0241350034773108	0.0241350034773108	NA	NA	random_intercept
Tax1bp1	0.042954691630432	0.0568886225307747	0.755066474094976	NA	NA	0.452229173409236	0.226114586704618	0.833650190620735	0.99999999767629	2948	7931	0.565058681126452	1	10.8238999440704	10.9337906965974	11.1827402125397	0.042954691630432	0.042954691630432	0.042954691630432	NA	NA	random_intercept
Elovl5	0.024828334473481	0.0330024932024631	0.752316933183338	NA	NA	0.452455599998786	0.226227799999393	0.833650190620735	0.99999999767629	2949	7930	0.564492969764999	1	12.079616264418	12.1835949451534	11.7326889854479	0.024828334473481	0.024828334473481	0.024828334473481	NA	NA	random_intercept
Capn7	0.0228383747023175	0.0302957625447391	0.753847164882912	NA	NA	0.452478350578589	0.226239175289294	0.833650190620735	0.99999999767629	2950	7929	0.564436153501916	1	10.0486590592982	9.99762835527719	9.87170664418292	0.0228383747023175	0.0228383747023175	0.0228383747023175	NA	NA	random_intercept
Cdh22	0.0595871229196204	0.0790379951497966	0.753904787269566	NA	NA	0.45277451477014	0.22638725738507	0.833650190620735	0.99999999767629	2951	7928	0.563696934516983	1	8.12862876993321	7.61834827536989	7.83652943179663	0.0595871229196204	0.0595871229196204	0.0595871229196204	NA	NA	random_intercept
Lars	0.0180823524767412	0.0239892432638822	0.753769190542401	NA	NA	0.45279206487148	0.22639603243574	0.833650190620735	0.99999999767629	2952	7927	0.563653153640985	1	9.59424218258175	9.82025858558882	9.78412148528811	0.0180823524767412	0.0180823524767412	0.0180823524767412	NA	NA	random_intercept
Snx27	0.0272897072519721	0.0361005478515134	0.755936097264189	NA	NA	0.452798205992617	0.226399102996309	0.833650190620735	0.99999999767629	2953	7926	0.563637834490514	1	9.57657980164289	NA	9.97987208211693	0.0272897072519721	NA	0.0272897072519721	NA	NA	random_intercept
Adamts9	0.0577914215846536	0.0761550507769716	0.758865249186191	NA	NA	0.452828826079277	0.226414413039639	0.833650190620735	0.99999999767629	2954	7925	0.563561456924704	1	7.10873314046001	NA	6.85900974434398	0.0577914215846536	NA	0.0577914215846536	NA	NA	random_intercept
Surf2	0.0172795031571867	0.0229912908752913	0.751567332644076	NA	NA	0.452920815091795	0.226460407545897	0.833650190620735	0.99999999767629	2955	7924	0.563332051736012	1	6.79531906400115	9.8069986524916	6.64752042943529	0.0172795031571867	0.0172795031571867	0.0172795031571867	NA	NA	random_intercept
Ap5z1	0.0191283437117138	0.0254750269527781	0.750866475908786	NA	NA	0.453404443707992	0.226702221853996	0.834258041044576	0.99999999767629	2956	7923	0.562127163132473	1	7.38717297980042	8.6616351594999	7.92153029805724	0.0191283437117138	0.0191283437117138	0.0191283437117138	NA	NA	random_intercept
Zdhhc1	0.0303591384464364	0.0404752241469411	0.750067209911444	NA	NA	0.453810975573364	0.226905487786682	0.834269243284416	0.99999999767629	2957	7922	0.5611159076132	1	7.2006032226728	7.86193129763279	6.56320887741265	0.0303591384464364	0.0303591384464364	0.0303591384464364	NA	NA	random_intercept
Gas2l1	0.0228164124814663	0.0304389211525492	0.749580195931336	NA	NA	0.454092393681085	0.227046196840542	0.834269243284416	0.99999999767629	2958	7921	0.560416707075063	1	9.84108814132899	9.08802949372947	10.1543712618184	0.0228164124814663	0.0228164124814663	0.0228164124814663	NA	NA	random_intercept
Sh3yl1	0.0243016344181218	0.0324326867531405	0.74929451892445	NA	NA	0.454280533398376	0.227140266699188	0.834269243284416	0.99999999767629	2959	7920	0.559949641705103	1	8.5963069594799	9.14885603250499	8.16586538705538	0.0243016344181218	0.0243016344181218	0.0243016344181218	NA	NA	random_intercept
F13a1	0.0538382920511715	0.0718641668048107	0.749167414650489	NA	NA	0.454381843031501	0.227190921515751	0.834269243284416	0.99999999767629	2960	7919	0.559698261754193	1	6.48116798717791	6.48088703033038	5.51098669557026	0.0538382920511715	0.0538382920511715	0.0538382920511715	NA	NA	random_intercept
Mnt	0.0327282231770699	0.0437180301307475	0.748620719625051	NA	NA	0.45466851569425	0.227334257847125	0.834269243284416	0.99999999767629	2961	7918	0.558987416648229	1	9.32840595170301	7.19958952160644	9.64620822055671	0.0327282231770699	0.0327282231770699	0.0327282231770699	NA	NA	random_intercept
Bmp4	0.0538773535059721	0.0719891706409117	0.748409143018429	NA	NA	0.454793405496718	0.227396702748359	0.834269243284416	0.99999999767629	2962	7917	0.558677955036885	1	7.87336258882832	7.71328594799939	5.56122438545755	0.0538773535059721	0.0538773535059721	0.0538773535059721	NA	NA	random_intercept
Slc35f1	0.0679738670334225	0.0908299725677004	0.748363839730965	NA	NA	0.454826037196084	0.227413018598042	0.834269243284416	0.99999999767629	2963	7916	0.558597119694497	1	10.4642341174556	7.70861784656257	9.89904820350707	0.0679738670334225	0.0679738670334225	0.0679738670334225	NA	NA	random_intercept
Plbd2	0.0466859476352572	0.0621334445696411	0.751381932204484	NA	NA	0.455065309300373	0.227532654650186	0.834269243284416	0.99999999767629	2964	7915	0.558004672506716	1	7.34695907031462	NA	8.40240958266397	0.0466859476352572	NA	0.0466859476352572	NA	NA	random_intercept
Slc4a7	0.0451981817220474	0.0590636677378176	0.765245089801759	NA	NA	0.45506937687817	0.227534688439085	0.834269243284416	0.99999999767629	2965	7914	0.557994605256955	1	10.6498644958077	NA	10.5589616300327	0.0451981817220474	NA	0.0451981817220474	NA	NA	random_intercept
Hgsnat	0.0265167736006497	0.03545575476118	0.74788348969749	NA	NA	0.455150124101522	0.227575062050761	0.834269243284416	0.99999999767629	2966	7913	0.557794785264328	1	9.91790818421482	11.1195964381949	9.65723488570281	0.0265167736006497	0.0265167736006497	0.0265167736006497	NA	NA	random_intercept
Pitrm1	0.0292375715317684	0.0389801685118225	0.750062727997208	NA	NA	0.455241259907901	0.22762062995395	0.834269243284416	0.99999999767629	2967	7912	0.557569324265856	1	9.15593163151137	NA	8.65575622207409	0.0292375715317684	NA	0.0292375715317684	NA	NA	random_intercept
Pigq	0.0218559114780152	0.0292533492341958	0.7471251002079	NA	NA	0.455578588618941	0.22778929430947	0.834269243284416	0.99999999767629	2968	7911	0.556735423659461	1	12.0298447328489	11.1442812630838	11.749517216857	0.0218559114780152	0.0218559114780152	0.0218559114780152	NA	NA	random_intercept
Slc25a5	0.0196450610259011	0.0263083420535934	0.746723643241435	NA	NA	0.455809120465799	0.2279045602329	0.834269243284416	0.99999999767629	2969	7910	0.556166091182433	1	13.4337964509676	11.3385239003374	13.2187807526322	0.0196450610259011	0.0196450610259011	0.0196450610259011	NA	NA	random_intercept
Akr1e1	0.0710492454898758	0.0951300872805066	0.74686408391885	NA	NA	0.455872447940044	0.227936223970022	0.834269243284416	0.99999999767629	2970	7909	0.556009773972363	1	9.13830436112137	7.36461834892023	7.76980803220602	0.0710492454898758	0.0710492454898758	0.0710492454898758	NA	NA	random_intercept
Gtpbp6	0.0533364497270037	0.0697166415285835	0.765046172012402	NA	NA	0.455937694858507	0.227968847429253	0.834269243284416	0.99999999767629	2971	7908	0.555848754569523	1	9.18657307986618	NA	9.34553156338432	0.0533364497270037	NA	0.0533364497270037	NA	NA	random_intercept
Dusp15	0.0370683619530036	0.049659066795898	0.746457079134351	NA	NA	0.455978741743209	0.227989370871604	0.834269243284416	0.99999999767629	2972	7907	0.555747475734531	1	7.8405875529027	8.73331450717908	6.85657745716012	0.0370683619530036	0.0370683619530036	0.0370683619530036	NA	NA	random_intercept
Gm15506	0.0512780808176933	0.0683383483597575	0.750355869705062	NA	NA	0.456048196565313	0.228024098282657	0.834269243284416	0.99999999767629	2973	7906	0.555576136020932	1	5.97515390579032	NA	6.77208053104677	0.0512780808176933	NA	0.0512780808176933	NA	NA	random_intercept
Nop2	0.0194061374532103	0.0259574780345534	0.747612592694012	NA	NA	0.456171489157539	0.228085744578769	0.834269243284416	0.99999999767629	2974	7905	0.555272083863869	1	8.39095675078819	8.5869183507187	8.44251692420839	0.0194061374532103	0.0194061374532103	0.0194061374532103	NA	NA	random_intercept
Glyat	0.0362529079538719	0.0486501248831173	0.745176051263386	NA	NA	0.456802720273805	0.228401360136903	0.834632693711895	0.99999999767629	2975	7904	0.553717429305465	1	4.62998448862037	6.32907753734564	4.64925330566555	0.0362529079538719	0.0362529079538719	0.0362529079538719	NA	NA	random_intercept
Ambra1	0.0158176152361694	0.0212295322630018	0.745076012048364	NA	NA	0.456823402876599	0.2284117014383	0.834632693711895	0.99999999767629	2976	7903	0.553666547567985	1	9.6811293112753	10.2494173444726	9.3573048302063	0.0158176152361694	0.0158176152361694	0.0158176152361694	NA	NA	random_intercept
Acbd4	0.0183186714884484	0.024586090034907	0.745082746481435	NA	NA	0.456830580838447	0.228415290419223	0.834632693711895	0.99999999767629	2977	7902	0.553648889751244	1	8.44945309318852	10.8914496772342	8.94858610458603	0.0183186714884484	0.0183186714884484	0.0183186714884484	NA	NA	random_intercept
Dut	0.0261858176117622	0.0351718432115382	0.74451081378561	NA	NA	0.457142410310275	0.228571205155138	0.834726465143491	0.99999999767629	2978	7901	0.552882210063864	1	8.79709856739394	9.20768413519459	7.90187069942603	0.0261858176117622	0.0261858176117622	0.0261858176117622	NA	NA	random_intercept
Wdr46	0.0239804604378564	0.0322397646505615	0.743816237425255	NA	NA	0.457616044264307	0.228808022132154	0.834726465143491	0.99999999767629	2979	7900	0.551719286758598	1	6.93531929154701	7.97246507579296	6.85769728882419	0.0239804604378564	0.0239804604378564	0.0239804604378564	NA	NA	random_intercept
Hn1l	0.0310706713609643	0.0417778748607483	0.743711150089068	NA	NA	0.457621077439241	0.228810538719621	0.834726465143491	0.99999999767629	2980	7899	0.55170693890156	1	6.90425483403833	7.10890677216793	5.58630260456685	0.0310706713609643	0.0310706713609643	0.0310706713609643	NA	NA	random_intercept
Slc11a1	0.02844039909158	0.0382370869854609	0.743790945748406	NA	NA	0.457624968656074	0.228812484328037	0.834726465143491	0.99999999767629	2981	7898	0.551697392750253	1	5.50906780166592	7.41767401175417	5.65044277732006	0.02844039909158	0.02844039909158	0.02844039909158	NA	NA	random_intercept
Rplp1	0.0124272634773764	0.0167132434459923	0.74355785682978	NA	NA	0.457788951077555	0.228894475538778	0.834726465143491	0.99999999767629	2982	7897	0.551295218349225	1	14.5776903974924	15.3428132160668	14.7638997405562	0.0124272634773764	0.0124272634773764	0.0124272634773764	NA	NA	random_intercept
Fam162a	0.0291578983803773	0.0391953773469301	0.743911663926385	NA	NA	0.457825028992688	0.228912514496344	0.834726465143491	0.99999999767629	2983	7896	0.551206766138797	1	11.4475777553638	10.9174155328924	11.0186330935826	0.0291578983803773	0.0291578983803773	0.0291578983803773	NA	NA	random_intercept
Cmtm4	0.0334857635640903	0.0450581953394001	0.743166993526025	NA	NA	0.457956200034598	0.228978100017299	0.834726465143491	0.99999999767629	2984	7895	0.550885266898252	1	10.2900904502569	7.30568551991656	10.880960601413	0.0334857635640903	0.0334857635640903	0.0334857635640903	NA	NA	random_intercept
Zfp760	0.0343452848368367	0.0462466950253507	0.742653822462555	NA	NA	0.458304028772977	0.229152014386489	0.835080607201415	0.99999999767629	2985	7894	0.550033445182901	1	7.93333680914696	7.49320797852619	6.79132677491238	0.0343452848368367	0.0343452848368367	0.0343452848368367	NA	NA	random_intercept
Smarcc1	0.0478939355414434	0.0645404751681865	0.742075967315646	NA	NA	0.458639744818612	0.229319872409306	0.835412448783802	0.99999999767629	2986	7893	0.54921225553818	1	9.71907113740738	7.83980962813282	8.80619938317957	0.0478939355414434	0.0478939355414434	0.0478939355414434	NA	NA	random_intercept
Srpk3	0.0328333889818235	0.0443209798415679	0.740809185608969	NA	NA	0.459403676170515	0.229701838085258	0.836523801369746	0.99999999767629	2987	7892	0.547347153708586	1	7.13354126609649	8.67904007431881	6.54551616623294	0.0328333889818235	0.0328333889818235	0.0328333889818235	NA	NA	random_intercept
Chrac1	0.0242595761528255	0.0327642153078628	0.740429029808128	NA	NA	0.459628899953329	0.229814449976665	0.836531036527631	0.99999999767629	2988	7891	0.546798217342754	1	8.8118074740779	9.34422970134407	8.45620744101051	0.0242595761528255	0.0242595761528255	0.0242595761528255	NA	NA	random_intercept
St6galnac4	0.0257948468517005	0.0348049426713264	0.741125968667411	NA	NA	0.459792394283813	0.229896197141907	0.836531036527631	0.99999999767629	2989	7890	0.546400000551209	1	8.23569904904674	8.65537130027428	8.40660336568017	0.0257948468517005	0.0257948468517005	0.0257948468517005	NA	NA	random_intercept
Nars2	0.0328598939633841	0.0444047063920023	0.740009261029647	NA	NA	0.459869056668067	0.229934528334034	0.836531036527631	0.99999999767629	2990	7889	0.546213354203548	1	8.59849116726745	6.85796834131853	7.65837285785929	0.0328598939633841	0.0328598939633841	0.0328598939633841	NA	NA	random_intercept
Tstd3	0.0300265606145731	0.0400007366813919	0.750650190613648	NA	NA	0.460146416283904	0.230073208141952	0.836572299273981	0.99999999767629	2991	7888	0.545538491307944	1	9.31139529425481	NA	9.22026634649184	0.0300265606145731	NA	0.0300265606145731	NA	NA	random_intercept
Ykt6	0.0212891219743631	0.0288071445330019	0.739022291847566	NA	NA	0.460508554353826	0.230254277176913	0.836572299273981	0.99999999767629	2992	7887	0.544658318119303	1	10.7586552142113	11.0178689922036	10.6188653995231	0.0212891219743631	0.0212891219743631	0.0212891219743631	NA	NA	random_intercept
Nphp1	0.0292704160493721	0.0396225763160978	0.738730763387544	NA	NA	0.460643724969803	0.230321862484901	0.836572299273981	0.99999999767629	2993	7886	0.544330068479677	1	8.6750441853558	8.78348749016267	8.43232571764766	0.0292704160493721	0.0292704160493721	0.0292704160493721	NA	NA	random_intercept
Arhgap1	0.0243511050287686	0.0329628090711336	0.738744837438428	NA	NA	0.460660462400441	0.230330231200221	0.836572299273981	0.99999999767629	2994	7885	0.544289433771766	1	8.35149592031917	11.0408082195337	8.71196849887935	0.0243511050287686	0.0243511050287686	0.0243511050287686	NA	NA	random_intercept
Zswim3	0.022578843768443	0.0305661054608794	0.738688931023319	NA	NA	0.460689178482682	0.230344589241341	0.836572299273981	0.99999999767629	2995	7884	0.544219723055036	1	6.52302222689893	8.63089640866317	6.40049230705472	0.022578843768443	0.022578843768443	0.022578843768443	NA	NA	random_intercept
Zfp869	0.0185274526319725	0.02508905532692	0.738467526598857	NA	NA	0.460814599857482	0.230407299928741	0.836572299273981	0.99999999767629	2996	7883	0.543915332865765	1	6.65433494872852	9.93827118274566	6.51230098725498	0.0185274526319725	0.0185274526319725	0.0185274526319725	NA	NA	random_intercept
Incenp	0.0409115497745271	0.0554419981266464	0.737916221581204	NA	NA	0.461203637720364	0.230601818860182	0.83681456073186	0.99999999767629	2997	7882	0.542971997094945	1	7.89094669015491	8.23169618619713	7.70726980377185	0.0409115497745271	0.0409115497745271	0.0409115497745271	NA	NA	random_intercept
Lima1	0.0265746666250268	0.0360315859926121	0.737538076466454	NA	NA	0.461356424427917	0.230678212213959	0.83681456073186	0.99999999767629	2998	7881	0.542601866595362	1	7.22955554437307	7.63154328271389	6.16968972517561	0.0265746666250268	0.0265746666250268	0.0265746666250268	NA	NA	random_intercept
Fstl5	0.0603999494445457	0.0819041983107116	0.737446317652881	NA	NA	0.461409609787617	0.230704804893809	0.83681456073186	0.99999999767629	2999	7880	0.542473069100453	1	9.77105251756218	6.53401248125288	9.22307217599132	0.0603999494445457	0.0603999494445457	0.0603999494445457	NA	NA	random_intercept
Rnf26	0.031011824244221	0.0420809780339907	0.736955881091246	NA	NA	0.461709367710133	0.230854683855066	0.837079083658471	0.99999999767629	3000	7879	0.541747594563535	1	10.2559645673998	7.47020506051113	10.2172744077961	0.031011824244221	0.031011824244221	0.031011824244221	NA	NA	random_intercept
Phka1	0.0468000297666599	0.0636010150991898	0.73583778016235	NA	NA	0.462384676245774	0.231192338122887	0.837643701681425	0.99999999767629	3001	7878	0.540115951792572	1	7.80547104924517	6.48004791521743	8.03122558718139	0.0468000297666599	0.0468000297666599	0.0468000297666599	NA	NA	random_intercept
Prr3	0.0185611110379566	0.0252258529442958	0.735797163288933	NA	NA	0.462419386648653	0.231209693324326	0.837643701681425	0.99999999767629	3002	7877	0.540032188865382	1	8.81604916885791	9.35119397177384	8.09511556794249	0.0185611110379566	0.0185611110379566	0.0185611110379566	NA	NA	random_intercept
Coq9	0.0161164122057877	0.021893450259044	0.7361293909867	NA	NA	0.462557798484475	0.231278899242237	0.837643701681425	0.99999999767629	3003	7876	0.539698273748769	1	10.5890381355531	10.361297653747	10.2978904367941	0.0161164122057877	0.0161164122057877	0.0161164122057877	NA	NA	random_intercept
Adap1	0.0302545819858804	0.041151791583997	0.735194770903868	NA	NA	0.462815921772353	0.231407960886177	0.837643701681425	0.99999999767629	3004	7875	0.539075982330338	1	10.1122891167952	9.76000081024277	10.7709338828873	0.0302545819858804	0.0302545819858804	0.0302545819858804	NA	NA	random_intercept
Etv4	0.0370144454238363	0.0503556257120305	0.735060778223894	NA	NA	0.463047424201749	0.231523712100874	0.837643701681425	0.99999999767629	3005	7874	0.538518339102982	1	6.71038932557057	7.96059642809091	7.15237587965662	0.0370144454238363	0.0370144454238363	0.0370144454238363	NA	NA	random_intercept
Ppif	0.0179401724589824	0.024416233439551	0.734764127456355	NA	NA	0.463072376021507	0.231536188010754	0.837643701681425	0.99999999767629	3006	7873	0.538458261645715	1	8.54457032683187	11.4369557982065	9.53525728077762	0.0179401724589824	0.0179401724589824	0.0179401724589824	NA	NA	random_intercept
Orc5	0.0192265698615896	0.0261686959159519	0.734716392568477	NA	NA	0.463098843713191	0.231549421856596	0.837643701681425	0.99999999767629	3007	7872	0.538394540000297	1	8.79714585018925	10.1115053968723	8.57069867543369	0.0192265698615896	0.0192265698615896	0.0192265698615896	NA	NA	random_intercept
D430041D05Rik	0.0473343975086817	0.0641673937814037	0.737670563182505	NA	NA	0.463734108883334	0.231867054441667	0.83834154360398	0.99999999767629	3008	7871	0.536866861828369	1	10.2205349485373	NA	9.89314761439391	0.0473343975086817	NA	0.0473343975086817	NA	NA	random_intercept
Zfp532	0.0194645510774847	0.026549058469189	0.733154100363819	NA	NA	0.464065909014913	0.232032954507456	0.83834154360398	0.99999999767629	3009	7870	0.536070278420752	1	9.14674416630695	10.7349437280848	9.43056806843481	0.0194645510774847	0.0194645510774847	0.0194645510774847	NA	NA	random_intercept
Dll1	0.0401174489882512	0.054694042993714	0.733488453081846	NA	NA	0.464156124545067	0.232078062272534	0.83834154360398	0.99999999767629	3010	7869	0.535853846683928	1	6.65739478773276	6.77672858173542	7.37649471092297	0.0401174489882512	0.0401174489882512	0.0401174489882512	NA	NA	random_intercept
Rab33b	0.0205091755346106	0.0279838804462517	0.732892479797513	NA	NA	0.46431345611299	0.232156728056495	0.83834154360398	0.99999999767629	3011	7868	0.535476560645648	1	10.5294455498681	10.3847593010359	10.0942953825402	0.0205091755346106	0.0205091755346106	0.0205091755346106	NA	NA	random_intercept
Pdp1	0.0412862791018473	0.0563668578486507	0.732456636357202	NA	NA	0.464438543104966	0.232219271552483	0.83834154360398	0.99999999767629	3012	7867	0.535176743672402	1	10.0822050876317	9.04689411990458	10.3732476835944	0.0412862791018473	0.0412862791018473	0.0412862791018473	NA	NA	random_intercept
Mrps17	0.0125799716157426	0.01718070795768	0.732214973139057	NA	NA	0.464613537573194	0.232306768786597	0.83834154360398	0.99999999767629	3013	7866	0.534757521321069	1	10.2162591668077	12.1210530565799	10.2904006720749	0.0125799716157426	0.0125799716157426	0.0125799716157426	NA	NA	random_intercept
Cap1	0.0808570113355984	0.110424055097879	0.732240916745243	NA	NA	0.464664662169563	0.232332331084781	0.83834154360398	0.99999999767629	3014	7865	0.534635093182715	1	10.4852683359369	10.1700859261603	11.0886605845207	0.0808570113355984	0.0808570113355984	0.0808570113355984	NA	NA	random_intercept
Vezf1	0.0260359304533317	0.0355847248827434	0.731660299162739	NA	NA	0.465034505134336	0.232517252567168	0.83834154360398	0.99999999767629	3015	7864	0.533750070068074	1	9.4467030208033	10.4041295488112	9.5772772626081	0.0260359304533317	0.0260359304533317	0.0260359304533317	NA	NA	random_intercept
Utp14a	0.0364612374656192	0.049705194367395	0.733549841815659	NA	NA	0.4653176190962	0.2326588095481	0.83834154360398	0.99999999767629	3016	7863	0.533073346436485	1	8.33822943101434	NA	7.88763806429124	0.0364612374656192	NA	0.0364612374656192	NA	NA	random_intercept
Zwint	0.0280036781313583	0.0382081546499046	0.732924120202917	NA	NA	0.465466036892723	0.232733018446361	0.83834154360398	0.99999999767629	3017	7862	0.532718848189326	1	14.0038678820452	NA	14.0038678820452	0.0280036781313583	NA	0.0280036781313583	NA	NA	random_intercept
Lancl2	0.0334400995416491	0.0457738964709268	0.730549551596258	NA	NA	0.465599730698513	0.232799865349256	0.83834154360398	0.99999999767629	3018	7861	0.53239967312248	1	12.2842497988454	9.81236180012541	11.9203710317604	0.0334400995416491	0.0334400995416491	0.0334400995416491	NA	NA	random_intercept
Man1a	0.0500050553814902	0.0684563044923771	0.73046676638904	NA	NA	0.465667713592088	0.232833856796044	0.83834154360398	0.99999999767629	3019	7860	0.532237429780494	1	8.20818894515127	6.73035396596514	9.79813429970494	0.0500050553814902	0.0500050553814902	0.0500050553814902	NA	NA	random_intercept
Palm2	0.0699776999484803	0.0958055080731848	0.730414162565946	NA	NA	0.465683051601643	0.232841525800821	0.83834154360398	0.99999999767629	3020	7859	0.532200830369675	1	8.89424505129196	6.74515402594674	9.11129508638972	0.0699776999484803	0.0699776999484803	0.0699776999484803	NA	NA	random_intercept
Syt9	0.0567408565111878	0.0776962266100828	0.730291019098531	NA	NA	0.465787631074124	0.232893815537062	0.83834154360398	0.99999999767629	3021	7858	0.531951335224775	1	6.68435161899257	8.06354923847425	5.91437763440736	0.0567408565111878	0.0567408565111878	0.0567408565111878	NA	NA	random_intercept
Trp53	0.0221730889977052	0.0303621170085147	0.730287976674586	NA	NA	0.465796680413905	0.232898340206952	0.83834154360398	0.99999999767629	3022	7857	0.531929750436319	1	6.54517124936846	8.82799518605175	6.76654993059434	0.0221730889977052	0.0221730889977052	0.0221730889977052	NA	NA	random_intercept
Trp53inp2	0.0259826434788416	0.0356414213356961	0.729001327812344	NA	NA	0.466545863693005	0.233272931846502	0.83941215766664	0.99999999767629	3023	7856	0.530145097939794	1	12.0975157288761	10.6148963111612	11.6567712489236	0.0259826434788416	0.0259826434788416	0.0259826434788416	NA	NA	random_intercept
Aifm3	0.0261337140791543	0.0358653235438734	0.728662437610118	NA	NA	0.467075675673601	0.2335378378368	0.84004172498313	0.99999999767629	3024	7855	0.528885784815124	1	9.35597108089897	9.5867511575051	10.0005560833288	0.0261337140791543	0.0261337140791543	0.0261337140791543	NA	NA	random_intercept
2210016F16Rik	0.0409626861560548	0.0558373088174992	0.733607815697903	NA	NA	0.467282796315606	0.233641398157803	0.84004172498313	0.99999999767629	3025	7854	0.528394100909104	1	8.03150775758518	NA	8.39571750639609	0.0409626861560548	NA	0.0409626861560548	NA	NA	random_intercept
