Sample	het_TASTPM_18m_Hipp_rep1	het_TASTPM_18m_Hipp_rep2	het_TASTPM_18m_Hipp_rep3	het_TASTPM_18m_Hipp_rep4	het_TASTPM_2m_Hipp_rep1	het_TASTPM_2m_Hipp_rep2	het_TASTPM_2m_Hipp_rep3	het_TASTPM_2m_Hipp_rep4	het_TASTPM_4m_Hipp_rep1	het_TASTPM_4m_Hipp_rep2	het_TASTPM_4m_Hipp_rep3	het_TASTPM_4m_Hipp_rep4	het_TASTPM_8m_Hipp_rep1	het_TASTPM_8m_Hipp_rep2	het_TASTPM_8m_Hipp_rep3	het_TASTPM_8m_Hipp_rep4	ho_TASTPM_18m_Hipp_rep1	ho_TASTPM_18m_Hipp_rep2	ho_TASTPM_18m_Hipp_rep3	ho_TASTPM_2m_Hipp_rep1	ho_TASTPM_2m_Hipp_rep2	ho_TASTPM_2m_Hipp_rep3	ho_TASTPM_2m_Hipp_rep4	ho_TASTPM_4m_Hipp_rep1	ho_TASTPM_4m_Hipp_rep2	ho_TASTPM_4m_Hipp_rep3	ho_TASTPM_4m_Hipp_rep4	ho_TASTPM_8m_Hipp_rep1	ho_TASTPM_8m_Hipp_rep2	ho_TASTPM_8m_Hipp_rep3	ho_TASTPM_8m_Hipp_rep4	TAS10_18m_Hipp_rep1	TAS10_18m_Hipp_rep2	TAS10_18m_Hipp_rep3	TAS10_18m_Hipp_rep4	TAS10_2m_Hipp_rep1	TAS10_2m_Hipp_rep2	TAS10_2m_Hipp_rep3	TAS10_2m_Hipp_rep4	TAS10_4m_Hipp_rep1	TAS10_4m_Hipp_rep2	TAS10_8m_Hipp_rep1	TAS10_8m_Hipp_rep2	TAS10_8m_Hipp_rep3	TAU_18m_Hipp_rep1	TAU_18m_Hipp_rep2	TAU_18m_Hipp_rep3	TAU_2m_Hipp_rep1	TAU_2m_Hipp_rep2	TAU_2m_Hipp_rep3	TAU_2m_Hipp_rep4	TAU_4m_Hipp_rep1	TAU_4m_Hipp_rep2	TAU_4m_Hipp_rep3	TAU_4m_Hipp_rep4	TAU_8m_Hipp_rep1	TAU_8m_Hipp_rep2	TAU_8m_Hipp_rep3	TAU_8m_Hipp_rep4	TPM_18m_Hipp_rep1	TPM_18m_Hipp_rep2	TPM_18m_Hipp_rep3	TPM_2m_Hipp_rep1	TPM_2m_Hipp_rep2	TPM_2m_Hipp_rep3	TPM_2m_Hipp_rep4	TPM_4m_Hipp_rep1	TPM_4m_Hipp_rep2	TPM_4m_Hipp_rep3	TPM_4m_Hipp_rep4	TPM_8m_Hipp_rep1	TPM_8m_Hipp_rep2	TPM_8m_Hipp_rep3	TPM_8m_Hipp_rep4	WT_18m_Hipp_rep1	WT_18m_Hipp_rep2	WT_18m_Hipp_rep3	WT_18m_Hipp_rep4	WT_18m_Hipp_rep5	WT_18m_Hipp_rep6	WT_18m_Hipp_rep7	WT_2m_Hipp_rep1	WT_2m_Hipp_rep10	WT_2m_Hipp_rep11	WT_2m_Hipp_rep12	WT_2m_Hipp_rep2	WT_2m_Hipp_rep3	WT_2m_Hipp_rep4	WT_2m_Hipp_rep5	WT_2m_Hipp_rep6	WT_2m_Hipp_rep7	WT_2m_Hipp_rep8	WT_2m_Hipp_rep9	WT_4m_Hipp_rep1	WT_4m_Hipp_rep2	WT_4m_Hipp_rep3	WT_4m_Hipp_rep4	WT_4m_Hipp_rep5	WT_4m_Hipp_rep6	WT_4m_Hipp_rep7	WT_4m_Hipp_rep8	WT_4m_Hipp_rep9	WT_8m_Hipp_rep1	WT_8m_Hipp_rep10	WT_8m_Hipp_rep2	WT_8m_Hipp_rep3	WT_8m_Hipp_rep4	WT_8m_Hipp_rep5	WT_8m_Hipp_rep6	WT_8m_Hipp_rep7	WT_8m_Hipp_rep8	WT_8m_Hipp_rep9
ho_TASTPM_8m_Hipp_rep1	0.975661197148088	0.970793718093425	0.974922629428056	0.980663635195356	0.976213505709305	0.97273372573388	0.979212323763277	0.975342370823264	0.974507427201345	0.969755072693775	0.969752618865901	0.956417146156132	0.978393599392396	0.970199631283241	0.971932546004941	0.96905851806522	0.980688298431801	0.982439992561768	0.978591217216158	0.967699505348773	0.967992112326599	0.967907410803872	0.962162380150652	0.97063764227181	0.973473447769571	0.977745084807721	0.969204507400528	NA	0.978293662295147	0.978928963142719	0.974503806421551	0.977176650718169	0.978009173272008	0.970064278302074	0.971268573199833	0.967619874110052	0.972576714045054	0.966776776723693	0.970091316370312	0.970176125624161	0.972734632623296	0.973412355373167	0.970072063085616	0.959703630644785	0.967809383111297	0.95417360686473	0.98136696109703	0.96671916637328	0.975095499430993	0.975807653371722	0.964714527308693	0.980345434864746	0.968018078930398	0.971968981317527	0.958105707480569	0.969586407308206	0.967077496210509	0.970827426333539	0.971571555177518	0.969965424067614	0.970436096682038	0.96514831341879	0.972047859996593	0.958066806179943	0.969735760002961	0.947504186191998	0.972655063325435	0.958309351242496	0.970373322384737	0.97333558181452	0.976162431646058	0.97435514273665	0.972582807130133	0.969977284559186	0.974052831908955	0.975321188424509	0.975370382451587	0.969661843434801	0.968105420510621	0.967526738292266	0.969720136791098	0.971007226527188	0.962092761221081	0.962821692833602	0.961491595796577	0.97339285050839	0.964347801681758	0.974519631886645	0.96794998379844	0.967682099581049	0.972988755943495	0.970255884055383	0.973428256130092	0.96678213886452	0.972813177868973	0.970239284781336	0.969437193044199	0.969539595942563	0.971869366038046	0.972482244634181	0.969215855283328	0.971178616758678	0.977207879235566	0.963268919557027	0.976005573408983	0.978504351597259	0.97795775329888	0.971498015255686	0.972846109208421	0.97122317804246	0.976601182044066	0.973919660377758
ho_TASTPM_8m_Hipp_rep2	0.985563389361422	0.975736316916129	0.981215542732822	0.985294588968419	0.989916309482033	0.986462544985611	0.982969355798212	0.9900030180038	0.984472788867191	0.981231382252393	0.974584348834854	0.966109022814623	0.985502070537585	0.973345289019224	0.98359406769937	0.973100328636208	0.986703004209928	0.989900991547077	0.98979521345324	0.972467712576423	0.975308619608246	0.964688888836591	0.962364447001906	0.973085473820462	0.977171384046999	0.972011772518612	0.968763796732963	0.978293662295147	NA	0.978656168283874	0.977920216835099	0.990431671531182	0.993303911603223	0.974335795281833	0.978598424197763	0.971629324350125	0.976769674601751	0.971963044684572	0.973431588084722	0.983007334316988	0.977302569436974	0.984036551449469	0.971996968659804	0.963330146678736	0.982653992128536	0.952142696171022	0.987782723601475	0.97010460083813	0.989233992108492	0.982325037769943	0.972642191066472	0.972738262308895	0.970701679605911	0.975821688388343	0.952711251657003	0.977497197510916	0.971545095363471	0.978711068354933	0.980376275082109	0.976994809985206	0.976160116388638	0.96777763253841	0.990617331922282	0.963420500357295	0.979048966624354	0.949080030709658	0.993736460370587	0.959822027196177	0.975760560910182	0.981268146054621	0.982931097123579	0.988583103160766	0.980614861948961	0.971956615809962	0.986575709676556	0.986184557770477	0.991382386931913	0.974502415849669	0.971514166018855	0.97401821540097	0.973234779399321	0.983427545280137	0.971212274429805	0.966510032316894	0.971742223462096	0.989683861872562	0.971863151254588	0.981157227897166	0.970204002624392	0.970410411950777	0.976247497449686	0.972987825771578	0.976424813889861	0.980278269981635	0.981242589258437	0.977955525963955	0.971467232333389	0.973997106914827	0.983608050703499	0.977588710064722	0.982948813201303	0.984974466354502	0.979609807161488	0.973960898107069	0.986496502264845	0.987149750809464	0.991861670064138	0.965020066223221	0.980845316103998	0.977077161375334	0.981214410861361	0.974819439322844
ho_TASTPM_8m_Hipp_rep3	0.991497134441596	0.993215218663697	0.991145681124304	0.992585862767627	0.973882352868282	0.970756891828153	0.980427638139289	0.974629058650406	0.973304549991237	0.982622712730809	0.986612631930149	0.978554491853037	0.985800088166992	0.991824555413089	0.990792260300183	0.988728615826139	0.974827110193627	0.973981158229362	0.972608879323182	0.985064961478195	0.985163387954217	0.974530024746259	0.982229411787529	0.989785907867058	0.975516093931019	0.989211704280187	0.971508531097069	0.978928963142719	0.978656168283874	NA	0.995057516281312	0.974149117949618	0.978544276739897	0.991421687061103	0.989641416135339	0.986256030559612	0.979823115883814	0.987638926544596	0.984244881796847	0.983671818196201	0.985627144134891	0.968997346285833	0.987732782759392	0.982930149841673	0.959420771726362	0.950349786827614	0.980475288259917	0.955232651882389	0.97552792579261	0.986323823385825	0.983258486032587	0.973335175012127	0.986766328217203	0.987885864284442	0.97005910443125	0.989904261183865	0.987451580879522	0.986262491572861	0.985857042192765	0.986436724628695	0.987834736651796	0.985774285220694	0.971238733244756	0.985315955140057	0.986669173271464	0.977395051721069	0.97500157545536	0.974778568472437	0.986475576799987	0.987310610306436	0.971883497566903	0.972443764318581	0.988376349703336	0.986012960334814	0.972899505422958	0.973795758399979	0.979510110019118	0.988445247087752	0.987084354767894	0.988889796639878	0.988698653388909	0.971590696721039	0.982993668210137	0.984145924844369	0.982213763823728	0.972889952840142	0.986692194038114	0.986856062366244	0.985139000237544	0.987315588160647	0.987824505204707	0.985784650556327	0.986073809271969	0.969003255556636	0.986954287371682	0.986089895303962	0.985975546433969	0.988637317478932	0.986210856322403	0.984644230260166	0.984461870203115	0.982329122020583	0.968813588589359	0.981137420499216	0.970626398568349	0.981358261952858	0.978176737986342	0.982797626276076	0.986212908159533	0.984906068364104	0.986304570352033	0.984208307005137
ho_TASTPM_8m_Hipp_rep4	0.99155854298281	0.994302351918729	0.992532229268591	0.992077790486077	0.97350190638067	0.97092916895086	0.979946448876118	0.974664646236428	0.972552454493774	0.981512780785325	0.986830483658132	0.979173546542021	0.988002412875974	0.993189048755721	0.990242766661653	0.989990602916241	0.970969597522076	0.969713686492169	0.969437208140952	0.986012291436099	0.987054563415474	0.97237098655999	0.982657739192236	0.990409257732783	0.972328365155636	0.98722994426185	0.968105351568036	0.974503806421551	0.977920216835099	0.995057516281312	NA	0.97277858419431	0.977238788217863	0.990769659709891	0.988137720216674	0.986968823171875	0.978698576400224	0.987806933637986	0.98509222338135	0.984042290883041	0.985946359818945	0.967375038543098	0.986983904053569	0.982974109127059	0.95450576100473	0.951148938407703	0.978262736943644	0.950538819799945	0.974404880787848	0.985997648690118	0.983834717406674	0.971364148661633	0.987511562332926	0.987201018661019	0.966158192591785	0.990244714426636	0.988559119479414	0.986237412595106	0.987402438935402	0.987408601803855	0.98970113656836	0.987039389629187	0.970189860213851	0.985533938986359	0.98594109576427	0.978203448312222	0.975771993458953	0.978589281193171	0.987191529946031	0.98839320205022	0.970309994994457	0.971543909473651	0.98897088429955	0.986129075893147	0.97216423173374	0.972385308495457	0.978600255334764	0.988188856018029	0.98711159490211	0.990986159504787	0.989242783593426	0.972617091518604	0.985411378624614	0.985651917852879	0.982234407749249	0.973231432019591	0.989322357712134	0.986377591186163	0.984936830561673	0.987498452127055	0.987894466060725	0.986265030359363	0.986220751232177	0.970228008706431	0.98736310483503	0.987242764282792	0.986280971131491	0.989408316700294	0.987411950317886	0.985762256860636	0.985664321085467	0.982423782903212	0.965981695190936	0.981445305179522	0.968622098173952	0.981093750046825	0.978062899214161	0.980611210396563	0.986460121834114	0.98619007990506	0.985370375471195	0.983168738549414
TAS10_18m_Hipp_rep1	0.981936507821896	0.97371189299954	0.978661796831787	0.983694100124572	0.992376909874472	0.991576229945143	0.988033370104641	0.993756432144964	0.99207222411895	0.983852533557992	0.978376074687907	0.965991214586791	0.985716923638861	0.973024489530599	0.981848188755567	0.976152871334404	0.987716569187816	0.989877157738067	0.987642123227519	0.976279424164012	0.978636352362423	0.967637653122077	0.967622910698118	0.975143846653574	0.980909691661729	0.975016742601155	0.972240621156346	0.977176650718169	0.990431671531182	0.974149117949618	0.97277858419431	NA	0.994338837769052	0.977123252186575	0.979470797083362	0.975140451032972	0.983475296275466	0.975834435293462	0.978850298602099	0.983507690122971	0.982411424001203	0.992525443215674	0.976293061604307	0.963774966500586	0.971001287714268	0.962310077625361	0.982642861722373	0.976179210211954	0.992248215432713	0.98376185770886	0.971784123066674	0.980631153471011	0.9745378247919	0.978886443077743	0.955159939696712	0.978972986722648	0.974967606596269	0.980955788932917	0.982621659777565	0.977974735008734	0.977292176102543	0.967886488286415	0.991079732206326	0.963481087889368	0.977294401074146	0.951387336761372	0.991663917737774	0.964403490176965	0.979912161236656	0.982459004361114	0.991959250099173	0.99174959779014	0.98118702517823	0.977681493037028	0.991477269047246	0.992849213339183	0.989260908178319	0.977381179585506	0.971342408076985	0.974113210133599	0.977629829318058	0.988210243020085	0.970786128049524	0.969951372839934	0.969378233237914	0.991589138044035	0.971425860069272	0.98400300987345	0.976030818083576	0.973368328690397	0.980143755476334	0.977525380472623	0.981775374515269	0.985559630488485	0.984281672688973	0.98034198985754	0.97593850057785	0.978140211081744	0.983740266130255	0.982754078676333	0.981765881241883	0.985100467380555	0.98843688064821	0.971471109659564	0.9927157125632	0.991220129663765	0.993261959672994	0.971661017897107	0.984943865725025	0.98126891191758	0.985439974871933	0.981711872027061
TAS10_18m_Hipp_rep2	0.987049375310296	0.978166970830747	0.982160319700617	0.986331624740973	0.992575722959207	0.990813417030242	0.988623650165862	0.994330785896604	0.990713236003345	0.986621152174712	0.980988210830312	0.971265381925536	0.987458902992009	0.976872000617956	0.985990283148957	0.979314871648919	0.986267068727034	0.989222019422733	0.987383738353298	0.978150803090523	0.98068263037593	0.970636288674051	0.969977579847289	0.978418952615779	0.983981540595222	0.977953216660891	0.975763166004533	0.978009173272008	0.993303911603223	0.978544276739897	0.977238788217863	0.994338837769052	NA	0.980581721470584	0.983496150841875	0.978756283774733	0.985491572152552	0.978626468875892	0.980367756246958	0.985943834654281	0.984080688546754	0.990195027204336	0.979835233259678	0.968807377611017	0.973735066967243	0.954611442265418	0.984557502838957	0.977914416863731	0.994066810316585	0.98681659990946	0.977182911741932	0.979955309072202	0.978108800215342	0.983153647109797	0.960965701619631	0.983003090573686	0.978449796432835	0.98387774118165	0.985035311039332	0.980894831259002	0.980346629464399	0.971957730725252	0.991892915595413	0.968866671020578	0.981948218991902	0.955374421123375	0.994244739215161	0.96325527197287	0.982153165632044	0.985394157748645	0.99004589210726	0.991579258530174	0.984927093495563	0.980206836386683	0.991025340405261	0.991873255543458	0.991876014983885	0.980779282201216	0.976340283156141	0.978811457200317	0.980740360260372	0.987007562555937	0.974715365918138	0.973364978751084	0.97411709332483	0.991974433430908	0.976414341093701	0.98733874822185	0.978621630480629	0.977235105126563	0.982339097684791	0.979971511568353	0.983362913764859	0.984704134427804	0.987328738015899	0.98307217991085	0.978228343602179	0.981390515216116	0.986700165354462	0.984143713050254	0.985460662602548	0.987549948903394	0.986554549663892	0.976819029694264	0.992479166419295	0.991759096064233	0.993665785158192	0.974540042303071	0.98812231408335	0.982992834849317	0.987404404492026	0.983305625391073
TAS10_18m_Hipp_rep3	0.991758036896353	0.993836671494751	0.989979410671015	0.990130314083989	0.976554562174808	0.975314404577795	0.985482365542527	0.979669732341049	0.978445829478388	0.988530515578592	0.993377862888167	0.986657697112974	0.986972144523809	0.994156034187512	0.994074047201874	0.995447286302237	0.967206043327445	0.966697984972688	0.964313772702365	0.991413248749989	0.991832771878736	0.979121692718254	0.98954983733175	0.993991699280947	0.978512196063647	0.992228069349136	0.973432222116925	0.970064278302074	0.974335795281833	0.991421687061103	0.990769659709891	0.977123252186575	0.980581721470584	NA	0.994171194221864	0.993451122554787	0.988169977185715	0.99580929284979	0.992453960026439	0.98935458979647	0.991959100430296	0.974531678413109	0.995081736518177	0.989646266059259	0.944108652345099	0.949878790228761	0.969880510220276	0.956401569135196	0.980634180512786	0.990431934102374	0.989919057305301	0.97724647636558	0.993927125692936	0.993577343688358	0.97298957265393	0.995880914733731	0.995380667328464	0.992254866308791	0.991222926645304	0.9917011264416	0.99275114605151	0.990156142690044	0.97322382960833	0.992609971120422	0.990502374523522	0.984552739946312	0.978284433084773	0.97859152272547	0.993125728100366	0.991997172870168	0.976960643438715	0.975024981901871	0.993769214626809	0.994245810264243	0.976084850130529	0.977975909412083	0.981372532311444	0.994698734296031	0.992099737791191	0.994240414056707	0.996312535403964	0.97545381918977	0.988566938691187	0.991929721524588	0.986111696726093	0.976566576112989	0.992342752913396	0.991955156953236	0.992911245524125	0.994008109517876	0.993567865025166	0.992799847902982	0.993125629323135	0.974074002890409	0.993805982249129	0.99211567573999	0.992497458704031	0.99563688211109	0.991289824272306	0.992007971139631	0.989642138458368	0.987540317517174	0.97359980918031	0.984658726379784	0.974717555992769	0.985368184936165	0.980158502964672	0.990060596634582	0.992929271873616	0.991055877220292	0.991659369507669	0.990959592391447
TAS10_18m_Hipp_rep4	0.991278417943965	0.993385590878186	0.988947189295239	0.990643480401671	0.977194588281962	0.97440307740386	0.987016436779618	0.981529192847891	0.976791662793785	0.991119120436092	0.993050314095471	0.988171290231668	0.985791076573564	0.993012730199078	0.995139487940438	0.991791921844366	0.96767461633619	0.969960800741149	0.966592833357365	0.989617796725526	0.990773725653907	0.979507205014422	0.990006826500877	0.993846870048084	0.980269821023667	0.992382054301849	0.976548679842364	0.971268573199833	0.978598424197763	0.989641416135339	0.988137720216674	0.979470797083362	0.983496150841875	0.994171194221864	NA	0.992841935613454	0.98613790345345	0.993079797301327	0.991147603248853	0.991897142560908	0.991264695893177	0.974017054783041	0.993564346583195	0.99111438381209	0.950925029448551	0.952698365995767	0.972539598128486	0.958578173742657	0.982969985184608	0.988749332164025	0.987574453130649	0.97902925533315	0.993943011705538	0.991363316742324	0.97406596353933	0.994229251456028	0.994246274357982	0.993720853522072	0.990294067217822	0.990787319195324	0.990951314748968	0.990259503986716	0.975251574267708	0.98966189978026	0.99404068605435	0.98372832337793	0.981612296340935	0.977976088726022	0.992218141964189	0.991340455643165	0.975945583134147	0.974588522453089	0.990554653782535	0.993747739239397	0.974456895801438	0.976478224321438	0.986592426882391	0.995864946875877	0.989887092520789	0.991309340338544	0.993160023303031	0.973378569631597	0.990556963460601	0.991239031540029	0.990444574752991	0.977748176951744	0.992018413482568	0.990311255322014	0.99288532749036	0.993521445233621	0.992404651149645	0.992032111410086	0.992408539409953	0.971797808029478	0.991563222361872	0.9901102142196	0.991786011825967	0.993088723810026	0.992087185644803	0.990051368797482	0.992286788775392	0.990535095919041	0.973583557733368	0.989138336875568	0.975949298825106	0.987971180518188	0.982446179884346	0.990631752173541	0.990266269434427	0.989240122860126	0.991883759865728	0.990116540201296
TAS10_2m_Hipp_rep1	0.987620067011251	0.991439948854056	0.986698711471131	0.987030362534791	0.976741942307912	0.974695590100673	0.987523367171031	0.980711369256678	0.977805801044644	0.987938895688729	0.993849360161508	0.988947419902375	0.98564190562841	0.993140636639792	0.991432740291949	0.993247483125811	0.963202304914316	0.963831342272968	0.959957208948285	0.99011223700818	0.99172106964455	0.978475232043523	0.991429887089727	0.994669633982041	0.977736447083581	0.991358705992924	0.973796873996372	0.967619874110052	0.971629324350125	0.986256030559612	0.986968823171875	0.975140451032972	0.978756283774733	0.993451122554787	0.992841935613454	NA	0.988242689444969	0.994613912462573	0.992931782787813	0.98849301104262	0.992390186053895	0.972495805450761	0.99446422607574	0.99006978250449	0.940459897404866	0.949835456015263	0.966334205134887	0.95643178956572	0.981833754416262	0.990247027657166	0.989294654066245	0.97983680893152	0.996211071592112	0.993250939034879	0.972964236795682	0.993829457514614	0.995125634918191	0.991861157255144	0.990217484134704	0.989599205783537	0.991446133192905	0.990054874964067	0.971656868155426	0.99109948711628	0.991169027113014	0.984544008307766	0.977324021074802	0.979029663617265	0.993018592014763	0.990786686716549	0.976486059036627	0.972094889564805	0.990491536367531	0.994356072084267	0.972651158813261	0.974554711041959	0.980295607813174	0.994142855737262	0.990078702691112	0.992366919531731	0.994021837360711	0.975194270328525	0.990537941461909	0.993601209672915	0.987625983646062	0.976958507857716	0.994078451497134	0.991460585933455	0.994906626078772	0.995387233594448	0.99386233229119	0.994318374944501	0.993700923165352	0.973326813934713	0.991943866613413	0.990374380138942	0.993750719123849	0.994870661268221	0.989949707416265	0.991081898759296	0.98933516991173	0.986602547655737	0.973151928328918	0.985012294597864	0.974391676814776	0.986444336290828	0.979103335040202	0.991445496812668	0.991218447043353	0.990086936305712	0.99168415403276	0.990227991739698
TAS10_2m_Hipp_rep2	0.985875140245975	0.982421248811009	0.982147910059804	0.983609162009424	0.983474107492019	0.985694830696587	0.988903653343619	0.988034746248499	0.988224942368688	0.987400230827801	0.98686016607801	0.98206229317436	0.984194278094229	0.981663137697144	0.986477316789545	0.987794570745833	0.974630380110121	0.974220970766674	0.97184563149256	0.983959220610847	0.984646644429504	0.976668678499649	0.979488896037287	0.985694525580612	0.984432968184843	0.987927675920278	0.975388970621059	0.972576714045054	0.976769674601751	0.979823115883814	0.978698576400224	0.983475296275466	0.985491572152552	0.988169977185715	0.98613790345345	0.988242689444969	NA	0.990133444801898	0.99094180123643	0.983768508714844	0.98883568221512	0.985447741806562	0.988982765051158	0.977169448477325	0.948740470486128	0.945789051704717	0.969831939495198	0.971181086541014	0.98908486597285	0.98998956007315	0.9854867229466	0.981969661284879	0.987567942735531	0.990243814776237	0.969181299140643	0.988567651548486	0.988327772322463	0.986294796516046	0.986573255943786	0.982984724450224	0.983448767131545	0.977121592896313	0.979770459788619	0.982304199547838	0.982275962938594	0.967061320542919	0.982015482930748	0.966083256012928	0.98694502151392	0.98593456985913	0.986858626937021	0.982263946061355	0.989300256030357	0.991158058165014	0.984304521111528	0.985715329452405	0.978410782673093	0.984337615231453	0.982912772532601	0.984228513603255	0.988795165937742	0.981696507660052	0.977786197059561	0.982683149434351	0.973236461156969	0.983450496978598	0.982214191663485	0.992628634615375	0.990089935906823	0.987977819461248	0.989202554415393	0.987540423660703	0.99116179743413	0.979789455374343	0.992383289333434	0.986297546783462	0.986456093891241	0.989566384931696	0.985208887020478	0.989368974268769	0.983811258715082	0.983690347161105	0.985046098792597	0.973532237178947	0.984684975757749	0.986304094776969	0.982407376290448	0.986441508276773	0.994052000792135	0.988183369001833	0.990128917472437	0.989009357354546
TAS10_2m_Hipp_rep3	0.989060679298929	0.991498061362014	0.987819981272844	0.987393058236293	0.97633643051283	0.976091051618605	0.986938285633943	0.980593824930391	0.978596549307329	0.989856876066328	0.993991453511346	0.988603528019168	0.984914985454647	0.992331706262413	0.993359579887775	0.995082254021344	0.963319699013594	0.963441487722589	0.960732727258228	0.991975195505487	0.992682468317444	0.979201635821982	0.990914273743331	0.993519173278025	0.978126917446954	0.992188430252067	0.972806233832189	0.966776776723693	0.971963044684572	0.987638926544596	0.987806933637986	0.975834435293462	0.978626468875892	0.99580929284979	0.993079797301327	0.994613912462573	0.990133444801898	NA	0.994413467516444	0.989854748570732	0.992319840247857	0.974364064049722	0.995114397952487	0.990184628763185	0.938904147791744	0.947566506351899	0.965087308170105	0.955426773849724	0.981221147290892	0.990042490529953	0.98981165701045	0.978129204019576	0.994906460164788	0.993741907832369	0.971482467523281	0.99589941428724	0.995915123648101	0.992925299570654	0.990894882801563	0.990771655902092	0.991948234223931	0.990041868293729	0.973001729140778	0.993202815410326	0.991143355243687	0.986004705194506	0.977853947601512	0.977387929454263	0.993095014367974	0.991323419508877	0.976292222901698	0.973915675759167	0.992183963072632	0.99490838907592	0.974303222919566	0.976342137667229	0.979510736974765	0.993293230181001	0.990552928793369	0.99361650847182	0.995337372796504	0.975463453418535	0.990190681527187	0.992920081249271	0.986770676271917	0.976741310623171	0.992985350810445	0.991964240127858	0.994526290953645	0.995250059747702	0.99415007529628	0.994034954315636	0.99465288185119	0.9740740786239	0.993443567284479	0.991887842304183	0.993772975431329	0.99551629272435	0.991220772761324	0.992271275303693	0.990512423038283	0.988039313533469	0.97384032926699	0.984533909455061	0.974504261139067	0.984901128695049	0.978870191831582	0.990791697546058	0.992735119972508	0.991674863799953	0.991791418978704	0.990681371458277
TAS10_2m_Hipp_rep4	0.98663466266422	0.988913552872182	0.987587189484265	0.988880893801354	0.978176462140854	0.977782586640247	0.988830071792683	0.983031610264391	0.980460902123099	0.991101312281242	0.994154346887101	0.987234552925606	0.985727917526166	0.990040507219343	0.990368615933	0.993475875843744	0.966598571918139	0.967112069670384	0.963338765329536	0.992561488544901	0.99265925463054	0.983273998055487	0.991804235930315	0.992866478281374	0.980724427231406	0.991156870232731	0.978050799787162	0.970091316370312	0.973431588084722	0.984244881796847	0.98509222338135	0.978850298602099	0.980367756246958	0.992453960026439	0.991147603248853	0.992931782787813	0.99094180123643	0.994413467516444	NA	0.990085193156279	0.993397776458748	0.975813928204535	0.992351000402645	0.988342182467248	0.941312314564316	0.951387837417012	0.967888304699514	0.959801750170724	0.98251756360904	0.988076196269039	0.987978072725693	0.980462554706808	0.993269427218593	0.991185360624981	0.972586857746065	0.99199445412016	0.993798295932002	0.99290759067444	0.990609824701283	0.990822508104389	0.991064934524286	0.988660199399806	0.973776741485773	0.988496104061528	0.988198278312095	0.982553596566035	0.978633385279618	0.975664054622877	0.993585563503662	0.99150330761456	0.979284156644895	0.974712551222673	0.989795683903788	0.994743868818611	0.975865386974657	0.977998340122423	0.980460749682337	0.991362058498642	0.988969468114836	0.989651994998267	0.99328005593487	0.975743926576269	0.988451247301527	0.992783268599177	0.985014177394122	0.977470652651762	0.989711167339638	0.989840000797308	0.993330051237191	0.992965502641482	0.994363123998594	0.994501704765834	0.99598180585226	0.974367129380173	0.991619298903348	0.991771251550051	0.993757681831553	0.993773254621373	0.991131659744787	0.993362223424512	0.990121826748031	0.988840734736466	0.975922323013137	0.984283888645292	0.976183469777027	0.986252007260105	0.980216402512353	0.989908463869582	0.991205558334951	0.992030595674474	0.992636220803501	0.992517072713296
TAS10_4m_Hipp_rep1	0.989376118888138	0.987047005502657	0.988158676852884	0.990068844696273	0.982188258068424	0.979731720747982	0.987525082741575	0.985690119958928	0.979093388975244	0.992782355156096	0.991501246742028	0.985158143730598	0.985688801121101	0.987373056883511	0.99355715190207	0.988593924954802	0.968906712606114	0.971938148010748	0.969702279157176	0.990156963391117	0.991041530866362	0.98074518886962	0.986409722774229	0.987953405740267	0.980250627200852	0.985166858326565	0.977181256085898	0.970176125624161	0.983007334316988	0.983671818196201	0.984042290883041	0.983507690122971	0.985943834654281	0.98935458979647	0.991897142560908	0.98849301104262	0.983768508714844	0.989854748570732	0.990085193156279	NA	0.990858220550137	0.977260444745936	0.988366053720283	0.986921879386472	0.956062287436141	0.952652324384081	0.973917174902113	0.961951798379492	0.985797359675914	0.988351020763151	0.98671516573509	0.977271338327626	0.988461104534079	0.987811401810306	0.968120776694215	0.991123612413204	0.989096654151906	0.993663704814802	0.990907832480091	0.992185670981221	0.990918218942812	0.98782576264313	0.982657450911597	0.98500585885379	0.992663889673892	0.980103769852619	0.987705366251387	0.97448222876158	0.992218432952264	0.993007801055803	0.97818786077156	0.980467503860732	0.989517777367704	0.988503795400577	0.978857189598123	0.979636256076498	0.990776767561057	0.990883702594579	0.987449077295685	0.988995503471244	0.989169186453055	0.978607587239428	0.990981000697596	0.988868732364252	0.990846919184479	0.983290855902949	0.988901313198408	0.988212764564963	0.987342916537794	0.988038442436554	0.991432817593515	0.990418068169926	0.991378136916881	0.977064417228111	0.990572991005395	0.991713638352091	0.989745867336219	0.989892513671627	0.994527188433478	0.990854525496212	0.99500806362612	0.994346552353626	0.975121538797673	0.990924582585869	0.979183140938924	0.989626566782579	0.987045756944365	0.983511808121909	0.988041771179928	0.989934291261597	0.991050980989241	0.9881851518064
