#2017-12-06----Dataset: GSE1556
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE1556	Tg2576	12_months	2	2	F(4)	GPL81	12488	8237	4	No	-0.321928094887362	17.8142570017348	9.94434603228007	model.matrix( ~ Genotype, data = array_design)	WT(2); Tg2576(2)	12_months(4)	Hippocampus(4)	F(4)
