# 2017-02-02
# Input score file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop//jackknife_late_down_regulation_mixed_model_results.tsv
# Input erminej file: /home/bzhuang/ND_project_combined/AD_mouse_model_project/ermineJ/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop_all_processes//2017-02-02_geneset_500/ermineJ_jackknife_late_down_regulation_mixed_model_results.tsv
# only top 50 pathways
# only top 200 genes from the score file are shown ranking in ()
Name	ID	CorrectedPvalue	top_genes	NumGenes	MFPvalue	NumProbes	RawScore	Pval	CorrectedMFPvalue	Multifunctionality	Same.as	GeneMembers
regulation of neurogenesis	GO:0050767	1.684e-09	Inppl1(1), Ptprd(24), Cdh4(43), Etv5(94), Bend6(102), Ntm(116), Sipa1l1(132), Rapgef4(153), Dab2ip(157), Baiap2(158), Prex1(176), Dnmt3b(190), Negr1(195), Cit(198)	472	0.000105	472	0.06376444	1e-12	0.2651775	0.958		2900011O08Rik|4930506M07Rik|Aatk|Ache|Acsl6|Actr3|Adamts1|Adcy6|Adcyap1|Adnp|Adra2c|Agrn|Akt1|Amigo1|Anapc2|Ankrd27|Apbb1|Apoe|App|Arf1|Arf6|Arhgap35|Arhgap4|Arhgef2|Arntl|Arsb|Asap1|Ascl1|Aspa|Atf1|Atf5|Atp8a2|Atxn1|BC027231|Baiap2|Bcl11a|Bcl11b|Bcl2|Bcl6|Bdnf|Bend6|Bex1|Bhlhb9|Bin1|Bmp4|Bmp5|Bmp7|Bmpr1a|Bmpr2|Bnip2|Braf|Brinp1|Brinp2|Brinp3|Cacna1a|Calr|Camk1|Camk1d|Camk2b|Caprin1|Caprin2|Carm1|Cav1|Cbfa2t2|Ccdc88a|Ccr5|Cdc20|Cdh1|Cdh2|Cdh4|Cdk5|Cdk5r1|Cdk5rap2|Cdkl3|Cfl1|Chd7|Chrnb2|Cib1|Cit|Cnr1|Cntn1|Cntn2|Cobl|Cpeb1|Cpeb3|Cpne6|Cpne9|Csf1|Cspg4|Ctdsp1|Ctnna1|Ctnnb1|Cttn|Cul7|Cux1|Cux2|Cx3cl1|Cx3cr1|Cxcl12|Cxcr4|Cyth2|D130043K22Rik|Dab1|Dab2|Dab2ip|Dcc|Ddx6|Dguok|Dicer1|Dixdc1|Dll1|Dlx1|Dlx2|Dmrta2|Dnm2|Dnmt3b|Dpysl2|Dpysl3|Draxin|Dscam|Dtx1|Dusp10|Dvl1|Ednrb|Efna1|Eif4e|Eif4enif1|Eif4g1|Elavl4|Enc1|Enpp2|Ep300|Epha3|Epha4|Ephb2|Etv5|Eya1|Ezh2|Fbxo31|Fbxo38|Fbxw8|Fes|Fez1|Fezf2|Fgf13|Fgfr1|Fgfr3|Fkbp1b|Flrt2|Fn1|Foxg1|Fuom|Fxn|Fyn|Fzd3|Gata2|Gdi1|Gdpd5|Gfap|Gli2|Golga2|Golga4|Gorasp1|Gper1|Gpr37l1|Gprc5b|Grid2|Grin1|Grn|Gsk3b|Hap1|Hdac1|Hdac2|Hes1|Hes5|Hey1|Hey2|Hif1a|Hmg20a|Hmg20b|Htr7|Id1|Id2|Id4|Il15ra|Il6st|Ilk|Inpp5e|Inpp5j|Inppl1|Islr2|Ist1|Itga3|Itgb1|Itm2c|Itpka|Itsn2|Kalrn|Kank1|Kat2b|Katnb1|Kdm1a|Kdm4a|Kdm4c|Kdr|Kit|Klk6|Klk8|Kndc1|Lgals1|Lig4|Limk1|Lingo1|Lpar1|Lrp1|Lrp4|Lrp8|Lrrk2|Ltk|Lyn|Mag|Magi2|Man2a1|Map1b|Map2k1|Map2k2|Map4k4|Mapk8ip3|Mapt|Mark2|Mbd1|Mecp2|Med1|Mef2c|Meis1|Metrn|Mgll|Mib1|Mif|Mmd|Mmd2|Mob2|Mt3|Mul1|Nbl1|Ncoa1|Ncs1|Ndel1|Ndnf|Ndrg4|Nedd4|Nedd4l|Nefm|Negr1|Neu1|Neurl1a|Neurod2|Nf1|Nfatc4|Ngef|Ngf|Ngfr|Nkx2-2|Nkx6-2|Nlgn1|Nlgn2|Nlgn3|Nme1|Nme2|Nog|Notch1|Notch3|Nr2e1|Nr2f1|Nr3c1|Nrcam|Nrep|Nrp1|Nsmf|Ntf3|Ntm|Ntrk2|Ntrk3|Numb|Numbl|Olfm1|Olig2|Omg|Opa1|Pacsin1|Pafah1b1|Pak3|Palm|Pbx1|Pdlim5|Pias2|Plk2|Plk5|Plxna4|Plxnb1|Plxnb2|Pmp22|Pou3f2|Pparg|Ppp2r5b|Ppp2r5d|Ppp3ca|Pqbp1|Prex1|Prkch|Prkcsh|Prkd1|Prmt5|Prox1|Prpf19|Prrx1|Psen1|Pten|Ptk2|Ptk2b|Ptk7|Ptn|Ptpn5|Ptpra|Ptprd|Ptprf|Ptprg|Ptprz1|Rab11a|Rab21|Rac1|Rac3|Ranbp1|Rap1gap|Rap1gap2|Rap2a|Rapgef1|Rapgef4|Rarb|Rasal1|Rela|Reln|Rgma|Rgs14|Rgs6|Rims2|Rnd2|Rnf10|Rnf112|Rnf6|Robo1|Rrn3|Rtn4|Rufy3|Ryk|Sall1|Sarm1|Scarf1|Scn1b|Sdc2|Sdk1|Sema3a|Sema3f|Sema4d|Sema4f|Sema5a|Sema7a|Serpine2|Serpinf1|Setx|Sez6|Sgk1|Shank3|Shh|Sipa1l1|Sirt1|Sirt2|Ski|Skil|Slc39a12|Slit1|Slit2|Smarcd3|Smn1|Smo|Smurf1|Snapin|Snw1|Snx3|Socs2|Sox10|Sox11|Sox2|Sox21|Sox5|Sox8|Sox9|Spag9|Spen|Spg20|Sphk1|Spock1|Srcin1|Srf|Srgap2|Ss18l1|Ssh2|Ssh3|Stat3|Stk11|Stk24|Stk25|Stmn2|Syne1|Syt1|Syt17|Syt3|Syt4|Tbr1|Tbx6|Tcf12|Tcf3|Tcf4|Tcf7l2|Tenm3|Tenm4|Tgfb1|Thy1|Tiam1|Timp2|Tle6|Tlr2|Tmem30a|Tnfrsf12a|Tnfrsf21|Trf|Trim11|Trim32|Trp53|Trpv2|Trpv4|Tspo|Ttc3|Ttl|Twf2|Ufl1|Ulk1|Ulk2|Unc13a|Vamp7|Vegfa|Vegfc|Vim|Vldlr|Vwc2|Vwc2l|Wdr1|Wdr36|Wnt5a|Wnt7a|Wnt7b|Xk|Xrcc2|Xrcc4|Xrcc6|Ywhag|Ywhah|Zeb1|Zfp335|Zfp536|Zhx2|Zswim6|
regulation of neuron differentiation	GO:0045664	2.526e-09	Inppl1(1), Ptprd(24), Cdh4(43), Etv5(94), Bend6(102), Ntm(116), Sipa1l1(132), Rapgef4(153), Dab2ip(157), Baiap2(158), Prex1(176), Dnmt3b(190), Negr1(195), Cit(198)	400	0.000645	400	0.05423849	1e-12	0.651579	0.951		Aatk|Ache|Acsl6|Actr3|Adamts1|Adcy6|Adcyap1|Adnp|Adra2c|Agrn|Akt1|Amigo1|Anapc2|Ankrd27|Apbb1|Apoe|App|Arf1|Arf6|Arhgap35|Arhgap4|Arsb|Asap1|Ascl1|Atf1|Atp8a2|BC027231|Baiap2|Bcl11a|Bcl11b|Bcl2|Bcl6|Bdnf|Bend6|Bex1|Bhlhb9|Bin1|Bmp4|Bmp5|Bmp7|Bmpr2|Bnip2|Braf|Brinp1|Brinp2|Brinp3|Cacna1a|Calr|Camk1|Camk1d|Camk2b|Caprin1|Caprin2|Carm1|Cav1|Cbfa2t2|Ccdc88a|Ccr5|Cdc20|Cdh2|Cdh4|Cdk5|Cdk5r1|Cdk5rap2|Cdkl3|Cfl1|Chrnb2|Cib1|Cit|Cnr1|Cntn1|Cntn2|Cobl|Cpeb1|Cpeb3|Cpne6|Cpne9|Cspg4|Ctdsp1|Cttn|Cul7|Cux1|Cux2|Cxcl12|Cyth2|D130043K22Rik|Dab1|Dab2|Dab2ip|Dcc|Ddx6|Dguok|Dicer1|Dixdc1|Dll1|Dnm2|Dnmt3b|Dpysl2|Dpysl3|Draxin|Dscam|Dtx1|Dvl1|Ednrb|Efna1|Eif4e|Eif4enif1|Eif4g1|Elavl4|Enc1|Ep300|Epha3|Epha4|Ephb2|Etv5|Eya1|Ezh2|Fbxo31|Fbxo38|Fbxw8|Fes|Fez1|Fezf2|Fgf13|Fgfr1|Fkbp1b|Fn1|Foxg1|Fuom|Fxn|Fyn|Gata2|Gdi1|Gdpd5|Gfap|Gli2|Golga2|Golga4|Gorasp1|Gpr37l1|Gprc5b|Grid2|Grin1|Grn|Gsk3b|Hap1|Hdac2|Hes1|Hes5|Hey1|Hey2|Hmg20a|Hmg20b|Htr7|Id1|Id2|Id4|Il15ra|Ilk|Inpp5e|Inpp5j|Inppl1|Islr2|Ist1|Itga3|Itgb1|Itm2c|Itpka|Itsn2|Kalrn|Kank1|Kat2b|Katnb1|Kdm1a|Kdm4a|Kdm4c|Klk6|Klk8|Kndc1|Lgals1|Limk1|Lpar1|Lrp1|Lrp4|Lrp8|Lrrk2|Ltk|Lyn|Mag|Magi2|Map1b|Map2k1|Map2k2|Map4k4|Mapk8ip3|Mapt|Mark2|Med1|Mef2c|Meis1|Metrn|Mgll|Mib1|Mif|Mmd|Mmd2|Mob2|Mul1|Nbl1|Ncoa1|Ncs1|Ndel1|Ndnf|Ndrg4|Nedd4|Nedd4l|Nefm|Negr1|Neu1|Neurl1a|Neurod2|Nf1|Nfatc4|Ngef|Ngf|Ngfr|Nkx2-2|Nlgn1|Nlgn2|Nlgn3|Nme1|Nme2|Nog|Notch1|Notch3|Nr2e1|Nr2f1|Nr3c1|Nrcam|Nrep|Nrp1|Nsmf|Ntf3|Ntm|Ntrk2|Ntrk3|Numb|Numbl|Olig2|Omg|Opa1|Pacsin1|Pafah1b1|Pak3|Palm|Pbx1|Pdlim5|Pias2|Plk2|Plk5|Plxna4|Plxnb1|Plxnb2|Pmp22|Pou3f2|Ppp2r5b|Ppp2r5d|Ppp3ca|Pqbp1|Prex1|Prkcsh|Prkd1|Prox1|Prpf19|Prrx1|Psen1|Pten|Ptk2|Ptk2b|Ptk7|Ptn|Ptpn5|Ptprd|Ptprf|Ptprg|Ptprz1|Rab11a|Rab21|Rac1|Rac3|Ranbp1|Rap1gap|Rap1gap2|Rap2a|Rapgef1|Rapgef4|Rarb|Rasal1|Reln|Rgma|Rgs6|Rims2|Rnd2|Rnf112|Rnf6|Robo1|Rrn3|Rtn4|Rufy3|Ryk|Sall1|Sarm1|Scarf1|Scn1b|Sdc2|Sdk1|Sema3a|Sema3f|Sema4d|Sema4f|Sema5a|Sema7a|Serpine2|Serpinf1|Setx|Sez6|Sgk1|Shank3|Shh|Sipa1l1|Sirt1|Skil|Slc39a12|Slit1|Slit2|Smn1|Smurf1|Snapin|Snx3|Socs2|Sox11|Sox2|Sox21|Sox5|Sox8|Sox9|Spag9|Spg20|Sphk1|Spock1|Srcin1|Srf|Ss18l1|Ssh2|Ssh3|Stk11|Stk24|Stk25|Stmn2|Syne1|Syt1|Syt17|Syt3|Syt4|Tbr1|Tbx6|Tcf12|Tcf3|Tcf4|Tenm3|Thy1|Tiam1|Timp2|Tle6|Tmem30a|Tnfrsf12a|Trim32|Trpv2|Trpv4|Ttc3|Ttl|Twf2|Ulk1|Ulk2|Unc13a|Vamp7|Vegfa|Vim|Vldlr|Vwc2|Vwc2l|Wdr36|Wnt5a|Wnt7a|Xk|Ywhag|Ywhah|Zeb1|Zfp536|Zhx2|
cell adhesion	GO:0007155	5.051e-09	Inppl1(1), Mfge8(16), Ptprd(24), Cadm4(27), Nrxn3(31), Cdh4(43), Col5a3(55), Pstpip1(57), Cdh5(70), Cd47(82), Pip5k1c(83), Bcan(90), Ntm(116), Gp1bb(122), Was(173), Sympk(174), Prex1(176), H2-DMa(179), Pip5k1a(182), Negr1(195)	489	1e-05	489	0.06459584	1e-12	0.05051	0.928		Aatf|Abl1|Acan|Ache|Ackr3|Actn1|Adam15|Adam17|Adam23|Adam8|Adam9|Adgre5|Adgrl1|Aggf1|Agt|Aimp1|Alcam|Amigo1|Amigo2|Angpt1|Antxr1|Apbb1ip|Apc|Aplp1|App|Arhgap6|Astn1|Atp1b1|Atp1b2|Atp2c1|Atp7a|Axl|Azi2|B2m|B4galt1|Bax|Bcam|Bcan|Bcar1|Bcl11a|Bcl11b|Bcl2|Bcl2l11|Blm|Bloc1s4|Bmp7|Bmx|Braf|Bves|Cacnb4|Cadm1|Cadm2|Cadm3|Cadm4|Camsap3|Cbln1|Ccl19|Ccnd3|Cd151|Cd164|Cd276|Cd33|Cd34|Cd44|Cd47|Cd53|Cd74|Cd9|Cd93|Cd99l2|Cdc42|Cdh1|Cdh10|Cdh11|Cdh13|Cdh2|Cdh20|Cdh22|Cdh4|Cdh5|Cdh6|Cdh7|Cdh8|Cdh9|Cdhr1|Cdk5|Cdk5r1|Cebpb|Celsr2|Celsr3|Cercam|Cfdp1|Cgref1|Chd7|Chl1|Cib1|Cldn1|Cldn11|Cldn5|Clic1|Clstn1|Clstn3|Cntn1|Cntn2|Cntn3|Cntn6|Cntnap1|Cntnap2|Cntnap4|Col12a1|Col15a1|Col16a1|Col18a1|Col5a1|Col5a3|Col6a1|Col6a2|Col7a1|Col8a2|Coro1a|Crip3|Csf3r|Csrp1|Ctgf|Ctnna1|Ctnna2|Ctnnal1|Ctnnb1|Ctnnd2|Ctps|Cttn|Cx3cl1|Cx3cr1|Cxadr|Cxcl12|Cxcr4|Cyfip2|Cyp1b1|Cyp26b1|Dab1|Dag1|Ddost|Ddr1|Dgcr2|Dlg1|Dnaja3|Dnajb6|Dock8|Dscam|Dsg2|Dsp|Dst|Eda|Edil3|Efna1|Efnb2|Efr3a|Efs|Egfl7|Egfr|Egr1|Emb|Emilin1|Emilin2|Emp2|Eng|Epb4.1l5|Epdr1|Epha4|Epha8|Ephb1|Ephb4|Erf|Esam|F11r|Fadd|Farp2|Fas|Fbln7|Fcer1g|Fer|Fermt2|Fermt3|Fes|Fgfrl1|Fibp|Fkbp1a|Fkbp1b|Flna|Flot2|Fn1|Fndc3a|Fndc3b|Foxp1|Fyn|Fzd4|Fzd5|Fzd7|Gadd45g|Gas6|Gcnt1|Gimap1|Gnas|Gp1bb|Gp5|Gp9|Gpnmb|Grid2|H2-DMa|H2-M3|Hapln1|Hapln2|Hapln4|Hepacam|Hes1|Hes5|Hs1bp3|Hspb1|Icam1|Icam2|Icam4|Icam5|Icosl|Igfbp7|Igsf11|Igsf9|Il15|Ilk|Inppl1|Irf1|Itga2b|Itga3|Itga7|Itga8|Itgav|Itgb1|Itgb1bp1|Itgb4|Itgb5|Jag2|Jam3|Jmjd6|Kifc3|Kit|L1cam|Lama1|Lama2|Lama4|Lama5|Lamb2|Lamb3|Lamc1|Lamc3|Lck|Lcp1|Lgals1|Lgals3bp|Lgals9|Lig4|Lims1|Lims2|Lmo7|Lpxn|Lrfn3|Lrp6|Maea|Mafb|Mag|Mcam|Megf10|Megf11|Mertk|Metap1|Mfap4|Mfge8|Mia|Micall2|Mink1|Mkln1|Mmp24|Mog|Mpdz|Myh10|Myh9|Myl12b|Ncam1|Ncam2|Ncan|Ncaph2|Nck1|Ncor1|Ncstn|Nedd4|Nedd9|Negr1|Neo1|Nfasc|Nfatc3|Nhej1|Nid1|Nid2|Ninj1|Ninj2|Nkap|Nkx2-3|Nlgn1|Nlgn2|Nlgn3|Nov|Npnt|Nptn|Nrcam|Nrxn1|Nrxn3|Nt5e|Ntm|Nuak1|Omg|P2rx7|P2ry12|Pard3|Parva|Parvb|Parvg|Pcdh1|Pcdh10|Pcdh20|Pcdh8|Pcdhb14|Pcdhb16|Pdgfra|Pdpk1|Pdpn|Peak1|Pecam1|Pgm5|Pik3cb|Pik3cg|Pip5k1a|Pip5k1c|Pkd1|Pkn2|Pknox1|Pkp2|Pkp4|Plcb1|Plek|Podxl|Podxl2|Ppap2b|Ppp3cb|Prdx2|Prex1|Prkca|Prkce|Prkd2|Prkdc|Prkx|Psen1|Psen2|Psmb10|Pstpip1|Ptk2|Ptk2b|Ptk7|Ptpn6|Ptprd|Ptprf|Ptprk|Ptprs|Ptprt|Ptpru|Pvr|Pvrl1|Pvrl2|Pvrl3|Pvrl4|Pxn|Rab1|Rab27a|Rac1|Rac2|Radil|Rap2b|Rapgef1|Rc3h1|Rc3h2|Rcc2|Relb|Reln|Rgmb|Rhob|Rhod|Ripk2|Ripk3|Robo1|Rock1|Rom1|Rora|Rorc|Rpl22|Rpsa|Rsad2|Satb1|Scarb2|Scarf1|Scarf2|Scrib|Sdc3|Sdk1|Selplg|Sema4a|Sema4d|Sfrp1|Shc1|Shh|Sirpa|Sla2|Slc11a1|Slc7a11|Slit2|Smad3|Smad6|Sorbs1|Sorbs2|Sorbs3|Sox4|Sox9|Specc1l|Spg7|Spn|Spon1|Spp1|Src|Srcin1|Srf|Srgap2|Srpx2|Ssx2ip|Stab1|Stat5a|Stat6|Stk11|Stoml2|Stxbp1|Sympk|Tcf3|Tek|Tenm2|Tenm3|Tgfb1|Tgfbi|Thbs2|Thbs3|Thy1|Tiam1|Tinagl1|Tmem8|Tnc|Tnfrsf12a|Tnfrsf4|Tnip1|Tnxb|Tor1a|Trip6|Trp53|Tsc1|Ttyh1|Tyro3|Vamp3|Vav1|Vcam1|Vcl|Vezt|Vmp1|Vtn|Vwf|Was|Wash1|Whamm|Wisp1|Wnt4|Wnt7b|Wwp1|Xrcc4|Zap70|Zfp36l1|Zfp36l2|Zyx|
cardiovascular system development	GO:0072358	0.004209	Mfge8(16), Ang(17), Nrxn3(31), Ddx17(39), Hspb11(48), Cdh5(70), Nrarp(74), Lyl1(84), C2cd3(103), Plau(112), Notch4(131), Fzd2(143), Dab2ip(157), Chm(180), Dhrs3(191), Ece1(197)	480	0.003285	480	0.06149797	5e-06	0.37710307	0.981	GO:0072359|circulatory system development, 	1190002N15Rik|AW551984|Acadm|Ackr3|Acvr1|Acvr2b|Adam15|Adam19|Adam8|Adamts1|Adap2|Adra1a|Adrbk1|Aggf1|Agt|Ahi1|Aimp1|Akt1|Aldh1a2|Ang|Angpt1|Angpt2|Angptl4|Angptl6|Ankrd17|Anxa2|Apoe|Arhgap22|Arhgap24|Arhgef15|Arid1a|Arl13b|Asxl1|Asxl2|Atf2|Atg5|Atg7|Atm|Atp5b|Atp7a|Axin2|B4galt1|B9d1|Bak1|Bax|Baz1b|Bbs7|Bcas3|Bcor|Becn1|Bmp4|Bmper|Bmpr1a|Bmpr2|Bves|C2cd3|Cacybp|Camk2d|Casp8|Cav1|Cby1|Ccbe1|Ccdc39|Ccl12|Ccm2|Ccm2l|Cdc42|Cdh13|Cdh2|Cdh5|Chd7|Chm|Cib1|Cited2|Clic4|Cluap1|Col11a1|Col18a1|Col1a1|Col1a2|Col2a1|Col4a1|Col4a2|Col4a3bp|Col5a1|Col8a2|Cpe|Crkl|Cspg4|Ctgf|Ctnnb1|Cul7|Cx3cl1|Cxadr|Cxcl12|Cxcr4|Cyp1b1|Dab2ip|Ddit3|Ddx17|Dhcr7|Dhrs3|Dicer1|Dll1|Dsg2|Dsp|Ece1|Ecm1|Edn1|Ednra|Efna1|Efnb2|Egfl7|Egln1|Egr1|Egr3|Eif2ak3|Elk3|Eng|Ep300|Epas1|Epha3|Ephb1|Ephb2|Ephb4|Epor|Errfi1|Eya1|Fadd|Fbn1|Fbxw7|Fbxw8|Fgf1|Fgf10|Fgf9|Fgfr1|Fgfr2|Fgfrl1|Fhod3|Figf|Fkbp1a|Flt1|Fn1|Foxc1|Foxm1|Foxo1|Foxp1|Foxp4|Foxs1|Frs2|Fzd2|Fzd4|Fzd5|Gaa|Gab1|Gatad2a|Gja1|Gja4|Gjc1|Gli2|Gna11|Gna13|Gnaq|Gpc3|Gpi1|Gpld1|Gpx1|Gsk3a|Gys1|Hbegf|Hdac2|Hdac5|Hdac7|Hdac9|Hes1|Hexim1|Hey1|Hey2|Hhex|Hif1a|Hif3a|Hoxa13|Hpgd|Hs6st1|Hspb11|Hspg2|Htatip2|Id1|Id2|Id3|Ift122|Ift172|Ift20|Ift52|Ift57|Ift88|Igf1|Il18|Insr|Itga7|Itgav|Itgb1|Itgb1bp1|Jam3|Jmjd6|Jun|Junb|Kat2a|Kcnj8|Kdm6a|Kdm6b|Kdr|Kif3a|Klf5|Krit1|Lama1|Lama4|Lefty1|Lmna|Lmo4|Lrp1|Lrp5|Lrp6|Luzp1|Ly6e|Lyl1|Maml1|Map2k1|Map2k4|Map2k5|Map3k3|Map3k7|Mapk1|Mapk14|Mcam|Mecom|Med1|Med12|Mef2a|Mef2c|Meis1|Mfge8|Mfsd7b|Mib1|Mmp2|Mmrn2|Mnat1|Mospd3|Msx1|Mterf4|Mthfd1|Mydgf|Myh10|Myh11|Myh9|Mylk|Myo1e|Naa15|Naca|Nckap1|Ncl|Ncoa6|Ncor2|Ndp|Ndrg4|Ndufs6|Ndufv2|Nedd4|Nf1|Nfatc1|Nfatc3|Nfatc4|Nipbl|Nos3|Notch1|Notch3|Notch4|Nphp3|Nprl3|Npy1r|Npy2r|Npy5r|Nr2f2|Nrarp|Nrp1|Nrp2|Nrxn3|Nsdhl|Ntrk2|Nus1|Nxn|Osr1|Otulin|Ovol2|Parva|Paxip1|Pbrm1|Pcsk5|Pdcd10|Pdcl3|Pde3b|Pdgfa|Pdgfb|Pdgfra|Pdgfrb|Pdlim3|Pdpn|Pgf|Pik3ca|Pik3cb|Pik3cg|Pik3r6|Pkd1|Pkd2|Pknox1|Pkp2|Plau|Plcd1|Plcd3|Plxnd1|Pnpla6|Pofut1|Poglut1|Pou5f1|Ppap2b|Ppp1r13l|Ppp3cb|Ppp3r1|Prcp|Prkar1a|Prkca|Prkd1|Prkd2|Prkdc|Prkg1|Prkx|Prox1|Prrx1|Psen1|Ptcd2|Pten|Ptk2|Ptk2b|Ptpn11|Ptprb|Ramp1|Ramp2|Rapgef1|Rapgef3|Rarb|Rasa1|Rasip1|Rbm15|Reck|Rhob|Rhoj|Robo1|Robo4|Rom1|Rora|Rps6ka2|Rspo3|Rtn4|Rxra|Rxrb|Ryr1|Ryr2|Sall1|Sall4|Sav1|Scg2|Scx|Sec24b|Sema3e|Sema4a|Sema5a|Senp2|Serpinf2|Setd2|Sgcb|Sgpl1|Sh3pxd2b|Shc1|Shh|Sin3b|Sirt1|Sirt6|Slc22a5|Slc4a7|Slc8a1|Slc9a1|Slit2|Slitrk5|Smad1|Smad2|Smad3|Smad4|Smad5|Smad6|Smarca2|Smarca4|Smarcd3|Smo|Smyd1|Snai1|Socs3|Sod2|Sox11|Sox17|Sox18|Sox4|Sox9|Speg|Sphk1|Sphk2|Spi1|Srf|Srpk2|Srpx2|Stk11|Stk3|Stk4|Stra6|Tab1|Tab2|Taz|Tbx1|Tbx3|Tcf7l2|Tead2|Tek|Tenm4|Tgfa|Tgfb2|Tgfbr1|Tgfbr2|Tgfbr3|Thy1|Tie1|Tmed2|Tmem100|Tmem204|Tnfrsf12a|Tnnc1|Tpm1|Traf3ip1|Trp53bp2|Tsc1|Tsc2|Tspan12|Twist1|Txnrd2|Ube4b|Ubp1|Uty|Vangl2|Vash1|Vav3|Vcam1|Vegfa|Vegfb|Vegfc|Vezf1|Vhl|Wars|Wars2|Wdpcp|Wnt2|Wnt5a|Wnt7a|Wnt7b|Xbp1|Yap1|Zc3h12a|Zfand5|Zfp36l1|Zfpm1|Zfpm2|Zic3|Zmiz1|
