#2018-03-29----Dataset: GSE14499
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE14499	J20	7_months	2	4	F(4); M(2)	GPL1261	45101	18237	6	No	2.20734755676173	13.9911206883289	5.55648579245266	model.matrix( ~ Genotype + Gender, data = array_design)	WT(2); J20(4)	7_months(6)	Hippocampus(6)	F(4); M(2)
