#2018-03-29----Dataset: GSE63617.1
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE63617.1	AD11	3_months	5	5	F(10)	GPL7042	41175	19561	10	No	5.67519817976534	15.9942947342729	6.52594842111834	model.matrix( ~ Genotype, data = array_design)	WT(5); AD11(5)	3_months(10)	Hippocampus(10)	F(10)
