#2018-03-29----Dataset: GSE53480
dataset	Genotype	Timepoint	control_n	case_n	gender	platform	probes	genes	sample_size_all	batch_correction	expr_min	expr_max	expr_median	limma_model	Genotype_all	Timepoint_all	OrganismPart_all	Gender_all
GSE53480	Tg4510	4_months	4	4	F(3); M(5)	GPL1261	45101	18237	8	No	2.60600768156984	14.72863507801	6.09735364645151	model.matrix( ~ Genotype, data = array_design)	WT(4); Tg4510(4)	4_months(8)	Hippocampus(8)	F(3); M(5)
