#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL1261.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE48622_RMA_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 45101
#number of samples: 16
#Factor: Genotype (4 levels): APLP2_KO: n=4, APP_KO: n=4, N_dC_KO: n=4, WT: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=16
#Factor: Gender (1 levels): M: n=16
#Factor: Timepoint (1 levels): 2_months: n=16
#
#
### Model test for factor: Genotype
#p-value: 0.00185810259135405; Statistic: 10.6778138012036; Expected: 7.10935249061112; Std.dev: 1.02109576229459; #Cov: 45101
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE48622
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE48622/results/GSE48622_objects.Rdata
#
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#16 samples, 45101 probes
#coefficients: (Intercept), GenotypeAPLP2_KO, GenotypeAPP_KO, GenotypeN_dC_KO
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeAPLP2_KO
#  DE genes: 58, up: 25, down: 33
#GSE48622_APLP2_KO: original input has 45101 probesets; mapped probesets: 29597; probes mapped to multiple genes to be removed (except for insulin): 597; genes with multiple probesets are BH corrected. New data has 17584 genes.
GSE48622_APLP2_KO	GeneSymbols
0.00601018298014528	Krtap4-6
0.00601815308486361	5730420D15Rik
0.00604511952837587	Rbm45
0.00608832918751867	1700084F23Rik
0.0061582179118611	Vtcn1
0.0063273297864403	Lgi2
0.00636936829200502	Nkx2-6
0.00639224396758921	Sstr2
0.00643063560557761	Aplnr
0.00644480218747334	AA388235
0.00646621287754287	Igfals
0.00652093950334592	Fbp2
0.00652496423704646	Masp2
0.00655365331415773	Mcemp1
0.00659400631293205	Serpina3n
0.00661220972928674	Nrm
0.00669997241993253	Megf9
0.00677492606742356	P2ry2
0.00678975179728068	Trim67
0.00680304562303981	Cd209f
0.0068668331255493	Rhov
0.00695481492414212	Zdhhc19
0.00701466596192373	Ctsg
0.00704748768645029	AI414108
0.00709690056000396	Rita1
0.00711365000115787	Sox4
0.00716958871448623	Bace1
0.00718376698476914	Atp11a
0.00719333847003454	Catsper2
0.00727161192553855	Wdfy1
0.00727849313976409	Serpina3a
0.00729351448135461	Mfap2
0.00734280486840345	E230008N13Rik
0.00745921188565621	Klhl32
0.00748810999259824	Fyn
0.00767188174343886	Col11a1
0.00770105057660407	Ptprr
0.00779619587506091	Prg4
0.00779682232673479	Psd4
0.00781854537402624	Myl3
0.00783791425001713	Adprhl1
0.00784423104158529	1700007B14Rik
0.00785416040974554	Ptf1a
0.00798720038403496	Pecr
0.00802883008453476	Glud1
0.00803837614875297	Ptprz1
0.00811380176928819	C530008M17Rik
0.00813485357930538	Depdc1b
0.00821511576367085	1700015F17Rik
0.008255480182611	Trappc12
0.00829604441425178	Gatad2b
0.00829736946620856	4930564D02Rik
0.00833572779755566	Isl1
0.00836790555338429	Gpx6
0.008446466246407	Irx2
0.0084633404042161	Swap70
0.00847167449903732	Prr30
0.00853488160518834	Gjd4
0.00859795603985559	Cabp4
0.00867567212266763	Slc7a1
0.00870470790304226	Oxt
0.00874683731064017	Rell1
0.00876837938950942	March7
0.00878484460563566	Hypm
0.00879497312350108	Edn2
0.00897252845616268	Fcna
0.00907498866465768	Rcor1
0.00912785378861948	Nup54
0.00913354710681721	Zim1
0.00934351259793312	Pla2g2a
0.00936860357313849	Cd300lb
0.00937608617692538	Sphk1
0.00951340767096943	Lhx3
0.00960297006707348	Fam78b
0.00962250667410711	S100a9
0.00963009005491205	P2rx7
0.00979137219843221	Lrrc19
0.00979171767091734	Shank3
0.00979411657105428	Kcp
0.00979576515484828	Ptchd3
0.00984459940035	Lsm11
0.00992931767785456	Gm10857
0.0100001581370365	Hhip
0.0100002512736518	Csmd1
0.0100874474581554	Smco2
0.0101479447839635	Hdac9
0.0106215384359865	Slc39a14
0.010704934115302	Cst7
0.0107133301165963	Cdh15
0.0107537504040552	Ifi27l2b
0.0107601643729851	Soat2
0.0108136760122623	Lppr4
0.0108461877083937	Sema5a
0.0108733005654091	Emp2
0.0108784784995398	Entpd7
0.0109003305620451	4931429P17Rik
0.0109290190701858	Slc22a3
0.0109660008887945	Ube4a
0.0109820039209889	Aasdhppt
0.0110016249732123	Nnt
0.0110336156898183	Cd248
0.0110394199319478	9030619P08Rik
0.0110458460750169	Slc25a34
0.0110630534522855	Lmx1b
0.0110873910563863	Stk17b
0.0111176196064204	Arhgap4
0.0111319825068811	Sertad2
0.0113459092796817	Gpr161
0.01148440925759	Smurf2
0.0114926617445147	4930428O21Rik
0.0114973236455051	Tmem2
0.0115310117733845	Rcor2
0.0115909674050947	Prrx1
0.0116165773015454	Syce3
0.0116697438818947	Gda
0.0117384176965899	Aqp4
0.0117600020555246	Ppm1l
0.0118235853029776	2610203C20Rik
0.011964825376019	Sec22c
0.0120008767134554	Wdr47
0.0120278400054657	S100a5
0.0120901333761345	Ccl28
0.0121127381293386	Inhbb
0.0122190615201338	Cntn1
0.0122568977166193	Krt23
0.0122585201258561	Nf1
0.0123999313500902	Hsd3b5
0.0124321027201566	Irs1
0.0124729123610092	Gm29766
0.0125670542281893	Pou6f1
0.0126931448102636	Dnah6
0.012803440873842	Slc4a9
0.0128216946480734	Shc2
0.0128282743412554	Il17b
0.0129097894879664	Nov
0.0129149143589725	Morc2b
0.0129445588434984	Ubr5
0.0132546975112575	Mrpl47
0.013318371162494	Cdk8
0.0133938206640063	Fscn3
0.0133957931351567	Hsd17b3
0.0133973143385097	1700048O20Rik
0.0134187884446171	Ildr2
0.0135387607005005	2210039B01Rik
0.0135651097096421	Irx5
0.0136299787649959	Nipsnap3a
0.013642339788164	Guca1b
0.0136424599071795	Opn1mw
0.0136453248322768	4930452G13Rik
0.0136498733787642	Dnmt3a
0.013665193821648	Cacng1
0.0139661185171541	Samd7
0.0140095140599115	Il10
0.0140138664597532	Anxa5
0.0140543178112418	Celrr
0.014098480904555	Dbt
0.01419707881525	Bzw1
0.014404288163893	Prokr2
0.0144880930312321	Wdr91
0.0145068000540381	Scnn1g
0.0145304486681323	Ugcg
0.0145343566271526	Clec12b
0.0146804601985352	Tmem42
0.0147543794566598	Tmprss2
0.0147883548908893	Col9a1
0.0149094042240943	H1fx
0.0149096039596369	H2-Oa
0.0149218151747381	Ehbp1
0.0149497374853517	Tmem45b
0.014984355681562	Polr3k
0.0150387339166512	Iqcf1
0.0150476167769851	Krt7
0.0150705506868318	Frmd4a
0.0151609677041749	Naip5
0.015211052847596	Efna5
0.0153314081378861	Cars
0.0153580528570986	Bmp4
0.0154179383530655	Ms4a1
0.015472383082262	Gpam
0.0155313735263511	Tubb2b
0.0156179012126395	Prune2
0.0156233936991712	Cdkn3
0.0156323731766789	Col6a4
0.0156608646403037	Tmem200c
0.0157312804734797	Dmrtc2
0.0157393494039959	Pim1
0.0157647289691904	Mb
0.0158958445710622	Parvb
0.0158963311953824	Gcnt3
0.0159428633230903	8430426J06Rik
0.0160304722484416	Sdc3
0.0160804211220603	1700074P13Rik
0.0161736187736256	Kifap3
0.0162024365039958	Cox4i2
0.016227250173827	BC055324
0.0162427646916738	Sprr2j-ps
0.0162854587491795	Gm2381
0.0163600890704168	Clec1b
0.0164747990734262	1700088E04Rik
0.0164765635602784	Il1f6
0.0164843462491049	Atg9b
0.0165372228869285	Azin1
0.0165393467763261	4933402J07Rik
0.0166048203845362	Rgs5
0.0166125715333494	4933438B17Rik
0.0166142735438882	Sorbs2
0.0166324491796796	Cldn7
0.0166332562680158	Krt76
0.0166494874563648	Mtf1
0.0166528680864127	Kdm6b
0.0167063204084621	Fchsd2
0.0168219447531846	Sh2d6
0.0168335379330281	Scrn1
0.0168340182044943	Kcnmb2
0.0168389696907762	2700089I24Rik
0.0168681872739628	Cdh16
0.0168775014248814	H2-Eb1
0.016895055189163	Kctd12b
0.0169731797960731	Upk2
0.0169749163104974	Bcl7a
0.0169932651199033	Il1f8
0.0170342885036451	Pax6os1
0.0170554771891135	Ago2
0.0171168779447844	Zfp572
0.017128892410522	Tm4sf20
0.017133213147561	Mt1
0.0171410489738854	Rnf138rt1
0.0171748766803189	4930592A05Rik
0.0171840678003558	Spatc1l
0.0171905581624811	Entpd2
0.0172061447755478	Ubtd1
0.0172284630095282	Gzmb
0.0172298681722399	Ptprj
0.0173873271354106	Actc1
0.0174856635013276	Sema4g
0.0175644323235986	Hsf2bp
0.01761160973586	Tctn1
0.0176153955568318	Epb4.1
0.0176570939032034	6430573F11Rik
0.0176775636885928	Nos2
0.0177252514148587	Mir138-2
0.0177458932177413	Fscn2
0.0177551743000581	Gdap10
0.0178211374063034	Cckbr
0.0178383476261409	Gm11651
0.0178412580796233	D130043K22Rik
0.0178550551022881	2410137M14Rik
0.01785644572991	Poldip3
0.0179205780979879	Dmrt1
0.0180531434697216	Kpna7
0.0180598251822501	Tbcel
0.0180729043842769	Atp6v1b1
0.0181040168362654	4930463O16Rik
0.0181276383421313	Il18rap
0.0181737498040843	Ppp1r12a
