#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL6885
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.0244722851065837; Statistic: 1.44878723355293; Expected: 0.909000791576573; Std.dev: 0.221706554875654; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889513975337e-29; Statistic: 19.1481006227809; Expected: 0.908948626581019; Std.dev: 0.454022979505226; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149744232; Statistic: 1.82961689319919; Expected: 0.908992657887118; Std.dev: 0.271350267850959; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2018-03-29
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000906088e-06; Statistic: 1.93569837117945; Expected: 0.943298789165126; Std.dev: 0.134662287771227; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.282013883764099; Expected: 0.934579439252336; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146071282e-06; Statistic: 2.04317003911872; Expected: 0.943291613329555; Std.dev: 0.16366871160103; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE64398.1
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('2_months') are kept for analysis. 
#New dataset contains 30 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=12, het_TASTPM: n=4, het_TPM: n=3, ho_TASTPM: n=4, TAS10: n=4, TAU: n=3
#Factor: OrganismPart (1 levels): Hippocampus: n=30
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=8, Batch_02_2013-03-04: n=22
#Factor: Gender (1 levels): M: n=30
#Factor: Timepoint (1 levels): 2_months: n=30
#
### Model test for factor: Genotype
#p-value: 0.0178903457907119; Statistic: 4.77253769445988; Expected: 3.56661490754674; Std.dev: 0.499279056171907; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.758893406649396; Statistic: 2.65177481397871; Expected: 3.44827586206897; Std.dev: 1.09666057912493; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#30 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeTAU
#  DE genes: 8, up: 7, down: 1
#GSE64398.1_TAU: original input has 25697 probesets; mapped probesets: 24643; probes mapped to multiple genes to be removed (except for insulin): 1086; genes with multiple probesets are BH corrected. New data has 16349 genes.
GSE64398.1_TAU	GeneSymbols
1.01153178848827e-10	Zbtb8a
5.20895397239346e-06	Psme4
6.4836692485899e-06	Cdh19
8.11157684306807e-06	Olfr834
4.32866003256075e-05	Bahcc1
4.55680480163293e-05	Ryr2
5.41972003145604e-05	Numb
9.80082179289304e-05	Cntnap1
0.000109834361402684	Smtn
0.000128937681220142	Rffl
0.000133373466758585	Scnn1a
0.000157965549153473	Senp3
0.00017581389847923	Fgf11
0.000204940259361729	Fmnl1
0.000221319277893526	Patz1
0.000228665697967077	St8sia1
0.000240482130406104	Gtf3c2
0.00024445704298639	Gsk3a
0.000263279186853782	Elk3
0.000272945977433222	Asap2
0.000274527734598464	Letm1
0.00028431806447435	Plpp6
0.000304872485647303	Kcna2
0.000312717131195622	Hipk2
0.000331687116442335	Kat2b
0.000340546738680078	Phospho1
0.000357589672061151	Fgf10
0.000359028612403644	Mfap3l
0.000362371934186111	Ankub1
0.000378486793383636	Slitrk1
0.00038889510917915	Gigyf2
0.000395715103622037	Zfp101
0.000405047968569153	Setdb1
0.000410717587301437	Gnrhr
0.000436716949762184	Strap
0.000443268308612539	Atp1b1
0.000475632482215954	Setd5
0.000533601235378307	Ctsl
0.000552231457112667	Acad9
0.000565725431601364	Tbc1d22b
0.000578372479880266	Klhl32
0.000622248013492556	Inpp5k
0.00065512956840433	Zfp488
0.000657338646557825	Klc2
0.000657876048519292	Mtss1l
0.00071473471128045	Usp7
0.000722142411336331	Fktn
0.00073759939669807	Tmem59
0.000758533984243103	Mtus1
0.000781939119872701	Tppp
0.000785138202106875	Stk35
0.000799272704806059	Nup50
0.000823520462107754	Vps50
0.000836776331158174	Spata4
0.000856157733735497	Dvl2
0.000860389525467914	Bspry
0.000867323971096934	AI593442
0.000912219199414969	Wasf2
0.00092188352060055	Chd1
0.000926838221810488	Brsk1
0.000986919079892429	Rock1
0.000994194290109625	Ankrd13c
0.00100997160342575	Itgad
0.00104742516825889	Phldb1
0.00105636458097902	Cep126
0.00106551957449249	Gfap
0.00106812966912444	Dmbt1
0.00107259531399654	Cyp3a13
0.00107991855084189	Bbof1
0.0010857913041085	Smarcc1
0.00108626570006916	Abhd5
0.00110174294616269	Spry4
0.00115870963270951	Gnao1
0.00119869439669331	Ccdc9
0.00120989943619803	Gmeb2
0.00123420047451899	Zmynd11
0.00124579051430292	Hnrnpl
0.00127680684160853	Cacng7
0.00128359242684406	Slc45a3
0.00128590473053619	Lmtk3
0.00131625053762325	Diaph1
0.00133449399595295	Reep2
0.00140220441826922	Fa2h
0.0014026636483859	Cdk19
0.00141616630818002	Tnnc2
0.00141920600892318	Sept5
0.00143165323760856	Calr
0.00146235802313298	Rsg1
0.00146861429427869	Mtpn
0.00150446874686097	Dennd5b
0.00150531803462319	Eif2ak1
0.00152729818924501	Trp53bp2
0.00154289096293633	Elovl6
0.00158195679785442	Rbm12
0.00162306294373689	Prrt1
0.00162606103231043	Cnot3
0.00162873128676577	Papss1
0.00162874221070478	Galnt1
0.00163271358681975	Kif3a
0.00165870535020673	Pabpn1
0.00166117705550911	Frmd8
0.00170108926961052	Rab33b
0.00173129643911418	Tia1
0.00177864213852111	Rarg
0.00179545451160925	Rbbp5
0.00182172977580966	Fblim1
0.00186486465101554	Cep83
0.00189612322288658	Lrfn5
0.00198392289244373	Leng8
0.00199533052068605	Txndc9
0.00199567611703377	Lrsam1
0.0020197635390895	Mau2
0.00207334118974121	Irf6
0.00211105131285876	Fscn1
0.00217576615652153	Rab7b
0.00218319225126296	Aim1
0.00219305796456734	Ythdf1
0.00220250282656656	Sult2a8
0.00220962001572359	Pde7a
0.00222243517816318	Klhl15
0.00224148882503191	Klk14
0.00226740700503514	Samd4b
0.00227877097102971	Tigd5
0.00227981601641532	Nudt12
0.002356096193722	Dlg2
0.00236883950672434	Trp53rka
0.00238497198442477	Usb1
0.00241333020141033	Cldn11
0.0024435091010102	Mpp2
0.00245598160775796	Fam217b
0.0024725567947072	Dhcr7
0.00252085233113658	Pde4a
0.00254722800374973	Furin
0.00256295795062949	Bag5
0.00261979675398657	9430007A20Rik
0.00263177305592244	Serinc1
0.00265014819867519	Epn1
0.00265847461275405	BC030500
0.00266294355163907	Ano4
0.00276531207511111	Il17rb
0.00277488032650113	Mpp1
0.00277781084402692	Fndc11
0.00278325283285222	Map7
0.002789553682077	Mybpc2
0.00280444203026642	Cntfr
0.00281239131127362	Nckipsd
0.00286055823745597	Epha10
0.00291265269737634	Dnph1
0.00292218426567653	Cln8
0.00297293382428631	Rfng
0.00299575924043868	E2f4
0.00301029868997524	Sept8
0.00305996798583286	Olfr1490
0.00308932426979095	Gltscr1
0.00310003234771593	Zfp317
0.00316569145856154	D16Ertd472e
0.00316893068300549	Vmp1
0.00317173342234687	Stard13
0.00318705376961918	Herpud2
0.0031971643631834	Clcn7
0.00321320666870169	Pigt
0.00324634618312473	Ap2a1
0.0032470829548013	Acsl1
0.00334063193624833	Dnmbp
0.00335026355360383	Col10a1
0.00337246859761469	Tmem41b
0.00337265548271356	Hnrnpul1
0.00339028662599527	Slc25a36
0.00342353352698184	Zdhhc17
0.00342609612598656	Meis3
0.00343954984346046	Wipi1
0.00345498547197234	Tmem86b
