#2018-03-29
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results///platforms//GPL6885
#No probes removed from annotation.
#Expression data file: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE64398.1_neqc_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 25697
#number of samples: 112
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=15, ho_TASTPM: n=15, TAS10: n=13, TAU: n=15, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=112
#Factor: Batch (3 levels): Batch_01_2012-02-25: n=33, Batch_02_2013-03-04: n=78, Batch_03_2013-06-26: n=1
#Factor: Gender (1 levels): M: n=112
#Factor: Timepoint (4 levels): 18_months: n=24, 2_months: n=32, 4_months: n=27, 8_months: n=29
#
#
### Model test for factor: Genotype
#p-value: 0.0244722851065837; Statistic: 1.44878723355293; Expected: 0.909000791576573; Std.dev: 0.221706554875654; #Cov: 25697
### Model test for factor: Batch
#p-value: 4.20889513975337e-29; Statistic: 19.1481006227809; Expected: 0.908948626581019; Std.dev: 0.454022979505226; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 0.00803129149744232; Statistic: 1.82961689319919; Expected: 0.908992657887118; Std.dev: 0.271350267850959; #Cov: 25697
##-------------------------------#
### REMOVED SAMPLES
##-------------------------------#
#4 sample(s) removed: TPM_2m_Hipp_rep4, TAU_18m_Hipp_rep1, TAU_18m_Hipp_rep2, TAU_2m_Hipp_rep1
#Reason for removal: TPM_2m_Hipp_rep4 is the only one belongs batch3; sample correlation outliers; sample correlation outliers; sample correlation outliers
#number of samples after removal: 108
#Factor: Genotype (6 levels): het_TASTPM: n=16, het_TPM: n=14, ho_TASTPM: n=15, TAS10: n=13, TAU: n=12, WT: n=38
#Factor: OrganismPart (1 levels): Hippocampus: n=108
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=30, Batch_02_2013-03-04: n=78
#Factor: Gender (1 levels): M: n=108
#Factor: Timepoint (4 levels): 18_months: n=22, 2_months: n=30, 4_months: n=27, 8_months: n=29
#
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2018-03-29
#number of rows: 25697
#number of samples: 108
### Model test for factor: Genotype
#p-value: 1.11026000906088e-06; Statistic: 1.93569837117945; Expected: 0.943298789165126; Std.dev: 0.134662287771227; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.99999999995869; Statistic: 0.282013883764099; Expected: 0.934579439252336; Std.dev: 0.291091146623718; #Cov: 25697
### Model test for factor: Timepoint
#p-value: 3.28159146071282e-06; Statistic: 2.04317003911872; Expected: 0.943291613329555; Std.dev: 0.16366871160103; #Cov: 25697
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2018-03-29----Dataset: GSE64398.1
#Imported R objects: /home/omancarci/git repos/forks/AlzMouseModelMeta/files_results//AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE64398.1/results/GSE64398.1_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
##-------------------------------#
### SUBSET SAMPLES
##-------------------------------#
#
#Data is subseted. Timepoint: c('2_months') are kept for analysis. 
#New dataset contains 30 samples. Original sample size: 108
#Factor: Genotype (6 levels): WT: n=12, het_TASTPM: n=4, het_TPM: n=3, ho_TASTPM: n=4, TAS10: n=4, TAU: n=3
#Factor: OrganismPart (1 levels): Hippocampus: n=30
#Factor: Batch (2 levels): Batch_01_2012-02-25: n=8, Batch_02_2013-03-04: n=22
#Factor: Gender (1 levels): M: n=30
#Factor: Timepoint (1 levels): 2_months: n=30
#
### Model test for factor: Genotype
#p-value: 0.0178903457907119; Statistic: 4.77253769445988; Expected: 3.56661490754674; Std.dev: 0.499279056171907; #Cov: 25697
### Model test for factor: Batch
#p-value: 0.758893406649396; Statistic: 2.65177481397871; Expected: 3.44827586206897; Std.dev: 1.09666057912493; #Cov: 25697
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#30 samples, 25697 probes
#coefficients: (Intercept), Genotypehet_TASTPM, Genotypehet_TPM, Genotypeho_TASTPM, GenotypeTAS10, GenotypeTAU
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotypeho_TASTPM
#  DE genes: 1148, up: 547, down: 601
#GSE64398.1_ho_TASTPM: original input has 25697 probesets; mapped probesets: 24643; probes mapped to multiple genes to be removed (except for insulin): 1086; genes with multiple probesets are BH corrected. New data has 16349 genes.
GSE64398.1_ho_TASTPM	GeneSymbols
1.92343210643875e-13	Thy1
4.52834350772534e-08	Ndn
4.60364953460897e-08	Copg1
1.3287699550427e-07	Nr1d1
4.28214509174771e-07	Dbp
5.7010937240868e-07	Aqp3
1.55682012166171e-06	Ufsp1
2.11972075216368e-06	Cirbp
2.57170100327187e-06	Ciart
4.97641233071413e-06	Slc41a3
6.66143928154405e-06	Unc45a
7.21839595731378e-06	Ddr2
7.26689483526944e-06	Cend1
1.04824383712507e-05	Tcf12
1.36878928451565e-05	Acat2
1.52729683726039e-05	Denr
1.6892507651743e-05	Slc22a1
1.95589781263876e-05	Pcbd1
1.98940051252173e-05	Tcf25
2.04146540495662e-05	Adap2
2.04850455437883e-05	Fbxo6
2.31198445876823e-05	Gk5
2.87169347422526e-05	Tmod2
2.92896907711592e-05	Lmln
3.00491115629932e-05	Slc4a3
3.20427406172032e-05	Elf2
3.21182303312426e-05	Cib2
3.26074940580432e-05	Pou3f2
3.26224287616219e-05	Mrpl54
3.52044517819337e-05	Parpbp
3.76477638388724e-05	Pdxk
3.97716176418238e-05	Senp1
4.1317361173454e-05	Fdps
4.71080497365059e-05	Dhcr24
4.87496520925595e-05	Riiad1
5.02436363793544e-05	Xylt2
5.17362242810586e-05	Tomt
5.21573407720231e-05	Dhdh
5.71114428488656e-05	Gstz1
5.78586878053803e-05	Lrrc8d
6.15256349083013e-05	Klhdc9
6.24967056344266e-05	Map3k9
6.26075487496001e-05	Miga1
6.31575513126802e-05	Mrpl17
6.39441729689889e-05	Noxo1
6.62918466246555e-05	Ache
6.63499947522419e-05	Senp7
6.7433702427725e-05	Ppargc1a
6.79357335623483e-05	Rictor
7.13044423781925e-05	Cfb
7.16254846816151e-05	Tbxas1
7.30849962595906e-05	Ube2q2
7.30870786266792e-05	Sec22c
7.56918403044271e-05	Pou3f4
7.75980312595817e-05	Tenm3
8.13390285272851e-05	Gngt2
8.26943422244356e-05	Armc9
8.47657679764385e-05	Tet2
8.67308265750582e-05	Tbc1d20
8.71388105108794e-05	Mllt3
8.79182657199917e-05	Stard4
9.02755015631215e-05	Adam32
9.12961545741196e-05	Fancc
9.28322451329095e-05	Chga
0.000100263978422527	Retn
0.000101584510973625	Ghrh
0.000104555209065024	AI504432
0.000113724267837523	Spata24
0.000116325719412865	Vax1
0.000123882017975025	Ccdc160
0.000126172876707976	Inca1
0.000130563837319583	Psmb10
0.000131718594051917	Ccdc96
0.000132183064931005	Fndc10
0.000134306387254297	Ubxn11
0.000142439342199836	Pcif1
0.000142625228254321	Rab4a
0.000146424993679326	Srd5a1
0.000149495306935871	N6amt1
0.000151181054843021	Cpeb2
0.000151219782026314	Naa10
0.000151574431641423	Pomgnt2
0.000156777390504094	BC029214
0.000161939813761113	Rc3h1
0.000163930822531317	Tmem201
0.00016521418428354	Rec8
0.000167208744870239	Ddx24
0.00016762441335441	Gnb4
0.000170594648526105	Itih3
0.000176507947736064	Il27
0.000178369586842987	Paox
0.000179699289939165	Dusp3
0.000186361877806811	Cfl2
0.00019500535067314	Ltf
0.000201749742014489	Tnfsf13b
0.000204398610955828	Spag7
0.000204447017042123	Parl
0.00020492321456676	Dlx1
0.000206182254034779	Hmgxb4
0.000222555374770021	Fut11
0.000222606836193522	Gck
0.000223400857456836	6430548M08Rik
0.000227001103721211	Slc35f4
0.000228580274956671	Nrsn2
0.000231123474625221	Jakmip1
0.000234415092809843	Txnrd3
0.00023964399393689	Mrpl27
0.000240985754741055	Fgf22
0.000241724318780327	Pcyt1a
0.000244554353689638	Nudt8
0.000250041001324273	Zmiz1
0.000250933597703378	Prag1
0.000251691716766169	Fam50a
0.000253686498715869	Tkt
0.000259310924151088	6820408C15Rik
0.000263157738444469	Wbscr27
0.000275453843094077	Sdk1
0.000278346296076723	Npm2
0.00028625929793299	Mdh1b
0.000289569604687143	Yes1
0.000290570453533306	Aig1
0.000294696482557648	Slitrk2
0.000295688602681671	Agt
0.000300416921002388	Wfdc18
0.000310049559432461	Vstm2l
0.000317897181593668	Scnn1b
0.000320688650077626	Ccdc65
0.000323740700936999	Crhr2
0.000327005817229944	Maged2
0.000327643709390075	Ankrd12
0.00033396151653702	Mrps28
0.000338640867908513	Rxfp3
0.000346326589977209	Top1mt
0.000352411598350505	Mgea5
0.000360418463259253	Glb1
0.000370208479362534	Megf11
0.000379437838851561	Dnajc4
0.000379739333045079	Tecr
0.000379784295545247	Nipsnap1
0.000385962962798089	Arhgdib
0.000391858017071563	Gm5607
0.00041520894486245	Ash1l
0.000415637365565204	Flywch2
0.000416515654417569	Lrrc74b
0.000417554208246339	Rusc1
0.00041775852828893	Cbr1
0.000427013766983925	Wscd2
0.000427628916959962	Prdx4
0.000431756460077682	Sfmbt2
0.000433507727459856	Tfec
0.000438180663577269	Selenov
0.000443332383389494	Katnal1
