geneSymbols	cell_type	region
Cacna2d2	Dopaminergic	Striatum
Cadps2	Dopaminergic	Striatum
Celsr2	Dopaminergic	Striatum
Chrna6	Dopaminergic	Striatum
Mapk8ip2	Dopaminergic	Striatum
Nr4a2	Dopaminergic	Striatum
Ntn1	Dopaminergic	Striatum
Prkcg	Dopaminergic	Striatum
Rian	Dopaminergic	Striatum
Scn2a1	Dopaminergic	Striatum
Slc6a3	Dopaminergic	Striatum
Snhg11	Dopaminergic	Striatum
Tenm1	Dopaminergic	Striatum
Th	Dopaminergic	Striatum
Zim3	Dopaminergic	Striatum
